DistrictNumber,DistrictType,districtName,year,percentLunch
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2010,0.6859504132231405
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2010,0.3076923076923077
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2010,0.33818770226537215
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2010,0.2849336455893833
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2010,0.6263048016701461
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2010,0.6132264529058116
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2010,0.5506493506493506
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2010,0.3437005798629415
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2010,0.2248050610563484
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2010,0.08431860609831986
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2010,0.1559315866084425
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2010,0.14394934894277864
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2010,0.5659574468085107
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2010,0.46236559139784944
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2010,0.5392335766423357
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2010,0.36895674300254455
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2010,0.45
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2010,0.5461538461538461
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2010,0.3581081081081081
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2010,0.28036437246963564
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2010,0.3664465786314526
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2010,0.23498233215547704
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2010,0.26517516475893166
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2010,0.15488656195462477
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2010,0.22389558232931728
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2010,0.26325133147349733
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2010,0.2663612565445026
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2010,0.14486722156163298
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2010,0.44061302681992337
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2010,0.3460235200318916
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2010,0.41448467966573815
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2010,0.28040540540540543
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2010,0.5974025974025974
0916,06,NORTHEAST METRO 916,2010,0.47107438016528924
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2010,0.32142857142857145
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2010,0.4716981132075472
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2010,0.4666666666666667
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2010,0.8547008547008547
0966,51,WRIGHT TECHNICAL CENTER,2010,0
0991,83,REGION 6 AND 8-SW/WC SERVICE COOP,2010,0.5925925925925926
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2010,NaN
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2010,0.09328358208955224
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2010,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2010,0.34350132625994695
2125,01,TRITON SCHOOL DISTRICT,2010,0.39638009049773754
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2010,0.47353361945636624
2135,01,MAPLE RIVER SCHOOL DISTRICT,2010,0.36462093862815886
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2010,0.3245997088791849
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2010,0.4851534977352793
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2010,0.3317972350230415
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2010,0.20964962665134979
2149,01,MINNEWASKA SCHOOL DISTRICT,2010,0.3932788374205268
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2010,0.40423728813559323
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2010,0.5695952615992103
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2010,0.42787682333873583
2164,01,DILWORTH-GLYNDON-FELTON,2010,0.31345454545454543
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2010,0.5442043222003929
2167,01,LAKEVIEW SCHOOL DISTRICT,2010,0.3403880070546737
2168,01,NRHEG SCHOOL DISTRICT,2010,0.35969664138678226
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2010,0.3247978436657682
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2010,0.6020569620253164
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2010,0.23448275862068965
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2010,0.26365795724465557
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2010,0.6186813186813187
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2010,0.3701149425287356
2180,01,MACCRAY SCHOOL DISTRICT,2010,0.34573002754820936
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2010,0.325
2190,01,YELLOW MEDICINE EAST,2010,0.45106861642294716
2198,01,FILLMORE CENTRAL,2010,0.33634719710669075
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2010,0.5015576323987538
2310,01,SIBLEY EAST SCHOOL DISTRICT,2010,0.47023809523809523
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2010,0.41252699784017277
2342,01,WEST CENTRAL AREA,2010,0.3862359550561798
2358,01,TRI-COUNTY SCHOOL DISTRICT,2010,0.4978902953586498
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2010,0.47592067988668557
2365,01,G.F.W.,2010,0.42424242424242425
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2010,0.46002460024600245
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2010,0.3429824561403509
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2010,0.3153034300791557
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2010,0.48134328358208955
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2010,0.4200792602377807
2536,01,GRANADA HUNTLEY-EAST CHAIN,2010,0.46153846153846156
2580,01,EAST CENTRAL SCHOOL DISTRICT,2010,0.5662337662337662
2609,01,WIN-E-MAC SCHOOL DISTRICT,2010,0.453125
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2010,0.42953020134228187
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2010,0.3036238981390793
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2010,0.4413309982486865
2711,01,MESABI EAST SCHOOL DISTRICT,2010,0.4502923976608187
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2010,0.3989330171902786
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2010,0.5656759348034516
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2010,0.45494505494505494
2769,01,MORRIS AREA PUBLIC SCHOOLS,2010,0.25766283524904215
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2010,0.22369668246445498
2835,01,JANESVILLE-WALDORF-PEMBERTON,2010,0.2677595628415301
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2010,0.3783132530120482
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2010,0.46111111111111114
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2010,0.42196531791907516
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2010,0.37953216374269005
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2010,0.43837882547559964
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2010,0.43982494529540483
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2010,0.37116564417177916
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2010,0.4650537634408602
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2010,0.385502471169687
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2010,0.45471014492753625
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2010,0.34394341290893016
2897,01,REDWOOD AREA SCHOOL DISTRICT,2010,0.33811129848229343
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2010,0.5633802816901409
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2010,0.23556430446194226
2902,01,RTR PUBLIC SCHOOLS,2010,0.3713235294117647
2903,01,ORTONVILLE PUBLIC SCHOOLS,2010,0.39575289575289574
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2010,0.5165238678090576
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2010,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2010,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2010,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2010,NA
4000,07,CITY ACADEMY,2010,0.921875
4001,07,BLUFFVIEW MONTESSORI,2010,0.2815533980582524
4003,07,"NEW HEIGHTS SCHOOL, INC.",2010,0.5422535211267606
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2010,0.9743589743589743
4005,07,METRO DEAF SCHOOL,2010,0.3448275862068966
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2010,0.2962962962962963
4008,07,PACT CHARTER SCHOOL,2010,0.14597315436241612
4011,07,ATHLOS LEADERSHIP ACADEMY,2010,0.8848167539267016
4015,07,COMMUNITY OF PEACE ACADEMY,2010,0.8404099560761347
4016,07,WORLD LEARNER CHARTER SCHOOL,2010,0.06818181818181818
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2010,0.4779116465863454
4018,07,ACHIEVE LANGUAGE ACADEMY,2010,0.8467153284671532
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2010,0.5121951219512195
4025,07,CYBER VILLAGE ACADEMY,2010,0.35454545454545455
4026,07,E.C.H.O. CHARTER SCHOOL,2010,0.5810055865921788
4027,07,HIGHER GROUND ACADEMY,2010,0.9437869822485208
4029,07,ST. PAUL CITY SCHOOL,2010,0.9424242424242424
4031,07,JENNINGS COMMUNITY SCHOOL,2010,0.8072289156626506
4032,07,HARVEST PREPARATORY SCHOOL,2010,0.867816091954023
4035,07,LIFE PREP,2010,0.8745387453874539
4036,07,FACE TO FACE ACADEMY,2010,0.855072463768116
4038,07,SOJOURNER TRUTH ACADEMY,2010,0.9612403100775194
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2010,0.9036144578313253
4043,07,MATH AND SCIENCE ACADEMY,2010,0.012539184952978056
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2010,0.2760416666666667
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2010,0.6575342465753424
4053,07,NORTH LAKES ACADEMY,2010,0.26480836236933797
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2010,0.2564102564102564
4055,07,NERSTRAND CHARTER SCHOOL,2010,0.17647058823529413
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2010,0.6571428571428571
4057,07,EL COLEGIO CHARTER SCHOOL,2010,0.8888888888888888
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2010,0.5
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2010,0.5511811023622047
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2010,0.8181818181818182
4066,07,KATO PUBLIC CHARTER SCHOOL,2010,0.5652173913043478
4067,07,AURORA CHARTER SCHOOL,2010,0.9403973509933775
4068,07,EXCELL ACADEMY CHARTER,2010,0.8713080168776371
4070,07,HOPE COMMUNITY ACADEMY,2010,0.8214285714285714
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2010,0.9716088328075709
4074,07,AFSA HIGH SCHOOL,2010,0.297029702970297
4075,07,AVALON SCHOOL,2010,0.22093023255813954
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2010,0.964349376114082
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2010,0.9935275080906149
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2010,0.975
4080,07,PILLAGER AREA CHARTER SCHOOL,2010,0.8222222222222222
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2010,0.6428571428571429
4082,07,BLUESKY CHARTER SCHOOL,2010,0.15258855585831063
4083,07,RIDGEWAY COMMUNITY SCHOOL,2010,0.24390243902439024
4084,07,NORTH SHORE COMMUNITY SCHOOL,2010,0.4774193548387097
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2010,0.39
4087,07,SAGE ACADEMY CHARTER SCHOOL,2010,0.6627906976744186
4088,07,URBAN ACADEMY CHARTER SCHOOL,2010,0.9776119402985075
4089,07,NEW CITY SCHOOL,2010,0.44642857142857145
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2010,0.1694915254237288
4091,07,ARCADIA CHARTER SCHOOL,2010,0.312
4092,07,WATERSHED HIGH SCHOOL,2010,0.30952380952380953
4093,07,NEW CENTURY ACADEMY,2010,0.4236111111111111
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2010,0.20967741935483872
4097,07,"PARTNERSHIP ACADEMY, INC.",2010,0.9893992932862191
4098,07,NOVA CLASSICAL ACADEMY,2010,0.1258741258741259
4100,07,GREAT EXPECTATIONS,2010,0.45
4102,07,MINNESOTA INTERNSHIP CENTER,2010,0.9967637540453075
4103,07,HMONG COLLEGE PREP ACADEMY,2010,0.9357798165137615
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2010,0.581081081081081
4105,07,GREAT RIVER SCHOOL,2010,0.11538461538461539
4106,07,TREKNORTH HIGH SCHOOL,2010,0.5833333333333334
4107,07,VOYAGEURS EXPEDITIONARY,2010,0.9117647058823529
4110,07,PIM ARTS HIGH SCHOOL,2010,0.2612244897959184
4111,07,AUGSBURG FAIRVIEW ACADEMY,2010,0.8425925925925926
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2010,0.08714596949891068
4113,07,SPERO ACADEMY,2010,0.35384615384615387
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2010,0.1213768115942029
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2010,0.1497584541062802
4119,07,ACADEMIC ARTS HIGH SCHOOL,2010,0.08695652173913043
4120,07,ST. CROIX PREPARATORY ACADEMY,2010,0.06583427922814983
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2010,1
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2010,0.08480565371024736
4124,07,BEACON ACADEMY,2010,0.19083969465648856
4126,07,PRAIRIE SEEDS ACADEMY,2010,0.8442028985507246
4127,07,TEAM ACADEMY,2010,0.5588235294117647
4131,07,METRO SCHOOLS CHARTER,2010,1
4132,07,TWIN CITIES ACADEMY,2010,0.26666666666666666
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2010,0.9321266968325792
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2010,0.1597222222222222
4138,07,MILROY AREA CHARTER SCHOOL,2010,0.02
4139,07,LOVEWORKS ACADEMY FOR ARTS,2010,0.7509727626459144
4140,07,YINGHUA ACADEMY,2010,0.0777027027027027
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2010,0.5416666666666666
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2010,0.8835227272727273
4144,07,GREEN ISLE COMMUNITY SCHOOL,2010,0.32222222222222224
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2010,0.5
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2010,0.711340206185567
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2010,0.2018348623853211
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2010,0.3835616438356164
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2010,0.14720812182741116
4153,07,DUGSI ACADEMY,2010,0.9795918367346939
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2010,0.9504950495049505
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2010,0.1937984496124031
4160,07,SPECTRUM HIGH SCHOOL,2010,0.1712962962962963
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2010,0.5120481927710844
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2010,0.5
4163,07,LEARNING FOR LEADERSHIP CHARTER,2010,0.8756756756756757
4164,07,LAURA JEFFREY ACADEMY CHARTER,2010,0.32450331125827814
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2010,0.5223880597014925
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2010,0.11046511627906977
4168,07,GLACIAL HILLS ELEMENTARY,2010,0.4583333333333333
4169,07,STONEBRIDGE WORLD SCHOOL,2010,0.927536231884058
4170,07,HIAWATHA ACADEMIES,2010,0.9470198675496688
4171,07,NOBLE ACADEMY,2010,0.8968609865470852
4172,07,CLARKFIELD CHARTER SCHOOL,2010,0.7945205479452054
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2010,0.6923076923076923
4178,07,LINCOLN INTERNATIONAL SCHOOL,2010,0.9908256880733946
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2010,0.8492239467849224
4183,07,LIONSGATE ACADEMY,2010,0.22340425531914893
4184,07,ASPEN ACADEMY,2010,0.03482587064676617
4185,07,DAVINCI ACADEMY,2010,0.17490494296577946
4186,07,GLOBAL ACADEMY,2010,0.9149560117302052
4187,07,NATURAL SCIENCE ACADEMY,2010,0.037037037037037035
4188,07,COLOGNE ACADEMY,2010,0.2822085889570552
4189,07,BRIGHT WATER ELEMENTARY,2010,0.5
4190,07,RIVERS EDGE ACADEMY,2010,0.5882352941176471
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2010,0.8846153846153846
4192,07,BEST ACADEMY,2010,0.6921241050119332
4193,07,COLLEGE PREPARATORY ELEMENTARY,2010,0.950354609929078
4194,07,CANNON RIVER STEM SCHOOL,2010,0.2074074074074074
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2010,0.8529411764705882
4198,07,DISCOVERY WOODS,2010,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2010,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2010,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2010,NA
4204,07,ROCHESTER STEM ACADEMY,2010,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2010,NA
4207,07,VERMILION COUNTRY SCHOOL,2010,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2010,NA
4209,07,MASTERY SCHOOL,2010,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2010,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2010,NA
4213,07,PRODEO ACADEMY,2010,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2010,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2010,NA
4218,07,VENTURE ACADEMY,2010,NA
4219,07,NORTHEAST COLLEGE PREP,2010,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2010,NA
4221,07,DISCOVERY CHARTER SCHOOL,2010,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2010,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2010,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2010,NA
4226,07,BDOTE LEARNING CENTER,2010,NA
4227,07,ART AND SCIENCE ACADEMY,2010,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2010,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2010,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2010,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2010,NA
4232,07,SUCCESS ACADEMY,2010,NA
4233,07,LEVEL UP ACADEMY,2010,NA
4237,07,CAREER PATHWAYS,2010,NA
4238,07,ROCHESTER BEACON ACADEMY,2010,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2010,NA
4240,07,NEW CENTURY SCHOOL,2010,NA
4243,07,NORTH METRO FLEX ACADEMY,2010,NA
4244,07,FIT ACADEMY,2010,NA
4246,07,BIG PICTURE TWIN CITIES,2010,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2010,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2010,NA
6004,61,FRESHWATER ED. DIST.,2010,0.5869565217391305
6012,61,ZUMBRO EDUCATION DISTRICT,2010,0.5588235294117647
6013,61,HIAWATHA VALLEY ED. DISTRICT,2010,0.4329896907216495
6014,61,RUNESTONE AREA ED. DISTRICT,2010,0.4444444444444444
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2010,0.25
6026,61,WEST CENTRAL EDUCATION DISTRICT,2010,0.41818181818181815
6027,61,MN VALLEY EDUCATION DISTRICT,2010,0.6382978723404256
6049,61,RIVER BEND EDUCATION DISTRICT,2010,0.5922330097087378
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2010,0.6170212765957447
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2010,0.2916666666666667
6076,50,NORTHLAND LEARNING CENTER,2010,0.7586206896551724
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2010,0.7647058823529411
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2010,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2010,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2010,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2010,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2010,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2010,0.6285714285714286
6979,61,MID STATE EDUCATION DISTRICT,2010,0.5
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2011,0.43711180124223603
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2011,0.6564716444710459
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2011,0.6747404844290658
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2011,0.6449864498644986
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2011,0.4273937856689918
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2011,0.3060207648562634
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2011,0.17547083141938447
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2011,0.7330827067669173
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2011,0.5513986013986014
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2011,0.28981874276899344
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2011,0.35640281806879404
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2011,0.3789970930232558
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2011,0.4933481152993348
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2011,1
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2011,0.5194779116465863
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2011,0.5878594249201278
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2011,0.7782608695652173
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2011,0.9035346097201767
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2011,0.3037433155080214
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2011,0.35791881074899945
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2011,0.2057335581787521
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2011,0.3487095002745744
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2011,0.5660377358490566
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2011,0.5439739413680782
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2011,0.3951473136915078
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2011,0.2584442169907881
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2011,0.3910171730515192
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2011,0.40160642570281124
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2011,0.3954970263381478
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2011,0.42955326460481097
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2011,0.346045197740113
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2011,0.12981574539363483
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2011,0.5
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2011,0.22120285423037717
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2011,0.1216420162994265
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2011,0.20872865275142316
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2011,0.17748966133899632
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2011,0.48645320197044334
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2011,0.7817213842058562
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2011,0.5594237695078031
0118,01,NORTHLAND COMMUNITY SCHOOLS,2011,0.6727748691099477
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2011,0.4079449961802903
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2011,0.28668038812114083
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2011,0.3755605381165919
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2011,0.23536439665471923
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2011,0.17305585980284777
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2011,0.3866990472632169
0160,70,MINNESOTA STATE ACADEMIES,2011,0.6927710843373494
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2011,0.5308151093439364
0166,01,COOK COUNTY PUBLIC SCHOOLS,2011,0.33613445378151263
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2011,0.5
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2011,0.3968586387434555
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2011,0.4261121267519805
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2011,0.5186440677966102
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2011,0.35664776307498425
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2011,0.3803630363036304
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2011,0.16713308457711443
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2011,0.12134344528710726
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2011,0.2204585537918871
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2011,0.20741205566424273
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2011,0.3960463531015678
0199,01,INVER GROVE HEIGHTS SCHOOLS,2011,0.3417344173441734
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2011,0.24017278617710583
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2011,0.3149100257069409
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2011,0.16222645099904853
