DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,01,2906,1640,152,731,728,306,2906,1640,152,731,728,306,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,02,2795,1690,153,749,748,353,2795,1690,153,749,748,353,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,03,2797,1630,158,690,685,392,2797,1630,158,690,685,392,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,04,2632,1575,139,652,650,404,2632,1575,139,652,650,404,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,05,2434,1477,119,602,602,486,2434,1477,119,602,602,486,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,06,2228,1359,127,504,501,434,2228,1359,127,504,501,434,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,07,2179,1341,132,404,400,436,2179,1341,132,404,400,436,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,08,2181,1332,122,434,432,399,2181,1332,122,434,432,399,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,09,2240,1359,112,392,390,402,2240,1359,112,392,390,402,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,10,2372,1385,127,458,456,363,2372,1385,127,458,456,363,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,11,2371,1349,133,440,438,413,2371,1349,133,440,438,413,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,12,3183,1977,175,521,520,758,3183,1977,175,521,520,758,,,EC-12,
09-10,27,Hennepin,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,,11,11,All Grades,33555,19993,1798,7442,7391,5444,34441,20495,1851,7723,7391,6330,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,EC,,,,,,,8,5,,,,8,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,KG,23,14,1,,,5,23,14,1,,,5,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,01,15,11,2,,,2,15,11,2,,,2,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,02,20,12,3,,,5,20,12,3,,,5,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,03,14,9,3,,,1,14,9,3,,,1,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,04,18,7,1,,,8,18,7,1,,,8,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,05,23,15,3,,,5,23,15,3,,,5,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,06,20,7,2,,,2,20,7,2,,,2,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,07,34,12,9,,,4,34,12,9,,,4,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,08,16,6,5,,,4,16,6,5,,,4,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,09,22,10,1,,,4,22,10,1,,,4,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,10,22,12,1,,,6,22,12,1,,,6,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,11,34,15,5,,,5,34,15,5,,,5,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,12,28,13,4,,,3,28,13,4,,,3,,,EC-12,
09-10,01,Aitkin,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,,03,03,All Grades,289,143,40,,,54,297,148,40,,,62,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,EC,,,,,,,12,5,,,,12,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,KG,29,19,6,,,7,29,19,6,,,7,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,01,30,19,4,,,7,30,19,4,,,7,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,02,28,16,6,,,3,28,16,6,,,3,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,03,19,14,2,,,2,19,14,2,,,2,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,04,26,13,4,,,4,26,13,4,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,05,32,15,4,,,4,32,15,4,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,06,24,20,3,,,4,24,20,3,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,07,32,17,3,,,4,32,17,3,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,08,20,7,4,,,4,20,7,4,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,09,36,16,6,,,11,36,16,6,,,11,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,10,39,15,7,,,5,39,15,7,,,5,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,11,36,15,6,,,7,36,15,6,,,7,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,12,26,13,3,,,4,26,13,3,,,4,,,EC-12,
09-10,01,Aitkin,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,,03,03,All Grades,377,199,58,,,66,389,204,58,,,78,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,EC,,,,,,,59,14,2,,,59,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,KG,261,105,19,44,44,18,261,105,19,44,44,18,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,01,267,98,34,44,44,28,267,98,34,44,44,28,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,02,245,95,24,33,33,23,245,95,24,33,33,23,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,03,258,112,19,28,28,35,258,112,19,28,28,35,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,04,234,84,28,18,18,36,234,84,28,18,18,36,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,05,232,91,18,23,23,47,232,91,18,23,23,47,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,06,245,86,26,13,13,32,245,86,26,13,13,32,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,07,236,67,20,16,16,30,236,67,20,16,16,30,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,08,242,74,21,10,10,27,242,74,21,10,10,27,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,09,208,42,27,8,8,19,208,42,27,8,8,19,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,10,304,81,16,5,5,38,304,81,16,5,5,38,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,11,242,52,18,5,5,26,242,52,18,5,5,26,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,12,258,51,27,3,3,13,258,51,27,3,3,13,,,EC-12,
09-10,19,Dakota,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,,11,11,All Grades,3232,1038,297,250,250,372,3291,1052,299,250,250,431,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,EC,,,,,,,722,114,8,,,722,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,KG,2684,632,225,330,297,287,2684,632,225,330,297,287,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,01,2714,655,209,326,289,291,2714,655,209,326,289,291,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,02,2675,653,209,306,267,299,2675,653,209,306,267,299,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,03,2847,689,254,307,294,341,2847,689,254,307,294,341,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,04,2753,659,251,242,223,351,2753,659,251,242,223,351,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,05,2873,653,230,215,193,431,2873,653,230,215,193,431,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,06,2867,608,275,173,151,333,2867,608,275,173,151,333,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,07,2998,645,247,159,141,356,2998,645,247,159,141,356,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,08,3090,639,257,147,129,347,3090,639,257,147,129,347,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,09,3218,627,267,121,108,344,3218,627,267,121,108,344,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,10,3292,644,214,100,90,342,3292,644,214,100,90,342,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,11,3285,602,232,79,77,323,3285,602,232,79,77,323,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,12,3804,634,217,84,77,588,3804,634,217,84,77,588,,,EC-12,
09-10,02,Anoka,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,,11,11,All Grades,39100,8340,3087,2589,2336,4633,39822,8454,3095,2589,2336,5355,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,EC,,,,,,,84,10,3,,,84,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,KG,468,54,14,12,12,43,468,54,14,12,12,43,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,01,450,59,16,11,11,45,450,59,16,11,11,45,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,02,456,63,27,14,14,50,456,63,27,14,14,50,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,03,468,68,17,9,9,65,468,68,17,9,9,65,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,04,460,72,21,15,15,77,460,72,21,15,15,77,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,05,515,44,21,7,7,82,515,44,21,7,7,82,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,06,516,68,26,4,4,79,516,68,26,4,4,79,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,07,541,58,27,4,4,85,541,58,27,4,4,85,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,08,525,66,38,11,11,55,525,66,38,11,11,55,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,09,558,75,22,7,7,89,558,75,22,7,7,89,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,10,587,49,26,3,3,72,587,49,26,3,3,72,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,11,576,61,25,3,3,64,576,61,25,3,3,64,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,12,579,45,15,,,80,579,45,15,,,80,,,EC-12,
09-10,02,Anoka,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,000,,11,11,All Grades,6699,782,295,100,100,886,6783,792,298,100,100,970,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,EC,,,,,,,53,9,,,,53,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,KG,286,196,22,118,118,24,286,196,22,118,118,24,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,01,218,149,27,97,97,20,218,149,27,97,97,20,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,02,216,146,15,90,90,19,216,146,15,90,90,19,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,03,237,148,21,97,97,42,237,148,21,97,97,42,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,04,198,141,16,71,71,35,198,141,16,71,71,35,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,05,227,148,23,62,62,50,227,148,23,62,62,50,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,06,189,122,15,45,45,25,189,122,15,45,45,25,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,07,195,129,15,43,43,32,195,129,15,43,43,32,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,08,181,116,14,27,27,24,181,116,14,27,27,24,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,09,217,144,13,34,34,42,217,144,13,34,34,42,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,10,232,137,16,47,47,30,232,137,16,47,47,30,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,11,257,140,28,42,42,36,257,140,28,42,42,36,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,12,227,127,15,37,37,45,227,127,15,37,37,45,,,EC-12,
09-10,02,Anoka,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000,,11,11,All Grades,2880,1843,240,810,810,424,2933,1852,240,810,810,477,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,EC,,,,,,,39,,,,,39,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,KG,240,106,20,57,57,12,240,106,20,57,57,12,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,01,195,94,20,39,39,14,195,94,20,39,39,14,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,02,205,103,32,49,49,30,205,103,32,49,49,30,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,03,194,96,17,40,40,28,194,96,17,40,40,28,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,04,167,81,15,23,23,29,167,81,15,23,23,29,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,05,194,83,25,23,23,38,194,83,25,23,23,38,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,06,187,70,22,21,21,30,187,70,22,21,21,30,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,07,214,113,15,29,29,32,214,113,15,29,29,32,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,08,220,102,20,32,32,30,220,102,20,32,32,30,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,09,223,104,22,18,18,28,223,104,22,18,18,28,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,10,248,93,20,22,22,32,248,93,20,22,22,32,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,11,247,92,21,11,11,40,247,92,21,11,11,40,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,12,277,105,12,11,11,50,277,105,12,11,11,50,,,EC-12,
09-10,02,Anoka,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,000,,11,11,All Grades,2811,1242,261,375,375,393,2850,1242,261,375,375,432,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,EC,,,,,,,102,4,,,,102,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,KG,345,55,23,12,12,34,345,55,23,12,12,34,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,01,376,79,39,16,15,39,376,79,39,16,15,39,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,02,398,83,35,16,14,35,398,83,35,16,14,35,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,03,389,80,45,18,16,29,389,80,45,18,16,29,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,04,374,85,38,19,18,35,374,85,38,19,18,35,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,05,421,73,30,17,15,40,421,73,30,17,15,40,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,06,406,75,41,14,11,42,406,75,41,14,11,42,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,07,432,92,35,11,9,33,432,92,35,11,9,33,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,08,449,92,36,20,16,49,449,92,36,20,16,49,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,09,473,86,50,4,4,43,473,86,50,4,4,43,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,10,455,89,42,8,8,43,455,89,42,8,8,43,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,11,436,71,30,8,7,33,436,71,30,8,7,33,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,12,431,73,32,3,2,49,431,73,32,3,2,49,,,EC-12,
09-10,02,Anoka,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,000,,11,11,All Grades,5385,1033,476,166,147,504,5487,1037,476,166,147,606,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,EC,,,,,,,84,16,,,,84,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,KG,425,52,25,58,54,35,425,52,25,58,54,35,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,01,369,98,17,52,50,38,369,98,17,52,50,38,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,02,352,76,31,57,55,25,352,76,31,57,55,25,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,03,366,95,31,50,49,46,366,95,31,50,49,46,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,04,372,106,27,43,41,49,372,106,27,43,41,49,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,05,338,98,29,34,34,49,338,98,29,34,34,49,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,06,355,83,32,28,28,62,355,83,32,28,28,62,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,07,318,93,21,35,35,48,318,93,21,35,35,48,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,08,331,94,29,21,21,63,331,94,29,21,21,63,,,EC-12,
09-10,02,Anoka,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,000,,11,11,09,347,84,28,18,17,38,347,84,28,18,17,38,,,EC-12,
