districtNumber,districtType,districtName,year,percentIdentified
4232,07,SUCCESS ACADEMY,2017,NA
4233,07,LEVEL UP ACADEMY,2017,NA
4237,07,CAREER PATHWAYS,2017,NA
4238,07,ROCHESTER BEACON ACADEMY,2017,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2017,0.637096774193548
4240,07,NEW CENTURY SCHOOL,2017,0.739130434782609
4243,07,NORTH METRO FLEX ACADEMY,2017,0.292682926829268
4244,07,FIT ACADEMY,2017,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2017,0.169590643274854
4253,07,PHOENIX ACADEMY CHARTER SCHOOL,2017,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2017,NA
4255,07,SKYLINE MATH AND SCIENCE ACADEMY,2017,NA
4261,07,SCITECH ACADEMY CHARTER SCHOOL,2017,NA
4264,07,GATEWAY STEM ACADEMY,2017,NA
4265,07,MINNESOTA WILDFLOWER MONTESSORI SCHOOL,2017,NA
6004,61,FRESHWATER EDUCATION DISTRICT,2017,NA
6009,61,ST. CROIX RIVER EDUCATION DISTRICT,2017,NA
6012,61,ZUMBRO EDUCATION DISTRICT,2017,NA
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2017,NA
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2017,NA
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2017,NA
6026,61,WEST CENTRAL EDUCATION DISTRICT,2017,NA
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2017,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2017,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2017,NA
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2017,NA
6076,50,NORTHLAND LEARNING CENTER,2017,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2017,NA
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2017,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2017,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2017,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE (AALASEC),2017,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2017,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2017,NA
6979,61,MID STATE EDUCATION DISTRICT,2017,NA
0000,01,Minneapolis-St. Paul International Airport,2017,NA
2759,01,Eagle Valley,2017,NA
0323,02,Franconia,2017,NA
0815,02,Prinsburg,2017,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2016,0
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2016,0.244917451221176
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2016,NA
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2016,0
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DISTRICT,2016,0.0596719457013575
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,2016,0.0596853956228956
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2016,0.0166615713848976
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,2016,0.255191944619257
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2016,0.157355371900826
0015,01,ST. FRANCIS AREA SCHOOLS,2016,0.0266410912190963
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2016,0.0924485916709867
0022,01,DETROIT LAKES PUBLIC SCHOOL DISTRICT,2016,0.001977587343441
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DISTRICT,2016,0.0022075055187638
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2016,NA
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2016,0.00248328557784145
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2016,NA
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2016,NA
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2016,0
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2016,0.00911369332421964
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2016,0.00212201591511936
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2016,NA
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2016,0.0507290034943969
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2016,NA
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2016,0.0798611111111111
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2016,0.00169491525423729
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2016,0.00690675875678342
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2016,0
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2016,NA
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2016,0
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2016,NA
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2016,NA
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2016,0
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2016,NA
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2016,0.0310981535471331
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2016,0.00993630573248408
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DISTRICT,2016,0.00824873096446701
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOLS,2016,0.0524493863421798
0113,01,WALKER-HACKENSACK-AKELEY SCHOOL DISTRICT,2016,0.0013869625520111
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2016,0
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2016,0.000972762645914397
0118,01,NORTHLAND COMMUNITY SCHOOLS,2016,NA
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2016,0.0738805970149254
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2016,0.0136897001303781
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2016,0.0114285714285714
0146,01,BARNESVILLE PUBLIC SCHOOL DISTRICT,2016,0
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2016,0.0209424083769634
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2016,0.0661325793276783
0160,70,MINNESOTA STATE ACADEMIES,2016,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2016,0
0166,01,COOK COUNTY PUBLIC SCHOOLS,2016,NA
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2016,0.0809716599190283
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2016,0.0837297811607992
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2016,0.000752105896510229
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DISTRICT,2016,0
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2016,0.000608642726719416
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2016,0.166413043478261
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2016,0.0302008709088355
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2016,0.0301803459698197
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2016,0.00308166409861325
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2016,0.0634043011524791
0197,01,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN,2016,0.121273166800967
0199,01,INVER GROVE HEIGHTS SCHOOLS,2016,0.0821344493852995
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2016,0.0135015493581231
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2016,0.0112676056338028
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2016,0.012906309751434
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2016,0.00300827275006267
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2016,0.00239808153477218
0227,01,CHATFIELD PUBLIC SCHOOLS,2016,0
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2016,NA
0238,01,MABEL-CANTON PUBLIC SCHOOL DISTRICT,2016,NA
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2016,NA
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2016,0.0735943479540771
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2016,NA
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2016,0.00454132606721163
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2016,NA
0255,01,PINE ISLAND PUBLIC SCHOOL DISTRICT,2016,0
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2016,0.017877094972067
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2016,NA
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2016,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2016,0.0881000287438919
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2016,0.120877007404558
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2016,0.0714523835981776
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2016,0.0376186569787882
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2016,0.016726988163944
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2016,0.00828247602441151
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2016,0.0155093408530137
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2016,0.106674467358978
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2016,0.32963732963733
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2016,0.0899008966493629
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2016,NA
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2016,0.099217262534377
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2016,0.0245826453861677
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2016,0.167846730528946
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 288,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 289,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 290,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 291,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 292,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 293,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 294,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 295,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 296,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 297,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 298,2016,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 299,2016,NA
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2016,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2016,NA
0297,01,SPRING GROVE SCHOOL DISTRICT,2016,NA
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2016,0.00149253731343284
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2016,0
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2016,NA
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2016,NA
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.00765794511805999
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2016,0.00991325898389095
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2016,0.00383509108341323
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2016,0
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.0012071463061323
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2016,0
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2016,NA
0332,01,MORA PUBLIC SCHOOL DISTRICT,2016,0.00298864315600717
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2016,NA
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2016,0.00690131124913734
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2016,0.252042287361845
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2016,NA
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2016,0.00458715596330275
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2016,NA
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2016,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2016,0.00936329588014981
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2016,0.000714285714285714
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2016,NA
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2016,NA
0397,52,LAKE AGASSIZ EDUCATION COOPERATIVE,2016,NA
0398,52,MIDWEST SPECIAL EDUCATION COOPERATIVE,2016,0
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2016,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2016,NA
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2016,NA
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2016,0.139033160207751
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2016,NA
0415,01,LYND PUBLIC SCHOOL DISTRICT,2016,NA
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2016,0.0328035170781197
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2016,NA
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2016,NA
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,2016,0
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2016,NA
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2016,NA
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2016,NA
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2016,0.00411946446961895
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2016,0.0226272784412319
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2016,0.0113785557986871
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2016,NA
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2016,0.00383141762452107
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2016,0
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2016,0.000397298371076679
0484,01,PERZ PUBLIC SCHOOL DISTRICT,2016,0.00523103748910201
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2016,0
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2016,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2016,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2016,0.152845528455285
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2016,NA
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2016,NA
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2016,NA
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2016,0.00216919739696312
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2016,NA
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2016,NA
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2016,0.0520231213872832
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2016,NA
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2016,NA
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2016,0.31884507916796
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2016,0.00561797752808989
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2016,NA
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2016,0.00924124513618677
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2016,0.122637692885627
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2016,0
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2016,0.00709749719835637
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2016,NA
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2016,0
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2016,NA
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2016,0.0247252747252747
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2016,NA
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2016,NA
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2016,NA
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2016,0.0152935372471633
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2016,NA
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2016,0.00609756097560976
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2016,NA
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2016,NA
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2016,0.0693146417445483
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DISTRICT,2016,0.0414673046251994
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2016,NA
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2016,NA
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2016,0
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2016,0.0433295324971494
0622,01,NORTH ST. PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2016,0.105078310393925
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2016,0.167279411764706
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2016,0.0357271743053049
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2016,0.311799394357966
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2016,NA
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2016,NA
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2016,NA
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2016,0.219135802469136
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2016,0.0700251889168766
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2016,NA
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2016,NA
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2016,0.00340715502555366
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2016,0.0449657869012708
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2016,0
0696,01,ELY PUBLIC SCHOOL DISTRICT,2016,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2016,NA
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2016,0.00511627906976744
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2016,0.00285132382892057
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2016,0.00163755458515284
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2016,0.00294985250737463
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2016,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2016,0.00498146431881372
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2016,0
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2016,0.00856269113149847
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2016,0.0328767123287671
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2016,0.0272431892026993
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2016,0.113900796080833
0721,01,NEW PRAGUE AREA SCHOOLS,2016,0.00944996365398595
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2016,0.0109734513274336
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2016,0.0199376947040498
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2016,0.0281668696711328
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2016,NA
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2016,NA
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2016,0.140544518027962
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2016,0.00529661016949153
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2016,0.193882536890452
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2016,0.0404515522107244
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2016,0.00870069605568445
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2016,0.0119604784191368
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2016,0.0567035079288803
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2016,0.00564174894217207
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2016,0.0905424480742085
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2016,0.0501672240802676
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2016,NA
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2016,NA
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2016,0.0267062314540059
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2016,NA
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2016,NA
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2016,NA
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2016,NA
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2016,NA
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2016,0.00353982300884956
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2016,0.0222929936305732
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2016,NA
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2016,0
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2016,NA
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2016,0.0456453305351521
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2016,0.0124336618650493
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2016,0.01236802413273
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2016,0.0524403197853189
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2016,0.0231164383561644
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2016,NA
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2016,0.194139194139194
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2016,0.117283950617284
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2016,NA
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2016,0
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2016,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2016,0.00529801324503311
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2016,0.0398009950248756
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2016,0.0326191237607931
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2016,0.0105849582172702
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOLS,2016,0.014920253815812
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2016,0.00326797385620915
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2016,NA
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2016,0.022216796875
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2016,0.0389988358556461
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2016,0.0206692913385827
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2016,NA
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2016,0.00937436315467699
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2016,0.00268528464017186
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2016,NA
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2016,NA
0916,06,NORTHEAST METRO 916,2016,NA
0916,06,NORTHEAST METRO 917,2016,NA
0916,06,NORTHEAST METRO 918,2016,NA
0916,06,NORTHEAST METRO 919,2016,NA
0916,06,NORTHEAST METRO 920,2016,NA
0916,06,NORTHEAST METRO 921,2016,NA
0916,06,NORTHEAST METRO 922,2016,NA
0916,06,NORTHEAST METRO 923,2016,NA
0916,06,NORTHEAST METRO 924,2016,NA
0916,06,NORTHEAST METRO 925,2016,NA
0916,06,NORTHEAST METRO 926,2016,NA
0916,06,NORTHEAST METRO 927,2016,NA
0916,06,NORTHEAST METRO 928,2016,NA
0916,06,NORTHEAST METRO 929,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 918,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 919,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 920,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 921,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 922,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 923,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 924,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 925,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 926,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 927,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 928,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 929,2016,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 930,2016,NA
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2016,NA
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2016,NA
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2016,NA
0966,51,WRIGHT TECHNICAL CENTER,2016,NA
0991,83,REGION 6 AND 8-SW/WC SERVICE COOPERATIVE,2016,NA
0998,52,BEMIDJI REGIONAL INTERDISTRICT COUNCIL,2016,0
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2016,0
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2016,0
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2016,0
2125,01,TRITON SCHOOL DISTRICT,2016,0.0639789658194566
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2016,0.0219298245614035
2135,01,MAPLE RIVER SCHOOL DISTRICT,2016,0.00423728813559322
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2016,0
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2016,0
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2016,0.00984009840098401
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2016,0.00443786982248521
2149,01,MINNEWASKA SCHOOL DISTRICT,2016,0.00590219224283305
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2016,0
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2016,0
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOLS,2016,0.0836431226765799
2164,01,DILWORTH-GLYNDON-FELTON,2016,0.0252555622369212
