dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,650,281 HIGHVIEW ALC,27,110,3,0,6,6,110,3,0,6,6,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,674,281 ROBBINSDALE TASC ALC,27,42,1,0,7,5,42,1,0,7,5,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,692,WAYZATA TAP ALC,27,35,10,0,0,4,35,10,0,0,4,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,694,276 MINNETONKA SR. ALC,27,50,2,5,0,15,50,2,5,0,15,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,702,279 OSSEO SR HI ALC,27,183,50,20,0,14,183,50,20,0,14,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,703,279 OSSEO IC ALC,27,40,2,0,0,4,40,2,0,0,4,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,709,270 HOPKINS NORTH JR HIGH ALC,27,5,2,1,0,0,5,2,1,0,0,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,729,276-MINNETONKA RSR-ALC,27,11,1,0,0,2,11,1,0,0,2,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,736,270 HOPKINS ALT. PRG - OFF CAMPUS,27,22,12,0,0,6,22,12,0,0,6,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,740,271 KENNEDY HS. BEACON NIGHT SCHOOL,27,9,1,1,0,0,9,1,1,0,0,11
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,27,750,287 LINCOLN  HILLS MIDDLE SCH ALC,27,11,7,2,0,0,11,7,2,0,0,11
04-05,0294,01,HOUSTON,28,007,SUMMIT LEARNING PROGRAM,28,25,8,5,0,7,25,8,5,0,7,10
04-05,0294,01,HOUSTON,28,010,HOUSTON EL.,28,221,33,25,0,31,229,33,25,0,39,10
04-05,0294,01,HOUSTON,28,012,MINNESOTA VIRTUAL ACADEMY,28,460,0,0,0,41,460,0,0,0,41,10
04-05,0294,01,HOUSTON,28,020,HOUSTON SEC.,28,214,25,28,0,17,214,25,28,0,17,10
04-05,0297,01,SPRING GROVE,28,010,SPRING GROVE EL.,28,169,29,30,0,18,174,29,30,0,23,10
04-05,0297,01,SPRING GROVE,28,020,SPRING GROVE SEC.,28,196,24,37,0,21,196,24,37,0,21,10
04-05,0299,01,CALEDONIA,28,010,CALEDONIA EL.,28,281,60,28,1,35,293,62,28,1,47,10
04-05,0299,01,CALEDONIA,28,020,CALEDONIA MID.,28,200,43,16,0,33,200,43,16,0,33,10
04-05,0299,01,CALEDONIA,28,032,CALEDONIA SR. HIGH,28,393,47,25,0,63,393,47,25,0,63,10
04-05,0300,01,LACRESCENT-HOKAH,28,010,LACRESCENT-HOKAH EL.,28,490,65,19,0,46,517,65,19,0,73,10
04-05,0300,01,LACRESCENT-HOKAH,28,020,LACRESCENT SEC.,28,934,64,32,0,81,934,64,32,0,81,10
04-05,0300,01,LACRESCENT-HOKAH,28,040,BLUFF COUNTRY LEARNING OPTIONS,28,72,20,4,0,15,72,20,4,0,15,10
04-05,0306,01,LAPORTE,29,010,LAPORTE EL.,29,135,59,24,0,18,141,62,24,0,24,02
04-05,0306,01,LAPORTE,29,020,LAPORTE SEC.,29,162,56,28,0,41,162,56,28,0,41,02
04-05,0308,01,NEVIS,29,010,NEVIS EL.,29,264,106,24,0,45,270,109,25,0,51,02
04-05,0308,01,NEVIS,29,020,NEVIS SEC.,29,273,91,38,0,57,273,91,38,0,57,02
04-05,0309,01,PARK RAPIDS,29,030,PARK RAPIDS AREA CENTURY EL.,29,552,191,76,0,117,590,210,82,0,155,02
04-05,0309,01,PARK RAPIDS,29,060,PARK RAPIDS SR.,29,623,151,60,0,90,623,151,60,0,90,02
04-05,0309,01,PARK RAPIDS,29,080,PARK RAPIDS AREA CENTURY MID.,29,477,134,78,0,88,477,134,78,0,88,02
04-05,0309,01,PARK RAPIDS,29,090,HEADWATERS ED. LEARNING PROGRAM,29,18,1,0,0,0,18,1,0,0,0,02
04-05,0314,01,BRAHAM,30,001,BRAHAM AREA SEC.,30,429,112,48,3,49,429,112,48,3,49,07E
04-05,0314,01,BRAHAM,30,002,BRAHAM EL.,30,472,142,59,10,53,486,143,59,10,67,07E
04-05,0314,01,BRAHAM,30,008,BRAHAM ALP,30,26,3,3,0,1,26,3,3,0,1,07E
04-05,0316,01,GREENWAY,31,110,VANDYKE EL.,31,390,141,55,0,67,390,141,55,0,67,03
04-05,0316,01,GREENWAY,31,120,MARBLE EL.,31,93,31,14,0,2,111,42,16,0,20,03
04-05,0316,01,GREENWAY,31,210,CONNOR-JASPER MID.,31,407,123,63,0,65,407,123,63,0,65,03
04-05,0316,01,GREENWAY,31,310,GREENWAY SR.,31,396,110,37,0,54,396,110,37,0,54,03
04-05,0317,01,DEER RIVER,31,001,DEER RIVER SEC.,31,522,213,50,0,70,522,213,50,0,70,03
04-05,0317,01,DEER RIVER,31,003,NORTH EL.,31,95,53,17,0,18,99,57,17,0,22,03
04-05,0317,01,DEER RIVER,31,004,KING EL.,31,392,198,36,0,77,399,200,36,0,84,03
04-05,0318,01,GRAND RAPIDS,31,101,EARLY CHILDHOOD CENTER,31,0,0,0,0,0,57,10,11,0,57,03
04-05,0318,01,GRAND RAPIDS,31,110,COHASSET EL.,31,316,66,24,0,37,316,66,24,0,37,03
04-05,0318,01,GRAND RAPIDS,31,115,BIGFORK EL.,31,144,38,15,0,22,144,38,15,0,22,03
04-05,0318,01,GRAND RAPIDS,31,120,FOREST LAKE EL.,31,311,104,44,0,65,311,104,44,0,65,03
04-05,0318,01,GRAND RAPIDS,31,125,MURPHY EL.,31,315,87,49,0,51,315,87,49,0,51,03
04-05,0318,01,GRAND RAPIDS,31,130,RIVERVIEW EL.,31,113,34,22,0,6,113,34,22,0,6,03
04-05,0318,01,GRAND RAPIDS,31,135,SOUTHWEST EL.,31,309,54,30,1,49,309,54,30,1,49,03
04-05,0318,01,GRAND RAPIDS,31,137,SQUAW LAKE EL.,31,36,26,2,0,6,36,26,2,0,6,03
04-05,0318,01,GRAND RAPIDS,31,222,SUCCESS PROGRAM,31,10,7,1,0,9,10,7,1,0,9,03
04-05,0318,01,GRAND RAPIDS,31,223,NORTHLAND EDUCATIONAL CENTER,31,12,0,0,0,5,12,0,0,0,5,03
04-05,0318,01,GRAND RAPIDS,31,227,ITASKIN JUVENILE CENTER,31,31,31,0,0,19,31,31,0,0,19,03
04-05,0318,01,GRAND RAPIDS,31,325,THISTLEDEW,31,26,26,0,0,11,26,26,0,0,11,03
04-05,0318,01,GRAND RAPIDS,31,326,WILDERNESS ENDEAVORS PROGRAM,31,6,6,0,0,3,6,6,0,0,3,03
04-05,0318,01,GRAND RAPIDS,31,350,BIGFORK SEC.,31,142,36,12,0,17,142,36,12,0,17,03
04-05,0318,01,GRAND RAPIDS,31,360,GRAND RAPIDS SR.,31,1231,199,82,1,112,1231,199,82,1,112,03
04-05,0318,01,GRAND RAPIDS,31,365,GRAND RAPIDS ALC,31,108,42,9,0,2,108,42,9,0,2,03
04-05,0318,01,GRAND RAPIDS,31,370,ROBERT ELKINGTON MID.,31,764,155,67,1,72,764,155,67,1,72,03
04-05,0318,01,GRAND RAPIDS,31,375,MIDDLE AREA LEARNING CTR.,31,38,10,4,0,7,38,10,4,0,7,03
04-05,0319,01,NASHWAUK-KEEWATIN,31,020,KEEWATIN EL.,31,300,120,46,0,57,305,124,46,0,62,03
04-05,0319,01,NASHWAUK-KEEWATIN,31,050,NASHWAUK SEC.,31,363,119,39,0,73,363,119,39,0,73,03
04-05,0330,01,HERON LAKE-OKABENA,32,010,HERON LAKE-OKABENA EL.,32,130,37,9,18,15,134,37,9,18,19,08
04-05,0330,01,HERON LAKE-OKABENA,32,030,SOUTHWEST STAR CONCEPT SEC.,32,190,49,29,18,25,190,49,29,18,25,08
04-05,0332,01,MORA,33,020,FAIRVIEW EL.,33,546,142,66,0,59,577,144,66,0,90,07E
04-05,0332,01,MORA,33,030,TRAILVIEW EL.,33,433,94,58,0,52,433,94,58,0,52,07E
04-05,0332,01,MORA,33,040,MORA SEC.,33,899,132,75,0,71,899,132,75,0,71,07E
04-05,0332,01,MORA,33,050,MORA ALTERNATIVE PROGRAM,33,26,3,0,0,5,26,3,0,0,5,07E
04-05,0333,01,OGILVIE,33,010,OGILVIE EL.,33,303,102,41,0,41,310,103,42,0,48,07E
04-05,0333,01,OGILVIE,33,020,OGILVIE SEC.,33,337,110,48,0,46,337,110,48,0,46,07E
04-05,0345,01,NEW LONDON-SPICER,34,010,PRAIRIE WOODS EL.,34,502,82,38,5,70,517,82,38,5,85,06E
04-05,0345,01,NEW LONDON-SPICER,34,020,NEW LONDON-SPICER MID.,34,527,78,47,4,55,527,78,47,4,55,06E
04-05,0345,01,NEW LONDON-SPICER,34,021,NEW LONDON SPICER MID. LEVEL ALP,34,22,5,3,0,12,22,5,3,0,12,06E
04-05,0345,01,NEW LONDON-SPICER,34,030,NEW LONDON-SPICER SR.,34,564,60,42,0,51,564,60,42,0,51,06E
04-05,0345,01,NEW LONDON-SPICER,34,031,NEW LONDON ALTERNATIVE SCHOOL,34,40,11,2,0,8,40,11,2,0,8,06E
04-05,0347,01,WILLMAR,34,103,JEFFERSON EL.,34,251,92,29,46,31,251,92,29,46,31,06E
04-05,0347,01,WILLMAR,34,106,LINCOLN MAGNET EL.,34,328,116,32,59,31,328,116,32,59,31,06E
04-05,0347,01,WILLMAR,34,107,WASHINGTON FAMILY CHILDHOOD CENTE,34,0,0,0,0,0,45,30,1,0,45,06E
04-05,0347,01,WILLMAR,34,108,ROOSEVELT EL.,34,721,267,65,91,99,721,267,65,91,99,06E
04-05,0347,01,WILLMAR,34,109,KENNEDY EL.,34,773,359,66,192,74,773,359,66,192,74,06E
04-05,0347,01,WILLMAR,34,300,WILLMAR SR.,34,1310,292,101,113,155,1310,292,101,113,155,06E
04-05,0347,01,WILLMAR,34,301,WILLMAR JR.,34,644,223,57,68,88,644,223,57,68,88,06E
04-05,0347,01,WILLMAR,34,899,LAKEVIEW SCHOOL,34,24,24,0,2,19,24,24,0,2,19,06E
04-05,0347,01,WILLMAR,34,900,BRIDGEWAY LEARNING CENTER,34,23,21,1,7,22,23,21,1,7,22,06E
04-05,0347,01,WILLMAR,34,949,WILLMAR ALC,34,80,48,4,12,8,80,48,4,12,8,06E
04-05,0347,01,WILLMAR,34,951,PRAIRIE LAKES SCHOOL,34,44,44,0,1,12,44,44,0,1,12,06E
04-05,0347,01,WILLMAR,34,960,GREATER MN SHELTER HOUSE,34,8,8,0,0,2,8,8,0,0,2,06E
04-05,0356,01,LANCASTER,35,010,LANCASTER EL.,35,104,50,19,0,21,112,57,19,0,29,01
04-05,0356,01,LANCASTER,35,020,LANCASTER SEC.,35,100,36,14,0,19,100,36,14,0,19,01
04-05,0361,01,INTERNATIONAL FALLS,36,001,FALLS SEC.,36,665,113,41,0,82,665,113,41,0,82,03
04-05,0361,01,INTERNATIONAL FALLS,36,002,BORDERLAND ALTERNATIVE SCHOOL,36,28,7,2,0,4,28,7,2,0,4,03
04-05,0361,01,INTERNATIONAL FALLS,36,007,FALLS EL.,36,670,189,78,3,62,680,191,78,3,72,03
04-05,0362,01,LITTLEFORK-BIG FALLS,36,020,LITTLEFORK-BIG FALLS EL.,36,165,53,22,0,28,166,53,22,0,29,03
04-05,0362,01,LITTLEFORK-BIG FALLS,36,030,LITTLEFORK-BIG FALLS SEC.,36,184,39,16,0,12,184,39,16,0,12,03
04-05,0363,01,SOUTH KOOCHICHING,36,060,INDUS SEC.,36,115,54,10,0,35,115,54,10,0,35,03
04-05,0363,01,SOUTH KOOCHICHING,36,070,NORTHOME SEC.,36,117,30,24,0,12,117,30,24,0,12,03
04-05,0363,01,SOUTH KOOCHICHING,36,080,NORTHOME EL.,36,94,26,14,0,15,96,27,15,0,17,03
04-05,0363,01,SOUTH KOOCHICHING,36,090,INDUS EL.,36,79,33,7,0,18,81,34,7,0,20,03
04-05,0371,01,BELLINGHAM,37,010,BELLINGHAM EL.,37,78,31,6,2,11,78,31,6,2,11,06W
04-05,0371,01,BELLINGHAM,37,300,BELLINGHAM HIGH SCHOOL,37,3,0,0,0,0,3,0,0,0,0,06W
04-05,0378,01,DAWSON-BOYD,37,010,STEVENS EL.,37,259,59,41,0,40,270,63,44,0,51,06W
04-05,0378,01,DAWSON-BOYD,37,020,DAWSON-BOYD SEC.,37,299,55,26,0,35,299,55,26,0,35,06W
04-05,0381,01,LAKE SUPERIOR,38,020,JOHNSON EL.,38,253,50,20,0,30,268,57,21,0,45,03
04-05,0381,01,LAKE SUPERIOR,38,030,MARY MAC DONALD EL.,38,233,45,35,0,30,235,45,36,0,32,03
04-05,0381,01,LAKE SUPERIOR,38,040,MINNEHAHA INTERMEDIATE EL.,38,207,46,18,0,26,207,46,18,0,26,03
04-05,0381,01,LAKE SUPERIOR,38,090,KELLEY SEC.,38,273,39,20,0,39,273,39,20,0,39,03
04-05,0381,01,LAKE SUPERIOR,38,200,TWO HARBORS SEC.,38,649,79,51,0,90,649,79,51,0,90,03
04-05,0381,01,LAKE SUPERIOR,38,255,S.O.L.O. ALTERNATIVE PROGRAM,38,3,1,0,0,1,3,1,0,0,1,03
04-05,0390,01,LAKE OF THE WOODS,39,222,LAKE OF THE WOODS SEC.,39,375,70,42,0,29,375,70,42,0,29,02
04-05,0390,01,LAKE OF THE WOODS,39,224,LAKE OF THE WOODS EL.,39,295,75,40,0,41,302,80,41,0,48,02
04-05,0391,01,CLEVELAND PUBLIC SCHOOL,40,010,CLEVELAND EL.,40,205,34,12,0,24,210,36,12,0,29,09
04-05,0391,01,CLEVELAND PUBLIC SCHOOL,40,020,CLEVELAND SEC.,40,192,27,17,0,15,192,27,17,0,15,09
04-05,0392,01,LECENTER,40,010,LECENTER EL.,40,352,79,32,33,53,361,83,32,33,62,09
04-05,0392,01,LECENTER,40,020,LECENTER SEC.,40,312,47,29,17,30,312,47,29,17,30,09
04-05,0394,01,MONTGOMERY-LONSDALE,40,010,MONTGOMERY-LONSDALE INT. EL.,40,213,43,26,16,30,213,43,26,16,30,09
04-05,0394,01,MONTGOMERY-LONSDALE,40,020,MONTGOMERY-LONSDALE SEC.,40,515,79,45,26,52,515,79,45,26,52,09
04-05,0394,01,MONTGOMERY-LONSDALE,40,030,MONTGOMERY-LONSDALE EL.,40,284,56,30,24,35,292,57,30,24,43,09
04-05,0397,52,LAKE AGASSIZ SP. ED. COOP.,03,010,LAKE AGASSIZ SP. ED. COOP.,03,0,0,0,0,0,30,1,4,0,30,04
04-05,0398,52,MIDWEST SP. ED. COOP.,75,010,MIDWEST SP. ED. COOP.,75,0,0,0,0,0,4,0,0,0,4,04
04-05,0402,01,HENDRICKS,41,010,LINCOLN H.I. EL.,41,190,41,41,1,27,194,43,41,1,31,08
04-05,0403,01,IVANHOE,41,020,LINCOLN SEC.,41,182,36,28,0,19,182,36,28,0,19,08
04-05,0404,01,LAKE BENTON,41,010,LAKE BENTON EL.,41,88,35,17,0,16,91,36,17,0,19,08
04-05,0404,01,LAKE BENTON,41,020,LAKE BENTON SEC.,41,76,18,19,0,13,76,18,19,0,13,08
04-05,0409,01,TYLER,41,020,R.T.R. SR.,41,198,21,19,0,17,198,21,19,0,17,08
04-05,0411,01,BALATON,42,010,BALATON PUBLIC SCHOOL,42,73,25,10,0,8,74,25,10,0,9,08
04-05,0413,01,MARSHALL,42,001,MARSHALL SR.,42,846,75,50,9,74,846,75,50,9,74,08
04-05,0413,01,MARSHALL,42,002,EAST SIDE EL.,42,292,69,23,27,26,292,69,23,27,26,08
04-05,0413,01,MARSHALL,42,003,WEST SIDE EL.,42,278,69,25,33,29,278,69,25,33,29,08
04-05,0413,01,MARSHALL,42,004,MARSHALL JR.,42,261,36,22,4,23,261,36,22,4,23,08
04-05,0413,01,MARSHALL,42,007,PARK SIDE EL.,42,391,92,42,34,59,424,92,42,34,92,08
04-05,0413,01,MARSHALL,42,008,MEC LEARNING ALTERNATIVES,42,119,50,6,21,28,119,50,6,21,28,08
04-05,0414,01,MINNEOTA,42,001,MINNEOTA EL.,42,209,64,14,7,20,216,64,14,7,27,08
04-05,0414,01,MINNEOTA,42,002,MINNEOTA SEC.,42,247,45,19,1,35,247,45,19,1,35,08
04-05,0415,01,LYND,42,010,LYND EL.,42,101,55,11,30,18,101,55,11,30,18,08
04-05,0417,01,TRACY,42,001,TRACY SEC.,42,478,152,49,49,47,478,152,49,49,47,08
04-05,0417,01,TRACY,42,002,TRACY EL.,42,332,138,42,87,24,335,139,42,87,27,08
04-05,0418,01,RUSSELL,42,020,R.T.R. MID.,42,142,26,22,0,16,142,26,22,0,16,08
04-05,0423,01,HUTCHINSON,43,010,HUTCHINSON PARK EL.,43,872,170,73,33,98,872,170,73,33,98,06E
04-05,0423,01,HUTCHINSON,43,020,HUTCHINSON MID.,43,650,98,49,0,64,650,98,49,0,64,06E
04-05,0423,01,HUTCHINSON,43,030,HUTCHINSON SR.,43,950,52,25,16,89,950,52,25,16,89,06E
04-05,0423,01,HUTCHINSON,43,035,CORNERSTONE,43,17,16,0,0,13,17,16,0,0,13,06E
04-05,0423,01,HUTCHINSON,43,060,HUTCHINSON WEST EL.,43,436,73,35,22,36,477,85,35,22,77,06E
04-05,0423,01,HUTCHINSON,43,070,CROW RIVER ALC,43,76,16,2,1,6,76,16,2,1,6,06E
04-05,0424,01,LESTER PRAIRIE,43,010,LESTER PRAIRIE EL.,43,199,28,16,10,24,199,28,16,10,24,06E
04-05,0424,01,LESTER PRAIRIE,43,020,LESTER PRAIRIE SEC.,43,248,33,18,12,17,248,33,18,12,17,06E
04-05,0432,01,MAHNOMEN,44,010,MAHNOMEN EL.,44,270,150,41,0,44,274,150,42,0,48,02
04-05,0432,01,MAHNOMEN,44,020,MAHNOMEN SEC.,44,374,169,44,0,84,374,169,44,0,84,02
04-05,0432,01,MAHNOMEN,44,030,NAYTAHWAUSH EL.,44,71,63,0,0,13,71,63,0,0,13,02
04-05,0432,01,MAHNOMEN,44,040,MAHNOMEN ALC,44,25,0,0,0,0,25,0,0,0,0,02
04-05,0435,01,WAUBUN,44,010,WAUBUN EL.,44,82,44,13,0,12,82,44,13,0,12,02
04-05,0435,01,WAUBUN,44,020,OGEMA EL.,03,216,119,27,0,35,216,119,27,0,35,02
04-05,0435,01,WAUBUN,44,030,WAUBUN SEC.,44,282,129,26,0,40,282,129,26,0,40,02
04-05,0435,01,WAUBUN,44,040,WAUBUN ALP,44,16,2,0,0,1,16,2,0,0,1,02
04-05,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,45,010,NEWFOLDEN EL.,45,81,22,29,0,13,83,22,30,0,15,01
04-05,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,45,020,MARSHALL COUNTY CENTRAL HIGH SCH.,45,171,41,31,0,33,171,41,31,0,33,01
04-05,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,45,030,VIKING EL.,45,109,19,37,0,19,109,19,37,0,19,01
04-05,0447,01,GRYGLA,45,001,GRYGLA EL.,45,102,27,28,0,14,105,27,30,0,16,01
04-05,0447,01,GRYGLA,45,003,GRYGLA SEC.,45,100,33,19,0,14,100,33,19,0,14,01
04-05,0458,01,TRUMAN,46,010,TRUMAN EL.,46,199,65,35,0,38,202,65,35,0,41,09
04-05,0458,01,TRUMAN,46,020,TRUMAN SEC.,46,182,33,19,0,34,182,33,19,0,34,09
04-05,0463,01,EDEN VALLEY-WATKINS,47,010,EDEN VALLEY EL.,73,364,94,52,1,69,364,94,52,1,69,06E
04-05,0463,01,EDEN VALLEY-WATKINS,47,020,EDEN VALLEY SEC.,47,418,87,57,0,42,418,87,57,0,42,06E
04-05,0463,01,EDEN VALLEY-WATKINS,47,030,WATKINS EL.,47,34,11,6,0,8,53,16,8,0,27,06E
04-05,0465,01,LITCHFIELD,47,010,LAKE RIPLEY EL.,47,531,135,70,20,66,550,137,75,20,85,06E
04-05,0465,01,LITCHFIELD,47,020,WAGNER EL.,47,265,57,27,4,35,265,57,27,4,35,06E
04-05,0465,01,LITCHFIELD,47,030,LITCHFIELD MID.,47,441,85,35,5,62,441,85,35,5,62,06E
04-05,0465,01,LITCHFIELD,47,040,LITCHFIELD SR.,47,636,86,36,9,94,636,86,36,9,94,06E
04-05,0465,01,LITCHFIELD,47,050,LITCHFIELD ALP,47,15,3,0,0,0,15,3,0,0,0,06E
04-05,0466,01,DASSEL-COKATO,47,001,COKATO EL.,86,502,75,49,2,41,518,75,49,2,57,07W
04-05,0466,01,DASSEL-COKATO,47,002,DASSEL-COKATO SR.,86,677,104,40,4,63,677,104,40,4,63,07W
04-05,0466,01,DASSEL-COKATO,47,003,DASSEL EL.,47,367,51,30,2,30,375,51,30,2,38,07W
04-05,0466,01,DASSEL-COKATO,47,004,DASSEL-COKATO MID.,86,702,139,64,3,47,702,139,64,3,47,07W
04-05,0466,01,DASSEL-COKATO,47,006,DASSEL-COKATO ALTERNATIVE CTR.,86,71,13,6,0,16,71,13,6,0,16,07W
04-05,0473,01,ISLE,48,010,ISLE EL.,48,285,93,28,0,29,293,96,29,0,37,07E
04-05,0473,01,ISLE,48,020,ISLE SEC.,48,272,95,39,0,25,272,95,39,0,25,07E
04-05,0473,01,ISLE,48,040,ISLE ALC,48,20,13,0,0,3,20,13,0,0,3,07E
04-05,0477,01,PRINCETON,48,001,SOUTH EL.,48,755,108,38,6,89,806,110,38,6,140,07E
04-05,0477,01,PRINCETON,48,010,NORTH EL.,48,754,124,46,4,78,754,124,46,4,78,07E
04-05,0477,01,PRINCETON,48,020,PRINCETON MID.,48,799,112,35,1,103,799,112,35,1,103,07E
04-05,0477,01,PRINCETON,48,030,PRINCETON SR.,48,1081,131,53,0,108,1081,131,53,0,108,07E
04-05,0480,01,ONAMIA,48,010,ONAMIA EL.,48,351,155,37,2,66,366,166,38,2,81,07E
04-05,0480,01,ONAMIA,48,020,ONAMIA SEC.,48,364,111,44,0,45,364,111,44,0,45,07E
04-05,0480,01,ONAMIA,48,030,MILLE LACS ACADEMY (NEXUS),48,54,54,0,0,40,54,54,0,0,40,07E
04-05,0480,01,ONAMIA,48,035,KOKESH ALC,48,41,17,4,0,8,41,17,4,0,8,07E
04-05,0482,01,LITTLE FALLS,49,110,LINCOLN EL.,49,326,88,60,2,55,326,88,60,2,55,05
04-05,0482,01,LITTLE FALLS,49,120,LINDBERGH EL.,49,536,161,67,3,62,578,167,67,3,104,05
04-05,0482,01,LITTLE FALLS,49,130,KNIGHT EL.,49,139,45,28,0,27,149,48,28,0,37,05
04-05,0482,01,LITTLE FALLS,49,200,COMMUNITY MID.,49,638,182,84,7,109,638,182,84,7,109,05
04-05,0482,01,LITTLE FALLS,49,300,LITTLE FALLS SR.,49,1054,205,85,4,132,1054,205,85,4,132,05
04-05,0482,01,LITTLE FALLS,49,400,LITTLE FALLS CONT. ED.,49,56,20,4,1,7,56,20,4,1,7,05
04-05,0484,01,PIERZ,49,020,PIONEER EL.,49,449,113,94,0,49,460,119,94,0,60,05
04-05,0484,01,PIERZ,49,030,HEALY SEC.,49,561,125,108,1,65,561,125,108,1,65,05
04-05,0485,01,ROYALTON,49,010,ROYALTON EL.,49,353,68,43,0,59,365,71,46,0,71,05
04-05,0485,01,ROYALTON,49,020,ROYALTON SEC.,49,372,72,36,0,43,372,72,36,0,43,05
04-05,0486,01,SWANVILLE,49,010,SWANVILLE EL.,49,173,49,40,0,18,174,49,40,0,19,05
04-05,0486,01,SWANVILLE,49,020,SWANVILLE SEC.,49,141,36,25,0,14,141,36,25,0,14,05
04-05,0486,01,SWANVILLE,49,030,MOLLY CREEK ALC,49,44,19,3,0,8,44,19,3,0,8,05
04-05,0487,01,UPSALA,49,010,UPSALA EL.,49,209,34,13,0,20,217,34,13,0,28,05
04-05,0487,01,UPSALA,49,020,UPSALA SEC.,49,206,36,22,0,23,206,36,22,0,23,05
04-05,0492,01,AUSTIN,50,010,BANFIELD EL.,50,445,147,27,55,58,446,147,27,55,59,10
04-05,0492,01,AUSTIN,50,040,NEVELN EL.,50,396,154,49,42,46,396,154,49,42,46,10
04-05,0492,01,AUSTIN,50,070,SOUTHGATE EL.,50,532,198,57,80,61,533,198,57,80,62,10
04-05,0492,01,AUSTIN,50,080,SUMNER EL.,50,374,169,29,67,36,378,169,29,67,40,10
04-05,0492,01,AUSTIN,50,110,WOODSON COMMUNITY SCHOOL,50,0,0,0,0,0,70,0,0,0,70,10
04-05,0492,01,AUSTIN,50,130,MN SHERIFF RANCH-CORRECTIONAL,50,11,4,1,1,9,11,4,1,1,9,10
04-05,0492,01,AUSTIN,50,140,MN SHERIFF RANCH SCHOOL SHELTER,50,7,0,0,0,2,7,0,0,0,2,10
04-05,0492,01,AUSTIN,50,150,AUSTIN ALC,50,165,82,15,16,13,165,82,15,16,13,10
04-05,0492,01,AUSTIN,50,160,BANK SCHOOL,50,37,18,3,1,36,37,18,3,1,36,10
04-05,0492,01,AUSTIN,50,200,AUSTIN SR.,50,1158,245,93,64,130,1158,245,93,64,130,10
04-05,0492,01,AUSTIN,50,300,ELLIS MID.,50,944,286,94,77,101,944,286,94,77,101,10
04-05,0492,01,AUSTIN,50,450,AUSTIN GERARD RESIDENTIAL,50,1,0,0,0,1,1,0,0,0,1,10
04-05,0495,01,GRAND MEADOW,50,010,GRAND MEADOW EL.,50,126,19,13,0,14,129,19,13,0,17,10
04-05,0495,01,GRAND MEADOW,50,020,GRAND MEADOW MID.,50,100,17,10,0,25,100,17,10,0,25,10
04-05,0495,01,GRAND MEADOW,50,030,GRAND MEADOW SR.,50,124,12,16,0,19,124,12,16,0,19,10
04-05,0497,01,LYLE,50,010,LYLE EL.,50,93,36,15,0,11,94,36,15,0,12,10
04-05,0497,01,LYLE,50,020,LYLE SEC.,50,164,41,22,0,30,164,41,22,0,30,10
04-05,0499,01,LEROY,50,015,LEROY EL.,50,184,68,20,1,27,186,69,20,1,29,10
04-05,0499,01,LEROY,50,030,LEROY SEC.,50,182,37,22,1,27,182,37,22,1,27,10
04-05,0500,01,SOUTHLAND,50,030,SOUTHLAND EL.,50,227,29,19,3,24,238,31,20,3,35,10
04-05,0500,01,SOUTHLAND,50,040,SOUTHLAND SR.,50,253,19,15,0,24,253,19,15,0,24,10
04-05,0500,01,SOUTHLAND,50,050,SOUTHLAND MID.,50,213,16,18,0,29,213,16,18,0,29,10
04-05,0505,01,FULDA,51,010,FULDA EL.,51,213,64,29,0,53,221,67,29,0,61,08
04-05,0505,01,FULDA,51,020,FULDA SEC.,51,279,49,24,0,39,279,49,24,0,39,08
04-05,0505,01,FULDA,51,030,PRAXIS PROGRAM,51,1,0,0,0,1,1,0,0,0,1,08
04-05,0507,01,NICOLLET,52,010,NICOLLET EL.,52,128,13,21,0,18,138,13,21,0,28,09
04-05,0507,01,NICOLLET,52,020,NICOLLET SEC.,52,181,16,19,0,17,181,16,19,0,17,09
04-05,0508,01,ST. PETER,52,030,NORTH INTERMEDIATE EL.,52,408,99,35,25,81,443,108,36,25,116,09
04-05,0508,01,ST. PETER,52,040,ST. PETER SR.,52,601,78,27,15,79,601,78,27,15,79,09
04-05,0508,01,ST. PETER,52,050,SOUTH EL.,52,475,125,45,52,40,479,126,45,52,44,09
04-05,0508,01,ST. PETER,52,060,HOFFMAN LEARNING CENTER (EBD),52,20,20,0,0,17,20,20,0,0,17,09
