DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,02        ,0,0,0,0,2,0,0,0,20,19,22,19,2,41,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,03        ,0,0,1,1,1,2,1,0,14,20,17,23,6,40,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,04        ,0,0,0,1,0,0,0,0,19,12,19,13,1,32,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,05        ,0,0,1,1,1,0,1,0,26,14,29,15,4,44,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,06        ,0,0,0,0,0,1,0,0,18,19,18,20,1,38,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,07        ,0,0,0,1,1,0,0,2,14,20,15,23,4,38,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,08        ,0,1,0,0,1,1,0,0,22,23,23,25,3,48,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,09        ,0,0,0,0,0,0,1,0,18,23,19,23,1,42,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,10        ,0,0,1,0,0,0,0,0,16,13,17,13,1,30,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,11        ,0,0,0,1,0,0,0,0,20,20,20,21,1,41,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,12        ,0,0,0,0,0,0,0,0,23,19,23,19,0,42,District,EC-12,  , ,  
10-11,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,All Grades,0,1,4,7,12,6,4,2,255,226,275,242,36,517,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,EC        ,0,0,0,0,0,0,0,0,23,9,23,9,0,32,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,KG        ,0,1,0,0,0,0,1,0,40,32,41,33,2,74,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,01        ,0,1,2,0,1,0,0,2,42,33,45,36,6,81,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,02        ,0,0,1,0,0,2,0,0,51,33,52,35,3,87,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,03        ,0,0,0,0,0,0,0,0,34,42,34,42,0,76,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,04        ,0,0,1,0,0,0,1,0,34,36,36,36,2,72,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,05        ,0,0,0,1,0,0,2,0,46,38,48,39,3,87,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,06        ,0,0,1,0,0,0,2,0,59,50,62,50,3,112,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,07        ,0,2,0,1,0,0,1,2,56,66,57,71,6,128,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,08        ,1,2,0,0,0,1,0,0,66,68,67,71,4,138,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,09        ,0,2,0,0,2,1,0,0,73,40,75,43,5,118,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,10        ,0,0,0,1,0,0,0,0,50,68,50,69,1,119,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,11        ,0,2,1,0,0,2,0,0,79,66,80,70,5,150,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,12        ,0,2,1,1,0,0,0,0,58,53,59,56,4,115,District,EC-12,  , ,  
10-11,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,3,All Grades,1,12,7,4,3,6,7,4,711,634,729,660,44,1389,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,EC        ,0,0,0,0,0,0,0,0,2,3,2,3,0,5,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,KG        ,0,1,0,0,0,2,3,0,21,15,24,18,6,42,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,01        ,2,0,0,0,0,1,0,2,28,26,30,29,5,59,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,02        ,1,0,1,0,0,0,1,1,16,19,19,20,4,39,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,03        ,0,0,1,1,0,0,0,0,24,13,25,14,2,39,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,04        ,1,1,0,0,0,0,1,0,10,12,12,13,3,25,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,05        ,0,0,1,1,0,0,2,0,22,12,25,13,4,38,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,06        ,2,2,0,0,0,0,1,0,16,14,19,16,5,35,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,07        ,1,0,0,0,1,0,1,0,10,12,13,12,3,25,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,08        ,0,1,1,0,0,0,0,0,18,10,19,11,2,30,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,09        ,1,0,0,0,0,0,1,0,16,25,18,25,2,43,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,10        ,0,0,0,0,1,0,0,0,27,17,28,17,1,45,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,11        ,2,0,1,0,0,0,0,1,24,25,27,26,4,53,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,12        ,1,0,1,0,0,1,0,0,29,13,31,14,3,45,District,EC-12,  , ,  
10-11,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,2,All Grades,11,5,6,2,2,4,10,4,263,216,292,231,44,523,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,EC        ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,KG        ,0,0,0,0,0,0,1,0,15,18,16,18,1,34,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,01        ,0,0,0,0,2,0,1,0,6,20,9,20,3,29,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,02        ,0,0,0,0,0,1,0,0,14,16,14,17,1,31,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,03        ,1,1,0,1,0,0,0,0,20,14,21,16,3,37,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,04        ,0,0,0,0,1,2,0,0,12,16,13,18,3,31,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,05        ,0,0,0,0,1,1,0,0,20,11,21,12,2,33,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,06        ,0,0,1,0,1,0,1,0,16,12,19,12,3,31,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,07        ,0,0,0,0,1,0,0,0,11,12,12,12,1,24,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,08        ,0,0,1,0,1,0,0,0,14,13,16,13,2,29,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,09        ,0,0,0,0,2,0,0,0,21,12,23,12,2,35,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,10        ,0,0,0,0,0,0,0,0,23,15,23,15,0,38,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,11        ,0,0,0,0,0,0,0,0,18,15,18,15,0,33,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,12        ,0,0,0,0,0,1,0,0,13,22,13,23,1,36,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,9,All Grades,1,1,2,1,9,5,3,0,203,197,218,204,22,422,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,EC        ,0,0,0,0,5,0,0,0,4,0,9,0,5,9,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,KG        ,0,0,1,0,8,3,0,1,17,15,26,19,13,45,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,01        ,0,0,0,0,5,8,0,0,24,26,29,34,13,63,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,02        ,0,0,0,0,6,9,0,0,15,15,21,24,15,45,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,03        ,0,0,0,0,10,5,0,1,19,18,29,24,16,53,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,04        ,0,0,0,0,6,8,0,0,26,22,32,30,14,62,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,05        ,0,0,0,0,5,6,0,0,14,17,19,23,11,42,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,06        ,0,0,0,0,11,6,0,0,9,17,20,23,17,43,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,07        ,0,0,1,0,4,10,0,0,16,22,21,32,15,53,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,08        ,0,0,0,0,6,2,0,0,10,18,16,20,8,36,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,09        ,0,0,0,0,5,2,0,0,25,19,30,21,7,51,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,10        ,0,0,0,0,4,1,0,0,19,23,23,24,5,47,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,11        ,0,0,0,1,1,3,0,0,21,16,22,20,5,42,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,12        ,0,0,0,0,5,5,0,0,14,28,19,33,10,52,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    ,000, ,09,9,All Grades,0,0,2,1,81,68,0,2,233,256,316,327,154,643,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,EC        ,0,0,0,0,0,0,0,0,16,2,16,2,0,18,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,KG        ,0,0,0,0,2,0,0,0,63,40,65,40,2,105,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,01        ,0,0,1,0,2,4,0,0,48,36,51,40,7,91,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,02        ,0,0,1,0,2,1,0,0,48,37,51,38,4,89,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,03        ,0,0,0,0,5,3,0,1,52,47,57,51,9,108,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,04        ,0,0,0,1,2,2,0,0,49,34,51,37,5,88,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,05        ,0,0,1,0,2,3,0,0,36,31,39,34,6,73,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,06        ,0,0,0,0,1,1,0,0,37,38,38,39,2,77,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,07        ,0,0,0,0,4,2,2,0,43,32,49,34,8,83,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,08        ,0,0,0,0,1,3,1,0,31,36,33,39,5,72,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,09        ,0,0,0,0,3,3,0,0,44,33,47,36,6,83,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,10        ,0,0,1,0,2,4,0,0,38,40,41,44,7,85,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,11        ,0,0,2,1,1,1,0,0,40,35,43,37,5,80,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,12        ,0,1,1,0,0,2,0,0,35,35,36,38,4,74,District,EC-12,  , ,  
10-11,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,000, ,09,9,All Grades,0,1,7,2,27,29,3,1,580,476,617,509,70,1126,District,EC-12,  , ,  
10-11,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,4,EC        ,1,1,0,0,1,0,0,0,22,13,24,14,3,38,District,EC-12,  , ,  
10-11,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,4,08        ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-12,  , ,  
10-11,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,4,11        ,0,1,0,0,0,0,0,0,0,1,0,2,1,2,District,EC-12,  , ,  
10-11,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,4,12        ,0,0,0,0,1,0,0,0,0,0,1,0,1,1,District,EC-12,  , ,  
10-11,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,4,All Grades,1,2,0,0,2,0,0,0,23,14,26,16,5,42,District,EC-12,  , ,  
10-11,75,Stevens                                      ,0398,52,MIDWEST SPECIAL EDUCATION COOP.    ,000, ,04,4,EC        ,1,0,0,0,0,0,0,0,2,5,3,5,1,8,District,EC-EC,  , ,  
10-11,75,Stevens                                      ,0398,52,MIDWEST SPECIAL EDUCATION COOP.    ,000, ,04,4,All Grades,1,0,0,0,0,0,0,0,2,5,3,5,1,8,District,EC-EC,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,EC        ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,KG        ,0,0,0,0,0,0,0,0,13,10,13,10,0,23,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,01        ,0,0,0,0,0,0,0,0,13,7,13,7,0,20,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,02        ,0,0,0,0,0,0,0,0,14,11,14,11,0,25,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,03        ,0,0,0,0,0,0,0,0,6,17,6,17,0,23,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,04        ,0,0,0,0,0,0,0,0,9,12,9,12,0,21,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,05        ,0,0,0,0,0,0,0,0,7,17,7,17,0,24,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,06        ,0,0,0,0,0,0,0,0,10,6,10,6,0,16,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,08        ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,10        ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,11        ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,8,All Grades,0,0,0,0,0,0,0,0,76,80,76,80,0,156,District,EC-11,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,07        ,0,0,0,0,0,0,0,0,8,6,8,6,0,14,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,08        ,0,0,0,0,0,0,0,0,9,14,9,14,0,23,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,09        ,0,0,0,0,0,0,0,0,15,12,15,12,0,27,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,10        ,0,0,0,0,0,0,0,0,7,9,7,9,0,16,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,11        ,0,0,0,0,0,0,0,0,13,18,13,18,0,31,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,12        ,0,0,0,0,0,0,0,0,18,11,18,11,0,29,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,8,All Grades,0,0,0,0,0,0,0,0,70,70,70,70,0,140,District,07-12,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,EC        ,0,0,0,0,0,0,0,0,6,2,6,2,0,8,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,KG        ,0,0,0,0,1,0,0,0,7,9,8,9,1,17,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,01        ,0,0,0,0,0,1,0,0,6,3,6,4,1,10,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,02        ,0,0,0,0,0,0,0,0,6,10,6,10,0,16,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,03        ,0,0,0,0,0,0,0,1,9,7,9,8,1,17,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,04        ,0,0,0,0,1,0,1,0,7,6,9,6,2,15,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,05        ,0,0,0,0,0,0,0,0,11,3,11,3,0,14,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,06        ,0,0,0,0,0,0,0,0,5,2,5,2,0,7,District,EC-06,  , ,  
10-11,41,Lincoln                                      ,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT ,000, ,06,8,All Grades,0,0,0,0,2,1,1,1,57,42,60,44,5,104,District,EC-06,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,EC        ,0,0,1,1,10,2,0,0,29,20,40,23,14,63,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,KG        ,1,0,1,1,11,10,6,5,60,73,79,89,35,168,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,01        ,0,0,0,3,14,11,7,3,75,52,96,69,38,165,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,02        ,0,0,7,1,10,5,5,7,48,50,70,63,35,133,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,03        ,1,0,1,4,7,15,8,5,63,48,80,72,41,152,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,04        ,0,1,5,2,3,5,5,4,60,68,73,80,25,153,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,05        ,0,0,2,1,11,14,4,3,43,64,60,82,35,142,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,06        ,0,0,4,1,11,6,5,3,60,42,80,52,30,132,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,07        ,0,0,2,2,14,6,4,3,56,60,76,71,31,147,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,08        ,0,0,4,3,5,5,2,2,64,56,75,66,21,141,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,09        ,0,0,3,3,9,9,5,3,93,78,110,93,32,203,District,EC-12,  , ,  
10-11,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,8,10        ,0,0,5,6,10,17,10,5,91,89,116,117,53,233,District,EC-12,  , ,  
