districtNumber,districtType,districtName,year,averageScore,percentPassed
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2011,59.9,84
2135,01,MAPLE RIVER SCHOOL DISTRICT,2011,57.1,81.6
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2011,54.8,72.5
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2011,52,65.1
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2011,53.4,73
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2011,59.7,91.4
2149,01,MINNEWASKA SCHOOL DISTRICT,2011,61.1,96.2
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2011,52.5,65.9
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2011,54.9,81.4
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2011,56.1,79.4
2164,01,DILWORTH-GLYNDON-FELTON,2011,55.4,85.2
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2011,54.9,70.5
2167,01,LAKEVIEW SCHOOL DISTRICT,2011,56.3,79.3
2168,01,NRHEG SCHOOL DISTRICT,2011,56.5,79.2
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2011,58,90.9
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2011,56.1,80.4
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2011,59.8,84
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2011,58,82.5
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2011,57.7,78.4
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2011,56.1,83.3
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2011,55.2,84.2
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2011,57.2,88.8
2190,01,YELLOW MEDICINE EAST,2011,52.7,69.2
2198,01,FILLMORE CENTRAL,2011,56.4,83.3
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2011,53.5,72.2
2310,01,SIBLEY EAST SCHOOL DISTRICT,2011,56,81.5
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2011,47.4,61
2342,01,WEST CENTRAL AREA,2011,61.8,90.6
2358,01,TRI-COUNTY SCHOOL DISTRICT,2011,56.2,82.4
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2011,54.1,75
2365,01,G.F.W.,2011,56.7,85.5
2396,01,A.C.G.C.,2011,57.1,81.8
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2011,55.6,74.5
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2011,57.3,81.7
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2011,61.6,100
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2011,55.1,75
2536,01,GRANADA HUNTLEY-EAST CHAIN,2011,53.7,78.9
2580,01,EAST CENTRAL SCHOOL DISTRICT,2011,52.4,71
2609,01,WIN-E-MAC SCHOOL DISTRICT,2011,58.1,85
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2011,58.6,82.1
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2011,54.5,81.7
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2011,54.5,75.7
2711,01,MESABI EAST SCHOOL DISTRICT,2011,55,80.8
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2011,55.9,82.4
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2011,54.3,74.1
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2011,54.6,64.7
2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,2011,NA,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2011,59.2,84.7
2835,01,JANESVILLE-WALDORF-PEMBERTON,2011,53.5,70.2
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2011,56.6,87.5
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2011,56.5,85.4
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2011,56.1,80
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2011,59.5,87.2
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2011,57.8,83.8
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2011,58.6,88.9
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2011,52.6,61.3
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2011,57.3,88.5
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2011,52.6,60.4
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2011,54.3,73.2
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2011,57.1,82.9
2897,01,REDWOOD AREA SCHOOL DISTRICT,2011,52.9,67.8
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2011,50.6,72.5
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2011,56.1,76.9
2902,01,RTR PUBLIC SCHOOLS,2011,60.5,94.9
2903,01,ORTONVILLE PUBLIC SCHOOLS,2011,54.2,71.7
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2011,56,79.7
4000,07,CITY ACADEMY,2011,NA,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2011,47.2,47.1
4005,07,METRO DEAF SCHOOL,2011,NA,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2011,53.5,70.6
4008,07,PACT CHARTER SCHOOL,2011,59.1,84
4015,07,COMMUNITY OF PEACE ACADEMY,2011,47.9,53.6
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2011,52.9,64.9
4025,07,CYBER VILLAGE ACADEMY,2011,NA,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2011,NA,NA
4027,07,HIGHER GROUND ACADEMY,2011,49,57.7
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2011,NA,NA
4036,07,FACE TO FACE ACADEMY,2011,50.9,50
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2011,43.4,17.6
4043,07,MATH AND SCIENCE ACADEMY,2011,64.8,100
4045,07,LAKES AREA CHARTER SCHOOL,2011,49.7,70
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2011,44.5,50
4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,2011,37.4,12.5
4053,07,NORTH LAKES ACADEMY,2011,58,87.8
4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,2011,47.4,54.8
4057,07,EL COLEGIO CHARTER SCHOOL,2011,36.1,16.7
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2011,NA,NA
4066,07,RIVERBEND ACADEMY,2011,NA,NA
4074,07,AFSA HIGH SCHOOL,2011,56.5,79.5
4075,07,AVALON SCHOOL,2011,53.2,68.1
4080,07,PILLAGER AREA CHARTER SCHOOL,2011,NA,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2011,49,63.6
4082,07,BLUESKY CHARTER SCHOOL,2011,51.8,62.5
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2011,60.9,86.4
4087,07,SAGE ACADEMY CHARTER SCHOOL,2011,43,37.5
4091,07,ARTECH,2011,62.6,100
4092,07,WATERSHED HIGH SCHOOL,2011,56,76.2
4093,07,NEW CENTURY CHARTER SCHOOL,2011,57.2,95.5
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2011,54.5,81.8
4098,07,NOVA CLASSICAL ACADEMY,2011,64.3,86.4
4102,07,MINNESOTA INTERNSHIP CENTER,2011,31.6,0
4103,07,HMONG COLLEGE PREP ACADEMY,2011,44.9,50.7
4104,07,PALADIN ACADEMY,2011,44.9,42.9
4105,07,GREAT RIVER SCHOOL,2011,62.6,92.3
4106,07,TREKNORTH HIGH SCHOOL,2011,61.5,90.9
4107,07,VOYAGEURS EXPEDITIONARY,2011,42.2,18.2
4109,07,SOBRIETY HIGH,2011,46.4,47.6
4110,07,MAIN STREET SCHOOL PERFORMING ARTS,2011,59.6,89.8
4111,07,AUGSBURG FAIRVIEW ACADEMY,2011,44.1,42.1
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2011,61.3,92.4
4119,07,ACADEMIC ARTS HIGH SCHOOL,2011,41.8,20
4120,07,ST. CROIX PREPARATORY ACADEMY,2011,63.2,94.1
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2011,50.4,60
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2011,65.5,92.1
4126,07,PRAIRIE SEEDS ACADEMY,2011,46.6,41.8
4131,07,LIGHTHOUSE ACADEMY OF NATIONS,2011,38.1,31.3
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2011,56.1,84.6
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2011,53.1,60
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2011,49.3,57.1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2011,47.8,71.4
4160,07,SPECTRUM HIGH SCHOOL,2011,56.7,82.3
4163,07,LEARNING FOR LEADERSHIP CHARTER,2011,49.8,63.6
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2011,49.8,63.6
4173,07,METRO TECH ACADEMY,2011,47.9,44
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2011,NA,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2011,34.1,17.6
4182,07,QUEST ACADEMY,2011,55.3,70
4183,07,LIONSGATE ACADEMY,2011,59.2,88.9
4190,07,RIVER'S EDGE ACADEMY,2011,NA,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2011,NA,NA
4204,07,ROCHESTER STEM ACADEMY,2011,NA,NA
6004,61,FRESHWATER ED. DIST.,2011,45.8,38.1
6012,61,ZUMBRO EDUCATION DISTRICT,2011,46.2,45.5
6013,61,HIAWATHA VALLEY ED. DISTRICT,2011,NA,NA
6014,61,RUNESTONE AREA ED. DISTRICT,2011,NA,NA
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2011,44.2,33.3
6026,61,WEST CENTRAL EDUCATION DISTRICT,2011,NA,NA
6027,61,MN VALLEY EDUCATION DISTRICT,2011,NA,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2011,43.1,10
6051,61,GOODHUE COUNTY EDUCATION  DIST.,2011,NA,NA
6065,62,METROPOLITAN LEARNING ALLIANCE,2011,NA,NA
6067,62,EAST METRO INTEGRATION DISTRICT,2011,57,80.9
6069,62,WEST METRO EDUCATION PROGRAM,2011,53.5,69.7
6076,50,NORTHLAND LEARNING CENTER,2011,39,40
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2011,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2011,NA,NA
6979,61,MID STATE EDUCATION DISTRICT,2011,NA,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2010,55,75.8
0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,2010,51.1,58.2
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2010,55.4,80
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2010,53.1,67.6
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2010,53.4,72.4
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2010,56.9,81.1
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2010,58.6,87.1
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2010,50.2,58.4
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2010,53.7,70
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2010,57.5,83.9
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2010,55,74.8
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2010,57.6,83.4
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2010,53.3,69.6
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2010,56.7,78.7
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2010,53.1,73.2
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2010,58.9,88.9
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2010,42.9,30.5
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2010,55.5,80.8
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2010,56.7,83.7
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2010,54.4,80
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2010,57.4,82.5
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2010,50.3,58.3
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2010,52.3,70.6
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2010,56.8,77.3
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2010,58.1,88.3
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2010,58.8,86.7
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2010,56.5,93.1
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2010,57.2,82.3
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2010,54.2,80
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2010,55.9,72.7
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2010,61.9,92.8
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2010,53.8,64.7
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2010,58,85.6
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2010,57.2,87
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2010,57.4,83.5
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2010,59.7,86.8
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2010,51.2,62.7
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2010,50.3,60
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2010,58.7,87.7
0118,01,NORTHLAND COMMUNITY SCHOOLS,2010,48.2,54.8
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2010,58.4,82.8
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2010,57,82.5
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2010,57.4,80.9
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2010,59.8,94.2
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2010,58.1,87
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2010,57.1,83.9
0160,70,MINNESOTA STATE ACADEMIES,2010,NA,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2010,55.4,75.4
0166,01,COOK COUNTY PUBLIC SCHOOLS,2010,58.3,81.1
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2010,53.5,65.7
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2010,57.4,88.9
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2010,58.2,82.1
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2010,56.4,78.8
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2010,55.9,82
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2010,56.8,80.8
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2010,56,79.4
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2010,59.9,89.8
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2010,55.3,78.6
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2010,59.8,87.4
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2010,56.8,79.6
0199,01,INVER GROVE HEIGHTS SCHOOLS,2010,56.5,78.2
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2010,56.7,78.9
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2010,58.9,86.8
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2010,58.2,90.1
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2010,58.7,86.1
0207,01,BRANDON PUBLIC SCHOOL DISTRICT,2010,54,81
0208,01,EVANSVILLE PUBLIC SCHOOL DISTRICT,2010,56.3,93.3
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2010,57.9,85.9
0227,01,CHATFIELD PUBLIC SCHOOLS,2010,54.1,71.6
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2010,54.9,70.8
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2010,55.8,71.4
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2010,56.6,82.1
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2010,56.8,79.4
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2010,56.4,76.7
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2010,55.4,76.2
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2010,53.5,75
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2010,58.7,84.7
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2010,57.5,83.6
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2010,57.5,88.9
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2010,NA,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2010,56.4,78.5
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2010,57.6,80
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2010,59.3,88.4
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2010,64.7,96.2
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2010,63.4,93.3
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2010,62.1,93.3
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2010,61.6,92.9
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2010,57.4,81.6
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2010,50.8,62.1
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2010,54.9,74.5
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2010,60.8,90.9
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2010,56.9,78.7
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2010,62.2,91.8
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2010,50.1,54.5
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2010,43.4,30.7
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2010,57.4,78.7
0297,01,SPRING GROVE SCHOOL DISTRICT,2010,55.1,73.1
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2010,58.3,86.7
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2010,57.5,85.2
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2010,54.3,83.3
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2010,59.1,91.7
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2010,55.8,78.7
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2010,55.8,82.7
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2010,54.3,71.6
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2010,54,66.7
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2010,55.3,79
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2010,55.4,71.4
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2010,56.4,92.3
0332,01,MORA PUBLIC SCHOOL DISTRICT,2010,54.3,69.8
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2010,51,55.6
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2010,55.3,79.8
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2010,53.3,68.5
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2010,61.2,92.3
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2010,57.4,87.1
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2010,55.5,78.3
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2010,55.7,74.2
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2010,61.2,92.5
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2010,57.2,85.3
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2010,57,76
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2010,52.5,71
0392,01,LE CENTER PUBLIC SCHOOL DISTRICT,2010,58.2,88.4
0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,2010,58.1,87.8
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2010,NA,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2010,57.5,89.3
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2010,57.1,79.1
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2010,60.5,94.4
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2010,57.5,88.4
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2010,58.8,93.3
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2010,51.8,71.9
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2010,49.7,57.4
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2010,57.2,84.6
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2010,52.5,57.9
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2010,49.8,59.1
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2010,60.2,92.2
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2010,58.7,84.8
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2010,59.1,86.9
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2010,53,76.7
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2010,54.9,75.9
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2010,50.2,57.4
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2010,56.4,77.8
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2010,57.4,84.4
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2010,55.5,82
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2010,51.6,65.7
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2010,56.7,85.7
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2010,56,74.2
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2010,56.2,76.2
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2010,57.9,81.3
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2010,56.7,70
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2010,55.1,82
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2010,57.8,79.2
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2010,58.1,82.8
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2010,58.4,84.6
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2010,55.9,80
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2010,59.4,94.1
0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT,2010,50.9,56.3
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2010,52,66.7
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2010,61.3,88.8
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2010,61.2,90
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2010,57.7,80.3
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2010,57.8,80.7
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2010,58.1,89.2
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2010,55,75.7
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2010,54.3,77.4
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2010,54.7,68.6
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2010,55.5,75.3
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2010,58.2,82.1
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2010,59.6,89.2
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2010,55.6,80
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2010,48.8,61.1
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2010,57.1,79.6
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2010,55.4,82.1
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2010,53.9,74.6
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2010,52.4,73.1
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2010,47.8,54.5
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2010,51.5,63.2
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2010,53.9,73.7
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2010,61.7,95.3
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2010,58,78.3
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2010,52.9,66.7
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2010,59.8,85.3
0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,2010,54.7,73.2
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2010,57.4,78.9
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2010,57.5,81.7
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2010,48.8,52.8
0627,01,OKLEE PUBLIC SCHOOL DISTRICT,2010,51.1,54.5
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2010,55.6,85.2
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2010,56.3,82.5
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2010,53.4,71
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2010,58.8,83.6
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2010,57.2,88.9
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2010,59.1,88.2
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2010,57.7,81
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2010,55.3,74
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2010,55.2,76.7
0696,01,ELY PUBLIC SCHOOL DISTRICT,2010,58.8,87.5
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2010,53,66.7
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2010,57.7,86.6
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2010,57.1,84
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2010,55.1,73.2
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2010,60,89.8
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2010,56.9,81.7
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2010,53.5,66.7
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2010,55.9,81.1
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2010,56.7,79.5
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2010,58.2,83.6
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2010,56.9,80.4
