districtNumber,districtType,districtName,year,averageScore,percentPassed
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2009,55.3,81.7
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2009,51.4,61.3
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2009,55.7,81.1
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2009,54.9,71.8
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2009,53.1,78.3
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2009,51.6,75
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2009,60.1,87
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2009,55.6,79.7
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2009,55.1,81.1
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2009,52.3,75
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2009,57.9,74.4
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2009,60.5,95.3
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2009,57.2,82.4
0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT,2009,51.5,54.5
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2009,51.6,57.4
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2009,61.5,92.5
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2009,59.4,85.9
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2009,58.1,82.4
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2009,58.6,81.1
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2009,60.7,84.4
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2009,56,77.9
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2009,57.7,80
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2009,53.5,67.3
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2009,53.1,72.5
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2009,57,75.7
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2009,61.8,92.5
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2009,57.1,80.8
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2009,55.6,76.9
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2009,54.7,74.1
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2009,56.4,81.3
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2009,58.6,81.7
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2009,56,82.1
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2009,50.5,58.8
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2009,54.3,76.5
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2009,54.5,74.8
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2009,59.2,84.8
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2009,55.4,70
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2009,55.2,75
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2009,60.8,87.4
0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,2009,55.8,77.3
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2009,60.1,83.5
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2009,57.4,81.9
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2009,49.3,54.2
0627,01,OKLEE PUBLIC SCHOOL DISTRICT,2009,50.8,61.5
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2009,57.7,88.6
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2009,54.4,78.6
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2009,54.8,70.9
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2009,58.3,81.9
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2009,57.3,81.3
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2009,61.2,90.9
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2009,55.9,78
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2009,55.3,79.6
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2009,56.2,76.9
0696,01,ELY PUBLIC SCHOOL DISTRICT,2009,58.9,78.7
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2009,60.1,90
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2009,60.1,91.3
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2009,58.8,84.4
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2009,55.3,74.8
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2009,58.3,85.8
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2009,57.6,81.1
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2009,54.9,85.7
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2009,54,72.6
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2009,55.8,80.3
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2009,58.9,83.5
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2009,56.2,77.4
0721,01,NEW PRAGUE AREA SCHOOLS,2009,57.8,82.5
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2009,56.1,81.6
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2009,55.7,77.1
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2009,57.7,83.4
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2009,59,86.7
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2009,54.6,75
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2009,56.2,82.9
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2009,60.2,83.3
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2009,54.2,71.3
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2009,60.1,89
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2009,58.8,87.8
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2009,60.1,88.9
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2009,58.3,84.9
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2009,55.9,77.4
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2009,57.3,81.9
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2009,55,74.4
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2009,56.7,60
0769,01,MORRIS PUBLIC SCHOOL DISTRICT,2009,57.2,76.5
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2009,63.1,92.9
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2009,54.3,65.5
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2009,56.7,83.7
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2009,51.5,59
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2009,58.7,85.5
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2009,54,75
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2009,57.9,86.5
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2009,56.5,77.9
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2009,55.3,75
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2009,59.5,75.6
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2009,59.5,84.8
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2009,57.8,85.9
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2009,57.7,81.9
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2009,61,88.6
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2009,59,86.7
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2009,61.1,92.3
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2009,53,83.3
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2009,56,75
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2009,50.8,54.3
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2009,56.2,78.7
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2009,51.7,52.9
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2009,NA,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2009,57.5,86.4
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2009,58.3,85.9
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2009,55.9,75.7
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2009,58.5,82.4
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2009,57.5,82.7
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2009,61.1,91.2
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2009,57.7,83.8
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2009,57.2,82
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2009,52.4,63.4
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2009,57.3,83.9
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2009,57.4,82.4
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2009,56.3,80
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2009,54.1,67.6
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2009,55.8,66.7
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2009,NA,NA
0916,06,NORTHEAST METRO 916,2009,37.5,10.9
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2009,45,34
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2009,47.6,50
0930,53,CARVER-SCOTT EDUCATIONAL COOP.,2009,46.4,45.9
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2009,NA,NA
0957,51,OAK LAND VOCATIONAL COOPERATVE,2009,46.2,34.8
0966,51,WRIGHT TECHNICAL CENTER,2009,44.2,26.3
0991,83,REGN 6 AND 8-SW/WC SRV COOPERATIVE,2009,40.9,41.7
0993,52,MN RIVER VALLEY SPECIAL ED. COOP.,2009,48.2,57.1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2009,59.3,87.5
2125,01,TRITON SCHOOL DISTRICT,2009,55.9,81.4
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2009,55.8,79.2
2135,01,MAPLE RIVER SCHOOL DISTRICT,2009,57.2,77.7
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2009,55.5,78.9
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2009,54.5,72.7
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2009,53.9,77.6
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2009,56.9,80.5
2149,01,MINNEWASKA SCHOOL DISTRICT,2009,58.5,86.9
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2009,56.8,77.3
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2009,54.3,73.4
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2009,57.5,76.2
2164,01,DILWORTH-GLYNDON-FELTON,2009,55.7,79.1
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2009,54.2,75
2167,01,LAKEVIEW SCHOOL DISTRICT,2009,57.6,74.1
2168,01,NRHEG SCHOOL DISTRICT,2009,57.8,81.4
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2009,56.6,80
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2009,53.2,73.7
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2009,56.1,89.5
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2009,56.5,81.6
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2009,55.5,79.2
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2009,61.2,78.4
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2009,56,79.6
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2009,55.6,74.7
2190,01,YELLOW MEDICINE EAST,2009,55.6,85.9
2198,01,FILLMORE CENTRAL,2009,56.7,80.4
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2009,58.6,86.2
2310,01,SIBLEY EAST SCHOOL DISTRICT,2009,55.3,76.6
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2009,53.7,77.8
2342,01,WEST CENTRAL AREA,2009,58.5,83.3
2358,01,TRI-COUNTY SCHOOL DISTRICT,2009,55.9,77.8
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2009,55.1,73.5
2365,01,G.F.W.,2009,56.4,78.8
2396,01,A.C.G.C.,2009,58.1,82.1
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2009,57,77.1
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2009,58.1,83.1
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2009,55.1,85.7
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2009,56.4,73.9
2536,01,GRANADA HUNTLEY-EAST CHAIN,2009,53.3,64
2580,01,EAST CENTRAL SCHOOL DISTRICT,2009,51.1,59.4
2609,01,WIN-E-MAC SCHOOL DISTRICT,2009,54.8,75.7
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2009,56.5,72.2
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2009,54.8,80.5
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2009,55.6,82.6
2711,01,MESABI EAST SCHOOL DISTRICT,2009,53.9,70.5
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2009,53.9,70.4
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2009,52.8,60.8
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2009,54.2,72.7
2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,2009,52.5,64
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2009,59.7,87.7
2835,01,JANESVILLE-WALDORF-PEMBERTON,2009,52.4,62.8
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2009,57.8,82.4
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2009,57.6,82.9
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2009,56,83.3
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2009,55.2,71.9
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2009,57.6,83.5
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2009,55.9,81.6
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2009,50.4,62.1
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2009,53.3,69.7
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2009,53,66.7
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2009,54.5,62.2
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2009,60.7,89.8
2897,01,REDWOOD AREA SCHOOL DISTRICT,2009,56.4,80.2
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2009,49.8,55.1
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2009,59.4,85.9
2902,01,RTR PUBLIC SCHOOLS,2009,59.8,86.3
2903,01,ORTONVILLE PUBLIC SCHOOLS,2009,NA,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2009,NA,NA
4000,07,CITY ACADEMY,2009,NA,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2009,49.3,50
4005,07,METRO DEAF SCHOOL,2009,NA,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2009,55.5,64.3
4008,07,PACT CHARTER SCHOOL,2009,59.4,85.7
4015,07,COMMUNITY OF PEACE ACADEMY,2009,49.6,60.9
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2009,52,63.2
4025,07,CYBER VILLAGE ACADEMY,2009,NA,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2009,50.4,61.1
4027,07,HIGHER GROUND ACADEMY,2009,57.8,76.7
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2009,NA,NA
4036,07,FACE TO FACE ACADEMY,2009,44.9,36.8
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2009,43.1,35.3
4043,07,MATH AND SCIENCE ACADEMY,2009,69.6,100
4045,07,LAKES AREA CHARTER SCHOOL,2009,33.8,8.3
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2009,49.6,50
4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,2009,43.2,26.3
4053,07,NORTH LAKES ACADEMY,2009,57.4,79.3
4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,2009,51.8,65.4
4057,07,EL COLEGIO CHARTER SCHOOL,2009,41.3,23.5
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2009,NA,NA
4066,07,RIVERBEND ACADEMY,2009,NA,NA
4074,07,AFSA HIGH SCHOOL,2009,58.2,80.5
4075,07,AVALON SCHOOL,2009,56.2,70.6
4080,07,PILLAGER AREA CHARTER SCHOOL,2009,34.3,0
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2009,47.8,46.2
4082,07,BLUESKY CHARTER SCHOOL,2009,49.1,48
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2009,55,77.3
4087,07,SAGE ACADEMY CHARTER SCHOOL,2009,52.1,71.4
4091,07,ARTECH,2009,59.3,88.9
4092,07,WATERSHED HIGH SCHOOL,2009,59.3,72
4093,07,NEW CENTURY CHARTER SCHOOL,2009,55.1,68.2
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2009,51.7,58.8
4098,07,NOVA CLASSICAL ACADEMY,2009,NA,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2009,32.3,8.5
4103,07,HMONG COLLEGE PREP ACADEMY,2009,45.6,43.7
4104,07,PALADIN ACADEMY,2009,NA,NA
4105,07,GREAT RIVER SCHOOL,2009,57.8,76.5
4106,07,TREKNORTH HIGH SCHOOL,2009,57.2,85.2
4107,07,VOYAGEURS EXPEDITIONARY,2009,NA,NA
4109,07,SOBRIETY HIGH,2009,52.8,69.7
4110,07,MAIN STREET SCHOOL PERFORMING ARTS,2009,57.9,80
4111,07,AUGSBURG FAIRVIEW ACADEMY,2009,42.8,27.8
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2009,62.6,97.2
4119,07,ACADEMIC ARTS HIGH SCHOOL,2009,54.1,80
4120,07,ST. CROIX PREPARATORY ACADEMY,2009,59,84.6
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2009,42.6,34.3
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2009,63.4,91.9
4126,07,PRAIRIE SEEDS ACADEMY,2009,44.7,36.4
4131,07,LIGHTHOUSE ACADEMY OF NATIONS,2009,28.7,0
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2009,59.7,84.6
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2009,43.8,27.3
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2009,53.6,60
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2009,48.7,52.2
4160,07,SPECTRUM HIGH SCHOOL,2009,57.8,75.8
4163,07,LEARNING FOR LEADERSHIP CHARTER,2009,NA,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2009,54.4,67.6
4173,07,METRO TECH ACADEMY,2009,44.5,29.6
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2009,NA,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2009,30.7,3.1
4182,07,QUEST ACADEMY,2009,49.1,50
4183,07,LIONSGATE ACADEMY,2009,NA,NA
4190,07,RIVER'S EDGE ACADEMY,2009,NA,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2009,NA,NA
4204,07,ROCHESTER STEM ACADEMY,2009,NA,NA
6004,61,FRESHWATER ED. DIST.,2009,44.2,40.9
6012,61,ZUMBRO EDUCATION DISTRICT,2009,49.4,60.9
6013,61,HIAWATHA VALLEY ED. DISTRICT,2009,52.5,88.2
6014,61,RUNESTONE AREA ED. DISTRICT,2009,NA,NA
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2009,43.8,35.3
6026,61,WEST CENTRAL EDUCATION DISTRICT,2009,NA,NA
6027,61,MN VALLEY EDUCATION DISTRICT,2009,NA,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2009,43.5,38.1
6051,61,GOODHUE COUNTY EDUCATION  DIST.,2009,NA,NA
6065,62,METROPOLITAN LEARNING ALLIANCE,2009,NA,NA
6067,62,EAST METRO INTEGRATION DISTRICT,2009,58.4,86.5
6069,62,WEST METRO EDUCATION PROGRAM,2009,59.3,84.6
6076,50,NORTHLAND LEARNING CENTER,2009,47.5,20
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2009,35.6,10
6383,61,BENTON-STEARNS ED. DISTRICT,2009,NA,NA
6979,61,MID STATE EDUCATION DISTRICT,2009,NA,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2008,57,72.2
0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,2008,49.1,52.6
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2008,55.7,85.7
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2008,48.9,48.3
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2008,54.7,72.8
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2008,56.5,80
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2008,58.1,83.9
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2008,51.5,58.6
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2008,54.3,67.6
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2008,55.3,75.2
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2008,55.4,72.2
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2008,56.4,77.2
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2008,53.6,71.4
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2008,56.5,78.8
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2008,54.4,74.5
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2008,52.8,77.8
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2008,42,26.4
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2008,55.3,74.2
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2008,54.5,76.6
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2008,59.9,82.2
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2008,56.3,78.9
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2008,51.4,50
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2008,50.5,54
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2008,60,89.6
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2008,57.3,84.3
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2008,54.3,73.8
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2008,56.7,81.8
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2008,56.7,77.7
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2008,55.1,71
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2008,54.4,71.7
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2008,61,83.9
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2008,53.6,84
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2008,57.7,83.1
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2008,57.5,81.5
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2008,57.2,81.9
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2008,59.8,88.5
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2008,54.4,70.7
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2008,50.2,55.6
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2008,53.6,69.8
0118,01,NORTHLAND COMMUNITY SCHOOLS,2008,53.9,74.5
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2008,57.1,78.1
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2008,53.9,71.2
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2008,54.4,74.4
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2008,55.4,79.6
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2008,56.5,82.5
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2008,55.8,78.8
0160,70,MINNESOTA STATE ACADEMIES,2008,33,14.3
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2008,50.2,53.2
0166,01,COOK COUNTY PUBLIC SCHOOLS,2008,58.4,84.5
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2008,58,83.3
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2008,57.9,76.5
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2008,56.8,77.3
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2008,55.4,78
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2008,55.5,75.6
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2008,57.5,82.4
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2008,55.1,74.5
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2008,59.5,87.8
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2008,56.5,77.3
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2008,59.4,85.3
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2008,56.5,80.4
0199,01,INVER GROVE HEIGHTS SCHOOLS,2008,56.9,78
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2008,57.5,83.9
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2008,56.8,80.7
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2008,59,85.3
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2008,58.3,84.3
0207,01,BRANDON PUBLIC SCHOOL DISTRICT,2008,61.1,93.3
0208,01,EVANSVILLE PUBLIC SCHOOL DISTRICT,2008,52.9,57.1
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2008,57.6,83.6
0227,01,CHATFIELD PUBLIC SCHOOLS,2008,54.8,65.8
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2008,59.8,93.3
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2008,54.8,78.6
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2008,55.4,81
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2008,56.2,76.5
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2008,57.1,79.6
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2008,58,81.4
