Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,VESS Average Score,CSPSS Average Score,LSS Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
11-Oct,2,Anoka,16,1,SPRING LAKE PARK PUBLIC SCHOOLS,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,340,242,98,71.2,28.8,53.3,6.7,19.1,3.9,11.3,0.6,52.1-54.5,0,0,0,1,0,0,0,349,4826,9,Y,,,0
11-Oct,3,Becker,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,209,162,47,77.5,22.5,55.8,6.9,19.9,4,12.5,0.9,54.1-57.5,1,0,0,0,0,0,0,215,2761,9,Y,,,0
11-Oct,3,Becker,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,57,44,13,77.2,22.8,57.5,7.2,20.4,4.2,11.6,1.5,54.5-60.5,0,0,0,0,0,0,0,61,902,9,Y,,,0
11-Oct,4,Beltrami,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,381,292,89,76.6,23.4,55.3,7.1,19.6,4,11.9,0.6,54.1-56.5,1,0,1,2,0,0,0,408,4980,9,Y,,,0
11-Oct,4,Beltrami,32,1,BLACKDUCK PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,42,34,8,81,19,57,7.6,20.2,4,9.8,1.5,54.0-60.0,0,0,0,0,0,0,0,51,626,9,Y,,,0
11-Oct,4,Beltrami,36,1,KELLIHER PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,20,15,5,75,25,56.4,7.2,20.3,4.1,10.4,2.3,51.8-61.0,0,0,0,0,0,0,0,21,230,9,Y,,,0
11-Oct,4,Beltrami,38,1,RED LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,77,23,54,29.9,70.1,41.8,4.5,14.7,3.2,10.5,1.2,39.5-44.1,0,0,0,2,0,0,0,92,1358,9,Y,,,0
11-Oct,5,Benton,47,1,SAUK RAPIDS-RICE PUBLIC SCHOOLS,0,All Schools,7,07W,GRAD,20110412,10,R,1,All Categories,All Students,N,305,242,63,79.3,20.7,56.7,7.4,20.1,4.1,11.5,0.7,55.4-58.0,0,0,1,1,0,0,0,309,3740,9,Y,,,0
11-Oct,5,Benton,51,1,FOLEY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07W,GRAD,20110412,10,R,1,All Categories,All Students,N,117,92,25,78.6,21.4,56.3,7,20.1,4.1,11.9,1.1,54.2-58.4,0,1,0,0,0,0,0,127,1749,9,Y,,,0
11-Oct,7,Blue Earth,75,1,ST. CLAIR PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,47,45,2,95.7,4.3,57.8,7.3,21.3,4.1,8.5,1.2,55.4-60.2,0,0,0,0,0,0,0,52,593,9,Y,,,0
11-Oct,7,Blue Earth,77,1,MANKATO PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,518,431,87,83.2,16.8,57.2,7.3,20.6,4.1,11.3,0.5,56.2-58.2,0,0,0,1,0,1,1,556,7284,9,Y,,,0
11-Oct,8,Brown,81,1,COMFREY PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,11,159,9,Y,,,0
11-Oct,8,Brown,84,1,SLEEPY EYE PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,41,24,17,58.5,41.5,52.2,6.7,18.5,4,9.6,1.5,49.3-55.1,0,0,0,0,0,0,4,48,614,9,Y,,,0
11-Oct,8,Brown,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,54,39,15,72.2,27.8,55.5,7.1,19.6,4,12.2,1.7,52.2-58.8,0,0,0,0,0,0,0,56,577,9,Y,,,0
11-Oct,8,Brown,88,1,NEW ULM PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,146,120,26,82.2,17.8,57.1,7.4,20.3,3.9,12.3,1,55.1-59.1,0,0,0,0,0,0,0,151,1954,9,Y,,,0
11-Oct,9,Carlton,91,1,BARNUM PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,47,37,10,78.7,21.3,58.7,7.6,20.1,4.2,13.5,2,54.8-62.6,0,0,0,0,0,0,0,52,757,9,Y,,,0
11-Oct,9,Carlton,93,1,CARLTON PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,43,37,6,86,14,57.9,7.3,20.9,4.5,9.3,1.4,55.1-60.7,0,0,0,0,0,0,0,45,498,9,Y,,,0
11-Oct,9,Carlton,94,1,CLOQUET PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,174,147,27,84.5,15.5,58.1,7.4,20.8,4,11.6,0.9,56.4-59.8,0,0,0,1,0,0,0,194,2354,9,Y,,,0
11-Oct,9,Carlton,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,21,20,1,95.2,4.8,59.4,7.7,21.6,4.1,8.6,1.9,55.7-63.1,0,0,0,0,0,0,0,26,291,9,Y,,,0
11-Oct,9,Carlton,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,63,54,9,85.7,14.3,57.4,7.4,20.8,4.2,9.1,1.2,55.1-59.7,0,0,0,0,0,0,0,66,708,9,Y,,,0
11-Oct,9,Carlton,99,1,ESKO PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,98,85,13,86.7,13.3,60.9,7.9,21.3,4.5,10.8,1.1,58.8-63.0,0,0,0,0,0,0,0,101,1194,9,Y,,,0
11-Oct,9,Carlton,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,26,17,9,65.4,34.6,51.1,6.7,17.7,4,10.9,2.1,46.9-55.3,0,0,0,0,0,0,1,24,350,9,Y,,,0
11-Oct,10,Carver,108,1,CENTRAL PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,61,52,9,85.2,14.8,57.8,7.4,20.7,4.3,9.5,1.2,55.4-60.2,0,0,0,0,0,0,0,66,981,9,Y,,,0
11-Oct,10,Carver,110,1,WACONIA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,266,227,39,85.3,14.7,57.3,7.3,20.6,4.1,11.2,0.7,56.0-58.6,1,0,0,0,0,0,0,273,3313,9,Y,,,0
11-Oct,10,Carver,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,125,109,16,87.2,12.8,58.5,7.7,21,4.2,9.4,0.8,56.9-60.1,0,0,0,0,0,0,0,128,1581,9,Y,,,0
11-Oct,10,Carver,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,666,600,66,90.1,9.9,60.9,7.8,21.8,4.2,10.4,0.4,60.1-61.7,0,0,0,2,0,0,0,695,8947,9,Y,,,0
11-Oct,11,Cass,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,43,35,8,81.4,18.6,56.9,7.6,20,4.2,10.3,1.6,53.8-60.0,1,0,0,0,0,0,0,47,812,9,Y,,,0
11-Oct,11,Cass,115,1,CASS LAKE-BENA PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,59,31,28,52.5,47.5,47.5,6,16.7,3.6,8.2,1.1,45.4-49.6,0,0,0,1,0,0,0,78,1127,9,Y,,,0
11-Oct,11,Cass,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,56,46,10,82.1,17.9,57.3,7.2,21,4.2,8.1,1.1,55.2-59.4,0,0,0,0,0,0,0,68,833,9,Y,,,0
11-Oct,11,Cass,118,1,NORTHLAND COMMUNITY SCHOOLS,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,32,23,9,71.9,28.1,51.4,6.6,18.4,3.9,9,1.6,48.3-54.5,0,0,0,0,0,0,0,31,382,9,Y,,,0
11-Oct,12,Chippewa,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,0,All Schools,6,06W,GRAD,20110412,10,R,1,All Categories,All Students,N,109,82,27,75.2,24.8,55.9,7.1,19.8,4.2,11.6,1.1,53.7-58.1,0,0,0,0,0,0,0,115,1309,9,Y,,,0
11-Oct,13,Chisago,138,1,NORTH BRANCH PUBLIC SCHOOLS,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,266,225,41,84.6,15.4,58.3,7.5,20.6,4.3,11.1,0.7,57.0-59.6,2,0,0,0,0,0,1,287,3401,9,Y,,,0
11-Oct,13,Chisago,139,1,RUSH CITY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,56,43,13,76.8,23.2,55.3,7.3,20,4.1,8.4,1.1,53.1-57.5,1,0,0,0,0,0,0,64,892,9,Y,,,0
11-Oct,14,Clay,146,1,BARNESVILLE PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,56,46,10,82.1,17.9,55,7.1,19.8,4.1,8.9,1.2,52.7-57.3,0,0,0,0,0,0,0,58,837,9,Y,,,0
11-Oct,14,Clay,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,53,47,6,88.7,11.3,56.6,7.2,20.7,4.1,9.7,1.3,54.0-59.2,0,0,0,0,0,0,0,57,913,9,Y,,,0
11-Oct,14,Clay,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,407,305,102,74.9,25.1,55.4,7.2,19.6,4,12,0.6,54.2-56.6,0,0,1,0,0,0,0,434,5353,9,Y,,,0
11-Oct,66,Rice,160,70,MINNESOTA STATE ACADEMIES,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,24,9,15,37.5,62.5,41.6,4.5,15.3,2.8,15,3.1,35.6-47.6,0,0,0,0,0,1,0,29,166,9,Y,,,0
11-Oct,15,Clearwater,162,1,BAGLEY PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,69,52,17,75.4,24.6,54.1,6.7,19.7,4,10,1.2,51.7-56.5,0,0,0,0,0,0,0,74,1006,9,Y,,,0
11-Oct,16,Cook,166,1,COOK COUNTY PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,55,50,5,90.9,9.1,60.8,7.8,21.7,4.3,10.4,1.4,58.0-63.6,0,0,0,0,0,0,0,66,476,9,Y,,,0
11-Oct,17,Cottonwood,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,31,25,6,80.6,19.4,54.6,6.9,19.7,4.2,9.8,1.8,51.2-58.0,0,0,0,0,0,0,0,32,462,9,Y,,,0
11-Oct,17,Cottonwood,177,1,WINDOM PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,77,50,27,64.9,35.1,52.5,6.5,18.8,3.7,11.5,1.3,49.9-55.1,0,0,0,0,0,0,0,79,955,9,Y,,,0
11-Oct,18,Crow Wing,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,443,384,59,86.7,13.3,59.2,7.6,21,4.3,10.9,0.5,58.2-60.2,0,0,0,1,0,0,0,490,6564,9,Y,,,0
11-Oct,18,Crow Wing,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,88,77,11,87.5,12.5,58.8,7.4,20.8,4.3,11,1.2,56.5-61.1,0,0,0,0,0,0,0,92,1180,9,Y,,,0
11-Oct,18,Crow Wing,186,1,PEQUOT LAKES PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,123,101,22,82.1,17.9,57.5,7.4,20.5,4.1,10.7,1,55.6-59.4,0,0,0,0,0,0,0,137,1587,9,Y,,,0
11-Oct,19,Dakota,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,679,551,128,81.1,18.9,57.4,7.3,20.6,4,11.5,0.4,56.5-58.3,7,0,0,0,0,0,0,727,9696,9,Y,,,0
11-Oct,19,Dakota,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,425,363,62,85.4,14.6,57.2,7.5,20.6,4.1,9.3,0.5,56.3-58.1,3,0,0,3,0,0,0,454,6432,9,Y,,,0
11-Oct,19,Dakota,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,869,779,90,89.6,10.4,59.4,7.8,21.1,4.2,10.4,0.4,58.7-60.1,3,0,1,2,0,0,0,916,11076,9,Y,,,0
11-Oct,19,Dakota,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,52,41,11,78.8,21.2,55.9,7.2,19.8,4.2,10.5,1.5,53.1-58.7,0,0,0,0,0,0,0,52,567,9,Y,,,0
11-Oct,19,Dakota,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,2097,1807,290,86.2,13.8,59.3,7.6,21.1,4.2,11.2,0.2,58.8-59.8,6,0,3,4,0,0,0,2242,27091,9,Y,,,0
11-Oct,19,Dakota,197,1,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,321,244,77,76,24,56,7.1,20,4,12.5,0.7,54.6-57.4,1,0,0,0,0,0,0,345,4401,9,Y,,,0
11-Oct,19,Dakota,199,1,INVER GROVE HEIGHTS SCHOOLS,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,255,193,62,75.7,24.3,56.2,7.1,20,4.1,11.2,0.7,54.8-57.6,2,0,0,3,0,0,0,271,3690,9,Y,,,0
11-Oct,19,Dakota,200,1,HASTINGS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,375,316,59,84.3,15.7,57.5,7.4,20.7,4.1,10.4,0.5,56.4-58.6,1,0,0,3,0,0,0,400,4630,9,Y,,,0
11-Oct,20,Dodge,203,1,HAYFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,60,50,10,83.3,16.7,54.8,7,20,4.2,8.7,1.1,52.6-57.0,1,0,0,0,0,0,0,61,778,9,Y,,,0
11-Oct,20,Dodge,204,1,KASSON-MANTORVILLE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,136,123,13,90.4,9.6,59.2,7.8,21.2,4.3,8.5,0.7,57.8-60.6,0,0,0,1,0,0,0,141,2102,9,Y,,,0
11-Oct,21,Douglas,206,1,ALEXANDRIA PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,291,255,36,87.6,12.4,59.4,7.7,21.2,4.2,10.3,0.6,58.2-60.6,0,0,1,0,0,0,0,313,3794,9,Y,,,0
11-Oct,21,Douglas,207,1,BRANDON PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,19,15,4,78.9,21.1,57.4,6.9,20,4.1,15,3.4,50.7-64.1,0,0,0,0,0,0,0,20,263,9,Y,,,0
11-Oct,21,Douglas,208,1,EVANSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,16,10,6,62.5,37.5,51.4,6.7,18.4,4.1,7.5,1.9,47.7-55.1,0,0,0,0,0,0,0,16,147,9,Y,,,0
11-Oct,21,Douglas,213,1,OSAKIS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,58,48,10,82.8,17.2,55.3,6.7,20,4.2,10.8,1.4,52.5-58.1,0,0,0,0,0,0,0,59,805,9,Y,,,0
11-Oct,55,Olmsted,227,1,CHATFIELD PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,52,42,10,80.8,19.2,57.3,7.2,20.4,4.2,11.9,1.6,54.1-60.5,0,0,0,1,0,0,0,55,876,9,Y,,,0
11-Oct,23,Fillmore,229,1,LANESBORO PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,21,17,4,81,19,56.7,6.9,20,4.4,11.3,2.5,51.9-61.5,0,0,0,0,0,0,0,22,335,9,Y,,,0
11-Oct,23,Fillmore,238,1,MABEL-CANTON PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,23,19,4,82.6,17.4,54.8,6.7,20.1,4.2,8.6,1.8,51.3-58.3,0,0,0,0,0,0,0,23,280,9,Y,,,0
11-Oct,23,Fillmore,239,1,RUSHFORD-PETERSON PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,50,39,11,78,22,57.3,7.3,20.6,4.3,10,1.4,54.5-60.1,0,0,0,0,0,0,0,50,623,9,Y,,,0
11-Oct,24,Freeborn,241,1,ALBERT LEA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,222,164,58,73.9,26.1,55,7,19.4,4,12.8,0.9,53.3-56.7,3,0,0,4,0,0,0,234,3163,9,Y,,,0
11-Oct,24,Freeborn,242,1,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,40,30,10,75,25,56.8,7.4,20.3,3.9,11.8,1.9,53.1-60.5,0,0,0,0,0,0,0,45,500,9,Y,,,0
11-Oct,25,Goodhue,252,1,CANNON FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,101,83,18,82.2,17.8,55.8,7.2,20.1,3.9,9.6,1,53.9-57.7,0,0,0,0,0,0,0,101,1202,9,Y,,,0
11-Oct,25,Goodhue,253,1,GOODHUE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,50,41,9,82,18,56.9,7,20.4,4.2,12.2,1.7,53.5-60.3,0,0,0,0,0,0,0,47,664,9,Y,,,0
11-Oct,25,Goodhue,255,1,PINE ISLAND PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,98,81,17,82.7,17.3,58.6,7.3,20.7,4.1,12.7,1.3,56.1-61.1,0,0,0,0,0,0,0,95,1202,9,Y,,,0
11-Oct,25,Goodhue,256,1,RED WING PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,192,166,26,86.5,13.5,58.3,7.6,20.8,4.2,10.2,0.7,56.9-59.7,1,0,0,0,0,0,0,211,2800,9,Y,,,0
11-Oct,26,Grant,261,1,ASHBY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,12,12,0,100,0,63.2,8,22.1,4.7,11.1,3.2,56.9-69.5,0,0,0,0,0,0,0,12,253,9,Y,,,0
11-Oct,26,Grant,264,1,HERMAN-NORCROSS SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,Y,6,,,,,,,,,,,,,,,,,,,7,106,9,Y,,,0
11-Oct,27,Hennepin,270,1,HOPKINS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,585,496,89,84.8,15.2,58.7,7.5,21,4.1,11.7,0.5,57.8-59.6,1,2,0,1,0,0,0,613,7156,9,Y,,,0
11-Oct,27,Hennepin,271,1,BLOOMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,797,654,143,82.1,17.9,57.3,7.3,20.5,4,11.6,0.4,56.5-58.1,0,0,0,4,0,0,1,861,10204,9,Y,,,0
11-Oct,27,Hennepin,272,1,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,771,699,72,90.7,9.3,60.8,7.7,21.7,4.2,10.9,0.4,60.0-61.6,0,0,0,1,0,0,0,808,9620,9,Y,,,0
11-Oct,27,Hennepin,273,1,EDINA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,633,607,26,95.9,4.1,65.1,8.2,22.8,4.4,10.5,0.4,64.3-65.9,1,0,0,0,0,0,0,650,8199,9,Y,,,0
11-Oct,27,Hennepin,276,1,MINNETONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,707,664,43,93.9,6.1,64.2,8.2,22.4,4.3,11.1,0.4,63.4-65.0,1,0,0,0,0,0,0,722,8626,9,Y,,,0
11-Oct,27,Hennepin,277,1,WESTONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,171,166,5,97.1,2.9,62.6,8,22.4,4.4,9.6,0.7,61.2-64.0,0,0,0,0,0,0,0,183,2184,9,Y,,,0
11-Oct,27,Hennepin,278,1,ORONO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,210,193,17,91.9,8.1,62.2,8,21.9,4.4,10.2,0.7,60.8-63.6,0,2,0,0,0,0,0,226,2760,9,Y,,,0
11-Oct,27,Hennepin,279,1,OSSEO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,1485,1152,333,77.6,22.4,56.5,7,20.3,3.9,12,0.3,55.9-57.1,9,3,0,8,0,0,0,1545,20409,9,Y,,,0
