districtNumber,districtType,districtName,year,percentEng
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2013,1
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2013,1
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2013,0.988689288090486
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2013,0.98688915375447
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2013,0.999021526418787
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2013,1
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2013,0.991188318227593
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2013,1
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2013,0.864942528735632
0332,01,MORA PUBLIC SCHOOL DISTRICT,2013,1
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2013,1
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2013,0.987197724039829
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2013,0.708101571946796
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2013,1
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2013,0.989211618257261
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2013,0.993548387096774
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2013,0.994252873563218
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2013,0.989878542510121
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2013,1
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2013,0.997894736842105
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2013,1
0397,52,LAKE AGASSIZ SPECIAL EDUCATION COOPERATIVE,2013,1
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2013,0.98989898989899
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2013,1
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2013,1
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2013,0.84115523465704
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2013,0.895734597156398
0415,01,LYND PUBLIC SCHOOL DISTRICT,2013,0.649122807017544
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2013,0.967451523545706
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2013,0.897560975609756
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2013,1
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOL,2013,0.998194945848375
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2013,1
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2013,1
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2013,0.980544747081712
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2013,0.996735582154516
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2013,0.948642266824085
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2013,0.987449574181981
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2013,1
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2013,0.995029512270892
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2013,0.997010463378176
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2013,0.982448979591837
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2013,0.991780821917808
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2013,0.998839907192575
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2013,0.985029940119761
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2013,1
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2013,0.766513056835638
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2013,0.989949748743719
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2013,1
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2013,0.972318339100346
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2013,0.963114754098361
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2013,0.979933110367893
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2013,0.978461538461538
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2013,0.896642182581322
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2013,0.950331125827815
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2013,1
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2013,0.502615844544096
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2013,0.998911268372346
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2013,0.998251748251748
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2013,0.992163009404389
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2013,0.769622138115034
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2013,0.991011235955056
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2013,0.969138276553106
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2013,1
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2013,1
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2013,0.652792990142388
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2013,0.96728624535316
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2013,0.995
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2013,1
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2013,1
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2013,0.977389516957862
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2013,0.988558352402746
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2013,0.986161251504212
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2013,0.925595238095238
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2013,0.994219653179191
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2013,0.930685358255452
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2013,0.967071057192374
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2013,1
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2013,0.988326848249027
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2013,0.99702380952381
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2013,0.911014070839398
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2013,0.806414879483773
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2013,0.743850967835832
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2013,0.924234821876568
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2013,0.539623863360406
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2013,1
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2013,0.961538461538462
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2013,0.991847826086957
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2013,0.73038073038073
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2013,0.887728459530026
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2013,1
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2013,1
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2013,0.998361998361998
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2013,0.920245398773006
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2013,0.997308209959623
0696,01,ELY PUBLIC SCHOOL DISTRICT,2013,0.998178506375228
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2013,1
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2013,0.997054491899853
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2013,0.996229576874738
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2013,0.995894428152493
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2013,0.994597839135654
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2013,1
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2013,0.991852438610388
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2013,1
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2013,0.981296758104738
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2013,0.938541068351522
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2013,0.937740516767455
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2013,0.756198347107438
0721,01,NEW PRAGUE AREA SCHOOLS,2013,0.986842105263158
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2013,0.981884057971015
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2013,0.966009104704097
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2013,0.957108626198083
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2013,1
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2013,0.995502248875562
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2013,0.786422578184592
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2013,0.990945674044266
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2013,0.825531469263797
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2013,0.964360587002096
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2013,0.980952380952381
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2013,0.981648863325116
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2013,0.946739671478347
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2013,0.958391123439667
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2013,0.875052323147761
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2013,0.931350114416476
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2013,0.978947368421053
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2013,1
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2013,0.935430463576159
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2013,0.985327313769752
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2013,0.990196078431373
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2013,0.992924528301887
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2013,1
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2013,0.971794871794872
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2013,1
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2013,0.9664758789861
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2013,1
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2013,0.997991967871486
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2013,0.998845265588915
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2013,0.923204419889503
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2013,0.979451027448628
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2013,0.976416539050536
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2013,0.890688259109312
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2013,0.95623686487823
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2013,0.704545454545455
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2013,0.715953307392996
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2013,0.660505836575875
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2013,0.981021897810219
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2013,1
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2013,0.911111111111111
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2013,0.971467391304348
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2013,0.893374741200828
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2013,0.944177093358999
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2013,0.985410334346505
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOL,2013,0.975108038029386
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2013,0.993094518774277
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2013,1
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2013,0.947433672204314
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2013,0.947003154574133
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2013,0.958541815582559
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2013,0.99390243902439
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2013,0.97541475114931
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2013,0.987513572204126
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2013,1
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2013,1
0916,06,NORTHEAST METRO 916,2013,0.959415584415584
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2013,0.967320261437909
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2013,1
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2013,0.851851851851852
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2013,1
0966,51,WRIGHT TECHNICAL CENTER,2013,1
0991,83,REGION 6 AND 8 SW/WC SERVICE COOPERATIVE,2013,0.936619718309859
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2013,0.979094076655052
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2013,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2013,0.995037220843672
2125,01,TRITON SCHOOL DISTRICT,2013,0.88295165394402
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2013,0.961165048543689
2135,01,MAPLE RIVER SCHOOL DISTRICT,2013,0.986341463414634
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2013,1
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2013,0.996311907270811
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2013,0.984356197352587
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2013,0.989862850327967
2149,01,MINNEWASKA SCHOOL DISTRICT,2013,0.993445692883895
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2013,1
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2013,0.987679671457906
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOL,2013,0.852517985611511
2164,01,DILWORTH-GLYNDON-FELTON,2013,0.956996587030717
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2013,0.982310093652445
2167,01,LAKEVIEW SCHOOL DISTRICT,2013,0.966666666666667
2168,01,NRHEG SCHOOL DISTRICT,2013,0.995689655172414
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2013,0.96159122085048
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2013,0.995704467353952
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2013,1
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2013,0.95078031212485
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2013,0.988901220865705
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2013,0.895833333333333
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2013,0.952095808383233
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2013,0.958123953098827
2190,01,YELLOW MEDICINE EAST,2013,0.912345679012346
2198,01,FILLMORE CENTRAL,2013,1
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2013,1
2310,01,SIBLEY EAST SCHOOL DISTRICT,2013,0.831967213114754
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2013,0.993071593533487
2342,01,WEST CENTRAL AREA,2013,0.997198879551821
2358,01,TRI-COUNTY SCHOOL DISTRICT,2013,0.995169082125604
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2013,0.954887218045113
2365,01,G.F.W.,2013,0.920253164556962
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2013,0.992337164750958
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2013,0.902184235517569
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2013,0.990752972258917
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2013,0.96140350877193
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2013,0.901470588235294
2536,01,GRANADA HUNTLEY-EAST CHAIN,2013,1
2580,01,EAST CENTRAL SCHOOL DISTRICT,2013,0.994764397905759
2609,01,WIN-E-MAC SCHOOL DISTRICT,2013,0.812796208530806
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2013,1
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2013,0.972776769509982
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2013,0.919964028776978
2711,01,MESABI EAST SCHOOL DISTRICT,2013,0.995637949836423
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2013,0.948538011695906
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2013,0.700221238938053
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2013,0.996031746031746
2769,01,MORRIS AREA PUBLIC SCHOOLS,2013,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2013,0.985994397759104
2835,01,JANESVILLE-WALDORF-PEMBERTON,2013,0.99492385786802
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2013,0.941624365482233
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2013,0.969387755102041
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2013,0.974683544303797
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2013,0.891397193410616
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2013,0.943172849250197
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2013,0.96551724137931
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2013,0.992424242424242
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2013,0.872881355932203
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2013,0.997010463378176
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2013,0.824299065420561
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2013,0.971039182282794
2897,01,REDWOOD AREA SCHOOL DISTRICT,2013,0.984503190519599
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2013,0.741784037558685
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2013,0.952316076294278
2902,01,RTR PUBLIC SCHOOLS,2013,0.987364620938628
2903,01,ORTONVILLE PUBLIC SCHOOLS,2013,0.991836734693878
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2013,0.830930537352556
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2013,0.883538633818589
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2013,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2013,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2013,NA
4000,07,CITY ACADEMY,2013,1
4001,07,BLUFFVIEW MONTESSORI,2013,1
4003,07,"NEW HEIGHTS SCHOOL, INC.",2013,1
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2013,0.0460526315789474
4005,07,METRO DEAF SCHOOL,2013,0.0161290322580645
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2013,0.972972972972973
4008,07,PACT CHARTER SCHOOL,2013,0.98755832037325
4011,07,ATHLOS LEADERSHIP ACADEMY,2013,0.528301886792453
4015,07,COMMUNITY OF PEACE ACADEMY,2013,0.450577663671374
4016,07,WORLD LEARNER CHARTER SCHOOL,2013,1
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2013,0.868506493506494
4018,07,ACHIEVE LANGUAGE ACADEMY,2013,0.342569269521411
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2013,0.990468625893566
4025,07,CYBER VILLAGE ACADEMY,2013,0.965986394557823
4026,07,E.C.H.O. CHARTER SCHOOL,2013,1
4027,07,HIGHER GROUND ACADEMY,2013,0.0124826629680999
4029,07,ST. PAUL CITY SCHOOL,2013,0.335243553008596
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2013,0.971830985915493
4032,07,HARVEST PREPARATORY SCHOOL,2013,0.980477223427332
4035,07,LIFE PREP,2013,0.858333333333333
4036,07,FACE TO FACE ACADEMY,2013,1
4038,07,SOJOURNER TRUTH ACADEMY,2013,0.792838874680307
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2013,0.994652406417112
4043,07,MATH AND SCIENCE ACADEMY,2013,0.960880195599022
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2013,0.984732824427481
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2013,1
4053,07,NORTH LAKES ACADEMY,2013,0.985380116959064
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2013,1
4055,07,NERSTRAND CHARTER SCHOOL,2013,1
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2013,0.992063492063492
4057,07,EL COLEGIO CHARTER SCHOOL,2013,0.171428571428571
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2013,1
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2013,1
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2013,1
4066,07,KATO PUBLIC CHARTER SCHOOL,2013,1
4067,07,AURORA CHARTER SCHOOL,2013,0.0196078431372549
4068,07,EXCELL ACADEMY CHARTER,2013,0.516795865633075
4070,07,HOPE COMMUNITY ACADEMY,2013,0.293139293139293
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2013,0.215425531914894
4074,07,AFSA HIGH SCHOOL,2013,1
4075,07,AVALON SCHOOL,2013,0.983606557377049
4077,07,TWIN CITIES INTERNATIONAL ELEMENTARY SCHOOL,2013,0.0651085141903172
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHARTER,2013,0.0417754569190601
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2013,1
4080,07,PILLAGER AREA CHARTER SCHOOL,2013,1
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2013,0.941176470588235
4082,07,BLUESKY CHARTER SCHOOL,2013,0.958139534883721
4083,07,RIDGEWAY COMMUNITY SCHOOL,2013,1
4084,07,NORTH SHORE COMMUNITY SCHOOL,2013,0.996969696969697
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2013,1
4087,07,SAGE ACADEMY CHARTER SCHOOL,2013,0.828947368421053
4088,07,URBAN ACADEMY CHARTER SCHOOL,2013,0.843283582089552
4089,07,NEW CITY SCHOOL,2013,0.935714285714286
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2013,1
4091,07,ARCADIA CHARTER SCHOOL,2013,1
4092,07,WATERSHED HIGH SCHOOL,2013,1
4093,07,NEW CENTURY ACADEMY,2013,0.99290780141844
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2013,1
4097,07,"PARTNERSHIP ACADEMY, INC.",2013,0.0607142857142857
4098,07,NOVA CLASSICAL ACADEMY,2013,0.933570581257414
4100,07,GREAT EXPECTATIONS,2013,1
4102,07,MINNESOTA INTERNSHIP CENTER,2013,0.988461538461539
4103,07,HMONG COLLEGE PREP ACADEMY,2013,0.0316939890710383
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2013,0.988571428571429
4105,07,GREAT RIVER SCHOOL,2013,0.951807228915663
4106,07,TREKNORTH HIGH SCHOOL,2013,1
4107,07,VOYAGEURS EXPEDITIONARY,2013,1
4110,07,PIM ARTS HIGH SCHOOL,2013,0.985185185185185
4111,07,AUGSBURG FAIRVIEW ACADEMY,2013,0.984732824427481
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2013,0.985374771480804
4113,07,SPERO ACADEMY,2013,1
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2013,1
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2013,1
4119,07,ACADEMIC ARTS HIGH SCHOOL,2013,0.969230769230769
4120,07,ST. CROIX PREPARATORY ACADEMY,2013,0.992558139534884
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2013,0.0658307210031348
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2013,0.941831683168317
4124,07,BEACON ACADEMY,2013,0.894484412470024
4126,07,PRAIRIE SEEDS ACADEMY,2013,0.44
4127,07,TEAM ACADEMY,2013,0.895833333333333
4131,07,METRO SCHOOLS CHARTER,2013,0.0176056338028169
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2013,0.790322580645161
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2013,0.00446428571428571
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2013,0.986666666666667
4138,07,MILROY AREA CHARTER SCHOOL,2013,0.977777777777778
4139,07,LOVEWORKS ACADEMY FOR ARTS,2013,0.995744680851064
4140,07,YINGHUA ACADEMY,2013,0.94810379241517
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2013,0.99163179916318
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2013,0.0283842794759825
4144,07,GREEN ISLE COMMUNITY SCHOOL,2013,1
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2013,1
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2013,1
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2013,1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2013,0.978494623655914
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2013,0.959501557632399
4153,07,DUGSI ACADEMY,2013,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2013,1
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2013,0.960187353629977
4160,07,SPECTRUM HIGH SCHOOL,2013,0.998011928429423
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2013,1
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2013,0.962616822429907
4163,07,LEARNING FOR LEADERSHIP CHARTER,2013,0.574358974358974
4164,07,LAURA JEFFREY ACADEMY CHARTER,2013,1
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2013,1
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2013,0.94140625
4168,07,GLACIAL HILLS ELEMENTARY,2013,1
4169,07,STONEBRIDGE WORLD SCHOOL,2013,0.825327510917031
4170,07,HIAWATHA ACADEMIES,2013,0.128458498023715
4171,07,NOBLE ACADEMY,2013,0.235042735042735
4172,07,CLARKFIELD CHARTER SCHOOL,2013,0.934426229508197
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2013,1
4178,07,LINCOLN INTERNATIONAL SCHOOL,2013,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2013,0.134703196347032
4183,07,LIONSGATE ACADEMY,2013,1
4184,07,ASPEN ACADEMY,2013,0.917647058823529
4185,07,DAVINCI ACADEMY,2013,0.933806146572104
