districtNumber,districtType,districtName,year,percentEng
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2010,1
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2010,0.995446784291406
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2010,0.785429390502306
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2010,0.994082840236686
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2010,0.992199687987519
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2010,1
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2010,0.996175908221797
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2010,0.669546436285097
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2010,0.978427279053584
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2010,0.994485294117647
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2010,1
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2010,0.994652406417112
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2010,0.97467071935157
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2010,1
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2010,0.991940483570986
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2010,0.955696202531646
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2010,0.966887417218543
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2010,0.901300688599847
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2010,0.968281430219146
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2010,1
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2010,1
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2010,0.99702823179792
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2010,0.92156862745098
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2010,0.832657678891298
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2010,0.779807990089811
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2010,0.92644331808629
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2010,0.55184331797235
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2010,1
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2010,0.939393939393939
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2010,0.995283018867924
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2010,0.790245135203437
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2010,0.894846978812451
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2010,1
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2010,1
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2010,0.995226730310263
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2010,0.923853211009174
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2010,0.998630136986301
0696,01,ELY PUBLIC SCHOOL DISTRICT,2010,1
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2010,1
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2010,1
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2010,0.952159187129551
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2010,0.996085011185682
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2010,0.994848679974243
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2010,1
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2010,0.994619606155171
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2010,0.996533795493934
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2010,0.983574244415243
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2010,0.938388625592417
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2010,0.94515852613539
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2010,0.762323157110946
0721,01,NEW PRAGUE AREA SCHOOLS,2010,0.985266030013643
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2010,0.977364001460387
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2010,0.962431889876685
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2010,0.96187494983546
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2010,0.999016715830875
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2010,0.995833333333333
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2010,0.830495928941525
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2010,0.990328820116054
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2010,0.864844425237684
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2010,0.965897693079238
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2010,0.985607008760951
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2010,0.983410942956927
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2010,0.962518020182605
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2010,0.959097320169252
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2010,0.884201819685691
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2010,0.955242966751918
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2010,0.976923076923077
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2010,1
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2010,0.941284403669725
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2010,0.990516332982086
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2010,1
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2010,0.991836734693878
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2010,1
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2010,0.980769230769231
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2010,1
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2010,0.965651834504293
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2010,1
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2010,0.995991983967936
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2010,0.996103896103896
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2010,0.910384818133896
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2010,0.968662645284684
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2010,0.979153702551338
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2010,0.899381368267831
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2010,0.971247912192794
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2010,0.757446808510638
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2010,0.75089605734767
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2010,0.64507299270073
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2010,0.947837150127226
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2010,0.99
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2010,0.961538461538462
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2010,0.986486486486487
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2010,0.915991902834008
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2010,0.941476590636255
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2010,0.988810365135454
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOL,2010,0.969302809573361
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2010,0.995636998254799
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2010,0.997991967871486
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2010,0.953081410093837
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2010,0.962696335078534
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2010,0.950257629805787
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2010,0.986590038314176
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2010,0.974686067370939
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2010,0.989972144846797
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2010,1
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2010,0.961038961038961
0916,06,NORTHEAST METRO 916,2010,0.915702479338843
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2010,0.970238095238095
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2010,1
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2010,1
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2010,1
0966,51,WRIGHT TECHNICAL CENTER,2010,1
0991,83,REGION 6 AND 8 SW/WC SERVICE COOPERATIVE,2010,0.833333333333333
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2010,1
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2010,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2010,0.990716180371353
2125,01,TRITON SCHOOL DISTRICT,2010,0.88868778280543
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2010,0.964234620886981
2135,01,MAPLE RIVER SCHOOL DISTRICT,2010,0.983754512635379
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2010,0.997088791848617
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2010,0.996980372420735
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2010,0.972350230414747
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2010,0.9862148190695
2149,01,MINNEWASKA SCHOOL DISTRICT,2010,0.993642143505904
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2010,1
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2010,0.976307996051333
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOL,2010,0.86385737439222
2164,01,DILWORTH-GLYNDON-FELTON,2010,0.953454545454545
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2010,0.989194499017682
2167,01,LAKEVIEW SCHOOL DISTRICT,2010,0.966490299823633
2168,01,NRHEG SCHOOL DISTRICT,2010,1
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2010,0.948787061994609
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2010,0.992088607594937
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2010,1
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2010,0.935866983372922
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2010,0.992307692307692
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2010,0.871264367816092
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2010,0.984848484848485
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2010,0.956882255389718
2190,01,YELLOW MEDICINE EAST,2010,0.899887514060742
2198,01,FILLMORE CENTRAL,2010,1
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2010,1
2310,01,SIBLEY EAST SCHOOL DISTRICT,2010,0.80187074829932
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2010,0.995680345572354
2342,01,WEST CENTRAL AREA,2010,0.98876404494382
2358,01,TRI-COUNTY SCHOOL DISTRICT,2010,1
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2010,0.912181303116147
2365,01,G.F.W.,2010,0.926060606060606
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2010,0.981549815498155
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2010,0.892982456140351
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2010,0.990765171503958
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2010,0.966417910447761
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2010,0.874504623513871
2536,01,GRANADA HUNTLEY-EAST CHAIN,2010,0.995726495726496
2580,01,EAST CENTRAL SCHOOL DISTRICT,2010,1
2609,01,WIN-E-MAC SCHOOL DISTRICT,2010,0.805803571428571
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2010,1
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2010,0.974534769833497
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2010,0.93169877408056
2711,01,MESABI EAST SCHOOL DISTRICT,2010,0.995321637426901
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2010,0.949614700652045
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2010,0.737296260786194
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2010,0.989010989010989
2769,01,MORRIS AREA PUBLIC SCHOOLS,2010,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2010,0.994312796208531
2835,01,JANESVILLE-WALDORF-PEMBERTON,2010,1
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2010,0.931325301204819
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2010,0.962962962962963
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2010,0.997109826589595
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2010,0.889473684210526
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2010,0.928233438485804
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2010,0.986870897155361
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2010,1
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2010,0.884408602150538
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2010,0.99670510708402
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2010,0.815217391304348
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2010,0.977011494252874
2897,01,REDWOOD AREA SCHOOL DISTRICT,2010,0.975548060708263
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2010,0.665995975855131
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2010,0.945538057742782
2902,01,RTR PUBLIC SCHOOLS,2010,0.985294117647059
2903,01,ORTONVILLE PUBLIC SCHOOLS,2010,0.988416988416988
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2010,0.818849449204406
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2010,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2010,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2010,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2010,NA
4000,07,CITY ACADEMY,2010,1
4001,07,BLUFFVIEW MONTESSORI,2010,1
4003,07,"NEW HEIGHTS SCHOOL, INC.",2010,0.992957746478873
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2010,0.0683760683760684
4005,07,METRO DEAF SCHOOL,2010,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2010,0.990740740740741
4008,07,PACT CHARTER SCHOOL,2010,0.988255033557047
4011,07,ATHLOS LEADERSHIP ACADEMY,2010,0.638743455497382
4015,07,COMMUNITY OF PEACE ACADEMY,2010,0.316251830161054
4016,07,WORLD LEARNER CHARTER SCHOOL,2010,1
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2010,0.96231078158789
4018,07,ACHIEVE LANGUAGE ACADEMY,2010,0.287104622871046
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2010,1
4025,07,CYBER VILLAGE ACADEMY,2010,0.981818181818182
4026,07,E.C.H.O. CHARTER SCHOOL,2010,1
4027,07,HIGHER GROUND ACADEMY,2010,0.0695266272189349
4029,07,ST. PAUL CITY SCHOOL,2010,0.275757575757576
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2010,0.91566265060241
4032,07,HARVEST PREPARATORY SCHOOL,2010,1
4035,07,LIFE PREP,2010,0.822878228782288
4036,07,FACE TO FACE ACADEMY,2010,1
4038,07,SOJOURNER TRUTH ACADEMY,2010,0.744186046511628
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2010,1
4043,07,MATH AND SCIENCE ACADEMY,2010,0.990595611285266
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2010,1
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2010,1
4053,07,NORTH LAKES ACADEMY,2010,0.989547038327526
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2010,1
4055,07,NERSTRAND CHARTER SCHOOL,2010,1
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2010,1
4057,07,EL COLEGIO CHARTER SCHOOL,2010,0.422222222222222
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2010,1
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2010,1
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2010,0.977272727272727
4066,07,KATO PUBLIC CHARTER SCHOOL,2010,1
4067,07,AURORA CHARTER SCHOOL,2010,0.043046357615894
4068,07,EXCELL ACADEMY CHARTER,2010,0.833333333333333
4070,07,HOPE COMMUNITY ACADEMY,2010,0.121428571428571
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2010,0.305993690851735
4074,07,AFSA HIGH SCHOOL,2010,0.99009900990099
4075,07,AVALON SCHOOL,2010,0.988372093023256
4077,07,TWIN CITIES INTERNATIONAL ELEMENTARY SCHOOL,2010,0.0392156862745098
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHARTER,2010,0.00323624595469256
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2010,1
4080,07,PILLAGER AREA CHARTER SCHOOL,2010,1
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2010,0.928571428571429
4082,07,BLUESKY CHARTER SCHOOL,2010,0.997275204359673
4083,07,RIDGEWAY COMMUNITY SCHOOL,2010,1
4084,07,NORTH SHORE COMMUNITY SCHOOL,2010,1
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2010,0.995
4087,07,SAGE ACADEMY CHARTER SCHOOL,2010,0.883720930232558
4088,07,URBAN ACADEMY CHARTER SCHOOL,2010,0.794776119402985
4089,07,NEW CITY SCHOOL,2010,0.910714285714286
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2010,1
4091,07,ARCADIA CHARTER SCHOOL,2010,0.936
4092,07,WATERSHED HIGH SCHOOL,2010,0.988095238095238
4093,07,NEW CENTURY ACADEMY,2010,1
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2010,1
4097,07,"PARTNERSHIP ACADEMY, INC.",2010,0.0636042402826855
4098,07,NOVA CLASSICAL ACADEMY,2010,0.926573426573427
4100,07,GREAT EXPECTATIONS,2010,1
4102,07,MINNESOTA INTERNSHIP CENTER,2010,0.666666666666667
4103,07,HMONG COLLEGE PREP ACADEMY,2010,0.0018348623853211
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2010,1
4105,07,GREAT RIVER SCHOOL,2010,0.996153846153846
4106,07,TREKNORTH HIGH SCHOOL,2010,1
4107,07,VOYAGEURS EXPEDITIONARY,2010,1
4110,07,PIM ARTS HIGH SCHOOL,2010,1
4111,07,AUGSBURG FAIRVIEW ACADEMY,2010,0.824074074074074
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2010,0.993464052287582
4113,07,SPERO ACADEMY,2010,0.923076923076923
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2010,1
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2010,1
4119,07,ACADEMIC ARTS HIGH SCHOOL,2010,0.869565217391304
4120,07,ST. CROIX PREPARATORY ACADEMY,2010,0.988649262202043
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2010,0.0147058823529412
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2010,1
4124,07,BEACON ACADEMY,2010,0.923664122137405
4126,07,PRAIRIE SEEDS ACADEMY,2010,0.0851449275362319
4127,07,TEAM ACADEMY,2010,0.816176470588235
4131,07,METRO SCHOOLS CHARTER,2010,0.0117647058823529
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2010,0.933333333333333
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2010,NA
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2010,1
4138,07,MILROY AREA CHARTER SCHOOL,2010,0.98
4139,07,LOVEWORKS ACADEMY FOR ARTS,2010,0.98443579766537
4140,07,YINGHUA ACADEMY,2010,0.939189189189189
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2010,1
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2010,0.00568181818181818
4144,07,GREEN ISLE COMMUNITY SCHOOL,2010,0.966666666666667
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2010,1
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2010,1
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2010,1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2010,0.945205479452055
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2010,0.939086294416244
4153,07,DUGSI ACADEMY,2010,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2010,1
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2010,0.984496124031008
4160,07,SPECTRUM HIGH SCHOOL,2010,1
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2010,1
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2010,1
4163,07,LEARNING FOR LEADERSHIP CHARTER,2010,0.821621621621622
4164,07,LAURA JEFFREY ACADEMY CHARTER,2010,0.966887417218543
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2010,1
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2010,0.982558139534884
4168,07,GLACIAL HILLS ELEMENTARY,2010,1
4169,07,STONEBRIDGE WORLD SCHOOL,2010,1
4170,07,HIAWATHA ACADEMIES,2010,0.291390728476821
4171,07,NOBLE ACADEMY,2010,0.130044843049327
4172,07,CLARKFIELD CHARTER SCHOOL,2010,0.986301369863014
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2010,1
4178,07,LINCOLN INTERNATIONAL SCHOOL,2010,0.036697247706422
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2010,0.0133037694013304
4183,07,LIONSGATE ACADEMY,2010,1
4184,07,ASPEN ACADEMY,2010,1
4185,07,DAVINCI ACADEMY,2010,0.958174904942966
4186,07,GLOBAL ACADEMY,2010,0.237536656891496
4187,07,NATURAL SCIENCE ACADEMY,2010,1
4188,07,COLOGNE ACADEMY,2010,0.975460122699387
4189,07,BRIGHT WATER ELEMENTARY,2010,0.913793103448276
4190,07,RIVERS EDGE ACADEMY,2010,0.852941176470588
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2010,0.993589743589744
4192,07,BEST ACADEMY,2010,0.715990453460621
4193,07,COLLEGE PREPARATORY ELEMENTARY,2010,0.00709219858156028
4194,07,CANNON RIVER STEM SCHOOL,2010,0.992592592592593
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2010,1
4198,07,DISCOVERY WOODS,2010,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2010,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2010,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2010,NA
4204,07,ROCHESTER STEM ACADEMY,2010,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2010,NA
4207,07,VERMILION COUNTRY SCHOOL,2010,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2010,NA
4209,07,MASTERY SCHOOL,2010,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2010,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2010,NA
4213,07,PRODEO ACADEMY,2010,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2010,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2010,NA
4218,07,VENTURE ACADEMY,2010,NA
4219,07,NORTHEAST COLLEGE PREP,2010,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2010,NA
4221,07,DISCOVERY CHARTER SCHOOL,2010,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2010,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2010,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2010,NA
4226,07,BDOTE LEARNING CENTER,2010,NA
4227,07,ART AND SCIENCE ACADEMY,2010,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2010,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2010,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2010,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2010,NA
4232,07,SUCCESS ACADEMY,2010,NA
4233,07,LEVEL UP ACADEMY,2010,NA
4237,07,CAREER PATHWAYS,2010,NA
4238,07,ROCHESTER BEACON ACADEMY,2010,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2010,NA
4240,07,NEW CENTURY SCHOOL,2010,NA
4243,07,NORTH METRO FLEX ACADEMY,2010,NA
4244,07,FIT ACADEMY,2010,NA
4246,07,BIG PICTURE TWIN CITIES,2010,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2010,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2010,NA
6004,61,FRESHWATER EDUCATION DISTRICT,2010,1
6012,61,ZUMBRO EDUCATION DISTRICT,2010,1
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2010,1
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2010,1
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2010,1
6026,61,WEST CENTRAL EDUCATION DISTRICT,2010,1
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2010,0.914893617021277
6049,61,RIVER BEND EDUCATION DISTRICT,2010,0.990291262135922
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2010,1
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2010,1
6076,50,NORTHLAND LEARNING CENTER,2010,1
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2010,1
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2010,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2010,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2010,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE,2010,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2010,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2010,1
6979,61,MID STATE EDUCATION DISTRICT,2010,1
9999,99,STATEWIDE,2010,0.879433003281884
0000,01,Minneapolis-St. Paul International Airport,2010,NA
2759,01,Eagle Valley,2010,NA
0323,02,Franconia,2010,NA
0815,02,Prinsburg,2010,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2011,0.998447204968944
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2011,0.697231782133772
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2011,1
