fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
13-Dec,2165,1,HINCKLEY-FINLAYSON SCHOOL DISTRICT,German,17,1,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2165,1,HINCKLEY-FINLAYSON SCHOOL DISTRICT,English,11,944,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2165,1,HINCKLEY-FINLAYSON SCHOOL DISTRICT,Hmong,20,5,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2167,1,LAKEVIEW SCHOOL DISTRICT,"Khmer, Cambodian ",5,1,42,Lyon                                         ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2167,1,LAKEVIEW SCHOOL DISTRICT,English,11,580,42,Lyon                                         ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2167,1,LAKEVIEW SCHOOL DISTRICT,Spanish,45,18,42,Lyon                                         ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2167,1,LAKEVIEW SCHOOL DISTRICT,"Chinese, Mandarin ",7,1,42,Lyon                                         ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2168,1,NRHEG SCHOOL DISTRICT,Spanish,45,4,81,Waseca                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2168,1,NRHEG SCHOOL DISTRICT,English,11,924,81,Waseca                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2169,1,MURRAY COUNTY CENTRAL SCHOOL DIST.,Cebuano,36,1,51,Murray                                       ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2169,1,MURRAY COUNTY CENTRAL SCHOOL DIST.,Nuer,76,6,51,Murray                                       ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2169,1,MURRAY COUNTY CENTRAL SCHOOL DIST.,Spanish,45,21,51,Murray                                       ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2169,1,MURRAY COUNTY CENTRAL SCHOOL DIST.,English,11,701,51,Murray                                       ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2170,1,STAPLES-MOTLEY SCHOOL DISTRICT,Spanish,45,5,77,Todd                                         ,5,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2170,1,STAPLES-MOTLEY SCHOOL DISTRICT,English,11,1159,77,Todd                                         ,5,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2171,1,KITTSON CENTRAL SCHOOL DISTRICT,English,11,317,35,Kittson                                      ,1,6,Outstate - Enrollment less than 500
13-Dec,2172,1,KENYON-WANAMINGO SCHOOL DISTRICT,English,11,792,25,Goodhue                                      ,10,5,Outstate - Enrollment between 500 and 999
13-Dec,2172,1,KENYON-WANAMINGO SCHOOL DISTRICT,Armenian,3,1,25,Goodhue                                      ,10,5,Outstate - Enrollment between 500 and 999
13-Dec,2172,1,KENYON-WANAMINGO SCHOOL DISTRICT,Spanish,45,39,25,Goodhue                                      ,10,5,Outstate - Enrollment between 500 and 999
13-Dec,2172,1,KENYON-WANAMINGO SCHOOL DISTRICT,"Sign Language, ASL",42,1,25,Goodhue                                      ,10,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,English,11,891,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,Spanish,45,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,Japanese,24,2,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,German,17,2,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,Haitian Creole,85,3,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2174,1,PINE RIVER-BACKUS SCHOOL DISTRICT,"Chinese, Mandarin ",7,2,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,English,11,387,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,Finnish,14,1,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,Arabic,2,1,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,Spanish,45,40,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,Japanese,24,1,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2176,1,WARREN-ALVARADO-OSLO SCHOOL DIST.,German,17,2,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2180,1,M.A.C.C.R.A.Y. SCHOOL DISTRICT,English,11,636,12,Chippewa                                     ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2180,1,M.A.C.C.R.A.Y. SCHOOL DISTRICT,Spanish,45,32,12,Chippewa                                     ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2184,1,LUVERNE PUBLIC SCHOOL DISTRICT,Spanish,45,29,67,Rock                                         ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2184,1,LUVERNE PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,2,67,Rock                                         ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2184,1,LUVERNE PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,13,67,Rock                                         ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2184,1,LUVERNE PUBLIC SCHOOL DISTRICT,Arabic,2,6,67,Rock                                         ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2184,1,LUVERNE PUBLIC SCHOOL DISTRICT,English,11,1144,67,Rock                                         ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2190,1,YELLOW MEDICINE EAST,"Lao, Laotian ",28,1,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2190,1,YELLOW MEDICINE EAST,Dakota,8,2,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2190,1,YELLOW MEDICINE EAST,English,11,739,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2190,1,YELLOW MEDICINE EAST,Spanish,45,61,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2190,1,YELLOW MEDICINE EAST,Hmong,20,7,87,Yellow Medicine                              ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2198,1,FILLMORE CENTRAL,English,11,557,23,Fillmore                                     ,10,5,Outstate - Enrollment between 500 and 999
13-Dec,2215,1,NORMAN COUNTY EAST SCHOOL DISTRICT,English,11,301,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,Norwegian,34,1,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,Thai,47,1,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,Danish,9,1,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,Ukrainian,49,2,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,"French, Creolized",232,1,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,English,11,1015,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,German,17,1,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2310,1,SIBLEY EAST SCHOOL DISTRICT,Spanish,45,198,72,Sibley                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT,Bengali,10,2,15,Clearwater                                   ,2,6,Outstate - Enrollment less than 500
13-Dec,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT,English,11,430,15,Clearwater                                   ,2,6,Outstate - Enrollment less than 500
13-Dec,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT,Russian,40,1,15,Clearwater                                   ,2,6,Outstate - Enrollment less than 500
13-Dec,2342,1,WEST CENTRAL AREA,Russian,40,1,26,Grant                                        ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,2342,1,WEST CENTRAL AREA,English,11,712,26,Grant                                        ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,2342,1,WEST CENTRAL AREA,Romanian,39,1,26,Grant                                        ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,2358,1,TRI-COUNTY SCHOOL DISTRICT,Swedish,46,1,35,Kittson                                      ,1,6,Outstate - Enrollment less than 500
13-Dec,2358,1,TRI-COUNTY SCHOOL DISTRICT,English,11,206,35,Kittson                                      ,1,6,Outstate - Enrollment less than 500
13-Dec,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,Spanish,45,30,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
13-Dec,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,English,11,635,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
13-Dec,2365,1,G.F.W.,Spanish,45,60,72,Sibley                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2365,1,G.F.W.,English,11,727,72,Sibley                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2365,1,G.F.W.,Portuguese,38,2,72,Sibley                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2365,1,G.F.W.,German,17,1,72,Sibley                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2396,1,A.C.G.C.,Spanish,45,4,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2396,1,A.C.G.C.,Haitian Creole,85,2,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2396,1,A.C.G.C.,English,11,777,47,Meeker                                       ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,German,17,2,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Japanese,24,1,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Norwegian,34,1,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Korean,26,1,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Spanish,45,96,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Ukrainian,49,1,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,English,11,950,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT,Danish,9,1,40,Le Sueur                                     ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,Afrikaans,1,1,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,"Ganda, Luganda ",95,1,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,"Chinese, Mandarin ",7,1,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,Finnish,14,2,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,Swedish,46,1,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,English,11,750,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT,Thai,47,1,46,Martin                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT,English,11,274,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT,Spanish,45,11,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN,English,11,613,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Finnish,14,2,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Norwegian,34,1,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN,"Chinese, Mandarin ",7,1,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN,Spanish,45,63,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
13-Dec,2536,1,GRANADA HUNTLEY-EAST CHAIN,English,11,205,46,Martin                                       ,9,6,Outstate - Enrollment less than 500
13-Dec,2580,1,EAST CENTRAL SCHOOL DISTRICT,English,11,760,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2580,1,EAST CENTRAL SCHOOL DISTRICT,German,17,1,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2580,1,EAST CENTRAL SCHOOL DISTRICT,Not Specific,52,1,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2580,1,EAST CENTRAL SCHOOL DISTRICT,Spanish,45,2,58,Pine                                         ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,2609,1,WIN-E-MAC SCHOOL DISTRICT,Russian,40,79,60,Polk                                         ,1,6,Outstate - Enrollment less than 500
13-Dec,2609,1,WIN-E-MAC SCHOOL DISTRICT,English,11,343,60,Polk                                         ,1,6,Outstate - Enrollment less than 500
13-Dec,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,English,11,441,68,Roseau                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,Dutch,33,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,Thai,47,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,Spanish,45,20,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,Russian,40,2,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,Ukrainian,49,5,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,French,15,1,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2687,1,HOWARD LAKE-WAVERLY-WINSTED,English,11,1072,86,Wright                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,English,11,1023,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,"Chinese, Mandarin ",7,3,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,German,17,33,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,"Lao, Laotian ",28,3,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,Spanish,45,48,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2689,1,PIPESTONE AREA SCHOOL DISTRICT,Arabic,2,2,59,Pipestone                                    ,8,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2711,1,MESABI EAST SCHOOL DISTRICT,Thai,47,1,69,St. Louis                                    ,3,5,Outstate - Enrollment between 500 and 999
13-Dec,2711,1,MESABI EAST SCHOOL DISTRICT,Japanese,24,3,69,St. Louis                                    ,3,5,Outstate - Enrollment between 500 and 999
13-Dec,2711,1,MESABI EAST SCHOOL DISTRICT,English,11,913,69,St. Louis                                    ,3,5,Outstate - Enrollment between 500 and 999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Portuguese,38,1,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,"Chinese, Mandarin ",7,1,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Norwegian,34,2,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,"Swahili, Kiswahili ",70,2,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Hindi ,19,1,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Cutchi-Swahili,215,2,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Spanish,45,74,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,Vietnamese,51,5,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2752,1,FAIRMONT AREA SCHOOL DISTRICT,English,11,1622,46,Martin                                       ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,"Chinese, Mandarin ",7,1,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,Russian,40,1,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,Spanish,45,264,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,English,11,633,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,Samoan,56,4,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2753,1,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,Cebuano,36,1,77,Todd                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,2754,1,CEDAR MOUNTAIN SCHOOL DISTRICT,Spanish,45,1,64,Redwood                                      ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2754,1,CEDAR MOUNTAIN SCHOOL DISTRICT,English,11,502,64,Redwood                                      ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2754,1,CEDAR MOUNTAIN SCHOOL DISTRICT,Thai,47,1,64,Redwood                                      ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,2759,1,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Slovak,43,1,77,Todd                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,2759,1,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,English,11,255,77,Todd                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,2759,1,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,German,17,1,77,Todd                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,2759,1,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Spanish,45,5,77,Todd                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,2759,1,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Portuguese,38,1,77,Todd                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,"English, Creolized",57,3,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Vietnamese,51,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,English,11,1056,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Russian,40,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,German,17,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,"Chinese, Mandarin ",7,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2805,1,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,Spanish,45,6,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2835,1,JANESVILLE-WALDORF-PEMBERTON,Afrikaans,1,1,81,Waseca                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2835,1,JANESVILLE-WALDORF-PEMBERTON,Spanish,45,2,81,Waseca                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2835,1,JANESVILLE-WALDORF-PEMBERTON,English,11,588,81,Waseca                                       ,9,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,Samoan,56,15,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,English,11,742,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,Cebuano,36,2,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,Chuukese,210,13,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,Spanish,45,15,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2853,1,LAC QUI PARLE VALLEY SCHOOL DIST.,"Filipino, Pilipino",126,1,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
13-Dec,2854,1,ADA-BORUP PUBLIC SCHOOL DISTRICT,English,11,475,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2854,1,ADA-BORUP PUBLIC SCHOOL DISTRICT,Russian,40,3,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2854,1,ADA-BORUP PUBLIC SCHOOL DISTRICT,Arabic,2,1,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2854,1,ADA-BORUP PUBLIC SCHOOL DISTRICT,Spanish,45,11,54,Norman                                       ,1,6,Outstate - Enrollment less than 500
13-Dec,2856,1,STEPHEN-ARGYLE CENTRAL SCHOOLS,English,11,308,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2856,1,STEPHEN-ARGYLE CENTRAL SCHOOLS,Spanish,45,8,45,Marshall                                     ,1,6,Outstate - Enrollment less than 500
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,English,11,1461,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,German,17,2,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Russian,40,5,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Vietnamese,51,2,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,"Chinese, Mandarin ",7,4,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Estonian,12,1,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Spanish,45,163,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2859,1,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Thai,47,1,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2860,1,BLUE EARTH AREA PUBLIC SCHOOL,Russian,40,2,22,Faribault                                    ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2860,1,BLUE EARTH AREA PUBLIC SCHOOL,English,11,1195,22,Faribault                                    ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2860,1,BLUE EARTH AREA PUBLIC SCHOOL,Spanish,45,70,22,Faribault                                    ,9,4,Outstate - Enrollment between 1000 and 1999
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,German,17,2,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,Norwegian,34,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",32,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,Finnish,14,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,Hmong,20,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,2884,1,RED ROCK CENTRAL SCHOOL DISTRICT,English,11,392,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
