districtName,actCode,year,score
Ely Ind School District 696,247732,2013,21.7
Esko Ind School District 99,247086,2013,24.1
Eveleth-Gilbert Sch Dist 2154,247734,2013,22.8
Fairmont Area School Dist 2752,247466,2013,22
Faribault Ind School Dist 656,247702,2013,21.7
Farmington Ind School Dist 192,247172,2013,22.6
Fergus Falls Ind Sch Dist 544,247576,2013,23
Fertile-Beltrami Ind Sd 599,247626,2013,21.9
Fillmore Central Sch Dist 2198,247238,2013,21.7
Fisher Ind School District 600,247628,2013,22.8
Floodwood Ind School Dist 698,247736,2013,21.2
Foley Ind School District 51,247040,2013,22.6
Forest Lake Ind Sch Dist 831,247878,2013,22.4
Fosston Ind School Dist 601,247630,2013,22.8
Frazee-Vergas Ind Sch Dist 23,247024,2013,22.7
Fridley Ind School District 14,247014,2013,21.3
Fulda Ind School District 505,247528,2013,23.8
Gfw Public School Dist 2365,247688,2013,21.7
Glencoe Silver Lake Isd 2859,247432,2013,23.2
Glenville-Emmons Isd 2886,247250,2013,21
Goodhue Ind School Dist 253,247258,2013,22
Goodridge Ind School Dist 561,247590,2013,NA
Granada-Huntley-East Chain Sd,247470,2013,20.8
Grand Meadow Pub Sch Dist 495,247520,2013,18.9
Grand Rapids Ind Sch Dist 318,247342,2013,22.9
Greenbush-Middle River Sd 2683,247718,2013,22
Greenway Ind School Dist 316,247338,2013,22
Grygla Ind School District 447,247458,2013,NA
Hancock Ind Sch Dist 768,247818,2013,NA
Hastings Ind School Dist 200,247174,2013,22.8
Hawley Ind School District 150,247138,2013,23.8
Hayfield Ind School Dist 203,247194,2013,21.2
Hendricks Ind School Dist 402,247406,2013,NA
Henning Ind School Dist 545,247578,2013,22.6
Herman-Norcross Cmty Sd 264,247278,2013,NA
Hermantown Ind School Dist 700,247740,2013,23.5
Heron Lake-Okabena Isd 330,247346,2013,20.7
Hibbing Ind School Dist 701,247742,2013,22.5
Hill City Ind School Dist 2,247004,2013,NA
Hills-Beaver Creek Ind Sd 671,247708,2013,21.9
Hinckley-Finlayson Psd 2165,247600,2013,20.9
Holdingford Ind Sch Dist 738,247794,2013,21.7
Hopkins Ind School Dist 270,247288,2013,23.8
Houston Ind School Dist 294,247318,2013,23.5
Hutchinson Ind School Dist 423,247434,2013,23.2
Independent School District 15,247016,2013,22
Independent Sd 2687,247912,2013,22.1
International Falls Ind Sd 361,247380,2013,23.2
Inver Grove Heights Isd 199,247186,2013,23.4
Isle Ind School District 473,247494,2013,21.6
Jackson Co Central Sd 2895,247348,2013,20.8
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2013,21.2
Jordan Ind School District 717,247762,2013,22.3
Kasson-Mantorville Ind Sd 204,247196,2013,24.4
Kelliher School Dist 36,247034,2013,22.3
Kenyon-Wanamingo Sd 2172,247260,2013,22.4
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2013,22.6
Kimball Ind School Dist 739,247796,2013,21.9
Kingsland Public Sch Dist 2137,247242,2013,22
Kittson Central Sch Dist 2171,247366,2013,23.1
La Crescent-Hokah Ind Sd 300,247320,2013,23.5
Lac Qui Parle Vly Isd 2853,247934,2013,22
Lake City Ind School Dist 813,247852,2013,23.1
Lake Crystal-Wellcome Mem 2071,247056,2013,22.4
Lake Of The Woods Isd 390,247394,2013,23.7
Lake Park-Audubon Isd 2889,247020,2013,20.9
Lake Superior Ind Sch Dist 381,247392,2013,22.9
Lakeview Ind School Dist 2167,247418,2013,22.4
Lakeville Ind School Dist 194,247176,2013,23.8
Lancaster Ind School Dist 356,247374,2013,NA
Lanesboro Ind School Dist 229,247232,2013,20.2
Laporte Ind School Dist 306,247328,2013,NA
Le Center Ind School Dist 392,247398,2013,NA
Le Sueur-Henderson Isd 2397,247400,2013,22.7
Leroy-Ostrander Ind Sd 499,247516,2013,20.1
Lester Prairie Ind Sd 424,247436,2013,22
Lewiston-Altura Isd 857,247898,2013,22
Litchfield Ind School Dist 465,247492,2013,22.2
Little Falls Ind Sch Dist 482,247502,2013,22.5
Littlefork-Big Falls Sd 362,247378,2013,NA
Long Prairie-Grey Eagle 2753,247840,2013,22.2
Luverne Ind School Dist 2184,247710,2013,22.4
Lyle Ind School District 497,247522,2013,NA
Mabel-Canton Ind Sch Dist 238,247234,2013,21.5
Maccray Ind School Dist 2180,247114,2013,20.9
Madelia Ind School Dist 837,247888,2013,18.6
Mahnomen Ind School Dist 432,247444,2013,21.3
Mahtomedi Ind School Dist 832,247880,2013,25
Mankato Area Public Schs,247060,2013,23.2
Maple Lake Ind School Dist 881,247914,2013,22
Maple River School Dist 2135,247058,2013,21.6
Marshall Co Central Isd 441,247454,2013,19.1
Marshall Ind School Dist 413,247422,2013,22.7
Martin Co West Sch Dist 2448,247472,2013,23.2
Mcgregor Ind School Dist 4,247006,2013,22.3
Medford Ind School Dist 763,247814,2013,22.1
Melrose Area Ind Sd 740,247798,2013,21.2
Menahga Ind School Dist 821,247860,2013,22.6
Mesabi East Ind Sch Dist 2711,247724,2013,22.3
Milaca Ind School District 912,247496,2013,21.9
Minneapolis Public Sch Dist,247310,2013,20.6
Minneota Public Schools,247424,2013,21.3
Minnetonka Isd 276,247292,2013,26
Minnewaska Area Sch Dist 2149,247642,2013,22.5
Montevideo Ind School Dist 129,247120,2013,22.1
Monticello Ind School Dist 882,247904,2013,23
Moorhead Ind School Dist 152,247140,2013,22.4
Moose Lake Ind School Dist 97,247084,2013,21.6
Mora Ind School Dist 332,247354,2013,22
Morris Ind School Dist 2769,247820,2013,22.1
Mounds View Ind Sch Dist 621,247648,2013,23.5
Mountain Iron-Buhl Isd 712,247746,2013,21.5
Mountain Lake Ind Sch Dist 173,247154,2013,22.2
Murray Co Central Isd 2169,247530,2013,21.8
N St Paul Mplwd Oakdale Sd 622,247650,2013,21.5
Nashwauk-Keewatin Ind Sd 319,247344,2013,20.8
Nevis Ind School District 308,247326,2013,21.6
New London-Spicer Ind Sd 0345,247360,2013,22.9
New Prague Ind Sch Dist 721,247764,2013,22.8
New Ulm Pub Sch District 88,247066,2013,23
New York Mills Ind Sd 553,247580,2013,22.2
Nicollet Ind School Dist 507,247532,2013,21.2
Norman Co East Isd 2215,247560,2013,21.5
Norman Co West Isd 2527,247556,2013,22.2
North Branch Ind Sch Dist 138,247126,2013,22.1
Northfield Ind School Dist 659,247706,2013,23.7
Northland Cmty Sd 118,247110,2013,21.5
Nrheg Ind Sch Dist 2168,247874,2013,21.3
Ogilvie Ind School Dist 333,247356,2013,21.4
Onamia Ind School Dist 480,247498,2013,20.9
Orono Ind School District 278,247296,2013,26.5
Ortonville Ind Sch Dist 2903,247050,2013,21.7
Osakis Ind School District 213,247208,2013,22.2
Osseo Ind School District 279,247298,2013,22.3
Owatonna School Dist 761,247816,2013,22.6
Park Rapids Ind Sch Dist 309,247330,2013,22.3
Parkers Prairie Ind Sd 547,247582,2013,22.2
Paynesville Ind Sch Dist 741,247800,2013,22.3
Pelican Rapids Ind Sd 548,247584,2013,20.7
Pequot Lakes Ind Sch Dist 186,247166,2013,22.8
Perham-Dent Ind Sch Dist 549,247586,2013,22.1
Pierz School District 484,247508,2013,21.6
Pillager Ind School Dist 116,247108,2013,21.7
Pine City Sch District 578,247602,2013,23.8
Pine Island School Dist 255,247262,2013,23.9
Pine River-Backus Ind Sd 2174,247104,2013,22.4
Pipestone Area Sch Dist 2689,247614,2013,21.4
Plainview Elgin Millville Sd,247856,2013,22.6
Princeton Public Sch Dist 477,247500,2013,22.4
Prior Lake-Savage Area Sd 719,247766,2013,23.8
Proctor Ind School Dist 704,247748,2013,22.8
Randolph School District 195,247178,2013,21.9
Red Lake Co Central Isd 2906,247658,2013,20.4
Red Lake Falls Sch Dist 630,247662,2013,21.4
Red Lake Independent Sd 38,247036,2013,NA
Red Rock Central Ind Sd 2884,247668,2013,23.1
Red Wing School District 256,247264,2013,22.5
Redwood Falls Sch Dist 2897,247674,2013,21.5
Renville Co West Sch Dist 2890,247698,2013,22
Richfield School District 280,247300,2013,19.4
Robbinsdale Ind Sch Dist 281,247302,2013,21.6
Rochester School District 535,247566,2013,24.9
Rockford School District 883,247918,2013,22.7
Rocori Ind Sch Dist 750,247808,2013,23.2
Roseau School District 682,247720,2013,21.7
Rosemount-Apple Vly-Eagan 196,247180,2013,24
Roseville Area Sch Dist 623,247652,2013,23.1
Rothsay School District 850,247896,2013,NA
Royalton School District 485,247512,2013,21
Rush City Ind School Dist 139,247128,2013,21.4
Rushford-Peterson Isd 239,247240,2013,22.5
Russell Tyler Ruthton Sd 2902,247412,2013,23.2
Sartell-St Stephen Isd 748,247804,2013,23.8
Sauk Centre School Dist 743,247806,2013,22.3
Sauk Rapids-Rice Sch Dist 47,247042,2013,23.6
Sebeka Ind School District 820,247866,2013,21.7
Shakopee School District 720,247768,2013,22.8
Sibley East Ind Sch Dist 2310,247782,2013,21.3
Sleepy Eye School District 84,247068,2013,21
South Koochiching Sd 363,247382,2013,21.8
South St Paul Special Sd 6,247182,2013,21.5
South Washington Co Sd 833,247882,2013,23.5
Southland School District 500,247524,2013,22.6
Spring Grove School Dist 297,247322,2013,21.9
Spring Lake Park Sd 16,247018,2013,22.4
Springfield School District 85,247070,2013,22.6
St Anthony-New Brighton Sd 282,247304,2013,23.9
St Charles Ind School Dist 858,247900,2013,21.5
St Clair School District 75,247062,2013,22.1
St Cloud Ind Sch Dist 742,247802,2013,22
St James School District 840,247890,2013,20.9
St Louis Co Isd 2142,247756,2013,20.6
St Louis Park School Dist 283,247306,2013,23.3
St Michael-Albertville Sd 885,247916,2013,23.3
St Paul Independent Sd 625,247656,2013,19.6
St Peter Ind School Dist 508,247534,2013,23.1
Staples-Motley Isd 2170,247842,2013,21.4
Stephen-Argyle Central Sd 2856,247460,2013,20.9
Stewartville School Dist 534,247568,2013,23.5
Stillwater School Dist 834,247884,2013,24.1
Swanville School District 486,247504,2013,21
Thief River Falls Sd 564,247592,2013,22.8
Tracy Ind School District 2904,247428,2013,22.4
Tri-County Ind Sch Dist 2358,247372,2013,21.3
Triton Ind School Dist 2125,247192,2013,22
Truman School District 458,247474,2013,19.1
Ulen-Hitterdal Sch Dist 914,247142,2013,22.1
Underwood School District 550,247588,2013,23.8
United South Central Isd 2134,247222,2013,24
Upsala Area School Dist 487,247506,2013,20.9
Verndale Ind School Dist 818,247862,2013,21.9
Virginia Public Sch Dist 706,247752,2013,23.7
W St Paul-Mendota-Eagan Sd 197,247184,2013,23.9
Wabasha-Kellogg Isd 811,247858,2013,22.3
Wabasso School District 640,247678,2013,21.5
Waconia School District 110,247096,2013,23.3
Wadena-Deer Creek Sd 2155,247864,2013,21.9
Walker-Hackensack-Akeley 113,247112,2013,23.5
Warren-Alvarado-Oslo Sd 2176,247464,2013,22.1
Warroad School District 690,247722,2013,21.7
Waseca Public School Dist,247876,2013,22.5
Watertown-Mayer Sch Dist 111,247098,2013,22.8
Watrvle-Elysian-Mrstwn Sd 2143,247404,2013,21.7
Waubun-Ogema-White Earth Psd,247446,2013,20.2
Wayzata School District 284,247308,2013,25.9
West Central Area Sd 2342,247206,2013,23.2
Westbrook-Walnut Grove Sd 2898,247158,2013,20.6
Westonka Ind School Dist 277,247294,2013,24.1
Wheaton School District 803,247848,2013,21.9
White Bear Lake Area Isd 624,247654,2013,23.1
Willmar School District 347,247364,2013,22.4
Willow River School Dist 577,247606,2013,NA
Win-E-Mac School Dist 2609,247632,2013,23
Windom School District 177,247160,2013,20.5
Winona Area Public School Dist,247902,2013,22.4
Worthington School Dist 518,247542,2013,21.7
Wrenshall School District 100,247088,2013,21.3
Wright School District 966,247920,2013,NA
Yellow Medicine East Sd 2190,247928,2013,20.1
Zumbrota-Mazeppa Isd 2805,247854,2013,22.7
Ada-Borup School District 2854,247550,2012,22.8
Adrian Ind School District 511,247544,2012,21.1
Aitkin Ind School District 1,247002,2012,23.4
Albany Area Sch District 745,247788,2012,22.7
Albert Lea Area Schools,247246,2012,22.6
Alden-Conger Ind Sch Dist 242,247248,2012,20.6
Alexandria Ind School Dist 206,247200,2012,22.8
Annandale Ind School Dist 876,247906,2012,21.9
Anoka-Hennepin Ind Sch Dist 11,247008,2012,22.2
Ashby Ind School District 261,247270,2012,21.2
Atwater-Cosmos-Grove City Sd,247358,2012,20.7
Austin Ind School District 492,247518,2012,22
Badger Ind School District 676,247716,2012,22.1
Bagley Ind School District 162,247146,2012,20.3
Barnesville Ind Sch Dist 146,247132,2012,21.5
Barnum Ind School District 91,247076,2012,22.1
Battle Lake Ind Sch Dist 542,247572,2012,22.4
Becker Ind School District 726,247770,2012,22.8
Belgrade-Brootn-Elrosa Sd 2364,247790,2012,21.9
Belle Plaine Ind Sch Dist 716,247760,2012,22.3
Bemidji Ind School District 31,247030,2012,22.9
Benson Ind School District 777,247826,2012,22.2
Bertha-Hewitt Ind Sch Dist 786,247830,2012,21
Big Lake Ind School Dist 727,247772,2012,22.1
Blackduck Ind School Dist 32,247032,2012,23.3
Blooming Prairie Ind Sd 756,247810,2012,21.2
Bloomington Pub Sch Dist 271,247280,2012,23
Blue Earth Area Ind Sd 2860,247210,2012,22.9
Bold School District,247682,2012,21.2
Braham Ind School District 314,247332,2012,21.6
Brainerd Ind School Dist 181,247162,2012,23.8
Brandon-Evansville Isd 2908,247202,2012,NA
Breckenridge Ind Sch Dist 846,247892,2012,21
Brooklyn Center Ind Sd 286,247282,2012,18
Browerville Ind Sch Dist 787,247832,2012,19.9
Buffalo Hanover Montrose Sd,247908,2012,22.6
Buffalo Lake-Hector Isd 2159,247692,2012,21.5
Burnsville-Eagan-Savage Sd 191,247170,2012,22.9
Butterfield-Odin Ind Sd 836,247886,2012,21.2
Byron Ind School District 531,247562,2012,23.7
Caledonia Ind School Dist 299,247316,2012,22.8
Cambridge-Isanti Sch Dist 911,247334,2012,22.3
Campbell-Tintah Ind Sd 852,247894,2012,NA
Canby Ind School District 891,247922,2012,20.6
Cannon Falls Ind Sch Dist 252,247256,2012,22.8
Carlton Ind School District 93,247078,2012,21
Cass Lake-Bena Ind Sd 115,247106,2012,18.6
Cedar Mountain Sch Dist 2754,247672,2012,20.3
Centennial Ind School Dist 12,247010,2012,23.8
Central School District 108,247094,2012,23.5
Chatfield Pub School Dist 227,247570,2012,21.1
Chisago Lakes Isd 2144,247124,2012,23.7
Chisholm Ind School Dist 695,247728,2012,23
Chokio-Alberta Ind Sd 771,247822,2012,NA
Clearbrook-Gonvick Sd 2311,247148,2012,20.8
Cleveland Public Sch Dist 391,247396,2012,21.6
Climax-Shelly Ind Sch Dist 592,247618,2012,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2012,20.8
Cloquet Ind School District 94,247080,2012,23.2
Columbia Heights Isd 13,247012,2012,20
Comfrey Ind School District 81,247064,2012,NA
Cook Co Sch Dist 166,247152,2012,21.6
Cromwell-Wright Ind Sd 95,247082,2012,NA
Crookston Ind School Dist 593,247620,2012,21.7
Crosby-Ironton School Dist 182,247164,2012,22.1
Dassel-Cokato Ind Sch Dist 466,247486,2012,23.2
Dawson-Boyd Isd 378,247388,2012,21.5
Deer River Ind School Dist 317,247340,2012,20.7
Delano Ind School District 879,247910,2012,24
Detroit Lakes Ind Sch Dist 22,247022,2012,22.4
Dilworth-Glyndn-Feltn Isd 2164,247134,2012,21.3
Dover-Eyota Ind Sch Dist 533,247564,2012,22.9
Duluth Ind School District 709,247730,2012,23
East Central Isd 2580,247604,2012,22.2
East Grand Forks Ind Sd 595,247622,2012,21.5
Eastern Carver Co Schools,247092,2012,23.4
Eden Prairie Ind Sch Dist 272,247284,2012,24.8
Eden Valley-Watkins Ind Sd 463,247488,2012,22.4
Edgerton Ind School Dist 581,247610,2012,NA
Edina Public School Dist 273,247286,2012,26.1
Elk River Ind School Dist 728,247774,2012,22.6
Ellsworth Ind School Dist 514,247540,2012,21.8
Ely Ind School District 696,247732,2012,23
Esko Ind School District 99,247086,2012,23.4
Eveleth-Gilbert Sch Dist 2154,247734,2012,24.2
Fairmont Area School Dist 2752,247466,2012,22.7
Faribault Ind School Dist 656,247702,2012,22.9
Farmington Ind School Dist 192,247172,2012,21.9
Fergus Falls Ind Sch Dist 544,247576,2012,22.4
Fertile-Beltrami Ind Sd 599,247626,2012,21.5
Fillmore Central Sch Dist 2198,247238,2012,19.8
Fisher Ind School District 600,247628,2012,22.6
Floodwood Ind School Dist 698,247736,2012,17.9
Foley Ind School District 51,247040,2012,22.6
Forest Lake Ind Sch Dist 831,247878,2012,22.4
Fosston Ind School Dist 601,247630,2012,21.4
Frazee-Vergas Ind Sch Dist 23,247024,2012,21.5
Fridley Ind School District 14,247014,2012,20.5
Fulda Ind School District 505,247528,2012,22.6
Gfw Public School Dist 2365,247688,2012,22.1
Glencoe Silver Lake Isd 2859,247432,2012,21.5
Glenville-Emmons Isd 2886,247250,2012,21.5
Goodhue Ind School Dist 253,247258,2012,21.4
Goodridge Ind School Dist 561,247590,2012,NA
Granada-Huntley-East Chain Sd,247470,2012,20.9
Grand Meadow Pub Sch Dist 495,247520,2012,NA
Grand Rapids Ind Sch Dist 318,247342,2012,22.6
Greenbush-Middle River Sd 2683,247718,2012,23.3
Greenway Ind School Dist 316,247338,2012,21.9
Grygla Ind School District 447,247458,2012,NA
Hancock Ind Sch Dist 768,247818,2012,21.8
Hastings Ind School Dist 200,247174,2012,22.7
Hawley Ind School District 150,247138,2012,23.6
Hayfield Ind School Dist 203,247194,2012,22.4
Hendricks Ind School Dist 402,247406,2012,NA
Henning Ind School Dist 545,247578,2012,21.5
Herman-Norcross Cmty Sd 264,247278,2012,NA
Hermantown Ind School Dist 700,247740,2012,22.3
Heron Lake-Okabena Isd 330,247346,2012,22.3
Hibbing Ind School Dist 701,247742,2012,22.7
Hill City Ind School Dist 2,247004,2012,19.9
Hills-Beaver Creek Ind Sd 671,247708,2012,22.2
Hinckley-Finlayson Psd 2165,247600,2012,22.9
Holdingford Ind Sch Dist 738,247794,2012,22.6
Hopkins Ind School Dist 270,247288,2012,23.7
Houston Ind School Dist 294,247318,2012,23.2
Hutchinson Ind School Dist 423,247434,2012,23
Independent School District 15,247016,2012,22.5
Independent Sd 2687,247912,2012,22.9
International Falls Ind Sd 361,247380,2012,22.6
Inver Grove Heights Isd 199,247186,2012,23.4
Isle Ind School District 473,247494,2012,19.8
Jackson Co Central Sd 2895,247348,2012,22
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2012,22.8
Jordan Ind School District 717,247762,2012,21.3
Kasson-Mantorville Ind Sd 204,247196,2012,23.4
Kelliher School Dist 36,247034,2012,NA
Kenyon-Wanamingo Sd 2172,247260,2012,22.1
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2012,22.1
Kimball Ind School Dist 739,247796,2012,21.6
Kingsland Public Sch Dist 2137,247242,2012,21.8
Kittson Central Sch Dist 2171,247366,2012,24.8
La Crescent-Hokah Ind Sd 300,247320,2012,23.4
Lac Qui Parle Vly Isd 2853,247934,2012,22.1
Lake City Ind School Dist 813,247852,2012,23.5
Lake Crystal-Wellcome Mem 2071,247056,2012,21.4
Lake Of The Woods Isd 390,247394,2012,22.6
Lake Park-Audubon Isd 2889,247020,2012,22.3
Lake Superior Ind Sch Dist 381,247392,2012,23.1
Lakeview Ind School Dist 2167,247418,2012,21.8
Lakeville Ind School Dist 194,247176,2012,24
Lancaster Ind School Dist 356,247374,2012,NA
Lanesboro Ind School Dist 229,247232,2012,21.2
Laporte Ind School Dist 306,247328,2012,NA
Le Center Ind School Dist 392,247398,2012,23.8
Le Sueur-Henderson Isd 2397,247400,2012,21.6
Leroy-Ostrander Ind Sd 499,247516,2012,NA
Lester Prairie Ind Sd 424,247436,2012,20.9
Lewiston-Altura Isd 857,247898,2012,21.2
Litchfield Ind School Dist 465,247492,2012,22.7
Little Falls Ind Sch Dist 482,247502,2012,22.7
Littlefork-Big Falls Sd 362,247378,2012,20.9
Long Prairie-Grey Eagle 2753,247840,2012,22.3
Luverne Ind School Dist 2184,247710,2012,22.5
Lyle Ind School District 497,247522,2012,NA
Mabel-Canton Ind Sch Dist 238,247234,2012,21.4
Maccray Ind School Dist 2180,247114,2012,21.6
Madelia Ind School Dist 837,247888,2012,19.4
Mahnomen Ind School Dist 432,247444,2012,20.7
Mahtomedi Ind School Dist 832,247880,2012,25.2
Mankato Area Public Schs,247060,2012,22.8
Maple Lake Ind School Dist 881,247914,2012,22
Maple River School Dist 2135,247058,2012,21.6
Marshall Co Central Isd 441,247454,2012,22.6
Marshall Ind School Dist 413,247422,2012,22.4
Martin Co West Sch Dist 2448,247472,2012,20.7
Mcgregor Ind School Dist 4,247006,2012,22.7
Medford Ind School Dist 763,247814,2012,21.4
Melrose Area Ind Sd 740,247798,2012,21.3
Menahga Ind School Dist 821,247860,2012,22.3
Mesabi East Ind Sch Dist 2711,247724,2012,22.9
Milaca Ind School District 912,247496,2012,22
Minneapolis Public Sch Dist,247310,2012,20.7
Minneota Public Schools,247424,2012,21.2
Minnetonka Isd 276,247292,2012,25.3
Minnewaska Area Sch Dist 2149,247642,2012,21.9
Montevideo Ind School Dist 129,247120,2012,22.7
Monticello Ind School Dist 882,247904,2012,22.7
Moorhead Ind School Dist 152,247140,2012,22.7
Moose Lake Ind School Dist 97,247084,2012,22.7
Mora Ind School Dist 332,247354,2012,22.5
Morris Ind School Dist 2769,247820,2012,24.2
Mounds View Ind Sch Dist 621,247648,2012,23.4
Mountain Iron-Buhl Isd 712,247746,2012,21.8
Mountain Lake Ind Sch Dist 173,247154,2012,21.6
Murray Co Central Isd 2169,247530,2012,22.4
N St Paul Mplwd Oakdale Sd 622,247650,2012,21.8
Nashwauk-Keewatin Ind Sd 319,247344,2012,21.6
Nevis Ind School District 308,247326,2012,21.7
New London-Spicer Ind Sd 0345,247360,2012,22.2
New Prague Ind Sch Dist 721,247764,2012,22.8
New Ulm Pub Sch District 88,247066,2012,22.7
New York Mills Ind Sd 553,247580,2012,23.9
Nicollet Ind School Dist 507,247532,2012,23.5
Norman Co East Isd 2215,247560,2012,21.6
Norman Co West Isd 2527,247556,2012,22.2
North Branch Ind Sch Dist 138,247126,2012,22
Northfield Ind School Dist 659,247706,2012,25
Northland Cmty Sd 118,247110,2012,NA
Nrheg Ind Sch Dist 2168,247874,2012,21
Ogilvie Ind School Dist 333,247356,2012,20.6
Onamia Ind School Dist 480,247498,2012,23.9
Orono Ind School District 278,247296,2012,25.5
Ortonville Ind Sch Dist 2903,247050,2012,21.9
Osakis Ind School District 213,247208,2012,22.2
Osseo Ind School District 279,247298,2012,22.5
Owatonna School Dist 761,247816,2012,22.7
Park Rapids Ind Sch Dist 309,247330,2012,22.6
Parkers Prairie Ind Sd 547,247582,2012,20.9
Paynesville Ind Sch Dist 741,247800,2012,21.7
Pelican Rapids Ind Sd 548,247584,2012,21.4
Pequot Lakes Ind Sch Dist 186,247166,2012,22.1
Perham-Dent Ind Sch Dist 549,247586,2012,22.2
Pierz School District 484,247508,2012,21.6
Pillager Ind School Dist 116,247108,2012,22
Pine City Sch District 578,247602,2012,22.2
Pine Island School Dist 255,247262,2012,24.2
Pine River-Backus Ind Sd 2174,247104,2012,21.8
Pipestone Area Sch Dist 2689,247614,2012,22.2
Plainview Elgin Millville Sd,247856,2012,22.4
Princeton Public Sch Dist 477,247500,2012,21.5
Prior Lake-Savage Area Sd 719,247766,2012,23.7
Proctor Ind School Dist 704,247748,2012,21.4
Randolph School District 195,247178,2012,21.7
Red Lake Co Central Isd 2906,247658,2012,22.9
Red Lake Falls Sch Dist 630,247662,2012,21.9
Red Lake Independent Sd 38,247036,2012,15.6
Red Rock Central Ind Sd 2884,247668,2012,22.8
Red Wing School District 256,247264,2012,23
Redwood Falls Sch Dist 2897,247674,2012,21.3
Renville Co West Sch Dist 2890,247698,2012,21.4
Richfield School District 280,247300,2012,20.1
Robbinsdale Ind Sch Dist 281,247302,2012,22
Rochester School District 535,247566,2012,24.1
Rockford School District 883,247918,2012,22.9
Rocori Ind Sch Dist 750,247808,2012,23.3
Roseau School District 682,247720,2012,22.2
Rosemount-Apple Vly-Eagan 196,247180,2012,24.1
Roseville Area Sch Dist 623,247652,2012,23.7
Rothsay School District 850,247896,2012,NA
Royalton School District 485,247512,2012,20.8
Rush City Ind School Dist 139,247128,2012,22.6
Rushford-Peterson Isd 239,247240,2012,23
Russell Tyler Ruthton Sd 2902,247412,2012,24
Sartell-St Stephen Isd 748,247804,2012,23.9
Sauk Centre School Dist 743,247806,2012,22
Sauk Rapids-Rice Sch Dist 47,247042,2012,22.1
Sebeka Ind School District 820,247866,2012,23.5
Shakopee School District 720,247768,2012,22.8
Sibley East Ind Sch Dist 2310,247782,2012,22.4
Sleepy Eye School District 84,247068,2012,20.7
South Koochiching Sd 363,247382,2012,23.2
South St Paul Special Sd 6,247182,2012,22.5
South Washington Co Sd 833,247882,2012,23.6
Southland School District 500,247524,2012,22.2
Spring Grove School Dist 297,247322,2012,21.9
Spring Lake Park Sd 16,247018,2012,22.7
Springfield School District 85,247070,2012,21.2
St Anthony-New Brighton Sd 282,247304,2012,24.4
St Charles Ind School Dist 858,247900,2012,22.1
St Clair School District 75,247062,2012,20.9
St Cloud Ind Sch Dist 742,247802,2012,22.2
St James School District 840,247890,2012,19.8
St Louis Co Isd 2142,247756,2012,21.2
St Louis Park School Dist 283,247306,2012,22.8
St Michael-Albertville Sd 885,247916,2012,23.2
St Paul Independent Sd 625,247656,2012,19.4
St Peter Ind School Dist 508,247534,2012,23
Staples-Motley Isd 2170,247842,2012,21.8
Stephen-Argyle Central Sd 2856,247460,2012,20.4
Stewartville School Dist 534,247568,2012,23.2
Stillwater School Dist 834,247884,2012,24
Swanville School District 486,247504,2012,21.4
Thief River Falls Sd 564,247592,2012,21.7
Tracy Ind School District 2904,247428,2012,20.7
Tri-County Ind Sch Dist 2358,247372,2012,19.8
Triton Ind School Dist 2125,247192,2012,23.7
Truman School District 458,247474,2012,NA
Ulen-Hitterdal Sch Dist 914,247142,2012,21.5
Underwood School District 550,247588,2012,21.2
United South Central Isd 2134,247222,2012,21.6
Upsala Area School Dist 487,247506,2012,21.7
Verndale Ind School Dist 818,247862,2012,NA
Virginia Public Sch Dist 706,247752,2012,23.4
W St Paul-Mendota-Eagan Sd 197,247184,2012,23.5
Wabasha-Kellogg Isd 811,247858,2012,22.6
Wabasso School District 640,247678,2012,21.6
Waconia School District 110,247096,2012,22.3
Wadena-Deer Creek Sd 2155,247864,2012,21.4
Walker-Hackensack-Akeley 113,247112,2012,20.3
Warren-Alvarado-Oslo Sd 2176,247464,2012,21.5
Warroad School District 690,247722,2012,21.6
Waseca Public School Dist,247876,2012,23.2
Watertown-Mayer Sch Dist 111,247098,2012,22.3
Watrvle-Elysian-Mrstwn Sd 2143,247404,2012,21.4
Waubun-Ogema-White Earth Psd,247446,2012,20.3
Wayzata School District 284,247308,2012,25.3
West Central Area Sd 2342,247206,2012,21.4
Westbrook-Walnut Grove Sd 2898,247158,2012,20.9
Westonka Ind School Dist 277,247294,2012,24.3
Wheaton School District 803,247848,2012,21.3
White Bear Lake Area Isd 624,247654,2012,22.9
Willmar School District 347,247364,2012,22.4
Willow River School Dist 577,247606,2012,20.9
Win-E-Mac School Dist 2609,247632,2012,20.7
Windom School District 177,247160,2012,21.8
Winona Area Public School Dist,247902,2012,21.9
Worthington School Dist 518,247542,2012,21
Wrenshall School District 100,247088,2012,NA
Wright School District 966,247920,2012,NA
Yellow Medicine East Sd 2190,247928,2012,20.9
Zumbrota-Mazeppa Isd 2805,247854,2012,23.3
Ada-Borup School District 2854,247550,2011,23.1
Adrian Ind School District 511,247544,2011,22.8
Aitkin Ind School District 1,247002,2011,23.3
Albany Area Sch District 745,247788,2011,23.4
Albert Lea Area Schools,247246,2011,21.6
Alden-Conger Ind Sch Dist 242,247248,2011,22.7
