districtName,actCode,year,score
Lewiston-Altura Isd 857,247898,2015,21.9
Litchfield Ind School Dist 465,247492,2015,21.7
Little Falls Ind Sch Dist 482,247502,2015,22.6
Littlefork-Big Falls Sd 362,247378,2015,21.3
Long Prairie-Grey Eagle 2753,247840,2015,23.3
Luverne Ind School Dist 2184,247710,2015,21.4
Lyle Ind School District 497,247522,2015,NA
Mabel-Canton Ind Sch Dist 238,247234,2015,22.1
Maccray Ind School Dist 2180,247114,2015,22.2
Madelia Ind School Dist 837,247888,2015,21.2
Mahnomen Ind School Dist 432,247444,2015,20.5
Mahtomedi Ind School Dist 832,247880,2015,25.4
Mankato Area Public Schs,247060,2015,22.7
Maple Lake Ind School Dist 881,247914,2015,23.3
Maple River School Dist 2135,247058,2015,22.4
Marshall Co Central Isd 441,247454,2015,18.3
Marshall Ind School Dist 413,247422,2015,23.2
Martin Co West Sch Dist 2448,247472,2015,22.5
Mcgregor Ind School Dist 4,247006,2015,23.5
Medford Ind School Dist 763,247814,2015,21.1
Melrose Area Ind Sd 740,247798,2015,21.5
Menahga Ind School Dist 821,247860,2015,23.8
Mesabi East Ind Sch Dist 2711,247724,2015,23.3
Milaca Ind School District 912,247496,2015,22.3
Minneapolis Public Sch Dist,247310,2015,19.1
Minneota Public Schools,247424,2015,21.2
Minnetonka Isd 276,247292,2015,26.2
Minnewaska Area Sch Dist 2149,247642,2015,22.4
Montevideo Ind School Dist 129,247120,2015,22.6
Monticello Ind School Dist 882,247904,2015,22.6
Moorhead Ind School Dist 152,247140,2015,22.1
Moose Lake Ind School Dist 97,247084,2015,21.7
Mora Ind School Dist 332,247354,2015,21.5
Morris Ind School Dist 2769,247820,2015,22.4
Mounds View Ind Sch Dist 621,247648,2015,23.5
Mountain Iron-Buhl Isd 712,247746,2015,24.2
Mountain Lake Ind Sch Dist 173,247154,2015,24
Murray Co Central Isd 2169,247530,2015,22.4
N St Paul Mplwd Oakdale Sd 622,247650,2015,21.8
Nashwauk-Keewatin Ind Sd 319,247344,2015,20.6
Nevis Ind School District 308,247326,2015,22.6
New London-Spicer Ind Sd 0345,247360,2015,23.1
New Prague Ind Sch Dist 721,247764,2015,22.2
New Ulm Pub Sch District 88,247066,2015,24.3
New York Mills Ind Sd 553,247580,2015,21.6
Nicollet Ind School Dist 507,247532,2015,23.3
Norman Co East Isd 2215,247560,2015,24
Norman Co West Isd 2527,247556,2015,22.4
North Branch Ind Sch Dist 138,247126,2015,21.8
Northfield Ind School Dist 659,247706,2015,23.4
Northland Cmty Sd 118,247110,2015,NA
Nrheg Ind Sch Dist 2168,247874,2015,23
Ogilvie Ind School Dist 333,247356,2015,19.4
Onamia Ind School Dist 480,247498,2015,21.1
Orono Ind School District 278,247296,2015,25.7
Ortonville Ind Sch Dist 2903,247050,2015,23.1
Osakis Ind School District 213,247208,2015,23.6
Osseo Ind School District 279,247298,2015,22.3
Owatonna School Dist 761,247816,2015,21.2
Park Rapids Ind Sch Dist 309,247330,2015,23.7
Parkers Prairie Ind Sd 547,247582,2015,21.7
Paynesville Ind Sch Dist 741,247800,2015,22.3
Pelican Rapids Ind Sd 548,247584,2015,22.1
Pequot Lakes Ind Sch Dist 186,247166,2015,24
Perham-Dent Ind Sch Dist 549,247586,2015,23.1
Pierz School District 484,247508,2015,22.3
Pillager Ind School Dist 116,247108,2015,21.7
Pine City Sch District 578,247602,2015,23.2
Pine Island School Dist 255,247262,2015,23.8
Pine River-Backus Ind Sd 2174,247104,2015,23.4
Pipestone Area Sch Dist 2689,247614,2015,22
Plainview Elgin Millville Sd,247856,2015,23.8
Princeton Public Sch Dist 477,247500,2015,22.6
Prior Lake-Savage Area Sd 719,247766,2015,23.8
Proctor Ind School Dist 704,247748,2015,21.7
Randolph School District 195,247178,2015,23.5
Red Lake Co Central Isd 2906,247658,2015,NA
Red Lake Falls Sch Dist 630,247662,2015,19.9
Red Lake Independent Sd 38,247036,2015,17.6
Red Rock Central Ind Sd 2884,247668,2015,23.5
Red Wing School District 256,247264,2015,22.1
Redwood Falls Sch Dist 2897,247674,2015,22.6
Renville Co West Sch Dist 2890,247698,2015,19.3
Richfield School District 280,247300,2015,20
Robbinsdale Ind Sch Dist 281,247302,2015,21.6
Rochester School District 535,247566,2015,24.5
Rockford School District 883,247918,2015,22.9
Rocori Ind Sch Dist 750,247808,2015,23.6
Roseau School District 682,247720,2015,21.8
Rosemount-Apple Vly-Eagan 196,247180,2015,24.4
Roseville Area Sch Dist 623,247652,2015,23.1
Rothsay School District 850,247896,2015,22.3
Royalton School District 485,247512,2015,20.4
Rush City Ind School Dist 139,247128,2015,22.5
Rushford-Peterson Isd 239,247240,2015,23.1
Russell Tyler Ruthton Sd 2902,247412,2015,21.8
Sartell-St Stephen Isd 748,247804,2015,24.2
Sauk Centre School Dist 743,247806,2015,22.7
Sauk Rapids-Rice Sch Dist 47,247042,2015,23.3
Sebeka Ind School District 820,247866,2015,22.4
Shakopee School District 720,247768,2015,22.5
Sibley East Ind Sch Dist 2310,247782,2015,20.9
Sleepy Eye School District 84,247068,2015,21.3
South Koochiching Sd 363,247382,2015,21.1
South St Paul Special Sd 6,247182,2015,21.9
South Washington Co Sd 833,247882,2015,24.1
Southland School District 500,247524,2015,20.6
Spring Grove School Dist 297,247322,2015,23.4
Spring Lake Park Sd 16,247018,2015,21.8
Springfield School District 85,247070,2015,21
St Anthony-New Brighton Sd 282,247304,2015,24.2
St Charles Ind School Dist 858,247900,2015,22.9
St Clair School District 75,247062,2015,22.1
St Cloud Ind Sch Dist 742,247802,2015,22.3
St James School District 840,247890,2015,21
St Louis Co Isd 2142,247756,2015,22
St Louis Park School Dist 283,247306,2015,22.9
St Michael-Albertville Sd 885,247916,2015,23.5
St Paul Independent Sd 625,247656,2015,17.7
St Peter Ind School Dist 508,247534,2015,23
Staples-Motley Isd 2170,247842,2015,21.4
Stephen-Argyle Central Sd 2856,247460,2015,22.1
Stewartville School Dist 534,247568,2015,22
Stillwater School Dist 834,247884,2015,24.7
Swanville School District 486,247504,2015,22
Thief River Falls Sd 564,247592,2015,22.4
Tracy Ind School District 2904,247428,2015,21.9
Tri-County Ind Sch Dist 2358,247372,2015,23.6
Triton Ind School Dist 2125,247192,2015,20.4
Truman School District 458,247474,2015,NA
Ulen-Hitterdal Sch Dist 914,247142,2015,20.9
Underwood School District 550,247588,2015,21.6
United South Central Isd 2134,247222,2015,22.7
Upsala Area School Dist 487,247506,2015,23
Verndale Ind School Dist 818,247862,2015,NA
Virginia Public Sch Dist 706,247752,2015,23.4
W St Paul-Mendota-Eagan Sd 197,247184,2015,23.6
Wabasha-Kellogg Isd 811,247858,2015,21.5
Wabasso School District 640,247678,2015,23.3
Waconia School District 110,247096,2015,23.5
Wadena-Deer Creek Sd 2155,247864,2015,21.5
Walker-Hackensack-Akeley 113,247112,2015,23.4
Warren-Alvarado-Oslo Sd 2176,247464,2015,20.2
Warroad School District 690,247722,2015,22.8
Waseca Public School Dist,247876,2015,23.7
Watertown-Mayer Sch Dist 111,247098,2015,22.5
Watrvle-Elysian-Mrstwn Sd 2143,247404,2015,22.1
Waubun-Ogema-White Earth Psd,247446,2015,19.2
Wayzata School District 284,247308,2015,26.3
West Central Area Sd 2342,247206,2015,22.1
Westbrook-Walnut Grove Sd 2898,247158,2015,20.2
Westonka Ind School Dist 277,247294,2015,24.3
Wheaton School District 803,247848,2015,23.1
White Bear Lake Area Isd 624,247654,2015,23.2
Willmar School District 347,247364,2015,21.8
Willow River School Dist 577,247606,2015,NA
Win-E-Mac School Dist 2609,247632,2015,22
Windom School District 177,247160,2015,23.1
Winona Area Public School Dist,247902,2015,22.7
Worthington School Dist 518,247542,2015,21
Wrenshall School District 100,247088,2015,21.9
Wright School District 966,247920,2015,NA
Yellow Medicine East Sd 2190,247928,2015,20.2
Zumbrota-Mazeppa Isd 2805,247854,2015,22.7
Ada-Borup School District 2854,247550,2014,21.4
Adrian Ind School District 511,247544,2014,20.3
Aitkin Ind School District 1,247002,2014,22.6
Albany Area Sch District 745,247788,2014,23
Albert Lea Area Schools,247246,2014,21.8
Alden-Conger Ind Sch Dist 242,247248,2014,23.2
Alexandria Ind School Dist 206,247200,2014,22.7
Annandale Ind School Dist 876,247906,2014,23
Anoka-Hennepin Ind Sch Dist 11,247008,2014,22.7
Ashby Ind School District 261,247270,2014,20.6
Atwater-Cosmos-Grove City Sd,247358,2014,21
Austin Ind School District 492,247518,2014,19.5
Badger Ind School District 676,247716,2014,21
Bagley Ind School District 162,247146,2014,20
Barnesville Ind Sch Dist 146,247132,2014,21.9
Barnum Ind School District 91,247076,2014,22.3
Battle Lake Ind Sch Dist 542,247572,2014,22
Becker Ind School District 726,247770,2014,22.5
Belgrade-Brootn-Elrosa Sd 2364,247790,2014,21.8
Belle Plaine Ind Sch Dist 716,247760,2014,21.7
Bemidji Ind School District 31,247030,2014,23
Benson Ind School District 777,247826,2014,22.8
Bertha-Hewitt Ind Sch Dist 786,247830,2014,20.5
Big Lake Ind School Dist 727,247772,2014,22.4
Blackduck Ind School Dist 32,247032,2014,21.4
Blooming Prairie Ind Sd 756,247810,2014,21.3
Bloomington Pub Sch Dist 271,247280,2014,22.7
Blue Earth Area Ind Sd 2860,247210,2014,22.7
Bold School District,247682,2014,21.2
Braham Ind School District 314,247332,2014,22.3
Brainerd Ind School Dist 181,247162,2014,23.4
Brandon-Evansville Isd 2908,247202,2014,20.8
Breckenridge Ind Sch Dist 846,247892,2014,21.5
Brooklyn Center Ind Sd 286,247282,2014,18.1
Browerville Ind Sch Dist 787,247832,2014,21.4
Buffalo Hanover Montrose Sd,247908,2014,23.1
Buffalo Lake-Hector Isd 2159,247692,2014,20.7
Burnsville-Eagan-Savage Sd 191,247170,2014,22.4
Butterfield-Odin Ind Sd 836,247886,2014,NA
Byron Ind School District 531,247562,2014,24.3
Caledonia Ind School Dist 299,247316,2014,22.3
Cambridge-Isanti Sch Dist 911,247334,2014,22.6
Campbell-Tintah Ind Sd 852,247894,2014,NA
Canby Ind School District 891,247922,2014,20.4
Cannon Falls Ind Sch Dist 252,247256,2014,22
Carlton Ind School District 93,247078,2014,NA
Cass Lake-Bena Ind Sd 115,247106,2014,17.8
Cedar Mountain Sch Dist 2754,247672,2014,20.8
Centennial Ind School Dist 12,247010,2014,24.2
Central School District 108,247094,2014,23.3
Chatfield Pub School Dist 227,247570,2014,21.7
Chisago Lakes Isd 2144,247124,2014,23.3
Chisholm Ind School Dist 695,247728,2014,21
Chokio-Alberta Ind Sd 771,247822,2014,NA
Clearbrook-Gonvick Sd 2311,247148,2014,NA
Cleveland Public Sch Dist 391,247396,2014,21.7
Climax-Shelly Ind Sch Dist 592,247618,2014,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2014,20.7
Cloquet Ind School District 94,247080,2014,22.9
Columbia Heights Isd 13,247012,2014,19.4
Comfrey Ind School District 81,247064,2014,NA
Cook Co Sch Dist 166,247152,2014,22.3
Cromwell-Wright Ind Sd 95,247082,2014,NA
Crookston Ind School Dist 593,247620,2014,19.5
Crosby-Ironton School Dist 182,247164,2014,24.3
Dassel-Cokato Ind Sch Dist 466,247486,2014,22.6
Dawson-Boyd Isd 378,247388,2014,21.3
Deer River Ind School Dist 317,247340,2014,21.3
Delano Ind School District 879,247910,2014,24.2
Detroit Lakes Ind Sch Dist 22,247022,2014,22.6
Dilworth-Glyndn-Feltn Isd 2164,247134,2014,21.8
Dover-Eyota Ind Sch Dist 533,247564,2014,23
Duluth Ind School District 709,247730,2014,22.9
East Central Isd 2580,247604,2014,22.1
East Grand Forks Ind Sd 595,247622,2014,21.5
Eastern Carver Co Schools,247092,2014,23.9
Eden Prairie Ind Sch Dist 272,247284,2014,25.3
Eden Valley-Watkins Ind Sd 463,247488,2014,22
Edgerton Ind School Dist 581,247610,2014,21.4
Edina Public School Dist 273,247286,2014,26.3
Elk River Ind School Dist 728,247774,2014,23.1
Ellsworth Ind School Dist 514,247540,2014,22
Ely Ind School District 696,247732,2014,22
Esko Ind School District 99,247086,2014,23.9
Eveleth-Gilbert Sch Dist 2154,247734,2014,23
Fairmont Area School Dist 2752,247466,2014,22.5
Faribault Ind School Dist 656,247702,2014,21.5
Farmington Ind School Dist 192,247172,2014,22.5
Fergus Falls Ind Sch Dist 544,247576,2014,22.9
Fertile-Beltrami Ind Sd 599,247626,2014,20.6
Fillmore Central Sch Dist 2198,247238,2014,20.7
Fisher Ind School District 600,247628,2014,21.6
Floodwood Ind School Dist 698,247736,2014,21.9
Foley Ind School District 51,247040,2014,21.2
Forest Lake Ind Sch Dist 831,247878,2014,22.4
Fosston Ind School Dist 601,247630,2014,23.5
Frazee-Vergas Ind Sch Dist 23,247024,2014,22.1
Fridley Ind School District 14,247014,2014,21.5
Fulda Ind School District 505,247528,2014,22.4
Gfw Public School Dist 2365,247688,2014,21.5
Glencoe Silver Lake Isd 2859,247432,2014,21.3
Glenville-Emmons Isd 2886,247250,2014,18.4
Goodhue Ind School Dist 253,247258,2014,21.4
Goodridge Ind School Dist 561,247590,2014,NA
Granada-Huntley-East Chain Sd,247470,2014,20.5
Grand Meadow Pub Sch Dist 495,247520,2014,21.1
Grand Rapids Ind Sch Dist 318,247342,2014,23
Greenbush-Middle River Sd 2683,247718,2014,24.1
Greenway Ind School Dist 316,247338,2014,22.3
Grygla Ind School District 447,247458,2014,19.4
Hancock Ind Sch Dist 768,247818,2014,NA
Hastings Ind School Dist 200,247174,2014,22.5
Hawley Ind School District 150,247138,2014,21.6
Hayfield Ind School Dist 203,247194,2014,21.8
Hendricks Ind School Dist 402,247406,2014,NA
Henning Ind School Dist 545,247578,2014,21
Herman-Norcross Cmty Sd 264,247278,2014,NA
Hermantown Ind School Dist 700,247740,2014,23.1
Heron Lake-Okabena Isd 330,247346,2014,22.6
Hibbing Ind School Dist 701,247742,2014,23
Hill City Ind School Dist 2,247004,2014,NA
Hills-Beaver Creek Ind Sd 671,247708,2014,20.8
Hinckley-Finlayson Psd 2165,247600,2014,21.4
Holdingford Ind Sch Dist 738,247794,2014,22.9
Hopkins Ind School Dist 270,247288,2014,23.1
Houston Ind School Dist 294,247318,2014,22.7
Hutchinson Ind School Dist 423,247434,2014,22.7
Independent School District 15,247016,2014,22.1
Independent Sd 2687,247912,2014,21.8
International Falls Ind Sd 361,247380,2014,21.3
Inver Grove Heights Isd 199,247186,2014,23.8
Isle Ind School District 473,247494,2014,22.6
Jackson Co Central Sd 2895,247348,2014,21.4
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2014,22.1
Jordan Ind School District 717,247762,2014,22.3
Kasson-Mantorville Ind Sd 204,247196,2014,23.7
Kelliher School Dist 36,247034,2014,NA
Kenyon-Wanamingo Sd 2172,247260,2014,24.1
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2014,21.8
Kimball Ind School Dist 739,247796,2014,22.5
Kingsland Public Sch Dist 2137,247242,2014,22.5
Kittson Central Sch Dist 2171,247366,2014,21.5
La Crescent-Hokah Ind Sd 300,247320,2014,23.9
Lac Qui Parle Vly Isd 2853,247934,2014,22.3
Lake City Ind School Dist 813,247852,2014,24.1
Lake Crystal-Wellcome Mem 2071,247056,2014,20.8
Lake Of The Woods Isd 390,247394,2014,21.7
Lake Park-Audubon Isd 2889,247020,2014,21.8
Lake Superior Ind Sch Dist 381,247392,2014,22.3
Lakeview Ind School Dist 2167,247418,2014,22.8
Lakeville Ind School Dist 194,247176,2014,24.1
Lancaster Ind School Dist 356,247374,2014,NA
Lanesboro Ind School Dist 229,247232,2014,23.4
Laporte Ind School Dist 306,247328,2014,NA
Le Center Ind School Dist 392,247398,2014,NA
Le Sueur-Henderson Isd 2397,247400,2014,21.9
Leroy-Ostrander Ind Sd 499,247516,2014,NA
Lester Prairie Ind Sd 424,247436,2014,22.4
Lewiston-Altura Isd 857,247898,2014,21.2
Litchfield Ind School Dist 465,247492,2014,22.1
Little Falls Ind Sch Dist 482,247502,2014,22.5
Littlefork-Big Falls Sd 362,247378,2014,22.8
Long Prairie-Grey Eagle 2753,247840,2014,22.2
Luverne Ind School Dist 2184,247710,2014,23.9
Lyle Ind School District 497,247522,2014,NA
Mabel-Canton Ind Sch Dist 238,247234,2014,20.4
Maccray Ind School Dist 2180,247114,2014,21.2
Madelia Ind School Dist 837,247888,2014,21.6
Mahnomen Ind School Dist 432,247444,2014,22.5
Mahtomedi Ind School Dist 832,247880,2014,25.1
Mankato Area Public Schs,247060,2014,22.9
Maple Lake Ind School Dist 881,247914,2014,21.5
Maple River School Dist 2135,247058,2014,22.4
Marshall Co Central Isd 441,247454,2014,19.9
Marshall Ind School Dist 413,247422,2014,22.7
Martin Co West Sch Dist 2448,247472,2014,21.9
Mcgregor Ind School Dist 4,247006,2014,20.3
Medford Ind School Dist 763,247814,2014,21
Melrose Area Ind Sd 740,247798,2014,21.9
Menahga Ind School Dist 821,247860,2014,23.3
Mesabi East Ind Sch Dist 2711,247724,2014,22.8
Milaca Ind School District 912,247496,2014,21
Minneapolis Public Sch Dist,247310,2014,19.4
Minneota Public Schools,247424,2014,20.7
Minnetonka Isd 276,247292,2014,25.8
Minnewaska Area Sch Dist 2149,247642,2014,22.1
Montevideo Ind School Dist 129,247120,2014,21.7
Monticello Ind School Dist 882,247904,2014,23
Moorhead Ind School Dist 152,247140,2014,22.6
Moose Lake Ind School Dist 97,247084,2014,21.4
Mora Ind School Dist 332,247354,2014,22.9
Morris Ind School Dist 2769,247820,2014,22.6
Mounds View Ind Sch Dist 621,247648,2014,23.5
Mountain Iron-Buhl Isd 712,247746,2014,NA
Mountain Lake Ind Sch Dist 173,247154,2014,21.9
Murray Co Central Isd 2169,247530,2014,22.4
N St Paul Mplwd Oakdale Sd 622,247650,2014,21.7
Nashwauk-Keewatin Ind Sd 319,247344,2014,21.8
Nevis Ind School District 308,247326,2014,22.4
New London-Spicer Ind Sd 0345,247360,2014,23
New Prague Ind Sch Dist 721,247764,2014,22.6
New Ulm Pub Sch District 88,247066,2014,23.2
New York Mills Ind Sd 553,247580,2014,21.8
Nicollet Ind School Dist 507,247532,2014,NA
Norman Co East Isd 2215,247560,2014,20.7
Norman Co West Isd 2527,247556,2014,20.5
North Branch Ind Sch Dist 138,247126,2014,22
Northfield Ind School Dist 659,247706,2014,24.4
Northland Cmty Sd 118,247110,2014,23.4
Nrheg Ind Sch Dist 2168,247874,2014,21.1
Ogilvie Ind School Dist 333,247356,2014,21.8
Onamia Ind School Dist 480,247498,2014,22.4
Orono Ind School District 278,247296,2014,25.6
Ortonville Ind Sch Dist 2903,247050,2014,21.3
Osakis Ind School District 213,247208,2014,23
Osseo Ind School District 279,247298,2014,22.3
Owatonna School Dist 761,247816,2014,22.9
Park Rapids Ind Sch Dist 309,247330,2014,23.1
Parkers Prairie Ind Sd 547,247582,2014,22.6
Paynesville Ind Sch Dist 741,247800,2014,21.9
Pelican Rapids Ind Sd 548,247584,2014,20.8
Pequot Lakes Ind Sch Dist 186,247166,2014,22
Perham-Dent Ind Sch Dist 549,247586,2014,22.6
Pierz School District 484,247508,2014,21.8
Pillager Ind School Dist 116,247108,2014,22
Pine City Sch District 578,247602,2014,22.4
Pine Island School Dist 255,247262,2014,24.2
Pine River-Backus Ind Sd 2174,247104,2014,21.4
Pipestone Area Sch Dist 2689,247614,2014,21.7
Plainview Elgin Millville Sd,247856,2014,22.7
Princeton Public Sch Dist 477,247500,2014,21.4
Prior Lake-Savage Area Sd 719,247766,2014,24.2
Proctor Ind School Dist 704,247748,2014,22.4
Randolph School District 195,247178,2014,20.2
Red Lake Co Central Isd 2906,247658,2014,NA
Red Lake Falls Sch Dist 630,247662,2014,21.1
Red Lake Independent Sd 38,247036,2014,NA
Red Rock Central Ind Sd 2884,247668,2014,22.1
Red Wing School District 256,247264,2014,22.7
Redwood Falls Sch Dist 2897,247674,2014,22
Renville Co West Sch Dist 2890,247698,2014,20.6
Richfield School District 280,247300,2014,20.4
Robbinsdale Ind Sch Dist 281,247302,2014,21.6
Rochester School District 535,247566,2014,24.7
Rockford School District 883,247918,2014,22.5
Rocori Ind Sch Dist 750,247808,2014,23
Roseau School District 682,247720,2014,21.7
Rosemount-Apple Vly-Eagan 196,247180,2014,24.1
Roseville Area Sch Dist 623,247652,2014,23.3
Rothsay School District 850,247896,2014,22
Royalton School District 485,247512,2014,21.2
Rush City Ind School Dist 139,247128,2014,22.1
Rushford-Peterson Isd 239,247240,2014,21.6
Russell Tyler Ruthton Sd 2902,247412,2014,22.7
Sartell-St Stephen Isd 748,247804,2014,24.4
Sauk Centre School Dist 743,247806,2014,22.4
Sauk Rapids-Rice Sch Dist 47,247042,2014,22.5
Sebeka Ind School District 820,247866,2014,23
Shakopee School District 720,247768,2014,22.7
Sibley East Ind Sch Dist 2310,247782,2014,21.5
Sleepy Eye School District 84,247068,2014,20.4
South Koochiching Sd 363,247382,2014,NA
South St Paul Special Sd 6,247182,2014,22.3
South Washington Co Sd 833,247882,2014,24.1
Southland School District 500,247524,2014,21.8
Spring Grove School Dist 297,247322,2014,21.7
Spring Lake Park Sd 16,247018,2014,22.8
Springfield School District 85,247070,2014,22
St Anthony-New Brighton Sd 282,247304,2014,24.2
St Charles Ind School Dist 858,247900,2014,22.1
St Clair School District 75,247062,2014,22.3
St Cloud Ind Sch Dist 742,247802,2014,22.2
St James School District 840,247890,2014,20.8
St Louis Co Isd 2142,247756,2014,21
St Louis Park School Dist 283,247306,2014,23.3
St Michael-Albertville Sd 885,247916,2014,24.1
St Paul Independent Sd 625,247656,2014,19.4
St Peter Ind School Dist 508,247534,2014,22.9
Staples-Motley Isd 2170,247842,2014,21.9
Stephen-Argyle Central Sd 2856,247460,2014,21.8
Stewartville School Dist 534,247568,2014,22.8
Stillwater School Dist 834,247884,2014,24.5
Swanville School District 486,247504,2014,21.5
Thief River Falls Sd 564,247592,2014,21.6
Tracy Ind School District 2904,247428,2014,21.5
Tri-County Ind Sch Dist 2358,247372,2014,20.3
Triton Ind School Dist 2125,247192,2014,21.9
Truman School District 458,247474,2014,22.8
Ulen-Hitterdal Sch Dist 914,247142,2014,19.6
Underwood School District 550,247588,2014,22.3
United South Central Isd 2134,247222,2014,22.1
Upsala Area School Dist 487,247506,2014,22.2
Verndale Ind School Dist 818,247862,2014,20.8
Virginia Public Sch Dist 706,247752,2014,22.9
W St Paul-Mendota-Eagan Sd 197,247184,2014,24
Wabasha-Kellogg Isd 811,247858,2014,20.8
Wabasso School District 640,247678,2014,22.4
Waconia School District 110,247096,2014,23.2
Wadena-Deer Creek Sd 2155,247864,2014,22.8
Walker-Hackensack-Akeley 113,247112,2014,20.9
Warren-Alvarado-Oslo Sd 2176,247464,2014,21.2
Warroad School District 690,247722,2014,21.8
Waseca Public School Dist,247876,2014,22.6
Watertown-Mayer Sch Dist 111,247098,2014,22.5
Watrvle-Elysian-Mrstwn Sd 2143,247404,2014,21.7
Waubun-Ogema-White Earth Psd,247446,2014,20.5
Wayzata School District 284,247308,2014,26.1
West Central Area Sd 2342,247206,2014,22.4
Westbrook-Walnut Grove Sd 2898,247158,2014,21.1
Westonka Ind School Dist 277,247294,2014,24.5
Wheaton School District 803,247848,2014,20.3
White Bear Lake Area Isd 624,247654,2014,23.4
Willmar School District 347,247364,2014,22
Willow River School Dist 577,247606,2014,23.1
Win-E-Mac School Dist 2609,247632,2014,20
Windom School District 177,247160,2014,22.9
Winona Area Public School Dist,247902,2014,23
Worthington School Dist 518,247542,2014,21.2
Wrenshall School District 100,247088,2014,22.2
Wright School District 966,247920,2014,NA
Yellow Medicine East Sd 2190,247928,2014,21.3
Zumbrota-Mazeppa Isd 2805,247854,2014,23.7
Ada-Borup School District 2854,247550,2013,22.7
Adrian Ind School District 511,247544,2013,22.8
Aitkin Ind School District 1,247002,2013,22.3
Albany Area Sch District 745,247788,2013,22.8
Albert Lea Area Schools,247246,2013,21.8
Alden-Conger Ind Sch Dist 242,247248,2013,22.4
Alexandria Ind School Dist 206,247200,2013,23.2
Annandale Ind School Dist 876,247906,2013,23.4
Anoka-Hennepin Ind Sch Dist 11,247008,2013,22.4
Ashby Ind School District 261,247270,2013,22
Atwater-Cosmos-Grove City Sd,247358,2013,21.5
Austin Ind School District 492,247518,2013,20.2
Badger Ind School District 676,247716,2013,21.2
Bagley Ind School District 162,247146,2013,20.2
Barnesville Ind Sch Dist 146,247132,2013,21.2
Barnum Ind School District 91,247076,2013,23
Battle Lake Ind Sch Dist 542,247572,2013,21.7
Becker Ind School District 726,247770,2013,22.5
Belgrade-Brootn-Elrosa Sd 2364,247790,2013,22
Belle Plaine Ind Sch Dist 716,247760,2013,21.5
Bemidji Ind School District 31,247030,2013,22.4
Benson Ind School District 777,247826,2013,22.8
Bertha-Hewitt Ind Sch Dist 786,247830,2013,20.7
Big Lake Ind School Dist 727,247772,2013,22.8
Blackduck Ind School Dist 32,247032,2013,22.3
Blooming Prairie Ind Sd 756,247810,2013,23.4
Bloomington Pub Sch Dist 271,247280,2013,23.2
Blue Earth Area Ind Sd 2860,247210,2013,23.5
Bold School District,247682,2013,21.5
Braham Ind School District 314,247332,2013,22.4
Brainerd Ind School Dist 181,247162,2013,24.2
Brandon-Evansville Isd 2908,247202,2013,22.1
Breckenridge Ind Sch Dist 846,247892,2013,21.5
Brooklyn Center Ind Sd 286,247282,2013,16.5
Browerville Ind Sch Dist 787,247832,2013,20.5
Buffalo Hanover Montrose Sd,247908,2013,23
Buffalo Lake-Hector Isd 2159,247692,2013,21.2
Burnsville-Eagan-Savage Sd 191,247170,2013,23.2
Butterfield-Odin Ind Sd 836,247886,2013,NA
Byron Ind School District 531,247562,2013,23.6
Caledonia Ind School Dist 299,247316,2013,23.1
Cambridge-Isanti Sch Dist 911,247334,2013,23
Campbell-Tintah Ind Sd 852,247894,2013,NA
Canby Ind School District 891,247922,2013,22.9
Cannon Falls Ind Sch Dist 252,247256,2013,22.1
Carlton Ind School District 93,247078,2013,21
Cass Lake-Bena Ind Sd 115,247106,2013,18.8
Cedar Mountain Sch Dist 2754,247672,2013,21.1
Centennial Ind School Dist 12,247010,2013,23.4
Central School District 108,247094,2013,22
Chatfield Pub School Dist 227,247570,2013,23.3
Chisago Lakes Isd 2144,247124,2013,23.4
Chisholm Ind School Dist 695,247728,2013,22.2
Chokio-Alberta Ind Sd 771,247822,2013,NA
Clearbrook-Gonvick Sd 2311,247148,2013,20.2
Cleveland Public Sch Dist 391,247396,2013,20.9
Climax-Shelly Ind Sch Dist 592,247618,2013,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2013,21.3
Cloquet Ind School District 94,247080,2013,23.6
Columbia Heights Isd 13,247012,2013,19.3
Comfrey Ind School District 81,247064,2013,NA
Cook Co Sch Dist 166,247152,2013,21.8
Cromwell-Wright Ind Sd 95,247082,2013,22.8
Crookston Ind School Dist 593,247620,2013,21
Crosby-Ironton School Dist 182,247164,2013,22.7
Dassel-Cokato Ind Sch Dist 466,247486,2013,22.6
Dawson-Boyd Isd 378,247388,2013,19.3
Deer River Ind School Dist 317,247340,2013,21.4
Delano Ind School District 879,247910,2013,24.2
Detroit Lakes Ind Sch Dist 22,247022,2013,22.9
Dilworth-Glyndn-Feltn Isd 2164,247134,2013,22.6
Dover-Eyota Ind Sch Dist 533,247564,2013,23.6
Duluth Ind School District 709,247730,2013,23
East Central Isd 2580,247604,2013,21.8
East Grand Forks Ind Sd 595,247622,2013,22
Eastern Carver Co Schools,247092,2013,24.1
Eden Prairie Ind Sch Dist 272,247284,2013,25.2
Eden Valley-Watkins Ind Sd 463,247488,2013,23
Edgerton Ind School Dist 581,247610,2013,21.4
Edina Public School Dist 273,247286,2013,26.2
Elk River Ind School Dist 728,247774,2013,22.8
Ellsworth Ind School Dist 514,247540,2013,NA
