DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,All Grades,2442,1545,375,479,478,379,44,2566,1613,399,479,478,409,46,, ,EC-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,KG,2,2,,,,2,,2,2,,,,2,,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,01,1,,,,,1,,1,,,,,1,,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,02,8,7,,1,1,8,,8,7,,1,1,8,,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,03,21,14,,1,1,21,,21,14,,1,1,21,,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,04,31,20,3,1,1,30,3,31,20,3,1,1,30,3,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,05,24,13,4,1,1,21,1,24,13,4,1,1,21,1,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,06,31,16,2,2,2,28,1,31,16,2,2,2,28,1,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,07,53,32,,4,4,47,,53,32,,4,4,47,,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,08,63,36,4,4,4,49,3,63,36,4,4,4,49,3,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,09,64,45,,1,1,35,1,64,45,,1,1,35,1,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,10,98,59,7,5,5,51,3,98,59,7,5,5,51,3,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,11,183,107,8,9,9,89,8,183,107,8,9,9,89,8,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,12,576,287,48,23,23,314,22,576,287,48,23,23,314,22,, ,KG-12,
17-18,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,All Grades,1155,638,76,52,52,696,42,1155,638,76,52,52,696,42,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,KG,1,,,,,1,,1,,,,,1,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,01,1,,,,,1,,1,,,,,1,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,02,6,3,,,,6,,6,3,,,,6,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,03,9,4,2,,,9,,9,4,2,,,9,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,04,8,3,1,,,8,,8,3,1,,,8,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,05,15,9,1,,,15,,15,9,1,,,15,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,06,5,3,,,,5,,5,3,,,,5,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,07,11,4,1,,,11,,11,4,1,,,11,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,08,12,7,1,,,11,,12,7,1,,,11,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,09,18,10,,,,15,,18,10,,,,15,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,10,25,8,1,,,18,,25,8,1,,,18,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,11,40,17,,,,23,1,40,17,,,,23,1,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,12,136,29,4,,,88,,136,29,4,,,88,,, ,KG-12,
17-18,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,11,11,All Grades,287,97,11,,,211,1,287,97,11,,,211,1,, ,KG-12,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,EC,,,,,,,,11,5,1,,,11,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,PK,,,,,,,,42,5,3,,,,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,KG,70,26,7,,,6,1,70,26,7,,,6,1,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,01,86,25,8,1,1,15,1,86,25,8,1,1,15,1,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,02,87,28,6,3,3,16,,87,28,6,3,3,16,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,03,90,24,8,3,3,17,,90,24,8,3,3,17,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,04,114,30,9,2,2,14,,114,30,9,2,2,14,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,05,150,41,5,3,2,25,1,150,41,5,3,2,25,1,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,06,124,36,11,1,,33,,124,36,11,1,,33,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,07,156,44,8,3,1,34,,156,44,8,3,1,34,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,08,173,47,13,4,,37,1,173,47,13,4,,37,1,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,09,191,52,9,1,1,33,4,191,52,9,1,1,33,4,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,10,210,55,13,1,1,39,,210,55,13,1,1,39,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,11,244,47,16,3,2,41,2,244,47,16,3,2,41,2,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,12,292,54,12,2,,51,,292,54,12,2,,51,,, ,,
17-18,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,All Grades,1987,509,125,27,16,361,10,2040,519,129,27,16,372,10,, ,,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,EC,,,,,,,,3,,1,,,3,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,KG,28,5,4,,,2,,28,5,4,,,2,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,01,16,4,1,,,1,,16,4,1,,,1,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,02,24,4,,,,4,,24,4,,,,4,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,03,16,2,1,,,2,,16,2,1,,,2,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,04,37,5,4,,,2,,37,5,4,,,2,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,05,39,3,6,,,7,,39,3,6,,,7,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,06,17,2,3,,,1,,17,2,3,,,1,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,07,26,6,5,,,3,,26,6,5,,,3,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,08,26,8,1,,,2,,26,8,1,,,2,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,09,29,5,3,,,7,,29,5,3,,,7,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,10,29,3,5,,,3,,29,3,5,,,3,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,11,29,5,4,,,4,,29,5,4,,,4,,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,12,26,3,4,,,3,1,26,3,4,,,3,1,, ,EC-12,
17-18,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,All Grades,342,55,41,,,41,1,345,55,42,,,44,1,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,EC,,,,,,,,12,4,1,,,12,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,KG,48,16,1,,,10,3,48,16,1,,,10,3,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,01,39,14,,,,7,1,39,14,,,,7,1,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,02,50,14,1,,,6,3,50,14,1,,,6,3,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,03,53,15,1,,,5,,53,15,1,,,5,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,04,42,10,4,,,8,2,42,10,4,,,8,2,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,05,55,9,2,,,11,,55,9,2,,,11,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,06,49,5,1,,,7,,49,5,1,,,7,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,07,50,11,6,,,11,1,50,11,6,,,11,1,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,08,49,11,5,,,9,,49,11,5,,,9,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,09,67,10,4,,,8,,67,10,4,,,8,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,10,61,12,5,,,11,,61,12,5,,,11,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,11,61,5,4,,,5,1,61,5,4,,,5,1,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,12,54,3,2,,,4,,54,3,2,,,4,,, ,EC-12,
17-18,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,All Grades,678,135,36,,,102,11,690,139,37,,,114,11,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,EC,,,,,,,,18,6,,,,18,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,KG,75,10,4,,,14,,75,10,4,,,14,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,01,62,12,4,,,10,,62,12,4,,,10,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,02,68,8,6,,,12,,68,8,6,,,12,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,03,72,15,3,,,9,,72,15,3,,,9,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,04,81,13,4,1,1,15,,81,13,4,1,1,15,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,05,91,16,6,,,14,,91,16,6,,,14,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,06,91,14,3,,,10,,91,14,3,,,10,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,07,95,9,3,,,9,,95,9,3,,,9,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,08,101,12,6,,,8,,101,12,6,,,8,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,09,92,12,7,,,20,,92,12,7,,,20,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,10,102,11,2,,,17,,102,11,2,,,17,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,11,93,9,3,,,11,,93,9,3,,,11,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,12,100,4,7,,,16,,100,4,7,,,16,,, ,EC-12,
17-18,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,All Grades,1123,145,58,1,1,165,,1141,151,58,1,1,183,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,EC,,,,,,,,6,3,2,,,6,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,PK,,,,,,,,19,3,4,,,,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,KG,29,16,2,,,3,,29,16,2,,,3,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,01,22,11,1,,,5,,22,11,1,,,5,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,02,19,7,2,,,1,,19,7,2,,,1,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,03,25,13,3,,,4,,25,13,3,,,4,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,04,36,12,7,,,8,,36,12,7,,,8,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,05,24,9,2,,,5,,24,9,2,,,5,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,06,28,14,2,,,3,2,28,14,2,,,3,2,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,07,23,10,5,,,2,,23,10,5,,,2,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,08,18,14,1,,,6,1,18,14,1,,,6,1,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,09,25,12,4,,,6,,25,12,4,,,6,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,10,16,7,2,,,7,,16,7,2,,,7,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,11,22,7,5,,,7,,22,7,5,,,7,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,12,15,7,1,,,2,,15,7,1,,,2,,, ,EC-12,
17-18,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,All Grades,302,139,37,,,59,3,327,145,43,,,65,3,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,EC,,,,,,,,6,2,2,,,6,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,PK,,,,,,,,38,11,2,,,,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,KG,41,19,4,,,8,,41,19,4,,,8,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,01,45,16,5,,,8,,45,16,5,,,8,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,02,45,18,4,,,9,,45,18,4,,,9,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,03,36,9,5,,,2,,36,9,5,,,2,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,04,49,17,8,,,9,,49,17,8,,,9,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,05,54,15,6,,,10,,54,15,6,,,10,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,06,42,24,5,,,12,,42,24,5,,,12,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,07,44,17,6,,,10,1,44,17,6,,,10,1,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,08,52,19,6,,,12,2,52,19,6,,,12,2,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,09,43,18,8,,,11,,43,18,8,,,11,,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,10,47,17,3,,,9,1,47,17,3,,,9,1,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,11,47,13,10,,,10,2,47,13,10,,,10,2,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,12,40,13,4,,,7,2,40,13,4,,,7,2,, ,EC-12,
17-18,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,All Grades,585,215,74,,,117,8,629,228,78,,,123,8,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,EC,,,,,,,,29,19,3,,,29,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,PK,,,,,,,,60,9,7,,,,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,KG,125,52,7,3,3,22,,125,52,7,3,3,22,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,01,124,51,17,3,3,18,,124,51,17,3,3,18,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,02,110,50,13,3,3,23,,110,50,13,3,3,23,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,03,137,59,18,1,1,37,,137,59,18,1,1,37,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,04,115,48,10,2,2,27,,115,48,10,2,2,27,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,05,143,57,14,1,1,28,1,143,57,14,1,1,28,1,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,06,126,50,12,2,2,20,,126,50,12,2,2,20,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,07,141,42,23,,,20,,141,42,23,,,20,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,08,107,46,11,1,1,25,,107,46,11,1,1,25,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,09,105,40,11,2,2,21,,105,40,11,2,2,21,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,10,116,38,7,4,4,22,,116,38,7,4,4,22,,, ,EC-12,
17-18,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,11,117,36,13,4,4,21,,117,36,13,4,4,21,,, ,EC-12,
