DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,849,42,11,8,8,97,,849,42,11,8,8,97,,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,820,38,18,10,10,89,2,820,38,18,10,10,89,2,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,828,50,20,11,11,67,1,828,50,20,11,11,67,1,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,812,47,12,14,14,52,2,812,47,12,14,14,52,2,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,811,35,12,6,6,65,1,811,35,12,6,6,65,1,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,851,35,15,5,5,96,1,851,35,15,5,5,96,1,, ,EC-12,
17-18,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,10767,526,185,147,147,1152,18,10853,530,187,147,147,1238,18,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,,,65,3,4,,,65,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,KG,176,15,7,1,1,19,1,176,15,7,1,1,19,1,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,01,149,14,3,2,2,22,,149,14,3,2,2,22,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,02,165,21,11,1,1,26,1,165,21,11,1,1,26,1,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,03,166,16,11,1,1,20,,166,16,11,1,1,20,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,04,184,26,10,3,3,39,,184,26,10,3,3,39,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,05,190,19,10,,,27,1,190,19,10,,,27,1,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,06,197,23,5,,,33,2,197,23,5,,,33,2,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,07,201,17,8,,,28,,201,17,8,,,28,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,08,220,27,22,1,1,38,,220,27,22,1,1,38,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,09,190,18,15,,,25,1,190,18,15,,,25,1,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,10,182,23,8,,,22,2,182,23,8,,,22,2,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,11,176,9,13,,,23,2,176,9,13,,,23,2,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,12,131,15,8,1,1,19,,131,15,8,1,1,19,,, ,EC-12,
17-18,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,All Grades,2327,243,131,10,10,341,10,2392,246,135,10,10,406,10,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC,,,,,,,,16,1,,,,16,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG,178,8,4,6,6,12,1,178,8,4,6,6,12,1,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01,180,9,2,6,6,19,,180,9,2,6,6,19,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02,203,13,4,6,6,13,,203,13,4,6,6,13,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03,206,16,5,6,6,19,,206,16,5,6,6,19,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04,205,11,5,7,7,22,,205,11,5,7,7,22,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05,207,9,3,1,1,22,,207,9,3,1,1,22,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06,225,13,5,3,3,31,,225,13,5,3,3,31,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07,236,9,7,1,1,38,1,236,9,7,1,1,38,1,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08,236,10,4,2,2,35,,236,10,4,2,2,35,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09,237,11,4,2,2,27,,237,11,4,2,2,27,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10,229,6,2,1,1,25,,229,6,2,1,1,25,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11,234,9,9,,,27,,234,9,9,,,27,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12,251,7,5,3,3,33,,251,7,5,3,3,33,,, ,EC-12,
17-18,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,2827,131,59,44,44,323,2,2843,132,59,44,44,339,2,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC,,,,,,,,393,80,10,14,14,393,2,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,PK,,,,,,,,324,128,34,92,92,,3,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG,1550,487,120,258,250,179,19,1550,487,120,258,250,179,19,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01,1578,548,131,226,223,194,19,1578,548,131,226,223,194,19,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02,1526,494,120,246,240,193,12,1526,494,120,246,240,193,12,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03,1553,546,139,276,268,238,14,1553,546,139,276,268,238,14,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04,1668,613,162,261,251,235,16,1668,613,162,261,251,235,16,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05,1587,560,155,145,142,234,17,1587,560,155,145,142,234,17,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06,1486,496,156,102,99,207,13,1486,496,156,102,99,207,13,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07,1432,527,123,113,105,176,14,1432,527,123,113,105,176,14,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08,1508,505,142,106,103,173,6,1508,505,142,106,103,173,6,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09,1649,549,181,149,147,180,21,1649,549,181,149,147,180,21,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10,1640,530,167,134,130,170,5,1640,530,167,134,130,170,5,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11,1660,570,154,112,108,179,16,1660,570,154,112,108,179,16,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12,1667,551,152,87,82,232,20,1667,551,152,87,82,232,20,, ,EC-12,
17-18,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,20504,6976,1902,2215,2148,2590,192,21221,7184,1946,2321,2254,2983,197,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,EC,,,,,,,,98,32,7,5,5,98,,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,PK,,,,,,,,154,59,12,63,62,,1,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,KG,347,178,43,127,127,38,4,347,178,43,127,127,38,4,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,01,319,174,39,125,125,33,5,319,174,39,125,125,33,5,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,02,316,171,37,112,111,40,6,316,171,37,112,111,40,6,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,03,327,184,45,131,131,39,8,327,184,45,131,131,39,8,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,04,355,185,44,133,129,38,6,355,185,44,133,129,38,6,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,05,356,196,30,74,74,66,9,356,196,30,74,74,66,9,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,06,336,187,44,70,70,55,6,336,187,44,70,70,55,6,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,07,310,169,37,60,60,45,5,310,169,37,60,60,45,5,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,08,292,165,36,70,70,55,5,292,165,36,70,70,55,5,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,09,288,143,32,44,44,45,3,288,143,32,44,44,45,3,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,10,313,169,36,67,67,54,3,313,169,36,67,67,54,3,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,11,294,157,40,44,44,48,2,294,157,40,44,44,48,2,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,12,306,145,33,29,29,62,5,306,145,33,29,29,62,5,, ,EC-12,
17-18,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,All Grades,4159,2223,496,1086,1081,618,67,4411,2314,515,1154,1148,716,68,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC,,,,,,,,249,92,21,,,249,2,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,PK,,,,,,,,293,148,42,,,,2,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG,845,337,78,125,124,82,7,845,337,78,125,124,82,7,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,01,847,371,88,135,135,84,8,847,371,88,135,135,84,8,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,02,875,386,86,140,140,112,12,875,386,86,140,140,112,12,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,876,397,85,146,146,101,17,876,397,85,146,146,101,17,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,958,448,105,154,154,113,10,958,448,105,154,154,113,10,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,994,461,101,105,105,136,18,994,461,101,105,105,136,18,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,884,409,86,73,73,110,8,884,409,86,73,73,110,8,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,914,411,84,80,80,102,13,914,411,84,80,80,102,13,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,985,402,108,69,69,136,20,985,402,108,69,69,136,20,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,972,419,100,75,73,113,12,972,419,100,75,73,113,12,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,957,375,100,86,82,133,21,957,375,100,86,82,133,21,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,901,316,97,53,51,121,18,901,316,97,53,51,121,18,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,1003,358,93,37,33,175,22,1003,358,93,37,33,175,22,, ,EC-12,
17-18,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,12011,5090,1211,1278,1265,1518,186,12553,5330,1274,1278,1265,1767,190,, ,EC-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,KG,113,14,9,10,10,7,1,113,14,9,10,10,7,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,01,114,17,7,16,16,14,3,114,17,7,16,16,14,3,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,02,106,17,7,17,15,8,4,106,17,7,17,15,8,4,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,03,115,10,7,12,12,7,,115,10,7,12,12,7,,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,04,125,17,10,17,16,12,1,125,17,10,17,16,12,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,05,120,23,6,11,11,13,3,120,23,6,11,11,13,3,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,06,136,19,11,6,3,7,2,136,19,11,6,3,7,2,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,07,145,27,8,5,5,13,5,145,27,8,5,5,13,5,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,08,153,19,10,10,10,8,1,153,19,10,10,10,8,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,09,174,32,12,8,8,12,1,174,32,12,8,8,12,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,10,177,30,14,13,11,17,1,177,30,14,13,11,17,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,11,173,17,12,7,7,20,1,173,17,12,7,7,20,1,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,12,181,20,17,4,3,16,2,181,20,17,4,3,16,2,, ,KG-12,
17-18,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,All Grades,1832,262,130,136,127,154,25,1832,262,130,136,127,154,25,, ,KG-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,EC,,,,,,,,96,22,1,,,96,2,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,KG,362,91,19,61,59,46,5,362,91,19,61,59,46,5,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,01,345,101,14,59,59,36,6,345,101,14,59,59,36,6,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,02,346,99,15,48,48,42,9,346,99,15,48,48,42,9,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,03,360,102,19,56,56,32,7,360,102,19,56,56,32,7,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,04,355,105,14,51,51,49,4,355,105,14,51,51,49,4,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,05,363,105,22,44,44,54,7,363,105,22,44,44,54,7,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,06,334,88,25,29,29,42,2,334,88,25,29,29,42,2,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,07,344,101,17,20,20,41,3,344,101,17,20,20,41,3,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,08,349,96,22,31,31,38,6,349,96,22,31,31,38,6,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,09,403,117,21,36,33,34,5,403,117,21,36,33,34,5,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,10,350,107,14,34,33,35,8,350,107,14,34,33,35,8,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,11,361,94,17,24,23,37,7,361,94,17,24,23,37,7,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,12,372,89,18,15,15,58,7,372,89,18,15,15,58,7,, ,EC-12,
17-18,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,4644,1295,237,508,501,544,76,4740,1317,238,508,501,640,78,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,,,132,10,3,,,132,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,890,83,18,59,59,70,1,890,83,18,59,59,70,1,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,873,74,34,50,50,64,2,873,74,34,50,50,64,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,918,81,28,46,46,67,,918,81,28,46,46,67,,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,913,77,33,35,35,73,2,913,77,33,35,35,73,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,836,79,25,37,37,74,1,836,79,25,37,37,74,1,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,919,83,33,16,16,84,2,919,83,33,16,16,84,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,854,80,25,14,14,69,2,854,80,25,14,14,69,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,968,83,31,14,14,84,3,968,83,31,14,14,84,3,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,945,63,26,7,7,65,,945,63,26,7,7,65,,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,904,77,32,11,11,65,3,904,77,32,11,11,65,3,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,855,57,35,6,6,63,2,855,57,35,6,6,63,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,856,56,33,6,6,63,1,856,56,33,6,6,63,1,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,843,66,21,9,9,47,2,843,66,21,9,9,47,2,, ,EC-12,
17-18,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,11574,959,374,310,310,888,21,11706,969,377,310,310,1020,23,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,,,30,14,3,,,30,1,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,PK,,,,,,,,94,54,21,,,,1,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,KG,160,107,35,55,55,10,3,160,107,35,55,55,10,3,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,01,157,105,29,49,49,20,4,157,105,29,49,49,20,4,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,02,169,115,29,49,49,24,1,169,115,29,49,49,24,1,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,03,202,143,29,59,59,22,4,202,143,29,59,59,22,4,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,04,157,108,23,44,44,23,4,157,108,23,44,44,23,4,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,05,171,108,29,23,23,16,4,171,108,29,23,23,16,4,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,06,159,118,27,32,32,26,2,159,118,27,32,32,26,2,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,07,143,92,28,23,23,26,7,143,92,28,23,23,26,7,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,08,181,110,35,27,27,31,3,181,110,35,27,27,31,3,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,09,207,135,27,27,27,36,5,207,135,27,27,27,36,5,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,10,222,141,26,34,33,43,3,222,141,26,34,33,43,3,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,11,220,129,27,32,32,46,1,220,129,27,32,32,46,1,, ,EC-12,
17-18,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,12,294,134,31,25,25,56,3,294,134,31,25,25,56,3,, ,EC-12,
