DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,06,0,0,0,0,17,16,0,0,0,0,17,16,33,33,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,07,0,0,0,0,12,13,0,0,0,0,12,13,25,25,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,08,0,0,0,0,13,18,0,0,0,1,13,19,31,32,District,KG-08,,,
09-10,27,Hennepin,4067,07,AURORA CHARTER SCHOOL,000,,11,11,All Grades,0,0,0,0,139,158,1,1,1,2,141,161,299,302,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,KG,0,0,0,0,0,0,28,32,9,4,37,36,60,73,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,01,0,0,0,0,1,0,40,28,1,2,42,30,69,72,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,02,0,0,0,0,0,0,25,35,2,1,27,36,60,63,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,03,0,0,0,1,0,0,25,37,1,0,26,38,63,64,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,04,0,0,1,0,1,0,29,32,1,0,32,32,63,64,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,05,0,0,0,0,1,0,19,25,2,2,22,27,45,49,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,06,0,0,1,0,0,0,18,23,1,3,20,26,42,46,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,07,0,0,0,0,1,0,9,11,0,0,10,11,21,21,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,08,0,1,1,0,0,0,8,10,2,0,11,11,20,22,District,KG-08,,,
09-10,27,Hennepin,4068,07,EXCELL ACADEMY CHARTER,000,,11,11,All Grades,0,1,3,1,4,0,201,233,19,12,227,247,443,474,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,KG,0,0,23,26,0,0,1,1,0,0,24,27,51,51,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,01,0,0,18,25,0,1,0,4,0,0,18,30,48,48,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,02,0,0,25,23,0,0,1,2,0,0,26,25,51,51,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,03,0,0,26,34,0,0,0,2,0,0,26,36,62,62,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,04,0,0,24,21,0,1,0,1,0,0,24,23,47,47,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,05,0,0,14,22,0,0,0,0,0,0,14,22,36,36,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,06,0,0,26,21,0,1,1,0,0,1,27,23,49,50,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,07,0,0,16,21,0,0,0,1,0,2,16,24,38,40,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,08,0,0,20,14,0,0,0,0,0,1,20,15,34,35,District,KG-08,,,
09-10,62,Ramsey,4070,07,HOPE COMMUNITY ACADEMY,000,,11,11,All Grades,0,0,192,207,0,3,3,11,0,4,195,225,416,420,District,KG-08,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,KG,0,0,0,1,22,28,0,1,2,0,24,30,52,54,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,01,1,0,0,0,25,23,1,2,0,1,27,26,52,53,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,02,0,0,0,0,28,29,1,0,0,1,29,30,58,59,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,03,1,1,0,0,23,20,1,1,1,0,26,22,47,48,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,04,1,0,0,0,18,20,3,1,0,1,22,22,43,44,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,05,1,1,0,0,16,12,0,1,0,0,17,14,31,31,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,06,0,1,0,0,12,15,0,0,0,0,12,16,28,28,District,KG-06,,,
09-10,62,Ramsey,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,000,,11,11,All Grades,4,3,0,1,144,147,6,6,3,3,157,160,311,317,District,KG-06,,,
09-10,62,Ramsey,4074,07,AFSA HIGH SCHOOL,000,,11,11,09,0,0,1,0,0,1,1,0,25,13,27,14,3,41,District,09-12,,,
09-10,62,Ramsey,4074,07,AFSA HIGH SCHOOL,000,,11,11,10,0,1,1,0,1,1,0,5,23,13,25,20,9,45,District,09-12,,,
09-10,62,Ramsey,4074,07,AFSA HIGH SCHOOL,000,,11,11,11,1,0,0,1,2,1,2,2,25,16,30,20,9,50,District,09-12,,,
09-10,62,Ramsey,4074,07,AFSA HIGH SCHOOL,000,,11,11,12,2,1,1,2,1,2,0,3,28,26,32,34,12,66,District,09-12,,,
09-10,62,Ramsey,4074,07,AFSA HIGH SCHOOL,000,,11,11,All Grades,3,2,3,3,4,5,3,10,101,68,114,88,33,202,District,09-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,07,0,0,1,1,0,1,0,0,3,3,4,5,3,9,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,08,0,0,0,0,0,0,1,1,8,5,9,6,2,15,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,09,2,0,0,3,2,1,3,2,17,9,24,15,13,39,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,10,1,1,0,0,2,1,2,1,15,18,20,21,8,41,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,11,0,0,1,0,1,1,2,2,11,11,15,14,7,29,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,12,2,2,0,0,1,2,2,1,22,7,27,12,10,39,District,07-12,,,
09-10,62,Ramsey,4075,07,AVALON SCHOOL,000,,11,11,All Grades,5,3,2,4,6,6,10,7,76,53,99,73,43,172,District,07-12,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,KG,0,0,0,0,0,0,60,49,2,0,62,49,109,111,District,KG-04,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,01,0,0,0,0,0,0,66,56,1,0,67,56,122,123,District,KG-04,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,02,0,0,0,1,0,0,58,54,1,0,59,55,113,114,District,KG-04,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,03,0,0,0,0,0,0,56,52,0,2,56,54,108,110,District,KG-04,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,04,0,0,0,0,0,0,54,47,1,1,55,48,101,103,District,KG-04,,,
09-10,27,Hennepin,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000,,11,11,All Grades,0,0,0,1,0,0,294,258,5,3,299,262,553,561,District,KG-04,,,
09-10,27,Hennepin,4078,07,MN INTERNATIONAL MIDDLE CHARTER,000,,11,11,05,0,0,0,0,0,0,42,51,0,1,42,52,93,94,District,05-08,,,
09-10,27,Hennepin,4078,07,MN INTERNATIONAL MIDDLE CHARTER,000,,11,11,06,0,0,0,1,0,0,44,32,1,0,45,33,77,78,District,05-08,,,
09-10,27,Hennepin,4078,07,MN INTERNATIONAL MIDDLE CHARTER,000,,11,11,07,0,0,0,0,0,0,33,37,0,0,33,37,70,70,District,05-08,,,
09-10,27,Hennepin,4078,07,MN INTERNATIONAL MIDDLE CHARTER,000,,11,11,08,0,0,1,0,0,0,29,36,1,0,31,36,66,67,District,05-08,,,
09-10,27,Hennepin,4078,07,MN INTERNATIONAL MIDDLE CHARTER,000,,11,11,All Grades,0,0,1,1,0,0,148,156,2,1,151,158,306,309,District,05-08,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,KG,0,0,0,0,1,0,13,10,2,4,16,14,24,30,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,01,0,0,0,0,0,0,10,8,2,2,12,10,18,22,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,02,0,0,0,0,2,0,8,7,0,1,10,8,17,18,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,03,0,0,0,0,0,0,1,10,1,1,2,11,11,13,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,04,0,0,0,0,1,0,8,4,0,1,9,5,13,14,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,05,0,0,0,0,0,0,8,4,0,1,8,5,12,13,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,06,0,0,0,0,0,0,4,5,1,0,5,5,9,10,District,KG-06,,,
09-10,27,Hennepin,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000,,11,11,All Grades,0,0,0,0,4,0,52,48,6,10,62,58,104,120,District,KG-06,,,
09-10,11,Cass,4080,07,PILLAGER AREA CHARTER SCHOOL,000,,05,05,09,0,0,0,0,0,0,0,0,3,2,3,2,0,5,District,09-12,,,
09-10,11,Cass,4080,07,PILLAGER AREA CHARTER SCHOOL,000,,05,05,10,0,0,0,0,0,0,0,0,5,5,5,5,0,10,District,09-12,,,
09-10,11,Cass,4080,07,PILLAGER AREA CHARTER SCHOOL,000,,05,05,11,0,0,0,0,0,0,0,0,10,6,10,6,0,16,District,09-12,,,
09-10,11,Cass,4080,07,PILLAGER AREA CHARTER SCHOOL,000,,05,05,12,0,0,0,0,0,0,0,0,7,7,7,7,0,14,District,09-12,,,
09-10,11,Cass,4080,07,PILLAGER AREA CHARTER SCHOOL,000,,05,05,All Grades,0,0,0,0,0,0,0,0,25,20,25,20,0,45,District,09-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,06,0,0,0,0,0,0,0,0,1,2,1,2,0,3,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,07,0,0,0,0,0,0,0,0,2,2,2,2,0,4,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,08,0,0,1,0,0,0,0,0,1,0,2,0,1,2,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,09,0,0,0,0,1,3,0,0,3,2,4,5,4,9,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,10,0,1,0,0,1,2,0,0,0,5,1,8,4,9,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,11,0,0,0,1,1,3,1,1,4,4,6,9,7,15,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,12,0,1,0,0,2,1,0,0,5,5,7,7,4,14,District,06-12,,,
09-10,66,Rice,4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,000,,10,10,All Grades,0,2,1,1,5,9,1,1,16,20,23,33,20,56,District,06-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,07,0,1,0,0,0,0,0,0,1,5,1,6,1,7,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,08,0,1,0,1,1,0,0,0,12,12,13,14,3,27,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,09,0,1,1,0,0,0,0,2,15,18,16,21,4,37,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,10,0,1,2,1,0,3,2,4,31,43,35,52,13,87,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,11,1,2,1,1,1,7,4,3,67,67,74,80,20,154,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,12,3,7,6,11,9,9,9,6,147,215,174,248,60,422,District,07-12,,,
09-10,62,Ramsey,4082,07,BLUESKY CHARTER SCHOOL,000,,11,11,All Grades,4,13,10,14,11,19,15,15,273,360,313,421,101,734,District,07-12,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,KG,0,0,0,0,0,0,0,0,12,4,12,4,0,16,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,01,0,0,0,0,0,0,0,0,6,7,6,7,0,13,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,02,0,0,0,0,0,0,0,0,3,7,3,7,0,10,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,03,0,0,0,0,0,0,0,0,6,7,6,7,0,13,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,04,0,0,0,0,0,0,0,0,8,7,8,7,0,15,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,05,0,0,0,0,0,0,0,1,3,11,3,12,1,15,District,KG-05,,,
09-10,85,Winona,4083,07,RIDGEWAY COMMUNITY SCHOOL,000,,10,10,All Grades,0,0,0,0,0,0,0,1,38,43,38,44,1,82,District,KG-05,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,KG,0,1,0,0,0,0,0,0,27,14,27,15,1,42,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,01,0,0,0,0,0,0,0,1,21,17,21,18,1,39,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,02,0,0,0,0,0,0,0,0,27,21,27,21,0,48,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,03,0,0,0,0,1,0,0,0,25,17,26,17,1,43,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,04,1,0,0,0,0,0,0,0,29,19,30,19,1,49,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,05,0,0,0,0,0,0,0,0,27,20,27,20,0,47,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,06,0,0,0,0,0,0,0,0,17,25,17,25,0,42,District,KG-06,,,
09-10,69,St. Louis,4084,07,NORTH SHORE COMMUNITY SCHOOL,000,,03,03,All Grades,1,1,0,0,1,0,0,1,173,133,175,135,4,310,District,KG-06,,,
09-10,69,St. Louis,4085,07,HARBOR CITY INTERNATIONAL CHARTER,000,,03,03,09,2,1,0,1,0,0,0,1,18,20,20,23,5,43,District,09-12,,,
09-10,69,St. Louis,4085,07,HARBOR CITY INTERNATIONAL CHARTER,000,,03,03,10,5,2,0,0,0,0,0,2,17,28,22,32,9,54,District,09-12,,,
09-10,69,St. Louis,4085,07,HARBOR CITY INTERNATIONAL CHARTER,000,,03,03,11,1,1,0,0,0,0,0,1,34,17,35,19,3,54,District,09-12,,,
09-10,69,St. Louis,4085,07,HARBOR CITY INTERNATIONAL CHARTER,000,,03,03,12,1,1,0,1,0,0,1,0,22,23,24,25,4,49,District,09-12,,,
09-10,69,St. Louis,4085,07,HARBOR CITY INTERNATIONAL CHARTER,000,,03,03,All Grades,9,5,0,2,0,0,1,4,91,88,101,99,21,200,District,09-12,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,KG,0,0,0,0,0,0,0,0,14,28,14,28,0,42,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,01,0,0,0,0,0,0,0,0,21,23,21,23,0,44,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,02,0,0,0,0,0,0,0,0,34,9,34,9,0,43,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,03,0,0,0,0,0,0,0,0,21,22,21,22,0,43,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,04,0,0,0,0,0,0,0,0,21,22,21,22,0,43,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,05,0,0,0,0,0,0,0,0,14,29,14,29,0,43,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,06,0,0,0,0,0,0,0,0,13,22,13,22,0,35,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,07,0,0,0,0,0,0,0,0,11,27,11,27,0,38,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,08,0,0,0,0,1,0,0,0,7,16,8,16,1,24,District,KG-08,,,
09-10,27,Hennepin,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000,,11,11,All Grades,0,0,0,0,1,0,0,0,156,198,157,198,1,355,District,KG-08,,,
09-10,27,Hennepin,4087,07,SAGE ACADEMY CHARTER SCHOOL,000,,11,11,09,0,0,1,0,3,0,5,3,1,5,10,8,12,18,District,09-12,,,
09-10,27,Hennepin,4087,07,SAGE ACADEMY CHARTER SCHOOL,000,,11,11,10,0,1,0,0,0,1,6,8,7,6,13,16,16,29,District,09-12,,,
09-10,27,Hennepin,4087,07,SAGE ACADEMY CHARTER SCHOOL,000,,11,11,11,1,0,1,0,1,1,2,4,8,7,13,12,10,25,District,09-12,,,
09-10,27,Hennepin,4087,07,SAGE ACADEMY CHARTER SCHOOL,000,,11,11,12,1,0,1,1,0,0,2,2,2,5,6,8,7,14,District,09-12,,,
09-10,27,Hennepin,4087,07,SAGE ACADEMY CHARTER SCHOOL,000,,11,11,All Grades,2,1,3,1,4,2,15,17,18,23,42,44,45,86,District,09-12,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,KG,0,0,2,3,2,0,15,15,1,0,20,18,37,38,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,01,0,0,4,3,0,1,17,12,0,1,21,17,37,38,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,02,0,0,5,3,0,1,14,18,2,1,21,23,41,44,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,03,0,1,5,5,0,0,17,10,0,0,22,16,38,38,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,04,0,0,7,3,1,0,16,13,1,3,25,19,40,44,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,05,0,0,2,4,0,0,17,14,0,1,19,19,37,38,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,06,0,0,7,1,0,0,9,10,0,1,16,12,27,28,District,KG-06,,,
09-10,62,Ramsey,4088,07,URBAN ACADEMY CHARTER SCHOOL,000,,11,11,All Grades,0,1,32,22,3,2,105,92,4,7,144,124,257,268,District,KG-06,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,KG,2,0,0,0,1,0,3,1,8,3,14,4,7,18,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,01,0,0,0,1,1,1,1,2,5,5,7,9,6,16,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,02,0,0,0,0,0,0,0,0,7,3,7,3,0,10,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,03,0,0,1,0,0,1,1,3,4,5,6,9,6,15,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,04,0,0,0,0,1,0,1,2,3,3,5,5,4,10,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,05,0,2,1,1,1,1,3,2,5,5,10,11,11,21,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,06,0,0,0,0,0,0,1,1,1,5,2,6,2,8,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,07,0,0,0,0,3,0,1,1,0,4,4,5,5,9,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,08,0,0,0,0,0,0,1,1,2,1,3,2,2,5,District,KG-08,,,
09-10,27,Hennepin,4089,07,NEW CITY SCHOOL,000,,11,11,All Grades,2,2,2,2,7,3,12,13,35,34,58,54,43,112,District,KG-08,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,KG,0,0,0,2,2,0,0,2,9,14,11,18,6,29,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,01,0,0,1,1,0,0,0,0,11,16,12,17,2,29,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,02,0,0,1,1,0,0,0,0,14,15,15,16,2,31,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,03,0,0,1,1,0,1,0,0,13,14,14,16,3,30,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,04,0,0,0,1,0,0,1,1,14,14,15,16,3,31,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,05,0,0,2,1,0,0,0,0,14,10,16,11,3,27,District,KG-05,,,
09-10,19,Dakota,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,000,,11,11,All Grades,0,0,5,7,2,1,1,3,75,83,83,94,19,177,District,KG-05,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,06,0,0,0,0,0,1,0,0,4,10,4,11,1,15,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,07,0,0,0,0,2,1,0,0,6,7,8,8,3,16,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,08,0,0,0,0,1,0,0,0,9,9,10,9,1,19,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,09,0,0,0,0,2,0,0,1,14,9,16,10,3,26,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,10,0,0,1,1,0,1,0,0,5,2,6,4,3,10,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,11,0,0,0,0,0,0,0,0,12,6,12,6,0,18,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,12,1,0,2,0,1,0,0,0,11,6,15,6,4,21,District,06-12,,,
09-10,66,Rice,4091,07,ARTECH,000,,10,10,All Grades,1,0,3,1,6,3,0,1,61,49,71,54,15,125,District,06-12,,,
09-10,27,Hennepin,4092,07,WATERSHED HIGH SCHOOL,000,,11,11,09,0,0,0,0,2,2,0,0,3,5,5,7,4,12,District,09-12,,,
09-10,27,Hennepin,4092,07,WATERSHED HIGH SCHOOL,000,,11,11,10,0,1,0,0,0,1,2,4,4,7,6,13,8,19,District,09-12,,,
09-10,27,Hennepin,4092,07,WATERSHED HIGH SCHOOL,000,,11,11,11,2,0,0,0,1,1,1,1,10,15,14,17,6,31,District,09-12,,,
09-10,27,Hennepin,4092,07,WATERSHED HIGH SCHOOL,000,,11,11,12,0,1,0,0,0,1,1,3,6,10,7,15,6,22,District,09-12,,,
09-10,27,Hennepin,4092,07,WATERSHED HIGH SCHOOL,000,,11,11,All Grades,2,2,0,0,3,5,4,8,23,37,32,52,24,84,District,09-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,07,0,0,0,0,1,0,2,0,12,10,15,10,3,25,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,08,0,0,0,0,3,1,1,0,10,7,14,8,5,22,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,09,0,1,0,0,0,1,1,0,12,13,13,15,3,28,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,10,0,0,0,2,0,0,0,0,12,9,12,11,2,23,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,11,0,0,0,0,0,1,0,0,9,8,9,9,1,18,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,12,0,0,0,0,1,1,0,1,13,12,14,14,3,28,District,07-12,,,
09-10,43,McLeod,4093,07,NEW CENTURY CHARTER SCHOOL,000,,06,06E,All Grades,0,1,0,2,5,4,4,1,68,59,77,67,17,144,District,07-12,,,
09-10,13,Chisago,4095,07,TRIO WOLF CREEK DISTANCE LEARNING,000,,07,07E,09,0,0,0,0,0,0,0,0,2,4,2,4,0,6,District,09-12,,,
