DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,KG,0,0,0,0,0,2,0,0,14,17,14,19,2,33,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,01,0,0,0,0,2,1,0,1,9,13,11,15,4,26,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,02,0,0,0,0,2,0,0,0,15,7,17,7,2,24,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,03,0,1,0,0,1,1,0,0,14,13,15,15,3,30,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,04,0,0,0,0,0,0,1,0,13,13,14,13,1,27,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,05,0,0,0,0,1,2,0,1,21,11,22,14,4,36,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,06,1,0,0,0,0,1,0,0,14,10,15,11,2,26,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,07,0,0,0,0,1,1,0,0,18,15,19,16,2,35,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,08,0,0,0,0,1,1,1,0,11,18,13,19,3,32,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,09,0,0,0,0,0,1,1,1,19,22,20,24,3,44,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,10,0,1,0,0,0,0,0,1,21,13,21,15,2,36,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,11,0,0,0,0,0,0,0,0,15,19,15,19,0,34,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,12,0,0,0,0,0,1,0,1,18,13,18,15,2,33,District,EC-12,,,
09-10,78,Traverse,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,000,,04,04,All Grades,1,2,0,0,8,11,3,5,203,184,215,202,30,417,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,EC,0,0,0,0,0,0,0,0,6,3,6,3,0,9,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,KG,1,0,0,0,0,0,0,0,25,15,26,15,1,41,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,01,0,0,0,0,0,0,2,2,17,16,19,18,4,37,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,02,0,0,0,0,0,0,0,0,21,22,21,22,0,43,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,03,1,0,0,0,0,0,0,0,12,18,13,18,1,31,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,04,0,0,0,0,0,0,2,0,23,23,25,23,2,48,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,05,0,1,0,0,0,0,1,0,15,23,16,24,2,40,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,06,0,0,0,0,0,0,0,0,22,19,22,19,0,41,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,07,0,0,0,0,0,0,1,1,26,23,27,24,2,51,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,08,1,0,0,0,0,1,0,0,31,32,32,33,2,65,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,09,0,0,0,0,0,0,0,0,32,25,32,25,0,57,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,10,0,0,0,0,0,0,1,0,34,21,35,21,1,56,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,11,0,0,0,0,0,0,0,0,32,20,32,20,0,52,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,12,0,0,0,0,0,0,0,0,25,31,25,31,0,56,District,EC-12,,,
09-10,79,Wabasha,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,000,,10,10,All Grades,3,1,0,0,0,1,7,3,321,291,331,296,15,627,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,EC,0,0,0,0,3,0,0,0,13,7,16,7,3,23,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,KG,0,0,0,1,1,3,0,0,49,46,50,50,5,100,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,01,0,0,2,0,2,1,1,0,39,51,44,52,6,96,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,02,0,0,2,1,2,1,1,0,52,43,57,45,7,102,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,03,0,0,0,0,3,2,1,0,48,48,52,50,6,102,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,04,0,0,0,1,1,1,0,2,54,37,55,41,5,96,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,05,1,0,1,0,5,1,1,1,41,53,49,55,10,104,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,06,0,0,0,2,1,3,1,1,45,41,47,47,8,94,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,07,0,0,0,0,1,3,1,1,41,47,43,51,6,94,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,08,1,0,2,1,0,0,1,0,36,44,40,45,5,85,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,09,0,0,1,0,3,0,0,1,48,49,52,50,5,102,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,10,0,0,1,0,1,1,1,2,42,52,45,55,6,100,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,11,0,0,0,0,0,0,0,1,42,59,42,60,1,102,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,12,1,0,0,1,0,1,1,0,52,48,54,50,4,104,District,EC-12,,,
09-10,79,Wabasha,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,000,,10,10,All Grades,3,0,9,7,23,17,9,9,602,625,646,658,77,1304,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,0,0,0,4,0,4,0,0,4,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,1,0,0,0,0,0,0,24,13,24,14,1,38,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,0,0,0,1,9,21,9,22,1,31,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,0,0,0,0,0,17,20,17,20,0,37,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,03,1,0,0,0,0,0,0,0,17,16,18,16,1,34,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,0,0,1,16,19,16,20,1,36,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,1,0,0,0,0,0,0,16,23,16,24,1,40,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,0,0,0,0,0,0,0,11,22,11,22,0,33,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,07,1,1,0,0,0,1,0,1,20,19,21,22,4,43,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,1,0,1,1,1,0,0,16,23,17,26,4,43,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,09,0,0,0,0,0,0,0,0,13,19,13,19,0,32,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,0,0,0,0,0,0,17,17,17,17,0,34,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,1,0,0,0,1,0,0,26,17,26,19,2,45,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,12,1,1,0,0,0,0,0,0,15,16,16,17,2,33,District,EC-12,,,
09-10,80,Wadena,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,3,6,0,1,1,3,0,3,221,245,225,258,17,483,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,0,0,0,3,4,3,4,0,7,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,0,0,0,0,0,0,16,16,16,16,0,32,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,0,0,0,0,16,19,16,19,0,35,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,0,0,0,1,0,11,19,12,19,1,31,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,03,0,0,0,0,0,0,0,0,16,12,16,12,0,28,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,0,0,0,13,18,13,18,0,31,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,0,0,0,0,0,0,1,17,22,17,23,1,40,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,0,0,0,0,0,0,0,18,19,18,19,0,37,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,07,0,0,0,0,0,0,0,0,27,14,27,14,0,41,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,0,0,0,0,0,0,1,27,23,27,24,1,51,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,09,0,0,1,0,1,0,0,0,19,20,21,20,2,41,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,1,0,0,0,0,0,23,22,24,22,1,46,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,0,0,0,0,0,1,0,20,20,21,20,1,41,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,12,0,0,1,0,0,0,1,0,20,23,22,23,2,45,District,EC-12,,,
09-10,80,Wadena,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,0,0,3,0,1,0,3,2,246,251,253,253,9,506,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,1,0,0,6,5,6,6,1,12,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,0,2,2,0,1,0,32,48,35,50,5,85,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,1,0,0,0,39,37,40,37,1,77,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,0,0,0,1,0,37,27,38,27,1,65,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,03,0,0,0,0,0,1,0,0,30,40,30,41,1,71,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,2,0,1,27,22,27,25,3,52,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,0,0,0,0,0,0,0,27,33,27,33,0,60,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,06,1,0,0,0,0,0,0,0,29,26,30,26,1,56,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,07,0,1,0,0,0,0,0,0,25,27,25,28,1,53,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,1,0,0,0,0,0,0,29,22,29,23,1,52,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,09,0,0,0,0,0,0,0,0,25,28,25,28,0,53,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,0,0,0,0,0,0,19,22,19,22,0,41,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,0,0,0,0,0,0,0,26,25,26,25,0,51,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,12,1,1,0,0,1,0,0,1,21,29,23,31,4,54,District,EC-12,,,
09-10,80,Wadena,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,2,3,0,2,4,4,2,2,372,391,380,402,19,782,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,EC,0,0,1,0,4,3,0,0,33,11,38,14,8,52,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,KG,0,2,1,1,10,6,1,7,62,52,74,68,28,142,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,01,0,0,0,0,6,6,4,0,54,48,64,54,16,118,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,02,1,0,2,0,7,9,2,1,50,54,62,64,22,126,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,03,2,1,0,0,3,10,1,4,55,51,61,66,21,127,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,04,0,0,0,0,9,4,3,1,56,42,68,47,17,115,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,05,0,1,1,1,7,2,0,2,68,66,76,72,14,148,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,06,1,0,0,1,7,5,2,2,65,65,75,73,18,148,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,07,0,0,0,1,7,6,3,1,81,61,91,69,18,160,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,08,0,0,3,0,12,9,1,2,66,67,82,78,27,160,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,09,1,0,1,1,2,11,3,0,59,75,66,87,19,153,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,10,0,0,0,2,9,5,0,1,73,73,82,81,17,163,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,11,0,0,1,2,4,6,1,0,72,81,78,89,14,167,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,12,1,0,0,0,2,3,1,2,82,79,86,84,9,170,District,EC-12,,,
09-10,81,Waseca,0829,01,WASECA PUBLIC SCHOOL DISTRICT,000,,09,09,All Grades,6,4,10,9,89,85,22,23,876,825,1003,946,248,1949,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,EC,0,0,0,2,1,0,1,0,84,38,86,40,4,126,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,KG,0,2,10,9,5,7,4,3,225,200,244,221,40,465,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,01,1,2,5,11,6,7,4,2,242,228,258,250,38,508,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,02,1,1,13,7,5,2,6,8,260,202,285,220,43,505,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,03,0,0,13,10,5,5,2,3,230,204,250,222,38,472,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,04,0,5,9,12,6,10,2,1,258,199,275,227,45,502,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,05,0,4,11,12,4,9,4,1,242,226,261,252,45,513,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,06,2,3,8,9,2,2,5,4,226,213,243,231,35,474,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,07,2,1,12,9,5,2,4,4,232,266,255,282,39,537,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,08,5,7,9,9,6,5,3,4,240,218,263,243,48,506,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,09,3,3,14,5,7,6,4,4,275,244,303,262,46,565,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,10,2,2,11,5,2,2,4,8,281,254,300,271,36,571,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,11,2,1,10,7,7,4,2,1,258,242,279,255,34,534,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,12,2,2,12,11,10,4,7,5,317,275,348,297,53,645,District,EC-12,,,
09-10,82,Washington,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,000,,11,11,All Grades,20,33,137,118,71,65,52,48,3370,3009,3650,3273,544,6923,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,EC,0,0,0,0,0,1,2,0,14,4,16,5,3,21,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,KG,1,0,2,4,3,0,2,3,89,68,97,75,15,172,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,01,1,0,6,3,2,1,1,4,84,92,94,100,18,194,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,02,0,0,3,4,2,2,3,3,97,89,105,98,17,203,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,03,0,1,3,4,1,3,8,6,90,83,102,97,26,199,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,04,1,0,4,3,2,1,5,2,91,106,103,112,18,215,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,05,1,0,2,7,3,4,4,2,103,104,113,117,23,230,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,06,0,2,2,1,2,1,4,3,115,123,123,130,15,253,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,07,1,1,6,4,1,4,3,7,101,120,112,136,27,248,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,08,0,0,4,5,2,2,2,3,146,119,154,129,18,283,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,09,1,0,0,7,5,4,3,4,135,142,144,157,24,301,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,10,0,0,4,3,0,4,2,4,150,143,156,154,17,310,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,11,0,0,2,4,3,3,6,2,144,147,155,156,20,311,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,12,0,0,5,3,2,2,8,2,144,129,159,136,22,295,District,EC-12,,,
09-10,82,Washington,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,000,,11,11,All Grades,6,4,43,52,28,32,53,45,1503,1469,1633,1602,263,3235,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,EC,1,1,12,6,11,5,17,6,108,57,149,75,59,224,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,KG,2,6,79,73,38,29,52,48,437,446,608,602,327,1210,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,01,5,3,68,78,27,37,68,48,480,426,648,592,334,1240,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,02,5,5,68,63,39,28,57,41,474,430,643,567,306,1210,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,03,8,2,71,54,34,28,63,59,472,474,648,617,319,1265,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,04,4,3,74,56,30,40,39,54,449,509,596,662,300,1258,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,05,4,5,63,61,35,43,59,48,495,470,656,627,318,1283,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,06,2,4,59,63,35,31,51,34,523,502,670,634,279,1304,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,07,3,2,63,51,38,28,58,36,480,481,642,598,279,1240,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,08,4,3,52,51,35,28,53,46,557,489,701,617,272,1318,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,09,3,4,50,56,35,29,54,50,551,508,693,647,281,1340,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,10,3,3,67,45,33,29,55,41,514,494,672,612,276,1284,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,11,4,3,46,58,39,31,37,32,510,495,636,619,250,1255,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,12,2,6,48,45,37,20,50,35,531,507,668,613,243,1281,District,EC-12,,,
09-10,82,Washington,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000,,11,11,All Grades,50,50,820,760,466,406,713,578,6581,6288,8630,8082,3843,16712,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,EC,1,0,7,3,7,1,5,3,65,32,85,39,27,124,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,KG,0,2,16,13,5,7,11,11,230,255,262,288,65,550,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,01,2,3,13,18,7,11,12,7,271,251,305,290,73,595,District,EC-12,,,
09-10,82,Washington,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000,,11,11,02,1,5,9,18,9,8,9,9,275,226,303,266,68,569,District,EC-12,,,
