DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,ASI_Male,ASI_Female,BLK_Male,BLK_Female,HIS_Male,HIS_Female,HPI_Male,HPI_Female,MLT_Male,MLT_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,01,7,6,0,0,1,0,1,1,0,0,1,1,12,12,22,20,18,42,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,02,3,10,0,0,1,0,0,1,0,0,0,1,13,4,17,16,16,33,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,03,5,5,0,0,0,0,0,0,0,0,0,0,13,17,18,22,10,40,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,04,2,4,0,0,0,0,1,1,0,0,0,0,15,12,18,17,8,35,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,05,7,1,0,1,0,0,1,0,0,0,1,0,11,12,20,14,11,34,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,06,3,3,0,0,0,0,0,0,0,0,0,1,8,18,11,22,7,33,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,07,5,1,0,0,1,0,0,2,0,0,0,1,21,15,27,19,10,46,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,08,4,1,0,0,0,0,0,0,0,0,0,0,15,9,19,10,5,29,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,09,2,2,0,0,2,0,0,0,0,0,0,0,10,10,14,12,6,26,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,10,2,3,0,0,0,0,0,0,0,0,0,0,13,6,15,9,5,24,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,11,3,1,0,0,0,0,0,0,0,0,0,0,17,13,20,14,4,34,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,12,0,1,0,0,1,0,0,0,0,0,0,0,10,12,11,13,2,24,District,EC-12,, ,
15-16,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,All Grades,49,50,0,1,6,0,4,5,0,0,2,4,185,154,246,214,121,460,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,EC,0,1,1,0,2,3,12,1,0,0,3,6,27,15,45,26,29,71,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,KG,0,0,4,1,11,9,32,29,0,0,5,8,81,85,133,132,99,265,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,01,0,2,3,3,13,10,33,30,0,0,10,16,90,69,149,130,120,279,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,02,0,0,1,3,8,13,39,37,0,0,16,13,62,82,126,148,130,274,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,03,0,1,4,1,11,10,33,39,0,0,13,13,78,73,139,137,125,276,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,04,0,2,3,2,9,7,43,38,0,0,16,10,83,74,154,133,130,287,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,05,0,0,2,6,9,6,32,30,0,0,21,8,85,85,149,135,114,284,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,06,0,1,2,1,6,11,48,38,0,0,12,6,67,74,135,131,125,266,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,07,1,1,4,4,9,7,31,26,0,0,8,8,72,89,125,135,99,260,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,08,0,2,1,1,10,8,38,26,0,0,5,6,83,78,137,121,97,258,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,09,1,1,3,3,8,9,52,26,0,0,5,7,78,72,147,118,115,265,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,10,4,1,2,2,8,4,36,25,0,0,4,5,93,79,147,116,91,263,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,11,2,2,1,3,7,9,35,19,0,0,4,4,65,77,114,114,86,228,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,12,0,1,4,4,10,4,33,23,0,0,11,2,88,80,146,114,92,260,District,EC-12,, ,
15-16,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,8,15,35,34,121,110,497,387,0,0,133,112,1052,1032,1846,1690,1452,3536,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,EC,3,2,23,13,50,24,46,20,1,0,35,18,375,186,533,263,235,796,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,KG,5,8,72,81,110,97,76,59,2,3,74,58,914,911,1253,1217,645,2470,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,01,3,5,77,86,119,132,71,66,1,5,68,66,1045,929,1384,1289,699,2673,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,02,8,10,76,83,120,138,70,60,1,1,72,70,1042,923,1389,1285,709,2674,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,03,3,12,89,71,154,127,89,72,3,1,74,56,1047,979,1459,1318,751,2777,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,04,6,10,82,89,173,121,92,73,0,1,71,59,1067,976,1491,1329,777,2820,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,05,10,13,97,103,150,133,83,84,1,1,62,70,958,1011,1361,1415,807,2776,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,06,13,14,115,109,153,150,90,90,0,0,73,70,1051,991,1495,1424,877,2919,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,07,10,15,97,113,160,138,66,87,1,0,54,54,1028,1033,1416,1440,795,2856,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,08,15,19,97,109,137,171,75,54,1,0,28,30,1075,1041,1428,1424,736,2852,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,09,16,16,129,112,166,161,76,73,0,1,36,30,1183,1116,1606,1509,816,3115,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,10,25,12,120,109,180,153,77,64,3,3,26,21,1086,1091,1517,1453,793,2970,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,11,16,15,108,94,166,152,81,61,1,0,32,26,1220,1064,1624,1412,752,3036,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,12,17,15,111,104,205,175,56,63,3,1,35,38,1287,1172,1714,1568,823,3282,District,EC-12,, ,
15-16,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,150,166,1293,1276,2043,1872,1048,926,18,17,740,666,14378,13423,19670,18346,10215,38016,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC,1,0,1,1,1,0,4,0,0,0,2,1,50,27,59,29,11,88,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG,0,0,14,10,10,3,8,7,0,0,11,10,183,178,226,208,73,434,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01,3,2,15,12,1,5,15,14,0,0,19,10,201,188,254,231,96,485,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02,0,1,12,19,6,9,9,12,0,1,14,10,154,190,195,242,93,437,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03,0,3,16,12,9,5,10,21,0,0,12,12,192,204,239,257,100,496,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04,0,2,3,11,12,5,9,14,0,0,10,17,196,176,230,225,83,455,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05,1,1,9,12,6,8,12,9,0,1,14,8,203,168,245,207,81,452,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06,2,1,14,10,4,5,13,11,0,0,8,15,224,219,265,261,83,526,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,2,0,9,11,6,5,8,15,0,0,5,3,212,235,242,269,64,511,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,3,4,19,12,9,5,7,19,0,0,6,13,229,199,273,252,97,525,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,1,2,10,12,10,5,9,18,0,0,6,8,228,205,264,250,81,514,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,2,3,16,18,9,5,14,11,0,0,8,11,233,186,282,234,97,516,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,2,1,8,15,14,9,12,13,0,1,5,7,234,227,275,273,87,548,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,3,3,13,10,16,8,10,9,1,0,3,2,255,222,301,254,78,555,District,EC-12,, ,
15-16,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,20,23,159,165,113,77,140,173,1,3,123,127,2794,2624,3350,3192,1124,6542,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,EC,1,0,0,2,15,8,12,2,0,0,5,1,16,6,49,19,46,68,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,KG,0,2,9,2,32,25,36,43,0,0,15,18,32,36,124,126,182,250,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,01,1,0,7,7,34,31,34,38,0,0,17,11,26,26,119,113,180,232,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,02,4,2,5,11,36,35,45,47,0,1,14,12,26,35,130,143,212,273,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,03,3,1,8,4,41,43,39,46,0,0,9,8,26,25,126,127,202,253,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,04,3,1,8,2,43,30,40,55,0,0,13,13,23,32,130,133,208,263,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,05,2,5,8,9,38,45,45,39,0,0,11,15,27,25,131,138,217,269,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,06,0,0,5,3,47,42,37,51,0,0,11,11,34,19,134,126,207,260,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,07,2,3,7,5,40,29,38,33,0,2,10,5,21,17,118,94,174,212,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,08,3,1,4,7,38,41,35,42,0,0,3,6,28,29,111,126,180,237,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,09,3,1,5,10,35,48,35,37,0,0,3,4,26,22,107,122,181,229,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,10,3,2,2,8,40,49,39,37,0,0,4,3,19,17,107,116,187,223,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,11,3,1,5,6,44,36,26,27,0,0,2,4,28,16,108,90,154,198,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,12,3,0,6,6,37,45,25,26,0,0,3,2,22,36,96,115,153,211,District,EC-12,, ,
15-16,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,All Grades,31,19,79,82,520,507,486,523,0,3,120,113,354,341,1590,1588,2483,3178,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,0,1,0,0,12,2,6,2,0,0,2,0,9,3,29,8,25,37,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,2,1,10,7,30,21,12,8,0,0,13,6,59,41,126,84,110,210,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,1,1,4,9,32,29,10,9,0,0,4,8,53,43,104,99,107,203,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,1,2,4,4,33,34,19,16,0,0,14,9,59,43,130,108,136,238,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,2,0,4,7,29,41,16,10,0,0,12,15,50,40,113,113,136,226,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,0,3,7,5,37,29,16,10,0,0,8,7,44,61,112,115,122,227,District,EC-12,, ,
15-16,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,0,1,5,10,31,38,19,14,0,0,5,11,47,35,107,109,134,216,District,EC-12,, ,
