DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,05,259,95,31,23,23,42,259,95,31,23,23,42,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,06,254,103,23,16,16,39,254,103,23,16,16,39,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,07,243,86,21,15,15,42,243,86,21,15,15,42,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,08,247,72,29,5,5,30,247,72,29,5,5,30,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,09,233,78,23,3,3,44,233,78,23,3,3,44,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,10,242,72,29,,,41,242,72,29,,,41,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,11,241,76,14,3,3,29,241,76,14,3,3,29,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,12,272,73,19,2,2,36,272,73,19,2,2,36,, ,EC-12,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,3364,1238,308,237,237,503,3442,1271,311,237,237,581,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,EC,,,,,,,735,169,18,,,735,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,KG,2601,753,220,298,277,301,2601,753,220,298,277,301,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,01,2735,762,228,300,270,334,2735,762,228,300,270,334,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,02,2700,789,217,324,307,355,2700,789,217,324,307,355,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,03,2763,747,219,322,310,378,2763,747,219,322,310,378,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,04,2796,724,243,219,212,391,2796,724,243,219,212,391,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,05,2760,745,215,156,151,467,2760,745,215,156,151,467,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,06,2729,673,234,101,91,356,2729,673,234,101,91,356,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,07,2938,719,248,147,131,390,2938,719,248,147,131,390,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,08,2858,669,270,135,119,345,2858,669,270,135,119,345,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,09,3021,683,273,136,118,379,3021,683,273,136,118,379,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,10,2980,635,255,59,51,323,2980,635,255,59,51,323,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,11,3050,650,247,48,42,317,3050,650,247,48,42,317,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,12,3517,738,228,77,72,587,3517,738,228,77,72,587,, ,EC-12,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,37448,9287,3097,2322,2151,4923,38183,9456,3115,2322,2151,5658,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC,,,,,,,84,16,,,,84,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG,410,66,20,11,10,38,410,66,20,11,10,38,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01,477,78,18,13,13,46,477,78,18,13,13,46,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02,441,69,19,8,8,57,441,69,19,8,8,57,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03,437,54,19,8,8,56,437,54,19,8,8,56,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04,510,71,15,8,7,78,510,71,15,8,7,78,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05,493,69,24,8,7,81,493,69,24,8,7,81,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06,497,80,29,8,6,83,497,80,29,8,6,83,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,495,78,23,4,2,93,495,78,23,4,2,93,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,491,83,30,6,6,84,491,83,30,6,6,84,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,554,65,21,6,6,82,554,65,21,6,6,82,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,521,73,37,2,2,96,521,73,37,2,2,96,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,566,66,16,3,3,109,566,66,16,3,3,109,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,556,59,37,3,3,119,556,59,37,3,3,119,, ,EC-12,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,6448,911,308,88,81,1022,6532,927,308,88,81,1106,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,EC,,,,,,,62,22,1,,,62,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,KG,285,203,31,122,121,29,285,203,31,122,121,29,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,01,273,195,18,120,120,21,273,195,18,120,120,21,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,02,283,215,26,117,117,32,283,215,26,117,117,32,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,03,258,193,15,95,95,31,258,193,15,95,95,31,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,04,269,197,28,96,96,35,269,197,28,96,96,35,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,05,224,174,20,44,44,35,224,174,20,44,44,35,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,06,252,188,22,40,40,46,252,188,22,40,40,46,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,07,240,178,16,47,47,42,240,178,16,47,47,42,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,08,208,152,18,50,49,31,208,152,18,50,49,31,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,09,201,139,14,45,44,36,201,139,14,45,44,36,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,10,219,153,15,23,23,36,219,153,15,23,23,36,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,11,192,121,24,23,23,30,192,121,24,23,23,30,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,12,202,130,17,27,27,49,202,130,17,27,27,49,, ,EC-12,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,All Grades,3106,2238,264,849,846,453,3168,2260,265,849,846,515,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,,34,11,,,,34,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,254,143,17,50,50,19,254,143,17,50,50,19,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,223,129,25,50,49,18,223,129,25,50,49,18,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,233,123,22,51,51,28,233,123,22,51,51,28,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,192,107,15,47,47,21,192,107,15,47,47,21,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,225,106,23,58,54,30,225,106,23,58,54,30,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,199,105,17,39,33,27,199,105,17,39,33,27,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,215,114,30,46,45,34,215,114,30,46,45,34,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,230,116,27,36,36,29,230,116,27,36,36,29,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,203,100,23,31,30,31,203,100,23,31,30,31,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,242,125,21,21,18,44,242,125,21,21,18,44,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,228,105,17,21,19,35,228,105,17,21,19,35,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,227,94,19,21,13,31,227,94,19,21,13,31,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,239,106,18,18,8,55,239,106,18,18,8,55,, ,EC-12,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,2910,1473,274,489,453,402,2944,1484,274,489,453,436,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC,,,,,,,116,19,,,,116,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG,346,80,28,10,7,47,346,80,28,10,7,47,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,01,310,63,32,21,18,36,310,63,32,21,18,36,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,02,326,57,40,12,9,37,326,57,40,12,9,37,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,350,67,42,15,12,29,350,67,42,15,12,29,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,351,90,34,15,12,45,351,90,34,15,12,45,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,370,82,33,23,13,38,370,82,33,23,13,38,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,362,84,37,8,6,35,362,84,37,8,6,35,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,362,77,40,13,6,38,362,77,40,13,6,38,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,353,78,43,10,7,35,353,78,43,10,7,35,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,439,96,36,13,3,43,439,96,36,13,3,43,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,410,91,37,7,3,51,410,91,37,7,3,51,, ,EC-12,
13-14,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,414,72,37,6,3,33,414,72,37,6,3,33,, ,EC-12,
