DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification,
05-06,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS  SCHOOL DISTRICT  ,000, ,10,10 ,10,31,4,3,,8,31,4,3,,8,  , ,  ,
05-06,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS  SCHOOL DISTRICT  ,000, ,10,10 ,11,32,4,4,,4,32,4,4,,4,  , ,  ,
05-06,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS  SCHOOL DISTRICT  ,000, ,10,10 ,12,36,7,7,,3,36,7,7,,3,  , ,  ,
05-06,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS  SCHOOL DISTRICT  ,000, ,10,10 ,All Grades,362,80,36,,59,363,81,36,,60,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,KG,27,8,6,1,3,27,8,6,1,3,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,01,30,5,4,1,3,30,5,4,1,3,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,02,28,5,4,1,6,28,5,4,1,6,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,03,33,5,8,1,3,33,5,8,1,3,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,04,25,3,2,3,1,25,3,2,3,1,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,05,36,6,5,2,7,36,6,5,2,7,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,06,27,2,1,1,2,27,2,1,1,2,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,07,32,3,2,1,6,32,3,2,1,6,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,08,46,7,4,,,46,7,4,,,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,09,38,7,4,1,6,38,7,4,1,6,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,10,48,11,6,,2,48,11,6,,2,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,11,38,6,3,,2,38,6,3,,2,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,12,30,2,3,,2,30,2,3,,2,  , ,  ,
05-06,43,McLeod                                       ,2887,01,MCLEOD WEST PUBLIC SCHOOL DISTRICT ,000, ,06,06E,All Grades,438,70,52,12,43,438,70,52,12,43,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,EC,,,,,,7,7,,,7,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,KG,26,9,6,,1,26,9,6,,1,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,01,24,10,3,,2,24,10,3,,2,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,02,25,7,5,,2,25,7,5,,2,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,03,30,18,6,,7,30,18,6,,7,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,04,28,7,3,,3,28,7,3,,3,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,05,27,9,4,,3,27,9,4,,3,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,06,34,8,7,,4,34,8,7,,4,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,07,35,9,7,,4,35,9,7,,4,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,08,39,15,8,,7,39,15,8,,7,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,09,22,4,3,,2,22,4,3,,2,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,10,44,6,11,,2,44,6,11,,2,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,11,42,11,8,,4,42,11,8,,4,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,12,51,9,14,,2,51,9,14,,2,  , ,  ,
05-06,06,Big Stone                                    ,2888,01,CLINTON-GRACEVILLE-BEARDSLEY       ,000, ,06,06W,All Grades,427,122,85,,43,434,129,85,,50,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,EC,,,,,,1,,,,1,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,KG,58,20,4,,6,58,20,4,,6,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,01,47,11,4,,5,47,11,4,,5,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,02,45,12,7,,8,45,12,7,,8,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,03,65,12,7,,10,65,12,7,,10,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,04,42,5,1,,1,42,5,1,,1,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,05,44,12,4,,6,44,12,4,,6,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,06,52,9,6,,4,52,9,6,,4,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,07,45,9,8,,2,45,9,8,,2,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,08,54,12,4,,5,54,12,4,,5,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,09,49,12,5,,8,49,12,5,,8,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,10,55,8,6,,6,55,8,6,,6,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,11,42,10,4,,8,42,10,4,,8,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,12,41,8,3,,2,41,8,3,,2,  , ,  ,
05-06,03,Becker                                       ,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  ,000, ,04,04 ,All Grades,639,140,63,,71,640,140,63,,72,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,EC,,,,,,8,1,,,8,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,KG,41,18,4,4,6,41,18,4,4,6,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,01,49,25,4,14,2,49,25,4,14,2,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,02,42,14,7,4,8,42,14,7,4,8,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,03,47,23,2,9,11,47,23,2,9,11,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,04,43,15,9,7,10,43,15,9,7,10,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,05,47,11,6,5,7,47,11,6,5,7,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,06,51,13,7,2,9,51,13,7,2,9,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,07,52,17,8,7,11,52,17,8,7,11,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,08,58,17,7,5,4,58,17,7,5,4,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,09,53,17,3,4,9,53,17,3,4,9,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,10,58,13,4,5,8,58,13,4,5,8,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,11,48,8,4,2,6,48,8,4,2,6,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,12,59,7,5,3,4,59,7,5,3,4,  , ,  ,
05-06,65,Renville                                     ,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.  ,000, ,06,06E,All Grades,648,198,70,71,95,656,199,70,71,103,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,EC,,,,,,20,4,5,,20,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,KG,96,25,14,2,13,96,25,14,2,13,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,01,78,23,8,3,7,78,23,8,3,7,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,02,72,18,9,2,12,72,18,9,2,12,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,03,85,25,13,3,17,85,25,13,3,17,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,04,82,24,11,,19,82,24,11,,19,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,05,76,21,12,2,17,76,21,12,2,17,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,06,84,15,16,1,14,84,15,16,1,14,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,07,96,16,12,,11,96,16,12,,11,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,08,101,23,12,1,14,101,23,12,1,14,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,09,77,11,8,1,9,77,11,8,1,9,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,10,111,23,14,8,16,111,23,14,8,16,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,11,111,16,14,4,11,111,16,14,4,11,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,12,100,13,12,7,10,100,13,12,7,10,  , ,  ,
05-06,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,000, ,06,08 ,All Grades,1169,253,155,34,170,1189,257,160,34,190,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,EC,,,,,,19,,,,19,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,KG,81,21,11,1,10,81,21,11,1,10,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,01,89,16,14,3,13,89,16,14,3,13,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,02,92,21,12,1,9,92,21,12,1,9,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,03,98,23,22,2,7,98,23,22,2,7,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,04,89,18,11,3,6,89,18,11,3,6,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,05,100,19,12,5,10,100,19,12,5,10,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,06,89,20,16,4,10,89,20,16,4,10,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,07,122,20,20,2,13,122,20,20,2,13,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,08,111,28,16,3,13,111,28,16,3,13,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,09,120,23,19,3,13,120,23,19,3,13,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,10,116,21,11,1,17,116,21,11,1,17,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,11,93,13,11,,15,93,13,11,,15,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,12,128,15,11,1,16,128,15,11,1,16,  , ,  ,
05-06,64,Redwood                                      ,2897,01,REDWOOD AREA SCHOOL DISTRICT       ,000, ,06,08 ,All Grades,1328,258,186,29,152,1347,258,186,29,171,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,EC,,,,,,5,1,,1,5,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,KG,40,16,2,12,2,40,16,2,12,2,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,01,38,16,5,11,8,38,16,5,11,8,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,02,35,18,2,13,3,35,18,2,13,3,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,03,35,18,,11,3,35,18,,11,3,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,04,39,15,2,11,7,39,15,2,11,7,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,05,43,18,5,13,3,43,18,5,13,3,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,06,47,24,2,16,3,47,24,2,16,3,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,07,46,23,6,19,4,46,23,6,19,4,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,08,56,23,5,16,5,56,23,5,16,5,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,09,58,20,7,14,5,58,20,7,14,5,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,10,43,14,7,10,1,43,14,7,10,1,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,11,41,13,4,6,2,41,13,4,6,2,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,12,48,14,4,13,4,48,14,4,13,4,  , ,  ,
05-06,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,All Grades,569,232,51,165,50,574,233,51,166,55,  , ,  ,
05-06,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,09,1,,1,,,1,,1,,,  , ,  ,
05-06,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,10,2,1,,,,2,1,,,,  , ,  ,
05-06,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,11,20,13,2,,,20,13,2,,,  , ,  ,
05-06,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,12,97,74,1,,1,97,74,1,,1,  , ,  ,
05-06,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,All Grades,120,88,4,,1,120,88,4,,1,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,KG,21,2,3,,2,21,2,3,,2,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,01,24,6,,,1,24,6,,,1,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,02,27,4,4,,1,27,4,4,,1,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,03,21,2,1,,2,21,2,1,,2,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,04,24,4,3,,3,24,4,3,,3,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,05,27,2,1,,6,27,2,1,,6,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,06,21,1,3,,4,21,1,3,,4,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,07,16,1,,,3,16,1,,,3,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,08,12,2,1,,3,12,2,1,,3,  , ,  ,
05-06,85,Winona                                       ,4001,07,BLUFFVIEW MONTESSORI               ,000, ,10,10 ,All Grades,193,24,16,,25,193,24,16,,25,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,KG,3,,,,,3,,,,,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,01,7,3,,,,7,3,,,,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,02,4,,1,,2,4,,1,,2,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,03,4,3,,,1,4,3,,,1,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,04,6,2,,,,6,2,,,,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,05,3,1,,,2,3,1,,,2,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,06,11,6,1,,2,11,6,1,,2,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,07,6,1,,,2,6,1,,,2,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,08,6,2,1,,4,6,2,1,,4,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,09,16,7,,,4,16,7,,,4,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,10,12,2,2,,3,12,2,2,,3,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,11,24,5,2,,6,24,5,2,,6,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,12,26,6,,,5,26,6,,,5,  , ,  ,
05-06,82,Washington                                   ,4003,07,"NEW HEIGHTS SCHOOL, INC.           ",000, ,11,11 ,All Grades,128,38,7,,31,128,38,7,,31,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,KG,23,22,1,16,,23,22,1,16,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,01,18,18,,12,,18,18,,12,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,02,18,15,2,12,,18,15,2,12,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,03,10,9,,8,,10,9,,8,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,04,9,8,1,6,,9,8,1,6,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,05,12,11,1,1,3,12,11,1,1,3,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,06,7,7,,2,1,7,7,,2,1,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,07,7,6,,1,,7,6,,1,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,08,5,5,,2,,5,5,,2,,  , ,  ,
05-06,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,All Grades,109,101,5,60,4,109,101,5,60,4,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,EC,,,,,,4,3,,,4,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,KG,5,1,,,5,5,1,,,5,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,01,6,1,,,6,6,1,,,6,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,02,4,2,,,4,4,2,,,4,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,03,10,4,1,,10,10,4,1,,10,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,04,7,4,,,7,7,4,,,7,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,05,8,2,1,,8,8,2,1,,8,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,06,9,,,,9,9,,,,9,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,07,11,3,3,,11,11,3,3,,11,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,08,7,,1,,7,7,,1,,7,  , ,  ,
05-06,62,Ramsey                                       ,4005,07,METRO DEAF SCHOOL                  ,000, ,11,11 ,All Grades,67,17,6,,67,71,20,6,,71,  , ,  ,
05-06,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,09,17,13,3,,5,17,13,3,,5,  , ,  ,
05-06,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,10,17,8,2,,3,17,8,2,,3,  , ,  ,
05-06,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,11,29,12,5,,8,29,12,5,,8,  , ,  ,
05-06,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,12,7,3,,,3,7,3,,,3,  , ,  ,
05-06,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,All Grades,70,36,10,,19,70,36,10,,19,  , ,  ,
05-06,72,Sibley                                       ,4007,07,MINNESOTA NEW COUNTRY SCHOOL       ,000, ,09,09 ,07,18,3,3,,5,18,3,3,,5,  , ,  ,
05-06,72,Sibley                                       ,4007,07,MINNESOTA NEW COUNTRY SCHOOL       ,000, ,09,09 ,08,19,5,2,,6,19,5,2,,6,  , ,  ,
