DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,06,93,19,10,1,1,12,,93,19,10,1,1,12,,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,07,99,11,8,,,17,,99,11,8,,,17,,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,08,94,14,7,2,2,10,1,94,14,7,2,2,10,1,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,09,102,17,7,1,1,11,,102,17,7,1,1,11,,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,10,101,15,8,1,1,16,,101,15,8,1,1,16,,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,11,97,11,9,2,2,13,,97,11,9,2,2,13,,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,12,97,12,9,1,1,13,1,97,12,9,1,1,13,1,, ,EC-12,
16-17,79,Wabasha                                      ,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   ,000, ,10,10,All Grades,1237,195,100,29,29,174,2,1249,197,101,29,29,186,2,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,EC,,,,,,,,6,3,,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,KG,36,14,5,,,7,,36,14,5,,,7,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,01,47,16,6,,,7,,47,16,6,,,7,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,02,35,13,5,,,5,,35,13,5,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,03,37,18,5,2,2,5,,37,18,5,2,2,5,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,04,52,26,7,,,11,,52,26,7,,,11,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,05,42,15,7,,,10,,42,15,7,,,10,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,06,40,19,6,,,8,,40,19,6,,,8,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,07,48,14,8,1,1,8,,48,14,8,1,1,8,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,08,40,15,10,1,1,8,1,40,15,10,1,1,8,1,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,09,39,16,7,,,10,,39,16,7,,,10,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,10,43,5,10,,,5,,43,5,10,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,11,42,7,12,,,5,,42,7,12,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,12,38,15,5,,,5,,38,15,5,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT    ,000, ,05,05,All Grades,539,193,93,4,4,94,1,545,196,93,4,4,100,1,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,EC,,,,,,,,8,3,,,,8,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,KG,35,13,6,,,8,,35,13,6,,,8,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,01,34,15,5,,,7,,34,15,5,,,7,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,02,33,12,,,,8,,33,12,,,,8,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,03,48,20,9,,,6,,48,20,9,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,04,35,12,3,,,5,,35,12,3,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,05,41,15,5,,,8,,41,15,5,,,8,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,06,51,17,5,,,14,,51,17,5,,,14,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,07,38,17,1,,,4,,38,17,1,,,4,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,08,38,11,6,,,6,,38,11,6,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,09,37,13,7,,,6,,37,13,7,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,10,31,10,3,,,5,,31,10,3,,,5,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,11,38,12,6,,,6,,38,12,6,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,12,40,9,5,,,4,,40,9,5,,,4,,, ,EC-12,
16-17,80,Wadena                                       ,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT      ,000, ,05,05,All Grades,499,176,61,,,87,,507,179,61,,,95,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,EC,,,,,,,,6,2,1,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,KG,74,25,14,,,6,,74,25,14,,,6,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,01,89,32,13,,,12,,89,32,13,,,12,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,02,78,30,11,,,10,,78,30,11,,,10,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,03,86,35,14,,,14,,86,35,14,,,14,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,04,86,23,23,,,15,,86,23,23,,,15,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,05,73,30,12,,,10,,73,30,12,,,10,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,06,90,38,18,3,3,18,,90,38,18,3,3,18,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,07,100,32,22,,,19,1,100,32,22,,,19,1,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,08,77,24,13,,,11,,77,24,13,,,11,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,09,63,20,12,,,18,2,63,20,12,,,18,2,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,10,63,18,13,1,1,11,2,63,18,13,1,1,11,2,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,11,56,15,17,,,14,2,56,15,17,,,14,2,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,12,53,10,10,,,9,,53,10,10,,,9,,, ,EC-12,
16-17,80,Wadena                                       ,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     ,000, ,05,05,All Grades,988,332,192,4,4,167,7,994,334,193,4,4,173,7,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,EC,,,,,,,,33,16,,,,33,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,KG,122,44,18,4,4,25,,122,44,18,4,4,25,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,01,94,33,4,8,5,16,1,94,33,4,8,5,16,1,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,02,125,34,12,6,4,18,,125,34,12,6,4,18,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,03,117,40,11,7,7,18,1,117,40,11,7,7,18,1,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,04,138,40,12,4,2,22,1,138,40,12,4,2,22,1,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,05,128,38,9,8,7,20,1,128,38,9,8,7,20,1,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,06,155,41,11,6,3,30,2,155,41,11,6,3,30,2,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,07,159,46,14,3,3,28,1,159,46,14,3,3,28,1,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,08,173,35,12,5,5,24,,173,35,12,5,5,24,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,09,149,39,14,3,3,15,,149,39,14,3,3,15,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,10,179,34,17,4,3,22,,179,34,17,4,3,22,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,11,169,45,8,8,7,19,,169,45,8,8,7,19,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,12,170,25,5,1,,21,,170,25,5,1,,21,,, ,EC-12,
16-17,81,Waseca                                       ,0829,01,WASECA PUBLIC SCHOOL DISTRICT      ,000, ,09,09,All Grades,1878,494,147,67,53,278,7,1911,510,147,67,53,311,7,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC,,,,,,,,122,27,4,,,122,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG,433,83,27,7,7,41,,433,83,27,7,7,41,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,01,412,72,19,12,12,57,,412,72,19,12,12,57,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,02,418,88,30,12,12,61,,418,88,30,12,12,61,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,463,81,33,8,8,61,1,463,81,33,8,8,61,1,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,460,82,42,13,13,79,,460,82,42,13,13,79,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,427,69,26,6,6,66,,427,69,26,6,6,66,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,492,77,44,9,9,68,2,492,77,44,9,9,68,2,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,464,70,36,6,6,63,2,464,70,36,6,6,63,2,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,557,79,40,3,3,63,2,557,79,40,3,3,63,2,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,533,61,49,6,6,61,1,533,61,49,6,6,61,1,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,503,61,22,3,3,56,,503,61,22,3,3,56,,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,529,63,31,6,6,56,2,529,63,31,6,6,56,2,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,565,59,31,5,5,86,2,565,59,31,5,5,86,2,, ,EC-12,
16-17,82,Washington                                   ,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,6256,945,430,96,96,818,12,6378,972,434,96,96,940,12,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,EC,,,,,,,,30,2,,,,30,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,KG,141,9,4,6,6,24,,141,9,4,6,6,24,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,01,173,12,4,4,4,16,,173,12,4,4,4,16,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,02,207,9,9,7,7,25,,207,9,9,7,7,25,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,03,219,19,5,7,7,24,,219,19,5,7,7,24,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,04,236,15,6,6,6,23,,236,15,6,6,6,23,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,05,243,15,6,2,2,31,,243,15,6,2,2,31,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,06,269,21,7,4,4,28,,269,21,7,4,4,28,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,07,271,23,14,1,1,22,,271,23,14,1,1,22,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,08,293,16,6,2,2,22,,293,16,6,2,2,22,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,09,299,17,3,2,2,22,,299,17,3,2,2,22,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,10,298,13,13,4,4,24,,298,13,13,4,4,24,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,11,288,6,8,1,1,21,1,288,6,8,1,1,21,1,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,12,285,11,3,1,1,26,,285,11,3,1,1,26,,, ,EC-12,
16-17,82,Washington                                   ,0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT   ,000, ,11,11,All Grades,3222,186,88,47,47,308,1,3252,188,88,47,47,338,1,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,EC,,,,,,,,372,61,12,19,,372,1,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,PK,,,,,,,,26,7,1,2,,,1,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,KG,1314,188,64,135,131,159,3,1314,188,64,135,131,159,3,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,01,1349,238,57,151,143,152,4,1349,238,57,151,143,152,4,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,02,1387,226,74,134,125,146,6,1387,226,74,134,125,146,6,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,03,1437,240,84,146,132,202,6,1437,240,84,146,132,202,6,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,04,1436,251,82,123,103,177,4,1436,251,82,123,103,177,4,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,05,1511,224,77,94,82,212,11,1511,224,77,94,82,212,11,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,06,1379,227,62,69,56,167,6,1379,227,62,69,56,167,6,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,07,1338,201,64,62,57,170,7,1338,201,64,62,57,170,7,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,08,1405,242,66,59,57,174,9,1405,242,66,59,57,174,9,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,09,1414,198,61,54,47,129,10,1414,198,61,54,47,129,10,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,10,1420,236,57,49,36,159,9,1420,236,57,49,36,159,9,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,11,1363,203,58,37,25,158,9,1363,203,58,37,25,158,9,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,12,1472,210,55,20,17,215,11,1472,210,55,20,17,215,11,, ,EC-12,
16-17,82,Washington                                   ,0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,000, ,11,11,All Grades,18225,2884,861,1133,1011,2220,95,18623,2952,874,1154,1011,2592,97,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,EC,,,,,,,,177,31,1,,,177,2,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,KG,522,66,14,27,27,53,,522,66,14,27,27,53,,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,01,527,76,17,26,26,71,,527,76,17,26,26,71,,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,02,597,91,22,31,31,69,2,597,91,22,31,31,69,2,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,03,555,81,24,26,26,80,,555,81,24,26,26,80,,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,04,541,76,27,15,15,97,1,541,76,27,15,15,97,1,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,05,614,60,37,9,9,103,3,614,60,37,9,9,103,3,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,06,636,77,26,10,10,100,3,636,77,26,10,10,100,3,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,07,656,80,21,13,13,97,1,656,80,21,13,13,97,1,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,08,673,73,28,5,5,72,3,673,73,28,5,5,72,3,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,09,675,70,22,7,7,59,2,675,70,22,7,7,59,2,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,10,705,80,23,4,4,75,,705,80,23,4,4,75,,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,11,706,75,14,9,9,57,1,706,75,14,9,9,57,1,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,12,773,73,20,6,6,124,3,773,73,20,6,6,124,3,, ,EC-12,
16-17,82,Washington                                   ,0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,000, ,11,11,All Grades,8180,978,295,188,188,1057,19,8357,1009,296,188,188,1234,21,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,EC,,,,,,,,2,2,,,,2,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,PK,,,,,,,,17,11,2,,,,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,KG,15,12,2,,,4,,15,12,2,,,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,01,13,9,,5,5,4,,13,9,,5,5,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,02,9,5,1,4,4,4,,9,5,1,4,4,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,03,17,10,4,7,7,5,,17,10,4,7,7,5,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,04,21,13,4,9,9,7,,21,13,4,9,9,7,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,05,19,8,5,4,4,5,,19,8,5,4,4,5,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,06,10,4,3,3,3,5,,10,4,3,3,3,5,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,07,12,3,3,1,1,1,,12,3,3,1,1,1,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,08,8,3,3,,,1,,8,3,3,,,1,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,09,27,17,3,4,4,8,,27,17,3,4,4,8,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,10,16,7,3,1,1,2,,16,7,3,1,1,2,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,11,17,5,4,1,1,4,,17,5,4,1,1,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,12,13,7,3,,,4,,13,7,3,,,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,All Grades,197,103,38,39,39,54,,216,116,40,39,39,56,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,EC,,,,,,,,10,4,,,,10,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,KG,45,22,6,1,1,13,,45,22,6,1,1,13,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,01,48,22,4,11,11,13,,48,22,4,11,11,13,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,02,37,16,3,10,10,12,,37,16,3,10,10,12,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,03,41,17,9,12,12,3,,41,17,9,12,12,3,,, ,EC-12,
