DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,04,39,18,4,15,14,3,,39,18,4,15,14,3,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,05,41,11,4,4,4,7,,41,11,4,4,4,7,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,06,22,9,5,2,2,3,,22,9,5,2,2,3,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,07,43,18,7,12,12,9,,43,18,7,12,12,9,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,08,43,16,6,7,7,9,,43,16,6,7,7,9,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,09,42,17,8,10,10,7,,42,17,8,10,10,7,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,10,45,16,2,7,7,4,,45,16,2,7,7,4,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,11,56,16,7,7,7,10,,56,16,7,7,7,10,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,12,32,15,1,4,4,1,,32,15,1,4,4,1,,, ,EC-12,
16-17,83,Watonwan                                     ,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     ,000, ,09,09,All Grades,534,213,66,102,101,94,,544,217,66,102,101,104,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,EC,,,,,,,,24,11,5,,,24,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,PK,,,,,,,,52,16,9,,,,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,KG,76,26,14,20,20,14,,76,26,14,20,20,14,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,01,82,40,9,24,24,11,1,82,40,9,24,24,11,1,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,02,63,27,7,11,10,7,3,63,27,7,11,10,7,3,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,03,74,35,10,20,20,5,,74,35,10,20,20,5,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,04,63,36,4,12,12,7,3,63,36,4,12,12,7,3,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,05,82,34,12,9,9,16,2,82,34,12,9,9,16,2,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,06,70,32,11,4,4,13,,70,32,11,4,4,13,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,07,62,26,11,4,4,14,,62,26,11,4,4,14,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,08,71,31,9,1,1,10,,71,31,9,1,1,10,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,09,79,34,11,7,7,9,,79,34,11,7,7,9,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,10,100,39,12,4,4,12,,100,39,12,4,4,12,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,11,73,21,10,2,2,10,,73,21,10,2,2,10,,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,12,78,22,9,,,10,1,78,22,9,,,10,1,, ,EC-12,
16-17,83,Watonwan                                     ,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   ,000, ,09,09,All Grades,973,403,129,118,117,138,10,1049,430,143,118,117,162,10,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,EC,,,,,,,,3,1,,,,3,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,KG,47,15,4,,,8,,47,15,4,,,8,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,01,56,24,4,6,6,9,1,56,24,4,6,6,9,1,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,02,49,20,5,1,1,14,,49,20,5,1,1,14,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,03,43,15,4,2,2,7,1,43,15,4,2,2,7,1,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,04,42,14,,1,1,11,,42,14,,1,1,11,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,05,40,16,3,,,8,,40,16,3,,,8,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,06,47,16,5,,,10,1,47,16,5,,,10,1,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,07,47,15,1,,,12,,47,15,1,,,12,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,08,39,14,1,,,6,,39,14,1,,,6,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,09,68,26,,1,1,17,,68,26,,1,1,17,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,10,66,20,3,,,16,,66,20,3,,,16,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,11,65,19,4,1,1,14,,65,19,4,1,1,14,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,12,54,8,3,1,1,10,,54,8,3,1,1,10,,, ,EC-12,
16-17,84,Wilkin                                       ,0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,000, ,04,04,All Grades,663,222,37,13,13,142,3,666,223,37,13,13,145,3,, ,EC-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,KG,25,9,3,,,6,,25,9,3,,,6,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,01,25,7,1,,,3,,25,7,1,,,3,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,02,25,8,4,,,2,,25,8,4,,,2,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,03,28,8,2,,,3,,28,8,2,,,3,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,04,36,14,5,,,2,,36,14,5,,,2,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,05,32,15,3,,,7,,32,15,3,,,7,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,06,23,5,3,,,3,,23,5,3,,,3,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,07,20,6,4,,,5,,20,6,4,,,5,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,08,13,3,1,,,2,,13,3,1,,,2,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,09,13,5,1,,,3,,13,5,1,,,3,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,10,20,6,4,,,3,,20,6,4,,,3,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,11,20,6,1,,,1,,20,6,1,,,1,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,12,20,2,1,,,1,,20,2,1,,,1,,, ,KG-12,
16-17,84,Wilkin                                       ,0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT     ,000, ,04,04,All Grades,300,94,33,,,41,,300,94,33,,,41,,, ,KG-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,EC,,,,,,,,1,1,,,,1,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,PK,,,,,,,,9,5,,,,,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,KG,10,3,1,,,1,,10,3,1,,,1,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,01,10,8,,,,2,,10,8,,,,2,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,02,13,6,1,,,3,,13,6,1,,,3,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,03,7,1,1,,,2,,7,1,1,,,2,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,04,12,3,2,,,,,12,3,2,,,,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,05,10,5,,,,4,,10,5,,,,4,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,06,6,4,,,,2,,6,4,,,,2,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,07,14,6,,,,1,,14,6,,,,1,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,08,13,5,3,,,4,,13,5,3,,,4,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,09,11,7,,,,1,,11,7,,,,1,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,10,11,7,,,,5,,11,7,,,,5,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,11,13,3,1,,,4,,13,3,1,,,4,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,12,6,5,,,,3,,6,5,,,,3,,, ,EC-12,
16-17,84,Wilkin                                       ,0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,000, ,04,04,All Grades,136,63,9,,,32,,146,69,9,,,33,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,EC,,,,,,,,12,1,2,,,12,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,KG,47,14,7,,,6,,47,14,7,,,6,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,01,42,17,2,,,7,,42,17,2,,,7,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,02,52,12,4,,,11,,52,12,4,,,11,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,03,59,14,7,,,12,1,59,14,7,,,12,1,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,04,47,18,7,1,1,11,1,47,18,7,1,1,11,1,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,05,59,14,9,1,1,9,,59,14,9,1,1,9,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,06,46,11,4,,,9,1,46,11,4,,,9,1,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,07,68,13,7,,,9,,68,13,7,,,9,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,08,49,12,8,,,5,,49,12,8,,,5,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,09,65,12,9,2,2,9,,65,12,9,2,2,9,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,10,79,15,12,,,4,,79,15,12,,,4,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,11,62,11,4,1,1,10,,62,11,4,1,1,10,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,12,61,9,8,,,2,,61,9,8,,,2,,, ,EC-12,
16-17,85,Winona                                       ,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,000, ,10,10,All Grades,736,172,88,5,5,104,3,748,173,90,5,5,116,3,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,EC,,,,,,,,12,7,,,,12,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,KG,74,14,7,6,6,7,,74,14,7,6,6,7,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,01,67,12,5,4,4,12,,67,12,5,4,4,12,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,02,69,14,4,5,5,2,,69,14,4,5,5,2,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,03,82,19,9,5,5,4,,82,19,9,5,5,4,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,04,81,11,11,2,2,7,,81,11,11,2,2,7,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,05,66,15,7,4,4,10,,66,15,7,4,4,10,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,06,84,19,6,7,7,2,,84,19,6,7,7,2,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,07,65,15,2,2,2,4,,65,15,2,2,2,4,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,08,75,15,7,1,1,6,,75,15,7,1,1,6,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,09,70,10,5,1,1,4,,70,10,5,1,1,4,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,10,80,14,5,1,1,7,,80,14,5,1,1,7,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,11,63,13,3,,,2,,63,13,3,,,2,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,12,84,12,7,,,7,,84,12,7,,,7,,, ,EC-12,
16-17,85,Winona                                       ,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT ,000, ,10,10,All Grades,960,183,78,38,38,74,,972,190,78,38,38,86,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,EC,,,,,,,,107,36,7,,,107,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,KG,192,69,22,6,6,34,3,192,69,22,6,6,34,3,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,01,193,77,15,5,5,35,,193,77,15,5,5,35,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,02,216,82,24,15,14,32,1,216,82,24,15,14,32,1,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,03,226,66,24,7,7,49,,226,66,24,7,7,49,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,04,232,89,26,14,13,52,1,232,89,26,14,13,52,1,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,05,207,71,18,8,8,38,,207,71,18,8,8,38,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,06,226,61,15,9,9,45,1,226,61,15,9,9,45,1,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,07,262,71,28,6,6,55,,262,71,28,6,6,55,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,08,208,52,16,6,6,38,1,208,52,16,6,6,38,1,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,09,239,59,29,9,8,41,,239,59,29,9,8,41,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,10,274,82,18,5,5,44,1,274,82,18,5,5,44,1,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,11,234,62,16,5,5,38,,234,62,16,5,5,38,,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,12,301,80,22,4,4,53,4,301,80,22,4,4,53,4,, ,EC-12,
16-17,85,Winona                                       ,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT ,000, ,10,10,All Grades,3010,921,273,99,96,554,12,3117,957,280,99,96,661,12,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,EC,,,,,,,,30,8,1,,,30,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,KG,135,30,9,3,3,21,,135,30,9,3,3,21,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,01,151,33,15,2,2,33,1,151,33,15,2,2,33,1,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,02,147,27,9,2,2,29,,147,27,9,2,2,29,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,03,148,27,16,1,1,19,,148,27,16,1,1,19,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,04,140,24,9,1,1,27,1,140,24,9,1,1,27,1,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,05,159,29,13,1,1,18,1,159,29,13,1,1,18,1,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,06,139,19,12,2,,18,1,139,19,12,2,,18,1,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,07,145,21,16,1,,20,1,145,21,16,1,,20,1,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,08,116,21,6,1,,19,,116,21,6,1,,19,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,09,126,21,7,2,,21,,126,21,7,2,,21,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,10,134,15,12,1,,22,,134,15,12,1,,22,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,11,129,7,7,1,,22,,129,7,7,1,,22,,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,12,141,18,9,,,16,3,141,18,9,,,16,3,, ,EC-12,
16-17,86,Wright                                       ,0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,All Grades,1810,292,140,18,10,285,8,1840,300,141,18,10,315,8,, ,EC-12,
16-17,86,Wright                                       ,0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,000, ,07,07W,EC,,,,,,,,126,30,5,,,126,1,, ,EC-12,
16-17,86,Wright                                       ,0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,000, ,07,07W,KG,358,73,21,5,5,54,,358,73,21,5,5,54,,, ,EC-12,
16-17,86,Wright                                       ,0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,000, ,07,07W,01,382,81,26,10,10,50,3,382,81,26,10,10,50,3,, ,EC-12,
16-17,86,Wright                                       ,0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,000, ,07,07W,02,422,80,27,5,5,58,2,422,80,27,5,5,58,2,, ,EC-12,
