DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,ASI_Male,ASI_Female,BLK_Male,BLK_Female,HIS_Male,HIS_Female,HPI_Male,HPI_Female,MLT_Male,MLT_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,02,5,4,0,0,0,0,0,0,0,0,0,0,18,17,23,21,9,44,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,03,2,1,0,0,0,0,1,1,0,0,0,0,14,12,17,14,5,31,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,04,4,1,0,1,0,0,0,0,0,0,1,0,8,12,13,14,7,27,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,05,3,3,0,0,0,0,0,0,0,0,0,1,7,17,10,21,7,31,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,06,4,1,0,0,1,0,0,1,0,1,0,1,21,13,26,17,9,43,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,07,5,3,0,0,0,0,0,1,0,0,0,0,15,8,20,12,9,32,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,08,2,1,0,0,1,0,0,1,0,0,0,0,8,10,11,12,5,23,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,09,2,3,0,0,1,0,0,0,0,0,0,0,13,6,16,9,6,25,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,10,6,2,0,0,0,0,1,0,0,0,0,0,17,13,24,15,9,39,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,11,0,1,0,0,1,0,0,0,0,0,0,0,10,12,11,13,2,24,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,12,3,2,0,0,0,0,0,0,0,0,0,0,12,12,15,14,5,29,District,EC-12,, ,
14-15,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,All Grades,47,37,0,2,5,0,3,6,0,1,2,4,178,157,235,207,107,442,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,EC,0,1,1,0,4,5,11,5,0,0,3,3,34,13,53,27,33,80,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,KG,0,2,3,2,9,8,34,32,0,0,6,12,92,68,144,124,108,268,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,01,0,0,1,3,9,10,39,35,0,0,14,12,75,80,138,140,123,278,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,02,0,0,2,1,9,7,37,38,0,0,18,13,89,73,155,132,125,287,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,03,0,2,3,1,5,6,44,35,0,0,15,13,86,73,153,130,124,283,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,04,0,0,1,6,7,8,32,30,0,0,22,11,88,85,150,140,117,290,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,05,0,1,2,1,3,11,48,34,0,0,11,8,66,76,130,131,119,261,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,06,1,1,4,2,7,7,36,22,0,0,7,13,71,82,126,127,100,253,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,07,1,2,1,1,11,7,35,22,0,0,8,8,85,71,141,111,96,252,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,08,0,1,3,2,4,7,53,23,0,0,9,6,76,72,145,111,108,256,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,09,2,1,1,1,7,4,36,21,0,0,4,6,92,77,142,110,83,252,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,10,2,1,0,3,3,9,35,25,0,0,3,6,73,77,116,121,87,237,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,11,1,1,2,3,6,6,26,20,1,1,13,3,94,74,143,108,83,251,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,12,0,3,0,2,13,8,32,29,0,0,0,4,78,89,123,135,91,258,District,EC-12,, ,
14-15,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,7,16,24,28,97,103,498,371,1,1,133,118,1099,1010,1859,1647,1397,3506,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,EC,6,1,20,10,45,27,39,22,0,0,30,14,329,183,469,257,214,726,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,KG,5,6,70,79,102,105,68,61,1,4,64,56,1067,950,1377,1261,621,2638,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,01,7,9,66,77,111,133,64,49,1,0,62,60,1042,939,1353,1267,639,2620,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,02,6,12,78,64,132,114,88,67,4,1,61,52,1051,977,1420,1287,679,2707,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,03,7,8,78,86,150,111,79,75,1,1,68,53,1070,973,1453,1307,717,2760,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,04,6,12,97,95,132,129,75,80,0,1,59,71,965,1015,1334,1403,757,2737,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,05,12,12,106,99,138,141,79,79,0,0,58,56,1035,979,1428,1366,780,2794,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,06,10,16,90,104,151,116,62,76,1,0,45,48,1021,1021,1380,1381,719,2761,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,07,15,22,92,107,134,161,68,55,1,0,19,32,1078,1045,1407,1422,706,2829,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,08,17,19,114,102,150,150,68,68,0,1,29,25,1141,1092,1519,1457,743,2976,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,09,25,13,119,113,174,160,68,59,2,3,25,24,1089,1101,1502,1473,785,2975,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,10,17,19,103,87,151,138,77,64,1,0,32,20,1231,1073,1612,1401,709,3013,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,11,15,12,99,89,160,142,50,56,2,1,25,32,1172,1100,1523,1432,683,2955,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,12,23,17,115,104,180,153,69,71,1,3,34,22,1374,1196,1796,1566,792,3362,District,EC-12,, ,
14-15,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,171,178,1247,1216,1910,1780,954,882,15,15,611,565,14665,13644,19573,18280,9544,37853,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC,0,0,0,0,1,0,4,1,0,0,1,0,54,29,60,30,7,90,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG,2,2,15,14,2,3,13,13,0,0,20,11,206,184,258,227,95,485,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01,0,1,8,18,5,10,7,9,0,1,15,11,152,185,187,235,85,422,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02,0,3,17,12,11,5,11,20,0,0,13,12,189,197,241,249,104,490,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03,0,2,3,9,10,4,11,11,0,0,9,14,188,174,221,214,73,435,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04,1,1,12,13,6,6,12,10,0,1,12,11,201,167,244,209,85,453,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05,3,1,13,10,5,4,14,12,0,0,9,13,217,216,261,256,84,517,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06,3,0,7,11,7,5,10,14,0,0,4,4,206,235,237,269,65,506,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,5,3,18,12,10,5,5,18,0,0,6,11,227,195,271,244,93,515,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,2,2,11,11,5,5,8,18,0,0,5,4,222,201,253,241,71,494,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,3,3,14,21,8,3,7,12,0,0,7,11,236,185,275,235,89,510,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,2,1,9,14,10,10,10,14,0,0,3,8,235,235,269,282,81,551,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,4,3,13,8,9,10,12,10,0,0,1,3,236,206,275,240,73,515,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,4,4,14,16,21,12,5,6,0,0,3,2,252,260,299,300,87,599,District,EC-12,, ,
14-15,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,29,26,154,169,110,82,129,168,0,2,108,115,2821,2669,3351,3231,1092,6582,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,EC,0,0,1,3,8,10,10,3,0,0,5,0,18,8,42,24,40,66,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,KG,2,0,7,6,30,29,32,33,0,0,16,12,20,30,107,110,167,217,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,01,3,2,6,11,34,30,48,44,0,1,13,11,39,40,143,139,203,282,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,02,2,1,4,7,41,33,43,45,0,0,9,9,28,30,127,125,194,252,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,03,3,1,9,2,43,27,37,41,0,0,13,16,25,38,130,125,192,255,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,04,1,5,6,7,38,42,44,37,0,0,16,13,28,25,133,129,209,262,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,05,0,0,5,3,40,43,45,45,0,0,12,14,38,25,140,130,207,270,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,06,2,3,7,5,36,28,39,32,0,2,12,6,24,19,120,95,172,215,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,07,2,0,4,8,37,41,35,40,0,0,5,4,35,29,118,122,176,240,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,08,3,1,6,9,32,45,35,39,0,0,5,5,31,21,112,120,180,232,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,09,2,1,2,9,44,52,38,31,0,0,5,4,20,16,111,113,188,224,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,10,3,0,5,6,50,42,33,30,0,0,2,6,29,24,122,108,177,230,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,11,2,1,7,6,39,46,29,27,0,0,3,3,21,36,101,119,163,220,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,12,1,3,7,8,34,33,24,27,0,0,4,5,23,27,93,103,146,196,District,EC-12,, ,
14-15,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,All Grades,26,18,76,90,506,501,492,474,0,3,120,108,379,368,1599,1562,2414,3161,District,EC-12,, ,
14-15,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,1,0,0,0,7,0,4,2,0,0,0,0,14,2,26,4,14,30,District,EC-12,, ,
14-15,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,1,1,5,9,25,31,12,11,0,0,4,9,63,50,110,111,108,221,District,EC-12,, ,
14-15,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,1,2,7,5,27,35,21,19,0,0,14,9,64,45,134,115,140,249,District,EC-12,, ,
14-15,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,2,1,6,8,26,33,14,12,0,0,11,13,45,53,104,120,126,224,District,EC-12,, ,
14-15,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,0,3,7,5,36,26,15,9,0,0,7,6,50,69,115,118,114,233,District,EC-12,, ,
