DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
04-05,13,Chisago                                      ,2144,01,CHISAGO LAKES                      ,000, ,07,07E,All Grades,11,11,45,37,20,14,19,23,1764,1626,1859,1711,180,3570,  , ,  
04-05,13,Chisago                                      ,4095,07,TRIO WOLF CREEK DISTANCE LEARNING  ,000, ,07,07E,All Grades,0,2,1,0,0,0,0,0,27,40,28,42,3,70,  , ,  
04-05,14,Clay                                         ,0146,01,BARNESVILLE                        ,000, ,04,04 ,All Grades,1,0,1,1,2,3,2,5,383,369,389,378,15,767,  , ,  
04-05,14,Clay                                         ,0150,01,HAWLEY                             ,000, ,04,04 ,All Grades,2,2,2,0,1,1,5,4,469,408,479,415,17,894,  , ,  
04-05,14,Clay                                         ,0152,01,MOORHEAD                           ,000, ,04,04 ,All Grades,92,83,39,41,251,203,77,60,2364,2182,2823,2569,846,5392,  , ,  
04-05,14,Clay                                         ,0914,01,ULEN-HITTERDAL                     ,000, ,04,04 ,All Grades,7,6,1,1,0,2,0,0,149,133,157,142,17,299,  , ,  
04-05,14,Clay                                         ,2164,01,DILWORTH-GLYNDON-FELTON            ,000, ,04,04 ,All Grades,17,16,1,4,69,50,8,2,626,559,721,631,167,1352,  , ,  
04-05,15,Clearwater                                   ,0162,01,BAGLEY                             ,000, ,01,02 ,All Grades,121,123,1,8,4,6,1,1,405,393,532,531,265,1063,  , ,  
04-05,15,Clearwater                                   ,2311,01,CLEARBROOK-GONVICK                 ,000, ,01,02 ,All Grades,28,41,1,6,0,4,2,2,223,195,254,248,84,502,  , ,  
04-05,16,Cook                                         ,0166,01,COOK COUNTY                        ,000, ,03,03 ,All Grades,64,59,4,6,0,1,1,0,283,243,352,309,135,661,  , ,  
04-05,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,03 ,All Grades,4,4,0,0,0,0,0,0,16,12,20,16,8,36,  , ,  
04-05,17,Cottonwood                                   ,0173,01,MOUNTAIN LAKE                      ,000, ,06,08 ,All Grades,2,1,44,38,31,27,3,3,199,164,279,233,149,512,  , ,  
04-05,17,Cottonwood                                   ,0177,01,WINDOM                             ,000, ,06,08 ,All Grades,6,6,7,8,34,36,4,2,448,424,499,476,103,975,  , ,  
04-05,17,Cottonwood                                   ,2884,01,RED ROCK CENTRAL                   ,000, ,06,08 ,All Grades,0,3,1,3,4,6,0,2,271,225,276,239,19,515,  , ,  
04-05,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,All Grades,0,0,52,80,3,2,0,4,191,210,246,296,141,542,  , ,  
04-05,18,Crow Wing                                    ,0181,01,BRAINERD                           ,000, ,05,05 ,All Grades,59,50,20,29,21,19,40,33,3564,3351,3704,3482,271,7186,  , ,  
04-05,18,Crow Wing                                    ,0182,01,CROSBY-IRONTON                     ,000, ,05,05 ,All Grades,16,11,3,2,4,7,9,6,631,684,663,710,58,1373,  , ,  
04-05,18,Crow Wing                                    ,0186,01,PEQUOT LAKES                       ,000, ,05,05 ,All Grades,4,2,1,2,2,4,0,1,747,683,754,692,16,1446,  , ,  
04-05,18,Crow Wing                                    ,4012,07,EMILY CHARTER SCHOOL               ,000, ,05,05 ,All Grades,0,0,0,0,0,0,0,0,34,43,34,43,0,77,  , ,  
04-05,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05 ,All Grades,0,0,0,0,0,0,0,2,50,38,50,40,2,90,  , ,  
04-05,19,Dakota                                       ,0006,03,SOUTH ST. PAUL                     ,000, ,11,11 ,All Grades,21,13,19,31,227,189,93,66,1296,1250,1656,1549,659,3205,  , ,  
04-05,19,Dakota                                       ,0191,01,BURNSVILLE                         ,000, ,11,11 ,All Grades,31,19,415,414,340,261,693,621,4205,3889,5684,5204,2794,10888,  , ,  
04-05,19,Dakota                                       ,0192,01,FARMINGTON                         ,000, ,11,11 ,All Grades,3,10,84,72,82,76,60,57,2680,2490,2909,2705,444,5614,  , ,  
04-05,19,Dakota                                       ,0194,01,LAKEVILLE                          ,000, ,11,11 ,All Grades,18,13,99,111,111,111,104,124,5200,4864,5532,5223,691,10755,  , ,  
04-05,19,Dakota                                       ,0195,01,RANDOLPH                           ,000, ,11,11 ,All Grades,1,1,3,3,2,1,3,1,246,213,255,219,15,474,  , ,  
04-05,19,Dakota                                       ,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN       ,000, ,11,11 ,All Grades,86,66,865,848,512,455,946,861,12118,11610,14527,13840,4639,28367,  , ,  
04-05,19,Dakota                                       ,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN   ,000, ,11,11 ,All Grades,19,25,112,129,379,327,225,186,1730,1617,2465,2284,1402,4749,  , ,  
04-05,19,Dakota                                       ,0199,01,INVER GROVE HEIGHTS SCHOOLS        ,000, ,11,11 ,All Grades,16,15,77,52,141,138,90,111,1643,1529,1967,1845,640,3812,  , ,  
04-05,19,Dakota                                       ,0200,01,HASTINGS                           ,000, ,11,11 ,All Grades,30,32,39,36,54,57,52,50,2542,2318,2717,2493,350,5210,  , ,  
04-05,19,Dakota                                       ,0917,06,INTERMEDIATE SCHOOL DISTRICT 917   ,000, ,11,11 ,All Grades,3,1,9,8,10,12,27,10,332,174,381,205,80,586,  , ,  
04-05,19,Dakota                                       ,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL     ,000, ,10,10 ,All Grades,0,0,5,2,0,0,0,0,58,45,63,47,7,110,  , ,  
04-05,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11 ,All Grades,0,0,2,2,0,0,76,104,9,10,87,116,184,203,  , ,  
04-05,19,Dakota                                       ,4119,07,RIVER HEIGHTS CHARTER SCHOOL       ,000, ,11,11 ,All Grades,0,1,0,0,8,5,3,5,28,28,39,39,22,78,  , ,  
04-05,20,Dodge                                        ,0203,01,HAYFIELD                           ,000, ,10,10 ,All Grades,2,1,5,6,15,11,4,3,456,403,482,424,47,906,  , ,  
04-05,20,Dodge                                        ,0204,01,KASSON-MANTORVILLE                 ,000, ,10,10 ,All Grades,5,7,3,13,26,24,9,6,948,916,991,966,93,1957,  , ,  
04-05,20,Dodge                                        ,2125,01,TRITON                             ,000, ,10,10 ,All Grades,0,0,0,3,63,61,2,2,499,488,564,554,131,1118,  , ,  
04-05,21,Douglas                                      ,0206,01,ALEXANDRIA                         ,000, ,04,04 ,All Grades,2,8,18,16,22,12,27,24,2079,1949,2148,2009,129,4157,  , ,  
04-05,21,Douglas                                      ,0207,01,BRANDON                            ,000, ,04,04 ,All Grades,0,0,0,2,0,0,2,0,156,141,158,143,4,301,  , ,  
04-05,21,Douglas                                      ,0208,01,EVANSVILLE                         ,000, ,04,04 ,All Grades,0,0,0,0,0,0,0,0,92,106,92,106,0,198,  , ,  
04-05,21,Douglas                                      ,0213,01,OSAKIS                             ,000, ,04,04 ,All Grades,0,0,2,2,3,4,0,2,338,333,343,341,13,684,  , ,  
04-05,21,Douglas                                      ,4045,07,LAKES AREA CHARTER SCHOOL          ,000, ,04,04 ,All Grades,0,0,0,0,5,3,0,0,35,34,40,37,8,77,  , ,  
04-05,21,Douglas                                      ,6014,61,RUNESTONE AREA ED. DISTRICT        ,000, ,04,04 ,All Grades,0,1,0,0,1,1,1,2,69,55,71,59,6,130,  , ,  
04-05,22,Faribault                                    ,2134,01,UNITED SOUTH CENTRAL               ,000, ,09,09 ,All Grades,1,2,6,5,31,38,2,5,469,415,509,465,90,974,  , ,  
04-05,22,Faribault                                    ,2860,01,BLUE EARTH AREA PUBLIC SCHOOL      ,000, ,09,09 ,All Grades,3,0,4,4,60,54,4,4,638,567,709,629,133,1338,  , ,  
04-05,23,Fillmore                                     ,0229,01,LANESBORO                          ,000, ,10,10 ,All Grades,0,0,1,0,0,4,0,2,191,170,192,176,7,368,  , ,  
04-05,23,Fillmore                                     ,0238,01,MABEL-CANTON                       ,000, ,10,10 ,All Grades,0,0,0,0,0,0,0,0,152,193,152,193,0,345,  , ,  
04-05,23,Fillmore                                     ,0239,01,RUSHFORD-PETERSON                  ,000, ,10,10 ,All Grades,1,0,1,5,2,2,1,1,352,332,357,340,13,697,  , ,  
04-05,23,Fillmore                                     ,2137,01,KINGSLAND                          ,000, ,10,10 ,All Grades,0,2,1,5,2,0,2,2,402,440,407,449,14,856,  , ,  
04-05,23,Fillmore                                     ,2198,01,FILLMORE CENTRAL                   ,000, ,10,10 ,All Grades,0,0,0,1,10,3,1,1,347,291,358,296,16,654,  , ,  
04-05,24,Freeborn                                     ,0241,01,ALBERT LEA                         ,000, ,10,10 ,All Grades,4,5,24,17,236,217,30,22,1538,1495,1832,1756,555,3588,  , ,  
04-05,24,Freeborn                                     ,0242,01,ALDEN                              ,000, ,10,10 ,All Grades,0,0,3,3,10,8,1,3,195,193,209,207,28,416,  , ,  
04-05,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS                   ,000, ,10,10 ,All Grades,0,2,2,7,7,6,0,1,194,167,203,183,25,386,  , ,  
04-05,25,Goodhue                                      ,0252,01,CANNON FALLS                       ,000, ,10,10 ,All Grades,2,5,10,13,4,5,7,7,690,643,713,673,53,1386,  , ,  
04-05,25,Goodhue                                      ,0253,01,GOODHUE                            ,000, ,10,10 ,All Grades,0,0,2,3,6,11,0,2,287,290,295,306,24,601,  , ,  
04-05,25,Goodhue                                      ,0255,01,PINE ISLAND                        ,000, ,10,10 ,All Grades,3,2,1,7,16,12,4,7,602,587,626,615,52,1241,  , ,  
04-05,25,Goodhue                                      ,0256,01,RED WING                           ,000, ,10,10 ,All Grades,52,47,21,34,49,54,40,44,1321,1276,1483,1455,341,2938,  , ,  
04-05,25,Goodhue                                      ,2172,01,KENYON-WANAMINGO                   ,000, ,10,10 ,All Grades,1,0,4,3,16,14,1,5,457,411,479,433,44,912,  , ,  
04-05,25,Goodhue                                      ,6051,61,GOODHUE COUNTY ED. DISTRICT        ,000, ,10,10 ,All Grades,1,0,0,0,0,1,0,0,30,7,31,8,2,39,  , ,  
04-05,26,Grant                                        ,0261,01,ASHBY                              ,000, ,04,04 ,All Grades,1,0,0,0,2,3,0,2,164,135,167,140,8,307,  , ,  
04-05,26,Grant                                        ,0264,01,HERMAN-NORCROSS                    ,000, ,04,04 ,All Grades,0,1,0,0,4,0,0,0,57,52,61,53,5,114,  , ,  
04-05,26,Grant                                        ,2342,01,WEST CENTRAL AREA                  ,000, ,04,04 ,All Grades,2,5,0,4,6,8,4,4,400,400,412,421,33,833,  , ,  
04-05,27,Hennepin                                     ,0001,03,MINNEAPOLIS                        ,000, ,11,11 ,All Grades,811,845,2315,2346,3113,2757,8639,8539,5807,5327,20685,19814,29365,40499,  , ,  
04-05,27,Hennepin                                     ,0270,01,HOPKINS                            ,000, ,11,11 ,All Grades,24,27,170,153,215,186,557,471,3305,3179,4271,4016,1803,8287,  , ,  
04-05,27,Hennepin                                     ,0271,01,BLOOMINGTON                        ,000, ,11,11 ,All Grades,48,50,469,443,413,361,718,649,3796,3585,5444,5088,3151,10532,  , ,  
04-05,27,Hennepin                                     ,0272,01,EDEN PRAIRIE                       ,000, ,11,11 ,All Grades,26,26,363,332,109,92,344,319,4439,4074,5281,4843,1611,10124,  , ,  
04-05,27,Hennepin                                     ,0273,01,EDINA                              ,000, ,11,11 ,All Grades,12,11,176,197,75,83,163,134,3286,3228,3712,3653,851,7365,  , ,  
04-05,27,Hennepin                                     ,0276,01,MINNETONKA                         ,000, ,11,11 ,All Grades,17,26,141,155,77,67,92,64,3566,3420,3893,3732,639,7625,  , ,  
04-05,27,Hennepin                                     ,0277,01,WESTONKA                           ,000, ,11,11 ,All Grades,8,6,17,9,13,11,18,13,1160,989,1216,1028,95,2244,  , ,  
04-05,27,Hennepin                                     ,0278,01,ORONO                              ,000, ,11,11 ,All Grades,5,4,25,26,22,24,10,10,1211,1198,1273,1262,126,2535,  , ,  
04-05,27,Hennepin                                     ,0279,01,OSSEO                              ,000, ,11,11 ,All Grades,83,74,1447,1257,463,426,2038,1932,7160,6740,11191,10429,7720,21620,  , ,  
04-05,27,Hennepin                                     ,0280,01,RICHFIELD                          ,000, ,11,11 ,All Grades,32,27,178,162,484,398,461,449,1090,973,2245,2009,2191,4254,  , ,  
04-05,27,Hennepin                                     ,0281,01,ROBBINSDALE                        ,000, ,11,11 ,All Grades,89,90,479,481,475,507,1371,1334,4399,4126,6813,6538,4826,13351,  , ,  
04-05,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON           ,000, ,11,11 ,All Grades,13,5,67,59,35,23,39,45,705,665,859,797,286,1656,  , ,  
04-05,27,Hennepin                                     ,0283,01,ST. LOUIS PARK                     ,000, ,11,11 ,All Grades,26,26,115,101,136,120,392,381,1573,1479,2242,2107,1297,4349,  , ,  
04-05,27,Hennepin                                     ,0284,01,WAYZATA                            ,000, ,11,11 ,All Grades,18,12,321,314,102,76,286,266,4206,4090,4933,4758,1395,9691,  , ,  
04-05,27,Hennepin                                     ,0286,01,BROOKLYN CENTER                    ,000, ,11,11 ,All Grades,14,17,169,150,85,58,311,312,302,273,881,810,1116,1691,  , ,  
04-05,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,All Grades,19,11,73,45,46,48,211,137,689,476,1038,717,590,1755,  , ,  
04-05,27,Hennepin                                     ,1000,70,PERPICH CENTER FOR ARTS EDUCATION  ,000, ,11,11 ,All Grades,2,3,1,3,1,3,1,9,84,155,89,173,23,262,  , ,  
04-05,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,All Grades,0,0,12,7,5,3,35,47,0,1,52,58,109,110,  , ,  
04-05,27,Hennepin                                     ,4011,07,NEW VISIONS CHARTER SCHOOL         ,000, ,11,11 ,All Grades,3,1,3,2,6,5,67,45,40,16,119,69,132,188,  , ,  
04-05,27,Hennepin                                     ,4017,07,MINNESOTA TRANSITIONS CHARTER SCH  ,000, ,11,11 ,All Grades,36,26,36,23,31,27,266,220,115,91,484,387,665,871,  , ,  
04-05,27,Hennepin                                     ,4030,07,ODYSSEY CHARTER SCHOOL             ,000, ,11,11 ,All Grades,0,0,8,3,2,3,25,17,79,67,114,90,58,204,  , ,  
04-05,27,Hennepin                                     ,4032,07,HARVEST PREP SCHOOL/SEED ACADEMY   ,000, ,11,11 ,All Grades,0,0,0,0,1,1,166,192,0,0,167,193,360,360,  , ,  
04-05,27,Hennepin                                     ,4038,07,SOJOURNER TRUTH ACADEMY            ,000, ,11,11 ,All Grades,0,0,0,2,21,21,100,96,0,2,121,121,240,242,  , ,  
04-05,27,Hennepin                                     ,4044,07,HEART OF THE EARTH CHARTER         ,000, ,11,11 ,All Grades,92,101,0,0,0,3,4,3,5,5,101,112,203,213,  , ,  
04-05,27,Hennepin                                     ,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS    ,000, ,11,11 ,All Grades,32,43,2,0,0,1,1,4,0,3,35,51,83,86,  , ,  
04-05,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11 ,All Grades,2,3,0,0,29,24,9,16,4,5,44,48,83,92,  , ,  
04-05,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11 ,All Grades,0,0,0,0,88,88,0,0,1,0,89,88,176,177,  , ,  
04-05,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11 ,All Grades,1,0,4,2,0,0,65,110,4,3,74,115,182,189,  , ,  
04-05,27,Hennepin                                     ,4076,07,MINNESOTA ACADEMY OF TECHNOLOGY    ,000, ,11,11 ,All Grades,3,0,1,0,6,4,9,3,33,14,52,21,26,73,  , ,  
04-05,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000, ,11,11 ,All Grades,0,0,0,0,0,0,239,182,0,0,239,182,421,421,  , ,  
04-05,27,Hennepin                                     ,4078,07,MN INTERNATIONAL MIDDLE CHARTER    ,000, ,11,11 ,All Grades,0,0,0,0,0,0,126,113,0,0,126,113,239,239,  , ,  
04-05,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11 ,All Grades,0,0,0,0,3,1,45,43,0,2,48,46,92,94,  , ,  
