SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
13-14,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,3,32,MEMORIAL HIGH SCHOOL                              ,69,St. Louis                                         ,3,12.06,6.86,5.2,0,0,0,0,0,0.2,0,0,6.86,5,0,17,1,0.4,3.2,1.06,5.4,0.2,0.8,0,9.46,2.6,0,0,45,0,0.4,1.4,2.2,4,4.06
13-14,696,1,ELY PUBLIC SCHOOL DISTRICT                        ,0,0,Totals                                            ,69,St. Louis                                         ,3,35.89,11.59,24.3,0,0,0,0.5,0,0.2,0,0,11.59,23.6,1,15,5.92,3.99,9.63,4.52,8,2,0.8,0,24.86,10.83,0,0,42,2,2.99,4.99,7.66,9.76,8.49
13-14,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,0,0,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,69,St. Louis                                         ,3,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,27,0,0,0,0,0.03,0.02,0,0,0,0,0,0,61,0,0,0,0,0.02,0.03
13-14,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,10,10,FLOODWOOD ELEMENTARY                              ,69,St. Louis                                         ,3,11.9,2.76,9.14,0,0,0,0,0,0,0,0.07,2.76,9.07,0.37,16,0.73,1.83,0,4.67,3.2,1.4,0.07,0,9.14,2.66,0,0,46,0,1.33,0.03,3.2,4.27,3.07
13-14,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,20,33,FLOODWOOD SECONDARY                               ,69,St. Louis                                         ,3,12.47,8.3,4.17,0,0,0,0,0,0,0,0,8.3,4.17,2.68,9,3.36,4.18,4,0.33,0,0.6,0,0,11.13,1.34,0,0,40,1,1.68,1,4.86,2.93,1
13-14,698,1,FLOODWOOD PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,69,St. Louis                                         ,3,24.42,11.06,13.36,0,0,0,0,0,0,0,0.07,11.06,13.29,3.05,11,4.09,6.01,4,5,3.23,2.02,0.07,0,20.27,4,0,0,42,1,3.01,1.03,8.06,7.22,4.1
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,0,0,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,69,St. Louis                                         ,3,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0,14,0,0,0.08,0,0,0,0,0,0,0,0,0,36,0,0,0,0.08,0,0
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,10,10,HERMANTOWN ELEMENTARY                             ,69,St. Louis                                         ,3,30.21,4.52,25.69,0,0,0,0,0,0,0,0,4.52,25.69,2,14,3.19,6.69,5.22,9.01,3.17,1.85,1,0,5.51,24.17,0,0,43,0.13,2.7,1.08,12.59,10.78,2.93
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,15,20,HERMANTOWN MIDDLE                                 ,69,St. Louis                                         ,3,40.84,13.48,27.36,0,0,0,0,0,0,0,0,13.48,27.36,1.5,15,6.81,7.91,5.17,6.68,7.8,2.16,3.32,0,11.09,29.39,0,0,41,0.77,4.42,7.21,8.77,14.22,5.45
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,20,32,HERMANTOWN SENIOR HIGH                            ,69,St. Louis                                         ,3,32.85,20.6,12.25,0,0,0,0,0,0,0,0,20.6,12.25,0,15,3.02,8.65,5.28,5.6,5.7,3,1.6,0,9.93,22.7,0,0,41,0,3.92,4.15,9.88,10.7,4.2
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,25,50,HERMANTOWN EARLY CHILDHOOD                        ,69,St. Louis                                         ,3,4.02,0,4.02,0,0,0,0,0,0,0,0,0,4.02,0,7,1.42,2.37,0.23,0,0,0,0,0,2.57,1.4,0,0,34,0,2.7,0.42,0.27,0.4,0.23
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,35,42,HERMANTOWN ALTERNATIVE LEARNING PRG               ,69,St. Louis                                         ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,44,0,0,0,1,0,0
13-14,700,1,HERMANTOWN PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,69,St. Louis                                         ,3,109,39.6,69.4,0,0,0,0,0,0,0,0,39.6,69.4,3.5,14,14.44,25.62,16.98,21.29,16.67,7.01,5.92,0,29.1,78.66,0,0,41,0.9,13.74,12.86,32.59,36.1,12.81
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,0,0,HIBBING PUBLIC SCHOOL DISTRICT                    ,69,St. Louis                                         ,3,3.14,0,3.14,0,0,0,0,0,0,0,0.11,0,3.03,0,24,0.03,0,0,2,0,0,1.11,0,2,1,0,0,53,0,0,0.03,0,1,2.11
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,140,10,GREENHAVEN ELEMENTARY                             ,69,St. Louis                                         ,3,16.55,2,14.55,0,0,0,0,0,0,0,0,2,14.55,0.2,14,3.12,0,2.1,5.33,1,3,1,0,13.62,2.93,0,0,42,1,1,0.1,3.35,8.1,3
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,160,10,WASHINGTON ELEMENTARY                             ,69,St. Louis                                         ,3,16.84,0,16.84,0,0,0,0,0,0,0,0,0,16.84,0.2,14,2.73,3.2,2.89,3.02,1,3,0,0,14.45,2.39,0,0,40,2,0.63,2.1,5.22,4.89,2
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,310,10,LINCOLN ELEMENTARY                                ,69,St. Louis                                         ,3,35.1,9.6,25.5,0,0,0,0,0,0,0,0,9.6,25.5,0,18,3,4,6.28,9.06,8.79,1,1.97,0,25.94,9.16,0,0,45,0,3,2.99,10.06,11.26,7.79
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,350,33,HIBBING HIGH                                      ,69,St. Louis                                         ,3,60.32,29.7,30.62,0,0,0,0,0,0,0,0,29.7,30.62,2.9,18,6.3,5,7,19,10.19,9,3.03,0,44.12,16.2,0,0,45,2,2.9,6,21,14.02,14.4
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,360,41,MESABI AREA LEARNING CENTER                       ,69,St. Louis                                         ,3,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0.24,0,21,0,0,0.12,0,0,0.12,0,0,0,0.24,0,0,48,0,0,0,0.12,0,0.12
13-14,701,1,HIBBING PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,69,St. Louis                                         ,3,132.19,41.3,90.89,0,0,0,0,0,0,0,0.11,41.3,90.78,3.3,17,15.18,12.2,18.39,38.41,20.98,16.12,7.11,0,100.13,31.92,0,0,44,5,7.53,11.22,39.75,39.27,29.42
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,0,0,PROCTOR PUBLIC SCHOOL DISTRICT                    ,69,St. Louis                                         ,3,4.05,0,4.05,0,0,0,0,0,0,0,0,0,4.05,0.1,9,1.02,1.73,0.7,0,0.6,0,0,0,2.77,0.4,0,0,40,0,1.3,0.65,0.73,0.4,0.97
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,1,32,PROCTOR SENIOR HIGH                               ,69,St. Louis                                         ,3,26.79,15.55,11.24,0,0,0,0,0.77,0,0,0,14.78,11.24,0,16,5.32,4.68,4.9,3.61,2.08,4.54,1.66,0,11.1,15.69,0,0,42,0.91,2.97,4.62,7.38,7.65,3.26
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,2,20,A.I. JEDLICKA MIDDLE SCHOOL                       ,69,St. Louis                                         ,3,21.68,9.59,12.09,0,0,0,0,0,0,0,0,9.59,12.09,1.53,12,8.11,5.37,3.17,2,1.68,1.35,0,0,15.29,6.39,0,0,37,1.9,4.25,6,4.67,4.86,0
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,4,10,BAY VIEW ELEMENTARY                               ,69,St. Louis                                         ,3,28.27,2.67,25.6,0,0,0,0,0,0,0,1,2.67,24.6,1,12,6.5,10.1,2.5,4.67,1,0.5,3,0,15.6,12.67,0,0,38,0,7,7.6,5.67,4,4
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,6,10,PIKE LAKE ELEMENTARY                              ,69,St. Louis                                         ,3,14.43,2.66,11.77,0,0,0,0,0,0,0,0,2.66,11.77,0,14,0.7,4.73,2,4,1,2,0,0,2.1,12,0,0.33,40,0.7,0,2.4,7,3.33,1
13-14,704,1,PROCTOR PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,69,St. Louis                                         ,3,95.22,30.47,64.75,0,0,0,0,0.77,0,0,1,29.7,63.75,2.63,13,21.65,26.61,13.27,14.28,6.36,8.39,4.66,0,46.86,47.15,0,0.33,40,3.51,15.52,21.27,25.45,20.24,9.23
13-14,706,1,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,0,0,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,69,St. Louis                                         ,3,1.14,0,1.14,0,0,0,0,0,0,0,0,0,1.14,0,1,1.14,0,0,0,0,0,0,0,0,0,0,0,26,1,0.14,0,0,0,0
13-14,706,1,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,30,10,ROOSEVELT ELEMENTARY                              ,69,St. Louis                                         ,3,30.84,9.42,21.42,0,0,0,0,0,0,0,0,9.42,21.42,4.68,16,6.52,5,3.1,3.07,5.33,2.15,4,0,18.52,12.24,0,0,44,2.84,1.68,2,9.67,8.65,6
13-14,706,1,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,90,33,VIRGINIA SECONDARY                                ,69,St. Louis                                         ,3,43.72,22,21.72,0,0,1,0,0,0,0,0,21,21.72,2.6,14,10.24,11,5,4,3,6.48,4,0,29.24,14.48,0,0,40,4.64,7,4,10.6,10.48,7
13-14,706,1,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,112,10,PARKVIEW ELEMENTARY                               ,69,St. Louis                                         ,3,32.26,3.66,28.6,0,0,0,0,0,1,0,0,3.66,27.6,0.34,16,3.67,5.27,5.33,5.33,3.33,6,2,0,18.7,13.56,0,0,43,1.33,3.34,2,9.8,9.96,5.83
13-14,706,1,VIRGINIA PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,69,St. Louis                                         ,3,107.96,35.08,72.88,0,0,1,0,0,1,0,0,34.08,71.88,7.62,15,21.57,21.27,13.43,12.4,11.66,14.63,10,0,66.46,40.28,0,0,42,9.81,12.16,8,30.07,29.09,18.83
13-14,707,1,NETT LAKE PUBLIC SCHOOL DISTRICT                  ,1,10,NETT LAKE ELEMENTARY                              ,69,St. Louis                                         ,3,11.82,1.5,10.32,1.5,0,0,0,0,0,0,0,0,10.32,0,14,3.51,3,1,1,1,2.31,0,0,11.49,0,0,0,48,0,1.01,1,2.5,2.99,4.32
13-14,707,1,NETT LAKE PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,69,St. Louis                                         ,3,11.82,1.5,10.32,1.5,0,0,0,0,0,0,0,0,10.32,0,14,3.51,3,1,1,1,2.31,0,0,11.49,0,0,0,48,0,1.01,1,2.5,2.99,4.32
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,0,0,DULUTH PUBLIC SCHOOL DISTRICT                     ,69,St. Louis                                         ,3,41.98,3.67,38.31,0,1,0,0,0,1,0,0,3.67,36.31,1,19,3.77,5.2,3.7,8.71,6,6.6,8,2,9.01,30.37,0,0.6,48,1,2.6,1,8.3,12.87,16.21
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,81,77,MERRITT CREEK ACADEMY                             ,69,St. Louis                                         ,3,11.2,1.5,9.7,0,0,0,0,0,0,0,0,1.5,9.7,0,20,0.5,0,2,4.5,1,3,0.2,0,1.5,9.7,0,0,51,0,0,0,2,5,4.2
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,215,32,DENFELD HIGH SCHOOL                               ,69,St. Louis                                         ,3,51.48,22.76,28.72,0,0,0,0.48,0,0,0,0,22.76,28.24,1,19,4.34,6.78,7.19,13.19,7.78,6,3.9,0,9.86,41.62,0,0,49,0,1.33,3.88,14.36,12.81,19.1
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,220,32,EAST HIGH SCHOOL                                  ,69,St. Louis                                         ,3,60.03,24.74,35.29,0,0.8,0,0,0,0,0,0,24.74,34.49,0.2,20,3.46,7.04,4.14,20.36,11.19,6.6,6.51,0.2,7.73,52.1,0,0,50,0,3.13,5.25,10.99,18.1,22.56
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,225,20,LINCOLN PARK MIDDLE SCHOOL                        ,69,St. Louis                                         ,3,41.61,12.5,29.11,0,1.04,0.99,0,0,0,0,0,11.51,28.07,0,19,2.73,7.01,2.42,15.48,7.36,4.05,2.03,0,5.65,35.96,0,0,48,0,1.73,0,11.72,19.66,8.5
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,335,20,ORDEAN EAST MIDDLE SCHOOL                         ,69,St. Louis                                         ,3,38.12,16.8,21.32,0,0.84,0,0,0,0,0,0,16.8,20.48,0,20,0.85,2.89,3.15,12.22,5.26,9.77,2.16,0,3.65,34.47,0,0,48,0,0.61,1.15,7.77,20.74,7.85
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,435,10,CONGDON ELEMENTARY                                ,69,St. Louis                                         ,3,22.58,2.62,19.96,0,0,0,1,0,0,0,0,2.62,18.96,0,24,2,1,2,4.62,1.5,6.98,4.48,0,2,20.58,0,0,48,0,0,0,7.62,9.48,5.48
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,475,10,HOMECROFT ELEMENTARY                              ,69,St. Louis                                         ,3,16.09,3,13.09,0,0,0,1,0,0,1,0.4,2,11.69,0,19,1,2,1.4,4.36,3.33,1,3,0,1.5,14.59,0,0,52,0,0,1.5,4.53,6.33,3.73
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,500,10,LAKEWOOD ELEMENTARY                               ,69,St. Louis                                         ,3,11.6,0,11.6,0,0,0,0,0,0,0,0,0,11.6,0,29,1.5,0,0.36,1,2,4,2.74,0,2.36,9.24,0,0,58,0,0,1.5,1,5,4.1
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,510,10,LESTER PARK ELEMENTARY                            ,69,St. Louis                                         ,3,26.53,1,25.53,0,0,0,0,0,0,0,0.6,1,24.93,0,20,0.5,0.67,3.1,7.63,9.63,4,1,0,0.67,25.86,0,0,53,0,0,0.5,5.5,11.27,9.26
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,520,10,LOWELL MUSIC MAGNET ELEMENTARY                    ,69,St. Louis                                         ,3,21.41,1.39,20.02,0,0,0,0,0,1,0,0,1.39,19.02,1,23,1,2,0.5,7.98,3.06,4.45,2.42,0,2,18.41,1,0,49,1,0,1,5.42,5.51,8.48
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,525,10,LAURA MACARTHUR ELEMENTARY                        ,69,St. Louis                                         ,3,34.34,4.85,29.49,0,1,0,2,1,1,0,0,3.85,25.49,0,18,7.83,4,4.5,12.45,1,2.19,2.37,1.07,8.32,23.95,1,0,47,1,2.5,1,10.1,10,9.74
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,540,10,MYERS-WILKINS ELEMENTARY                          ,69,St. Louis                                         ,3,29.6,2.6,27,0,2,0,0,0,1,0,0,2.6,24,0,18,4.9,1,7,7,2,4,2.7,0.1,5.9,23.6,0,0,46,1,1.5,3.4,7,9,7.7
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,550,10,PIEDMONT ELEMENTARY                               ,69,St. Louis                                         ,3,28.08,1,27.08,0,0,0,0,0,0,0,1,1,26.08,0,25,1.37,4,2.57,9,3,5.97,2.17,0,4.94,23.14,0,0,55,0,0,3,8,10.37,6.71
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,565,10,STOWE ELEMENTARY                                  ,69,St. Louis                                         ,3,20.14,4.5,15.64,0,0,0,0,1,0,0,0,3.5,15.64,0.4,21,2.23,2,1,1.4,4.87,6.9,1.74,1.47,2.4,15.27,1,0,51,0,1.9,1,1.23,6.4,9.61
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,575,77,CHESTER CREEK ACADEMY                             ,69,St. Louis                                         ,3,10.1,1.5,8.6,0,0,0,0,0,0,0,0,1.5,8.6,0,18,0.5,0,4,3.5,2,0,0.1,0,0.5,9.6,0,0,49,0,0,0,3,4,3.1
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,580,77,WOODLAND HILLS ACADEMY                            ,69,St. Louis                                         ,3,12.4,5,7.4,1,0,0,0,0,0,0,0,4,7.4,0,17,0,1,3,5.8,2,0.5,0.1,0,1,11.4,0,0,52,0,0,1,3,5,3.4
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,605,77,ARROWHEAD JUVENILE CENTER                         ,69,St. Louis                                         ,3,4.37,1,3.37,0,0,0,0,0,0,0,0,1,3.37,0,15,1,0,1,1.37,1,0,0,0.37,1,3,0,0,46,0,0,1,1,2,0.37
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,611,41,DULUTH AREA LEARNING CENTER                       ,69,St. Louis                                         ,3,10.23,5.26,4.97,0,0,0,0,0,0,0,0,5.26,4.97,2,13,3.66,0,1.34,2.37,1.37,0.99,0.5,2.83,2.77,4.63,0,0,40,0,0.43,1.24,4.07,3.32,1.17
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,615,72,BETHANY CRISES SHELTER                            ,69,St. Louis                                         ,3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,28,0,0,0,0,0,0.3,0,0,0,0.3,0,0,56,0,0,0,0,0,0.3
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,630,74,SUPERIOR ACADEMY                                  ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,1,0
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,640,74,LAKESIDE ACADEMY                                  ,69,St. Louis                                         ,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,1,0,1,0,0,2,0,0,60,0,0,0,0,0,2
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,700,50,EARLY CHILDHOOD SPECIAL EDUCATION                 ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,24,1,0,0,0,0,0
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,950,50,THE BRIDGE                                        ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,1,0,0,58,0,0,0,0,0,1
13-14,709,1,DULUTH PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,69,St. Louis                                         ,3,497.19,115.69,381.5,1,6.68,0.99,4.48,2,4,1,2,110.7,364.34,5.6,20,45.14,46.59,54.37,142.94,76.35,78.3,47.12,8.04,74.76,410.79,3,0.6,49,5,15.73,27.42,116.61,177.86,154.57
13-14,712,1,MOUNTAIN IRON-BUHL SCHOOL DISTRICT                ,1,10,MERRITT ELEMENTARY                                ,69,St. Louis                                         ,3,20.75,7.04,13.71,0,0,0,0,0,0,0,0,7.04,13.71,1,15,4.07,3,5.47,2.84,2.87,0,2.5,0,12.64,8.04,0,0,40,1,3.07,4,4.84,4.84,3
13-14,712,1,MOUNTAIN IRON-BUHL SCHOOL DISTRICT                ,3,33,MOUNTAIN IRON-BUHL SECONDARY                      ,69,St. Louis                                         ,3,15.03,6.06,8.97,0,0,0,0,0,0,0,0,6.06,8.97,0,14,2.07,2.98,3.81,3.46,2.2,0,0.51,0,10.92,4.04,0,0,38,1,2.07,0.98,4.87,6.11,0
13-14,712,1,MOUNTAIN IRON-BUHL SCHOOL DISTRICT                ,10,77,MESABI ACADEMY SCHOOL                             ,69,St. Louis                                         ,3,12.02,7.02,5,0,0,0,0,0,0,0,0,7.02,5,1,10,2.01,4,3.01,2,1,0,0,0,9.01,3.01,0,0,45,1,0,4,2.01,1,4.01
13-14,712,1,MOUNTAIN IRON-BUHL SCHOOL DISTRICT                ,0,0,Totals                                            ,69,St. Louis                                         ,3,47.8,20.12,27.68,0,0,0,0,0,0,0,0,20.12,27.68,2,13,8.15,9.98,12.29,8.3,6.07,0,3.01,0,32.57,15.09,0,0,40,3,5.14,8.98,11.72,11.95,7.01
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,0,0,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,70,Scott                                             ,11,1.28,0,1.28,0,0,0,0,0,0,0,0,0,1.28,0,14,1,0,0.2,0,0,0.08,0,0,1.2,0,0,0,47,0,1,0,0,0,0.28
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,10,10,CHATFIELD ELEMENTARY                              ,70,Scott                                             ,11,31.15,3,28.15,0,0,0,0,0,0,0,0,3,28.15,2.03,10,10.01,10.03,2,5.94,1,1,1.17,0,20.95,10.03,0,0,34,1,11.67,6.03,9.68,1.6,1.17
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,11,10,OAK CREST ELEMENTARY                              ,70,Scott                                             ,11,31.59,5,26.59,0,0,0,0,0,0,0,0,5,26.59,3.66,11,8.66,5.93,7,4,3,2,1,0,13.59,18,0,0,35,3.66,7.33,4,9.6,4,3
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,20,32,BELLE PLAINE SENIOR HIGH                          ,70,Scott                                             ,11,27.57,15.77,11.8,0,0,0,0,0,0,0,0,15.77,11.8,1,13,5.2,7.77,4.6,5,2.4,0,2.6,0,12.97,13.6,0,0,36,1,5.2,6.17,9,2.4,3.8
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,30,31,BELLE PLAINE JUNIOR HIGH                          ,70,Scott                                             ,11,13.16,7.43,5.73,0,0,0,0,0,0,0,0,7.43,5.73,0.33,13,2.13,4.63,2.4,0.8,1.8,1,0.4,0,5.76,7.4,0,0,42,0.33,0.8,4.83,2.4,1.6,3.2
13-14,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT               ,0,0,Totals                                            ,70,Scott                                             ,11,104.75,31.2,73.55,0,0,0,0,0,0,0,0,31.2,73.55,7.02,12,27,28.36,16.2,15.74,8.2,4.08,5.17,0,54.47,49.03,0,0,37,5.99,26,21.03,30.68,9.6,11.45
13-14,717,1,JORDAN PUBLIC SCHOOL DISTRICT                     ,0,0,JORDAN PUBLIC SCHOOL DISTRICT                     ,70,Scott                                             ,11,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0.17,0,26,0,0,0,0,0,0.17,0,0,0,0,0,0,59,0,0,0,0,0,0.17
13-14,717,1,JORDAN PUBLIC SCHOOL DISTRICT                     ,127,32,JORDAN SECONDARY                                  ,70,Scott                                             ,11,30.39,15.76,14.63,0,0,0,0,0,0,0,0,15.76,14.63,0,14,8.5,5.88,5,5.51,1,2.01,2.49,0,12.65,17.74,0,0,39,2.33,3.83,4.97,10.59,5.85,2.82
13-14,717,1,JORDAN PUBLIC SCHOOL DISTRICT                     ,128,20,JORDAN MIDDLE                                     ,70,Scott                                             ,11,32.78,8.99,23.79,0,0,0,0,0,0,0,0,8.99,23.79,0,12,6.67,9.33,4.62,5.67,5.32,0,1.17,0,11.85,20.93,0,0,36,2.99,4.65,8.01,8.49,6.81,1.83
13-14,717,1,JORDAN PUBLIC SCHOOL DISTRICT                     ,637,10,JORDAN ELEMENTARY                                 ,70,Scott                                             ,11,46.78,8,38.78,0,0,0,0,0,0,0,0,8,38.78,0.5,12,9.5,11.96,11,7.33,3,0,1.99,0,22.79,23.99,0,0,38,3.5,9,9.63,12.66,9,2.99
13-14,717,1,JORDAN PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,70,Scott                                             ,11,110.12,32.75,77.37,0,0,0,0,0,0,0,0,32.75,77.37,0.5,13,24.67,27.17,20.62,18.51,9.32,2.18,5.65,0,47.29,62.66,0,0,38,8.82,17.48,22.61,31.74,21.66,7.81
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,0,0,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,70,Scott                                             ,11,4,0,4,0,0,0,0,0,0,0,0,0,4,0,13,1,1,0,1,1,0,0,0,3,1,0,0,45,0,0,1,1,0,2
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,9,10,EDGEWOOD ELEMENTARY                               ,70,Scott                                             ,11,17.96,0,17.96,0,0,0,0,0,0,0,0,0,17.96,0,14,3.13,1.63,5.69,4.24,1,1.4,0.87,0,7.8,10.16,0,0,42,0,2.46,2.97,4.47,6.66,1.4
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,10,10,WESTWOOD EL.                                      ,70,Scott                                             ,11,28.54,3.27,25.27,0,0,0,0,0,0,0,0,3.27,25.27,1.5,12,5.54,7.33,4.3,6.77,0,2.6,1,0,8.87,19.67,0,0,37,1.37,4.77,8.7,6.77,2.2,4.73
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,11,10,FIVE HAWKS EL.                                    ,70,Scott                                             ,11,29.83,4.47,25.36,0,0,0,0,0,0,0,0,4.47,25.36,2,13,7.1,7,4.4,3.2,3,1,3.33,0,12.1,17.73,0,0,39,3,2.77,8.33,5.6,3.8,6.33
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,12,10,GRAINWOOD ELEMENTARY                              ,70,Scott                                             ,11,23.03,2,21.03,0,0,0,0,0,0,0,0,2,21.03,1,10,4.6,10.33,3.9,1.2,2,0,0.8,0,7.64,15.39,0,0,40,1.1,2,7.9,2.5,7.4,2.13
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,14,10,GLENDALE ELEMENTARY                               ,70,Scott                                             ,11,30.53,2.4,28.13,0,0,0,0,0,0,0,0,2.4,28.13,0,15,2,8.33,5.2,7.3,5.5,1.2,0,0,6.33,24.2,0,0,40,0,4,5,11.2,8,2.33
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,17,10,JEFFERS POND ELEMENTARY                           ,70,Scott                                             ,11,26.74,2.2,24.54,0,0,0,0,0,0,0,0,2.2,24.54,2,13,4.8,5,11.01,1.8,2,0.8,1.33,0,7.13,19.61,0,0,38,3.1,1.7,6.01,6.8,8.2,0.93
13-14,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS                    ,18,10,REDTAIL RIDGE ELEMENTARY SCHOOL                   ,70,Scott                                             ,11,33.53,2.6,30.93,0,0,0,0,0,0,0,0,2.6,30.93,2,12,6.2,9.6,10.2,3,3,1,0.53,0,9.53,24,0,0,39,3.2,1,9.6,10.2,6,3.53
