SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
16-17,1,3,Minneapolis Public School District                ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11,39.61,20,19.61,1,0,1,0,0,0.96,0,0,18,18.65,0,16,7,6.82,1.99,8.96,7,3.84,3,0,14.99,22.78,0,1.84,43,0,4,6.82,6.95,16,5.84
16-17,1,3,Minneapolis Public School District                ,119,20,Field Community                                   ,27,Hennepin                                          ,11,24.52,8.21,16.31,0,0,0,1.4,0,0,0,0.87,8.21,14.04,2.21,13,7.46,2.7,2,4.71,2.71,4.94,0,0,9.03,14.49,1,0,44,0,3.7,3.21,4.09,7.84,5.68
16-17,1,3,Minneapolis Public School District                ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11,30.39,10.93,19.46,1.84,0,0,0,0,0,1,1.01,8.09,18.45,0.4,15,4.14,3,2.8,5.58,5.93,6.94,1,0,9.5,19.92,0,0.97,45,0.4,1,2.96,8.38,10.88,6.77
16-17,1,3,Minneapolis Public School District                ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11,32.27,4,28.27,0,0,1,1,0,0,1,0,2,27.27,0,21,2,4,1.5,2.8,4.97,12,3,0,8,23.27,0,1,47,0,1,3.5,3.8,14,9.97
16-17,1,3,Minneapolis Public School District                ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11,15.44,1.34,14.1,0,0,0,0,0.67,0,0,1,0.67,13.1,0.8,20,3.47,0,0,2,4.8,3,1.67,0,5.47,9.97,0,0,50,0,2,0.8,1.67,3,7.97
16-17,1,3,Minneapolis Public School District                ,132,10,HOWE ELEMENTARY                                   ,27,Hennepin                                          ,11,12.56,1.66,10.9,0,0,0,0,0.33,0,0,1,1.33,9.9,0,19,2.93,2.5,0,0,0.3,3,1.33,0,4.13,8.43,0,0,47,0.8,0,2.3,1.33,5,3.13
16-17,1,3,Minneapolis Public School District                ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11,25.14,5.91,19.23,0,0,0,0,0,0,0,0,5.91,19.23,0,9,8.21,9.6,0.93,2.67,2.73,1,0,0,16.6,8.54,0,0,40,0.63,3.13,5.83,6.4,6.92,2.23
16-17,1,3,Minneapolis Public School District                ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11,25.22,3,22.22,0,0,0,2,0,0,0,0,3,20.22,0,14,3.98,2.2,1.26,7.82,5.96,2,1,1,4.8,18.44,0.98,0,47,0,2,2,5.62,12.62,2.98
16-17,1,3,Minneapolis Public School District                ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11,24.03,4.1,19.93,0,0,0,0,0,0,0,1,4.1,18.93,2,22,2.33,3,0,3,2.7,7,6,0,5.43,18.6,0,0,51,0,0,1,3,11.03,9
16-17,1,3,Minneapolis Public School District                ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11,26.98,8.99,17.99,0,0,0,0,0,0,0,0,8.99,17.99,0,17,2.99,5,2,3,6.99,4,3,1,6.99,18.99,0,0,45,1,1,3.99,4,8.99,8
16-17,1,3,Minneapolis Public School District                ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11,42.73,8.5,34.23,2,0,0,0,0,0,0,5,6.5,29.23,2,14,11,11.33,2.9,6,5,4,2.5,0,20,21.73,0,1,43,0,7,3,14.33,13,5.4
16-17,1,3,Minneapolis Public School District                ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11,44.27,4.33,39.94,0,0,0,1,0,1,0,5.67,4.33,32.27,7,9,24.77,8,2,5.83,0,3,0.67,0,21.6,21.67,0,1,41,2,15,5,4.44,11.99,5.84
16-17,1,3,Minneapolis Public School District                ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11,28.06,12,16.06,0,0,1,2,2,0,0,0,9,14.06,1.5,14,4.8,4,2,7.46,6.8,3,0,0,15,12.06,1,0,46,0.5,3,2,4.3,13.26,5
16-17,1,3,Minneapolis Public School District                ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11,44.36,9.33,35.03,0,0,0,1,0,2,0,0,9.33,32.03,0.6,16,8.6,5.63,4,8.13,8,5,2,0,19.53,23.83,0,1,45,0,6,7.4,6.8,13.16,11
16-17,1,3,Minneapolis Public School District                ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11,19,2.5,16.5,0,0,0,0,0,0,1,2,1.5,14.5,1,12,4,7.5,1,0.5,2,3,1,0,6.5,12.5,0,0,41,0,4,5,1.5,3.5,5
16-17,1,3,Minneapolis Public School District                ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11,45.96,8.04,37.92,0,0,0,0.99,0,0,0,1,8.04,35.93,0,16,4.84,11.82,7.31,6.97,7.35,5.68,0.99,0,18.23,24.74,0,2.99,45,1,1.99,6.03,8.67,18.48,9.79
16-17,1,3,Minneapolis Public School District                ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11,38.33,8,30.33,0,0,0,1,0,3,1,3,7,23.33,11.83,10,16.83,5,3,5.5,4,3,0,0,18,19.33,0,1,40,2,6.83,6,6,11,6.5
16-17,1,3,Minneapolis Public School District                ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11,25.1,7.5,17.6,0,1.85,0,1,0,0,0,0,7.5,14.75,0.72,13,4.13,2.42,1,4.45,4.67,2.6,2.83,0.84,12.31,11.28,0,0.67,37,0.72,3.41,0.42,6.45,9.6,4.5
16-17,1,3,Minneapolis Public School District                ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11,17.02,2.98,14.04,0,0,0,0,0,0,0,1,2.98,13.04,1,15,2.4,2,2.66,2.13,3,2.83,1,0,4.33,12.69,0,0,43,0,0,1,4.06,9.96,2
16-17,1,3,Minneapolis Public School District                ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11,32.02,4,28.02,0,0,0,0,1,10.52,0,0,3,17.5,3.02,8,14.19,6.83,2,5,1,2,1,0,19.22,12.8,0,0,36,3.2,7,2.67,10.15,8,1
16-17,1,3,Minneapolis Public School District                ,175,10,FOLWELL ARTS MAGNET                               ,27,Hennepin                                          ,11,66.32,12.84,53.48,0.84,2,0,1,0,2,0,5,12,43.48,2,13,17.01,15,4,11.98,12,5,1.33,0,24.85,38.14,1,2.33,43,2.01,4,12,16,19.98,12.33
16-17,1,3,Minneapolis Public School District                ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11,53.54,10,43.54,0,0,0,0,1.99,2,0,2.92,8.01,38.62,3,9,27.93,8.43,1,3.91,6.61,1,4.66,1.99,30.54,20.01,1,0,38,7,14.96,6.55,3.42,12.37,9.24
16-17,1,3,Minneapolis Public School District                ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11,36.64,5,31.64,0,1,0,0,0,0,0,0,5,30.64,0.99,18,9.98,1,2,2,5.66,10,6,1,13.98,20.66,0,1,46,4.98,4,0,3,10.66,14
16-17,1,3,Minneapolis Public School District                ,183,50,ECSE                                              ,27,Hennepin                                          ,11,55.8,3.8,52,0,0,0,1,0,0,0,1,3.8,50,3,14,10.5,13.8,8.4,7,5.6,2,5.9,1,16.1,37.7,1,0,45,1,3.5,7,11.6,17.2,15.5
16-17,1,3,Minneapolis Public School District                ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11,96.97,21.67,75.3,0,1,0,0,2,6,3.85,4.02,15.82,64.28,6,13,38.51,14.82,12.03,13.79,8.9,2.99,3.91,3.83,54.74,38.4,0,0,43,2.93,18.93,13.78,22.63,24.02,14.68
16-17,1,3,Minneapolis Public School District                ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11,56.93,10.99,45.94,0,0,0,2,0,0,3,3,7.99,40.94,5,10,22.8,12,2,6,9.1,2,3.03,1,30.89,25.04,0,0,37,3,12.87,11.93,10,13.13,6
16-17,1,3,Minneapolis Public School District                ,215,10,Webster Elementary                                ,27,Hennepin                                          ,11,14,1,13,0,0,0,0.67,0,0,0,0,1,12.33,1,9,3,8.1,1.4,0.5,0,1,0,0,7.77,6.23,0,0,35,1,4.67,1.83,2.4,3.1,1
16-17,1,3,Minneapolis Public School District                ,216,10,FAIR Elementary                                   ,27,Hennepin                                          ,11,9,2.5,6.5,0,0,0,0,0,0,0,0,2.5,6.5,3,5,6.7,1,0,1.3,0,0,0,1,5.2,2.8,0,0,32,1.2,3,2,2.1,0,0.7
16-17,1,3,Minneapolis Public School District                ,225,10,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11,23.52,5.76,17.76,0,2,0,0,0,0,0,0.99,5.76,14.77,2.9,9,11.75,3.93,2.8,3,1.04,1,0,0,17.58,5.94,0,0,43,0,5,4.89,4.79,4,4.84
16-17,1,3,Minneapolis Public School District                ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11,43.16,8.01,35.15,0,0,0,1,0,0,1.01,0,7,34.15,2,13,9.89,8.36,4.57,8.95,7.38,3,0,1,23.05,19.11,0,0,42,1,4.88,7.98,10.03,11.85,7.42
16-17,1,3,Minneapolis Public School District                ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11,31.48,4,27.48,0,0,0,1,0,1,1,0,3,25.48,1,10,11.99,4.99,1,8,4.5,1,0,1,15.98,14.5,0,0,37,2.99,6,4,6.99,10.5,1
16-17,1,3,Minneapolis Public School District                ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11,34.04,2,32.04,0,0,0,1,0,7,1,2,1,22.04,0,9,23.54,3,1.99,1,1,2.51,1,2,20.54,11.5,0,0,38,3,9,7,7.54,3.99,3.51
16-17,1,3,Minneapolis Public School District                ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11,37.87,6.92,30.95,0,0,0,2,2,9.49,1,2,3.92,17.46,5.01,8,19.51,11.44,1.5,1.5,2,1,0,4,23.46,10.41,0,0,43,1,11.99,5.02,10.5,5.44,3.92
16-17,1,3,Minneapolis Public School District                ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11,47.86,9,38.86,0,0,0,1,1,0,2,7,6,30.86,7,9,20.03,13.33,3,5,4.5,0,2,2,27.03,18.83,0,0,39,2.83,7.2,11.83,12.5,5,8.5
16-17,1,3,Minneapolis Public School District                ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11,30.5,7,23.5,0,0,1,2,1,2,2,4,3,15.5,15,5,24,0.5,1,2,2,1,0,1,23.5,6,0,0,33,6,12,3.5,3,3,3
16-17,1,3,Minneapolis Public School District                ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11,49,4,45,0,1,0,1,0,2,0,3,4,38,3,11,13,20,1,5,5,4,1,0,26,22,0,1,39,1,10,8,12,13,5
16-17,1,3,Minneapolis Public School District                ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11,47.5,10,37.5,0,0,0,3,0,1,0,3,10,30.5,4,10,24,6,3,4.5,8.5,0,1.5,1,25,20.5,0,1,37,3,12,10,8.5,9.5,4.5
16-17,1,3,Minneapolis Public School District                ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11,46.55,8,38.55,0,0,7,13,0,1,0,3.02,1,21.53,4,12,20.5,5,4.02,8.03,3,4,2,1,27.51,18.04,0,0,41,1,8,6,15.01,13.04,3.5
16-17,1,3,Minneapolis Public School District                ,293,10,CITYVIEW COMMUNITY                                ,27,Hennepin                                          ,11,30,10,20,0,0,0,2,0,1,2,2,8,15,2,9,16,3,2,5,4,0,0,1,14,14,1,0,39,0,7,4,7,9,3
16-17,1,3,Minneapolis Public School District                ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11,38.46,10.97,27.49,0,0,0,1.2,0,1.41,1,2,9.97,22.88,0.4,13,12.9,6.92,1,6.41,4.9,3.99,0.93,0,14.96,23.5,0,0,43,0.2,8.2,5.22,7.54,10.54,6.76
16-17,1,3,Minneapolis Public School District                ,309,20,ANWATIN MIDDLE COM & SPANISH D I                  ,27,Hennepin                                          ,11,38.79,13.55,25.24,0,0,1,1,1,1.4,1.85,2.97,9.7,19.87,6.13,11,13.83,11.27,1.8,2.65,4.8,3.6,0.84,0.6,14.67,23.52,0,0,40,1.93,3.2,7.7,12.37,7.3,6.29
16-17,1,3,Minneapolis Public School District                ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11,0.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,5,0.85,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0.85
16-17,1,3,Minneapolis Public School District                ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11,38.93,17.43,21.5,0,0,0,0.4,1,0,0,2.6,16.43,18.5,4,11,13.59,9.87,2.2,7.74,4.93,0.6,0,3,21.67,14.26,0,0,42,1,3.93,6.97,11.8,10.3,4.93
16-17,1,3,Minneapolis Public School District                ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11,25.37,12.4,12.97,0,1.57,0,0,0,0.57,1,2,11.4,8.83,6.14,7,13.04,4.97,1.83,3.53,2,0,0,1,17.47,6.9,0,0,37,1.83,6.14,3,4.04,9.36,1
16-17,1,3,Minneapolis Public School District                ,323,20,RAMSEY MIDDLE                                     ,27,Hennepin                                          ,11,48.33,11.8,36.53,0,0,0,2,0,0,1,2,10.8,32.53,2.44,8,15.23,17.78,5.77,4.85,3.7,1,0,2,25.31,21.02,0,0,37,0,3.31,18.73,17.71,7.58,1
16-17,1,3,Minneapolis Public School District                ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11,54.63,19.86,34.77,0,3.03,0,0,1,0,3,0,15.86,31.74,3.6,12,15.03,11.08,6.8,10.76,6.96,4,0,0.83,24.82,26.98,1,1,41,2.6,5.83,6.16,13.46,13.76,12.82
16-17,1,3,Minneapolis Public School District                ,327,20,Franklin Middle School                            ,27,Hennepin                                          ,11,27.3,12.41,14.89,0.93,0,2,1.94,0,0,2,5.58,7.48,7.37,1.76,5,17.48,5.65,3.17,0,0,1,0,1.94,21.32,4.04,0,0,37,1.77,6.48,1.86,10.31,5.91,0.97
16-17,1,3,Minneapolis Public School District                ,346,41,800 W BROADWAY                                    ,27,Hennepin                                          ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,1
16-17,1,3,Minneapolis Public School District                ,347,32,FAIR Senior High                                  ,27,Hennepin                                          ,11,13.6,6,7.6,0,0,1,0,0,0,0,2,5,5.6,1,8,8,1,1.8,1.4,0.4,0,1,0,9.8,3.8,0,0,37,1,1,3,6.4,0.4,1.8
16-17,1,3,Minneapolis Public School District                ,348,43,MERC                                              ,27,Hennepin                                          ,11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,2,0,1,0
16-17,1,3,Minneapolis Public School District                ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11,4,2.4,1.6,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,39,0,1.4,1.2,0.4,0,1
16-17,1,3,Minneapolis Public School District                ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11,68.71,20,48.71,0,0,0,1,0,0,0,3,20,44.71,5,8,34,14.4,5.48,4.83,5,2,3,5,40.83,19.88,2,1,35,5,16,21,11.23,7.48,8
16-17,1,3,Minneapolis Public School District                ,353,41,Longfellow Alternative                            ,27,Hennepin                                          ,11,8.84,3,5.84,0,0,0,0,0,0,0,0.36,3,5.48,0,8,3.2,1.36,1.6,0,0.68,1,1,0,4.8,4.04,0,0,38,0,0,4.2,0.6,2.64,1.4
16-17,1,3,Minneapolis Public School District                ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11,82.6,33,49.6,1,1,0,3.4,0,0,1,4,31,41.2,7.2,13,26.6,11.6,13.4,14.4,10.8,2.8,3,2,41.2,35.4,4,0,42,2.6,11.4,13.4,18,22,15.2
16-17,1,3,Minneapolis Public School District                ,357,43,PLYMOUTH YOUTH CENTER                             ,27,Hennepin                                          ,11,11.63,5.55,6.08,0,0,0,0.9,0,0.9,0,0.68,2.79,2.64,0,4,5.66,3.31,0.9,0,0,0,0,0,1,0,0,0,38,0,2.68,1.86,5.09,0.2,1.8
16-17,1,3,Minneapolis Public School District                ,360,32,ROOSEVELT SENIOR HIGH                             ,27,Hennepin                                          ,11,66.97,25.01,41.96,0,0.6,0,0,2.8,1.4,1.91,1.8,20.3,38.16,2.64,10,29.27,14.37,3.93,10.2,6.2,2,1,1.84,33.46,30.67,1,0,38,2.67,12,17.96,18.54,9.4,6.4
16-17,1,3,Minneapolis Public School District                ,361,43,CENTER SCHOOL                                     ,27,Hennepin                                          ,11,4.8,0.6,4.2,0,0,0,0,0,0,0,0,0,2,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,33,1.4,2.6,0,0,0,0.8
16-17,1,3,Minneapolis Public School District                ,362,32,SOUTH SENIOR HIGH                                 ,27,Hennepin                                          ,11,106.62,50.96,55.66,1.4,2.3,2.8,2.6,0,2,1.4,1.8,45.36,46.96,4.43,14,24.69,20.7,8.7,25.4,13.8,9.73,3,2,52.29,51.33,0,1,43,1,13,17.26,23.13,34.93,17.3
16-17,1,3,Minneapolis Public School District                ,363,32,WELLSTONE INTERNATIONAL HIGH                      ,27,Hennepin                                          ,11,24.5,10.5,14,0,0,0,0,0,0,3,0,7.5,14,0,7,13.5,6,2,1,2,0,0,1,9,14.5,0,0,41,1,2,5,7.5,6,3
16-17,1,3,Minneapolis Public School District                ,364,32,SOUTHWEST SENIOR HIGH                             ,27,Hennepin                                          ,11,99.81,45.81,54,0,0,1,1,0,1.2,1.8,2,43.01,49.8,1.8,16,19.2,20.8,6,21.4,18.2,9,3.01,3,36.2,59.61,1,0,46,1.2,9.4,12,19.6,34.6,23.01
16-17,1,3,Minneapolis Public School District                ,368,32,WASHBURN SENIOR HIGH                              ,27,Hennepin                                          ,11,92.94,46.4,46.54,0,0,1,0,0,0,2,2,43.4,44.54,1.8,10,25.74,32,11.6,12.8,6,1,3.8,1,54.94,36,1,0,41,3.2,9,23.4,22.8,17.6,16.94
16-17,1,3,Minneapolis Public School District                ,373,43,MENLO PARK ACADEMY                                ,27,Hennepin                                          ,11,5.2,1,4.2,0,0,0,0,0,0,0,0,0,2.4,0,8,0,1,0,0,1,0.4,0,0,0,0.4,0,0,40,1.8,1,0,1,0,1.4
16-17,1,3,Minneapolis Public School District                ,375,32,NORTH ACADEMY SENIOR HIGH                         ,27,Hennepin                                          ,11,35.6,15.8,19.8,0,0,0,0,0,0,1,5,14.8,14.8,2.6,6,21.4,6.2,6,1,1,0,0,0,26,9.6,0,0,34,2,8.2,11.4,10,2,2
16-17,1,3,Minneapolis Public School District                ,380,50,TRANSITION PLUS SERVICES                          ,27,Hennepin                                          ,11,30.48,13.48,17,1,0,0,0,1,0,1,0,10.48,17,0.48,12,4.48,9,6,4,3,1,3,1,11.48,17,1,0,48,0,2,3,5.48,7,13
16-17,1,3,Minneapolis Public School District                ,382,50,HARRISON EDUCATION CENTER                         ,27,Hennepin                                          ,11,8,3,5,0,0,1,0,0,0,0,2,2,3,1,4,6,2,0,0,0,0,0,0,4,3,1,0,37,1,2,1,2,1,1
16-17,1,3,Minneapolis Public School District                ,390,33,Heritage STEM Academy                             ,27,Hennepin                                          ,11,13.51,9.51,4,0,0,0,0,0,0,2.57,0,6.94,4,1.97,7,8.94,1.57,2,0,1,0,0,0,9.71,3.8,0,0,41,1,2.2,2.77,0.97,2.97,3.6
16-17,1,3,Minneapolis Public School District                ,393,43,AMERICAN INDIAN OIC                               ,27,Hennepin                                          ,11,2.8,1.4,1.4,0,0,0,0,0,0,0,0,1,0.6,0,3,1,0,0,0,0,0.6,0,0,0,0.6,0,0,34,0,0.8,1.4,0,0,0.6
16-17,1,3,Minneapolis Public School District                ,415,46,MINNEAPOLIS ON LINE LEARNING                      ,27,Hennepin                                          ,11,6.68,5.08,1.6,0,0,0,0,0,0,0,0,5.08,1.6,1,14,1.6,2,0.6,0,1.48,0,1,0,4.08,2.6,0,0,50,0,0,1,2.6,0.48,2.6
16-17,1,3,Minneapolis Public School District                ,419,43,VOA HIGH SCHOOL                                   ,27,Hennepin                                          ,11,10.58,5.48,5.1,0,0,0,0,0,0,1,0,1.58,2,0,2,4.8,2.68,0,0,0,0,0,0,1.68,0,0,0,38,0,0.9,2.68,4.9,2.1,0
16-17,1,3,Minneapolis Public School District                ,504,82,ADULT CONTINUING EDUCATION                        ,27,Hennepin                                          ,11,34,8.9,25.1,0,0,0,1.1,0,0,0,0,8.9,24,0,11,7,9.9,6.1,4.6,4.4,2,0,3.2,17.7,13.1,0,0,48,0,0,1.7,12.2,6.5,13.6
16-17,1,3,Minneapolis Public School District                ,625,50,RIVER BEND EDUCATIONAL CENTER                     ,27,Hennepin                                          ,11,20,10.2,9.8,0,0,0,0,0,1.02,0,0,10.2,8.78,2.86,7,10.39,4.94,0.99,1,0.84,0.84,1,0,13.36,6.64,0,0,41,0,4.01,1.52,5.79,3.84,4.84
16-17,1,3,Minneapolis Public School District                ,685,77,STADIUM VIEW                                      ,27,Hennepin                                          ,11,9,7,2,1,0,0,0,0,0,2,0,4,2,0,15,2,2,0,2,1,1,0,0,4,4,0,1,47,0,1,1,1,3,3
16-17,1,3,Minneapolis Public School District                ,688,74,MPS METRO HA                                      ,27,Hennepin                                          ,11,9.5,1.35,8.15,0,0,0.81,0,0,0,0,1.05,0.54,7.1,0,18,1,0,0,4.1,4.4,0,0,0,2.59,6.1,0.81,0,52,0,0,0,1,4.82,3.68
16-17,1,3,Minneapolis Public School District                ,689,77,MPS METRO SJ                                      ,27,Hennepin                                          ,11,8.02,2,6.02,0,1,0,0,0,0,0,0,2,5.02,1,8,3,3.01,1,1.01,0,0,0,0,4.01,4.01,0,0,39,1,0,3.01,2,1,1.01
16-17,1,3,Minneapolis Public School District                ,697,77,MPS METRO C                                       ,27,Hennepin                                          ,11,1.48,0.46,1.02,0,0,0,0,0,0,0,0,0.46,1.02,0,21,0,0,0,0,1.48,0,0,0,1.48,0,0,0,62,0,0,0,0,0,1.48
16-17,1,3,Minneapolis Public School District                ,857,84,EARLY CHILDHOOD FAMILY EDUCATION                  ,27,Hennepin                                          ,11,25.53,0,25.53,0,1,0,1,0,2,0,3,0,18.53,1,14,7.6,2.8,5.7,3.43,3,1,2,1,10.7,13.83,0,0,45,0,3,1,4.53,12,5
