SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,323,20,RAMSEY MIDDLE                                     ,27,Hennepin                                          ,11,30.7,5.82,24.88,0,0,1,0,0,0,1,1,3.82,23.88,3.28,9,11.61,6.58,4.39,6.92,1,0.2,0,1,10.6,18.1,1,0,37,1.48,6.99,3.96,13.61,3.46,1.2
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11,49.7,17.13,32.57,0,3,0,0,1,1,2.4,0,13.73,28.57,2.92,12,10.96,9.8,10,10.37,6.73,1.84,0,0,22.21,25.49,1,1,43,3.36,6.4,1.8,9.77,17.2,11.17
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MERC                                              ,27,Hennepin                                          ,11,5.04,2,3.04,0,0,0,0,0,0,0,0,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,33,0,1,3.04,1,0,0
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11,3.4,2,1.4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,40,0,1,0.6,0.8,0,1
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,351,43,URBAN LEAGUE ACADEMY HIGH                         ,27,Hennepin                                          ,11,6,3,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,38,1,1,2,0,1,1
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11,59.64,27.04,32.6,0,0,0,1,0.8,0,1,1.8,25.24,29.8,7,8,28.82,11.4,7.8,5.02,2.6,2,2,5,31.4,21.24,1,1,37,5,11.2,13.62,14.2,11.4,4.22
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,353,41,BROADWAY ARTS & TECHNOLOGY                        ,27,Hennepin                                          ,11,7.75,3.5,4.25,0,0,0,0,0,0,0,0.65,3.5,3.6,0,14,2.2,1.6,1.5,1.45,0,0,1,0,2.7,4.4,0.65,0,41,0,2,0.8,1.5,2.45,1
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11,72.63,27.7,44.93,1,1,0,4.2,0,0,0,3,26.7,36.73,2.8,14,18.07,9.2,15.24,16.6,6.42,3.8,2.3,1,29.87,37.16,3.6,1,43,3.6,5.8,7.27,23.44,21.02,11.5
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,357,43,PLYMOUTH YOUTH CENTER                             ,27,Hennepin                                          ,11,12.54,7.27,5.27,0,0,0,0,0,0.92,0,0.69,3.91,2.66,0,4,6.65,3.4,0,1.05,0,0,0,0,0,1,0,0,36,0,2.81,2.47,4.09,1.2,1.97
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,358,32,NORTH SENIOR HIGH                                 ,27,Hennepin                                          ,11,8.52,3.4,5.12,0,0.92,0,0,0,0,0.2,0,3.2,4.2,0.92,12,4.92,0.6,1,0,0,2,0,0,4.32,3.4,0,0.8,44,0,0.8,1.4,3,2.12,1.2
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,360,32,ROOSEVELT SENIOR HIGH                             ,27,Hennepin                                          ,11,60.29,22.91,37.38,0,0,0,0,0.67,1.83,2.52,3,19.72,32.55,10.93,10,27.99,5.99,6.5,14.55,1.8,2.66,0.8,4.5,26.88,27.91,1,0,39,5.83,11.7,6.83,14.72,14.69,6.52
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,361,43,CENTER SCHOOL                                     ,27,Hennepin                                          ,11,4.4,1,3.4,0,0,0,0,0,0,0,0,1,1.8,0,2,3.4,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0.8,0,0.6
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,362,32,SOUTH SENIOR HIGH                                 ,27,Hennepin                                          ,11,84.9,42.94,41.96,1.5,2.63,2.67,0.8,1,1,2.5,0.6,35.27,36.93,1.77,14,22.74,7.67,18.36,14.64,11.13,7.4,0.5,1.1,35.86,46.94,1,0,45,3.67,5.51,9.53,21.37,30.79,14.03
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,363,32,WELLSTONE INTERNATIONAL HIGH                      ,27,Hennepin                                          ,11,22.42,6.4,16.02,0,0,0,2,0,0,0,0,6.4,14.02,1,9,12.42,5,0,2,2,0,0,1,6,15.42,0,0,40,2,3.02,5,4.4,6,2
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,364,32,SOUTHWEST SENIOR HIGH                             ,27,Hennepin                                          ,11,86.19,38.77,47.42,0,0,1,2.02,0.97,0,1,3,35.8,42.4,3,16,16.8,10,7,29.17,12.8,6.8,2.02,2.8,27.62,55.77,0,0,46,4,5,8,19.2,29.4,20.59
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,368,32,WASHBURN SENIOR HIGH                              ,27,Hennepin                                          ,11,72.09,33.86,38.23,0,0,2,0,1,1,2,1,28.86,36.23,2.26,9,28.94,17.2,7.45,11.1,4.4,1,1,1.46,35.25,34.38,0,1,40,0.6,17.4,14,17.18,11.06,11.85
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,373,43,MENLO PARK ACADEMY                                ,27,Hennepin                                          ,11,6,3,3,0,0,0,0,0,0,0,0,1,2,0,5,2,0,0,0,1,0,0,0,0,0,0,0,39,1,2,0,1,1,1
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,375,32,NORTH ACADEMY ARTS/COMMUNICATION                  ,27,Hennepin                                          ,11,22.68,4.6,18.08,0,0,0,0,0,0,0.8,7,3.8,11.08,5,5,13.48,4.4,3.8,1,0,0,0,0,14.08,8.6,0,0,32,3,6.2,5.6,5.28,2.6,0
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,380,50,TRANSITION PLUS SERVICES                          ,27,Hennepin                                          ,11,31,12,19,0,0,0,0,0,1,1,1,11,17,1,13,8,7,1,7,2,3,3,1,9,18,2,1,47,0,4,1,3,7,16
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,382,50,HARRISON EDUCATION CENTER                         ,27,Hennepin                                          ,11,10,5,5,1,0,0,0,0,0,0,0,4,5,1,5,5,3,2,0,0,0,0,0,6,4,0,0,39,0,3,2,2,2,1
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,393,43,AMERICAN INDIAN OIC                               ,27,Hennepin                                          ,11,1.8,1,0.8,0,0,0,0,0,0,0,0,0.6,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,28,0,0.8,1,0,0,0
14-15,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,415,46,MINNEAPOLIS ON LINE LEARNING                      ,27,Hennepin                                          ,11,6.6,4.4,2.2,0,0,0,0,0,0,0,0,4.4,2.2,0.8,13,1.8,1,1.4,0,1.4,0,1,0,1.4,5.2,0,0,44,0,0.8,0,2.4,2.4,1
