SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,104,10,LAKE HARRIET LOWER ELEMENTARY                     ,27,Hennepin                                          ,11,27.16,5,22.16,0,0,0,0,0,0,0,0,5,22.16,2,21,4,1.02,0,4.2,5.92,6,4.02,0,9,17.16,0,1,49,1,1,1,1,20.16,3
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,105,10,BANCROFT ELEMENTARY                               ,27,Hennepin                                          ,11,43.6,4,39.6,0,0,0,2,0,0,0,2,4,35.6,2,13,11.4,8.2,2,10,8,3,0,0,17.2,26.4,0,0,42,3,4.4,9,8.2,16,3
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,106,10,BARTON OPEN ELEMENTARY                            ,27,Hennepin                                          ,11,36.2,7,29.2,0,0,0,2,0,0,0,0.4,7,26.8,1,20,7.5,1,2.8,9.9,4,7,3,1,9,25.8,0.4,0,47,1,3,4.9,3.4,16.9,7
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,107,10,BETHUNE ELEMENTARY                                ,27,Hennepin                                          ,11,32.3,5,27.3,0,0,0,2,0,0,1,1,4,24.3,1,8,19.3,3,5,0,3,1,1,2,17,13.3,0,0,36,3,7,7,6.3,7,2
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11,39.5,19,20.5,1,0,1,0,0,1,0,0,17,19.5,0,15,8.5,7.99,2,8,7,3.01,2,0,16.49,21,0,2.01,43,2,4,6,8.99,12,6.51
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,119,20,FIELD ELEMENTARY                                  ,27,Hennepin                                          ,11,25.42,9.88,15.54,0,0,0,1.41,0,0,0,0,9.88,14.13,2.42,15,6.51,3.61,2.97,4,5.12,3.21,0,0,9.08,15.79,0.55,0,45,0,5.39,1.13,3.97,8.58,6.35
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11,30.76,10.58,20.18,1.94,0,0,0,0,0,0.87,0,7.77,20.18,0.6,19,3.07,2.6,5.16,7.23,4.45,5.77,2.48,0,6.53,23.22,0,1.01,46,0,1,2.06,9.8,11.46,6.44
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11,32.81,4,28.81,0,0,1,1,0,0,1,0,2,27.81,1,17,3.82,5,1.89,2,5.1,12,2,0,9.42,22.39,0,1,47,1,1,2.79,4,15,9.02
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11,17.23,1.34,15.89,0,0,0,1,0.67,0,0,1,0.67,13.89,0,21,3.67,0,1,2,3.39,4.5,2.67,0,5.67,11.56,0,0,51,0,3,0.67,1,3.79,8.77
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,132,10,HOWE ELEMENTARY                                   ,27,Hennepin                                          ,11,12.66,1.66,11,0,0,0,0,0.33,0,0,1,1.33,10,0,22,2.33,0.5,0,0,4,3.5,2.33,1,4.13,7.53,0,0,51,0,1,0.83,1,5.2,4.63
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11,26.75,4.25,22.5,0,0,0,0,0,0,0,0,4.25,22.5,1.24,12,8,7.58,2,5.15,2.5,0,0.53,0,15.22,11.03,0,0.5,40,0,5.6,4.57,5.64,9.73,1.21
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11,24.78,2.2,22.58,0,0,0,2,0,0,0,0,2.2,20.58,0,14,4.99,2,0.6,10.2,3.99,2,1,1,6.2,16.59,0.99,0,45,0,3,3,7.99,7,3.79
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11,24.13,4.27,19.86,0,0,0,0,0,0,0,1,4.27,18.86,1,22,3,2.17,0,2.6,3.57,5.8,6,0,6.43,16.7,0,1,51,0,2,0.17,2,9.97,9.99
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11,25.99,8,17.99,0,0,0,1,0,0,0,0,8,16.99,1,18,3,5,0,7.99,4,3,2,1,6,18.99,0,0,46,1,1,3,5,9.99,6
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11,42.38,11.34,31.04,2,0,0,0,0,0,0,3,9.34,28.04,3,14,11.67,8.47,2,8,8,1.9,1.34,1,18.67,21.71,0,1,44,1,6,2.17,12.47,13.9,6.84
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11,36.08,2.43,33.65,0,0,0,2,0,1,0.8,4.36,1.63,26.29,2,11,23.61,2.34,1,4.69,0,2,2.44,0,20.08,15,0,1,42,6,6.29,5.84,2.99,8.65,6.31
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11,26.8,10,16.8,0,0,1,2,1,0,0,0,8,14.8,1.5,12,3.5,5,0.5,13,1.8,3,0,0,14,12.8,0,0,43,0,1,4,6.5,12.3,3
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11,48.15,10.4,37.75,0,0,0,2,0,2,0,1,10.4,32.75,0,15,12.17,8,3.3,7.88,9,4,1.8,0,20.57,26.58,0,1,43,2,6,7.17,8.3,15.68,9
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11,18.6,3.5,15.1,0,0,1,0,0,0,1,1,1.5,14.1,1,13,6,4,1,1.5,3.1,1,2,0,6.5,12.1,0,0,40,0,4,5.5,0.5,3.6,5
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11,45.39,7.22,38.17,0,0,0,0.99,0,0,0,1,7.22,36.18,1,15,7.66,9.82,3.65,7.83,7.37,7.07,1.99,0,17.71,24.67,0,3.01,45,1,4.85,2.84,10.63,15.1,10.97
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11,40.13,10.83,29.3,0,0,0,3,0,1,0.83,0.99,10,24.31,5,11,18.34,5,1.8,6.99,3,4,1,0,20.33,18.8,0,1,39,3,4.01,7.5,12.63,8.99,4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11,24.72,6.67,18.05,0,1.87,0,1,0,0,0,0,6.67,15.18,0,22,1.83,2,1.83,4.7,5.65,5.87,2.84,0.83,10.47,12.58,0,0.84,52,0.83,1,2,5.53,10.19,5.17
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11,18.73,3.34,15.39,0,0,0,0,0,0,0,2,3.34,13.39,1,15,3.46,1,2.94,2.5,4.83,2,2,0,4.5,14.23,0,0,44,0,1,0,4.4,9.33,4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11,31.68,3,28.68,0,0,0,0,0,7.4,0,0,3,21.28,1.4,14,9.4,6,4.08,5.79,1,2,3.01,0,18.6,13.08,0,0,43,2,5,3,8.8,9.07,3.81
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,175,10,FOLWELL ARTS MAGNET                               ,27,Hennepin                                          ,11,63.23,10.63,52.6,0.84,2,0,1,0,1,0,5,9.79,43.6,3.7,12,19.47,6.83,6,13.93,11,3,3,0,23.32,35.91,1,3,42,3.87,6.82,5.96,15.42,18.16,13
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11,61.94,8.98,52.96,0,0,0,0,2,1,0,5,6.98,46.96,13.84,8,32.93,8.5,3,8,4.51,1,2,2.5,34.77,22.67,1,1,37,11.86,10.66,4.99,10.91,13.02,10.5
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11,34.97,5,29.97,0,1,0,0,0,1,0,0.8,5,27.17,1,20,7.3,2,1,3.67,5,9,7,1,11.3,21.67,0,1,49,2,4,0,3.17,12.8,13
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,183,50,ECSE                                              ,27,Hennepin                                          ,11,51.8,3.8,48,0,0,0,0,0,0,0,1,3.8,47,0,16,10,14,1,9.2,6.7,3.6,6.8,1,12.6,37.2,1,0,47,0,3,5.6,9.8,15.8,17.6
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11,100.73,21.9,78.83,0,1,1,0,1.97,5,3,3.91,15.93,68.92,7.85,11,36.81,15,13.25,15.99,8.91,6,3,3,57.96,37.77,1,1,42,10.94,12.95,11.57,24.01,23.86,17.4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11,54.78,11.73,43.05,0,0,0,3,0,0,2,2,9.73,38.05,5.34,14,22.94,8.2,1,9,7.77,2,3.87,2,32.5,20.28,0,0,41,4.97,10.2,7.63,10.21,13.77,8
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,215,10,Webster Elementary                                ,27,Hennepin                                          ,11,9.01,0,9.01,0,1,0,1,0,0,0,0,0,7.01,1,12,2,2.5,1.51,2,0,1,0,0,5.5,3.51,0,0,41,1,3,0,0.51,2.5,2
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,216,10,FAIR Elementary                                   ,27,Hennepin                                          ,11,12.37,1,11.37,0,0,0,0.2,0,1,1,1,0,9.17,4,7,7.2,2,0,2.17,1,0,0,0,9,3.37,0,0,37,1,5,1,3.17,1.2,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,225,10,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11,23.64,4,19.64,0,2.98,0,0,0,0,0,1.97,4,14.69,1,7,13.18,1.97,2,4.99,1,0,0,0,17.15,5.99,0,0.5,38,1,2.88,5.94,3.99,4.5,5.33
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11,40.95,8.68,32.27,0,0,0,0,0,0,0.84,0,7.84,32.27,1.63,13,11.44,5.75,3.03,12.65,4.41,3.67,0,1,20.18,19.77,0,0,42,1,6.01,5.01,12.8,9.88,6.25
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11,33.68,8.18,25.5,0,0,0,1,0,1,2.02,0,6.16,23.5,5.5,10,13.69,2,1,11,3.99,2,0,2,15.69,15.99,0,0,38,1.99,4.49,5.02,9.19,11,1.99
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11,33.59,2,31.59,0,0,0,1,0,7,1,2,1,21.59,2,6,26.1,2,0.99,0,2,1.5,1,2.6,20.5,10.49,0,0,35,6,5.6,9,7.5,1.99,3.5
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11,39.69,7,32.69,0,0,0,2,2,7.4,1,1.83,4,21.46,4.48,9,20.34,10.36,0.5,1.5,3.98,2.01,1,4.01,20.36,15.32,0,0,42,0,15.49,1,9.73,10.48,2.99
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11,34.77,4.9,29.87,0,0,0,1,1,0,1.9,3,2,25.87,2,8,17.86,8,2,1.91,3,0,1,4,18.73,12.04,0,0,35,4.83,3.9,12,7.04,5,2
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11,32.58,4.49,28.09,0,0,0,2,1,2,2,5,1.49,19.09,3,14,12,1.6,6,8.98,2,2,0,3,19.29,10.29,0,0,42,0,7,4,8.27,9.51,3.8
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11,46.04,3,43.04,0,0,0,1,0,2,0,4,3,36.04,0,12,19,10,2,6.04,4,3,2,0,24,21.04,0,1,39,1,13,10,5.04,10,7
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11,46.01,11.89,34.12,0,0,0,3.9,0,1,1,2,10.89,27.22,4,10,25.73,6.78,2,2.5,6,0,3,1,23.62,20.39,0,1,37,5,11.83,6,8.28,10.9,4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11,45.87,6.02,39.85,0,0,4.02,14,0,0,1,3,1,22.85,6,12,21.01,2,5.02,9.85,1,3.99,3,1.99,25.87,18.01,0,0,42,1,6,6,12.87,15.01,4.99
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,293,10,CITYVIEW COMMUNITY                                ,27,Hennepin                                          ,11,22.7,8.9,13.8,0,0,0,1,0,0,3,1,5.9,11.8,5.4,7,14.7,1,2,2,2,0,1,1,17.4,4.3,0,0,33,4,4.5,3.9,8.3,1,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11,40.05,12.54,27.51,0,0,0,1,0,0,1,2,11.54,24.51,2.6,12,16.43,4.27,2.8,9,5.55,2,0,0,18.98,21.07,0,0,42,1.84,9.69,3.6,8.4,11.92,4.6
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,309,20,ANWATIN MIDDLE COM & SPANISH D I                  ,27,Hennepin                                          ,11,50,16.48,33.52,0,0,1,2,2,0,1.94,3,11.54,28.52,5.47,10,22.61,9,2.4,7.68,5.5,1.8,1.01,1.6,20.1,28.3,0,0,40,4.8,7,8.17,12.04,11.48,6.51
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11,40.75,18.61,22.14,0,0,0,0.97,1,0,0,1,17.61,20.17,3,11,14.61,7.97,1.17,9,6,1,1,1,24.78,14.97,0,0,40,1,3.8,10,10.18,10.8,4.97
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11,25.63,10.84,14.79,0,0,0.93,0,0,0,0.9,2,9.01,12.79,2.74,8,13.28,5.41,2,4.6,0.34,0,0,0.9,14.65,10.08,0,0,37,1.81,3.84,5.8,7.4,6.44,0.34
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,323,20,RAMSEY MIDDLE                                     ,27,Hennepin                                          ,11,49.88,12.49,37.39,0,0,1,1.2,0,0,1,1,10.49,35.19,3.6,8,20.98,14.65,4.88,6.97,2,0.4,0,2,23.97,22.91,1,0,36,2.56,7,13.82,17.13,8.17,1.2
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11,54.39,16.57,37.82,0,2.84,0,0,1,0,2,1,13.57,33.98,4,12,14.09,9.03,10.77,12.1,6.36,2.04,0,0,26.14,26.28,0.97,1,43,0,9.04,5.4,12.94,15.44,11.57
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,327,20,Franklin Middle School                            ,27,Hennepin                                          ,11,31.42,12.1,19.32,0.93,0,2,1.93,0,0,2,6.69,7.17,10.7,12.53,5,21.59,4.9,2,1.93,0,1,0,2,24.59,4.83,0,0,37,4.17,6.13,2.99,9.2,6.93,2
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,347,32,FAIR Senior High                                  ,27,Hennepin                                          ,11,19.23,8,11.23,0,0,0,0.92,0,0,0,3,8,7.31,1,9,10,3.92,2,1.8,1.51,0,0,0,13.92,5.31,0,0,36,1,4,5,7.72,1.51,0
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MERC                                              ,27,Hennepin                                          ,11,3.84,2.6,1.24,0,0,0,0,0,0,0,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,33,0.6,0,2.24,0,1,0
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11,3.92,2.4,1.52,0,0,1,0,0,0,0,0,0,0.12,0,9,0.12,0,0,0,0,1,0,0,0.12,0,0,0,40,0.8,0.6,1.12,0.4,0,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11,67.28,24.05,43.23,0,0,0,1,0,0,1,3,23.05,39.23,5,7,38.28,10,5,5,3,2,2,3.01,43.04,18.23,2,1,34,8.01,12.01,18.25,14.01,9,6
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,353,41,BROADWAY ARTS & TECHNOLOGY                        ,27,Hennepin                                          ,11,8.88,3,5.88,0,0,0,0,0,0,0,0,3,5.88,0,10,2.2,2.88,0.4,0.6,1.8,0,1,0,4.2,4.68,0,0,38,0,1,2.8,0.6,3.08,1.4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11,76.32,28.13,48.19,1,1,0,5.48,0,0,1,2.8,26.13,38.91,4.62,13,24.11,6.91,13,16.6,9,1.6,3.1,2,34.61,35.11,3.6,1,42,4.7,5.41,10.91,20.89,23.91,10.5
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,357,43,PLYMOUTH YOUTH CENTER                             ,27,Hennepin                                          ,11,12.27,7,5.27,0,0,0,1,1,0.92,0,0.72,3.4,1.65,0,5,4.74,3.37,1.56,1,0,0,0,0,0,1,0,0,37,0,3.64,0.98,4.73,1,1.92
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,360,32,ROOSEVELT SENIOR HIGH                             ,27,Hennepin                                          ,11,67.04,22.5,44.54,0,0,0,0,1,0,2.6,3,18.9,41.54,3.61,9,37.07,6.4,6.36,11.21,3.8,1.8,0.4,2,38.06,25.98,1,0,38,4.8,13.27,12.82,17.52,11.87,6.76
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,361,43,CENTER SCHOOL                                     ,27,Hennepin                                          ,11,4.6,0,4.6,0,0,0,0,0,0,0,0,0,2,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,34,0.8,2,0,1,0,0.8
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,362,32,SOUTH SENIOR HIGH                                 ,27,Hennepin                                          ,11,106.65,48.54,58.11,0.6,2.4,2.8,2.8,0,1,1.4,0,43.74,51.91,4.6,14,29.51,13.6,15.4,23.34,11.6,9.4,2.8,1.8,47.38,55.47,1,1,43,2,9.4,14.8,25.91,40.14,14.4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,363,32,WELLSTONE INTERNATIONAL HIGH                      ,27,Hennepin                                          ,11,28.6,11.6,17,0,0,0,1,0,0,2.8,1,8.8,15,1.4,8,15.6,7,1,1,2,0,2,1,11.2,16.4,0,0,40,2,3,3.8,7.8,8,4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,364,32,SOUTHWEST SENIOR HIGH                             ,27,Hennepin                                          ,11,92.88,44.6,48.28,0,0,1,1,0,0.8,2,3,41.6,43.48,2.8,16,20.4,12.4,4.6,25,18.88,8,3.6,3,29.2,60.68,0,0,46,2,7.6,8.4,23.4,31,20.48
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,368,32,WASHBURN SENIOR HIGH                              ,27,Hennepin                                          ,11,91.34,43.57,47.77,0,0,1,1,0,0,3,2,39.57,44.77,4.49,10,32.86,25.88,14.4,9.4,4.8,1,2,1,49.46,40.68,0.2,0,40,0.69,17.76,20.68,22.04,17.77,12.4
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,373,43,MENLO PARK ACADEMY                                ,27,Hennepin                                          ,11,5.64,2.82,2.82,0,0,0,0,0,0,0,0,0.9,1.82,0,5,1.8,0,0,0,0.92,0,0,0,0,0,0,0,40,1,0,1.92,0.9,0.9,0.92
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,375,32,NORTH ACADEMY ARTS/COMMUNICATION                  ,27,Hennepin                                          ,11,33.68,13,20.68,0,0,0,0,0,0,0,7,13,13.68,8,5,21,6.68,3,3,0,0,0,0,21.68,11,1,0,33,1,11.2,9.48,7,4,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,380,50,TRANSITION PLUS SERVICES                          ,27,Hennepin                                          ,11,31.28,13,18.28,1,0,0,0,0,0,1,1,11,17.28,1,11,7,8.8,4,3.48,4,1,1,1,12,16.28,2,0,47,1,4,1,5.48,7,12.8
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,382,50,HARRISON EDUCATION CENTER                         ,27,Hennepin                                          ,11,11,3,8,0,0,1,0,0,0,0,3,2,5,3,3,8,3,0,0,0,0,0,0,7,3,1,0,37,0,4,2,2,2,1
15-16,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,393,43,AMERICAN INDIAN OIC                               ,27,Hennepin                                          ,11,1.8,1,0.8,0,0,0,0,0,0,0,0,0.6,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,29,0,0.8,1,0,0,0
