SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,106,10,BARTON OPEN ELEMENTARY                            ,27,Hennepin                                          ,11                  ,35.07,6.15,28.92,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,6.15,28.22,0.00,18.00,0.00,2.00,9.01,6.07,7.00,7.00,3.99,0.00,11.38,23.69,0.00,0.00,48.00,0.00,0.00,3.00,11.35,14.71,6.01
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,107,10,BETHUNE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,26.74,2.00,24.74,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,2.00,19.74,0.20,17.00,0.20,2.84,2.10,9.00,8.00,1.60,3.00,0.00,12.20,14.54,0.00,0.00,48.00,1.00,1.00,1.00,4.20,13.27,6.27
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11                  ,34.28,17.02,17.26,1.00,0.00,1.02,0.00,0.00,1.00,0.00,0.00,15.00,16.26,0.00,19.00,1.00,1.00,10.70,9.50,3.04,5.04,4.00,0.00,8.70,22.54,0.00,3.04,49.00,1.00,0.00,1.70,12.50,11.00,8.08
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,119,10,FIELD ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,23.73,8.40,15.33,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.80,8.00,14.53,0.00,16.00,1.80,1.88,7.94,7.28,2.83,1.00,0.00,0.00,7.28,16.25,0.00,0.20,46.00,0.00,0.80,1.42,9.02,7.95,4.54
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11                  ,30.08,8.91,21.17,2.00,0.00,0.00,0.27,0.00,0.00,1.51,0.00,5.40,20.90,1.02,16.00,1.02,1.00,8.25,5.78,6.52,4.51,2.00,0.00,9.60,17.96,0.00,2.52,47.00,0.00,1.02,1.00,7.40,14.32,6.34
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11                  ,27.47,3.00,24.47,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.39,2.00,24.08,0.00,19.00,0.00,0.00,2.08,6.72,11.84,2.83,3.00,0.00,5.59,19.38,0.50,2.00,47.00,0.00,0.00,0.00,7.38,15.13,4.96
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,124,10,PARK VIEW MONTESSORI ELEMENTARY                   ,27,Hennepin                                          ,11                  ,15.56,3.00,12.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,3.00,12.36,0.00,16.00,1.00,0.00,4.87,7.43,0.00,1.26,1.00,0.00,5.71,9.08,0.00,0.77,46.00,0.00,0.00,0.00,7.89,3.20,4.47
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11                  ,18.27,1.00,17.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,14.27,0.00,22.00,0.00,0.50,0.00,4.00,7.97,4.00,1.80,0.00,3.04,15.23,0.00,0.00,50.00,0.00,0.00,0.00,3.00,10.93,4.34
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11                  ,16.77,2.50,14.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.50,12.27,0.56,10.00,3.32,0.50,6.39,3.76,1.00,0.80,1.00,0.00,9.10,5.87,0.00,1.80,42.00,0.00,0.80,2.07,7.12,4.18,2.60
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,18.41,1.20,17.21,0.00,0.00,0.00,1.00,0.00,0.00,0.20,0.00,1.00,16.21,0.00,16.00,0.00,1.00,4.60,4.00,6.40,1.20,1.21,0.00,3.00,14.23,0.00,1.18,43.00,0.00,0.00,0.00,10.00,7.20,1.21
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11                  ,22.11,4.90,17.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,4.90,16.22,0.00,21.00,0.00,0.40,1.00,7.59,4.43,4.69,4.00,0.00,3.70,17.42,0.00,0.99,51.00,0.00,0.00,0.00,4.60,12.51,5.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,139,10,LONGFELLOW ELEMENTARY                             ,27,Hennepin                                          ,11                  ,19.34,2.60,16.74,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.00,2.60,12.24,1.00,16.00,2.00,0.00,5.10,5.17,4.07,2.00,1.00,0.00,5.60,13.74,0.00,0.00,46.00,1.00,0.00,1.00,6.10,6.07,5.17
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,23.90,5.00,18.90,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,5.00,16.90,0.00,16.00,0.00,1.40,8.00,5.00,3.00,4.90,1.60,0.00,9.00,14.90,0.00,0.00,44.00,0.00,0.00,2.90,7.50,8.90,4.60
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,27.62,2.00,25.62,2.00,0.00,0.00,1.40,0.00,1.00,0.00,2.00,0.00,21.22,0.00,17.00,0.99,3.00,7.39,7.80,1.80,2.81,2.83,0.00,7.98,17.64,0.00,2.00,43.00,0.00,2.99,3.00,7.00,8.81,5.82
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11                  ,27.81,7.44,20.37,0.00,0.00,0.00,1.00,0.00,0.00,1.43,1.00,6.01,18.37,1.00,17.00,1.50,2.30,7.11,7.40,1.67,3.40,4.43,0.00,9.74,17.07,1.00,0.00,46.00,0.00,1.00,1.00,10.98,3.43,11.40
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11                  ,23.34,8.10,15.24,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,6.10,12.24,2.01,14.00,2.01,2.69,9.41,3.72,3.00,2.51,0.00,0.00,10.21,11.51,0.00,1.62,45.00,1.01,1.00,1.99,10.80,4.91,3.63
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11                  ,35.97,4.37,31.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,4.37,27.60,0.00,20.00,0.00,3.00,3.40,12.80,5.00,5.20,6.57,0.00,11.50,21.47,0.00,3.00,49.00,0.00,0.00,2.00,4.60,16.90,12.47
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,9.36,1.00,8.36,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.99,1.00,7.10,0.00,20.00,0.00,0.27,0.60,4.00,2.80,1.49,0.20,0.00,2.10,7.26,0.00,0.00,48.00,0.00,0.27,0.00,1.10,6.79,1.20
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,40.58,9.35,31.23,0.00,0.00,0.00,1.99,0.00,1.02,0.00,0.00,9.35,28.22,1.50,17.00,3.52,2.00,10.09,9.01,7.43,5.54,2.99,0.00,12.99,25.55,0.00,2.04,49.00,1.00,0.00,0.87,11.47,17.32,9.92
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,37.14,9.89,27.25,0.00,0.00,1.00,1.58,0.00,2.04,0.00,0.00,8.89,23.63,3.00,14.00,3.85,4.75,8.97,10.09,6.59,1.04,1.85,0.00,14.18,22.96,0.00,0.00,42.00,0.00,3.85,4.16,14.48,9.42,5.23
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11                  ,22.72,2.83,19.89,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,2.83,17.89,0.00,21.00,0.00,1.00,2.00,1.35,8.77,4.83,4.77,0.00,8.32,13.40,0.00,1.00,51.00,0.00,0.00,1.00,2.00,9.62,10.10
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11                  ,15.71,2.40,13.31,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,12.31,0.00,17.00,1.00,1.02,0.90,4.62,3.17,2.00,3.00,0.00,7.23,8.48,0.00,0.00,44.00,1.00,0.00,1.02,4.62,5.04,4.03
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11                  ,19.53,5.17,14.36,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.52,4.17,13.84,3.01,9.00,7.01,3.49,1.02,4.17,1.00,2.84,0.00,0.00,11.35,8.18,0.00,0.00,37.00,0.00,5.01,2.49,4.19,7.84,0.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,175,10,RAMSEY FINE ARTS ELEMENTARY                       ,27,Hennepin                                          ,11                  ,50.47,10.04,40.43,0.82,0.98,0.00,0.00,0.00,1.00,0.00,3.97,9.22,34.48,1.00,15.00,1.00,0.99,17.80,15.84,6.03,3.82,3.77,0.00,18.02,32.23,0.00,0.22,46.00,0.00,1.00,1.42,14.73,21.92,11.40
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11                  ,40.93,12.82,28.11,0.00,0.93,0.00,0.00,1.00,0.00,2.00,0.00,9.82,27.18,1.00,15.00,3.00,4.50,13.79,4.00,7.03,5.00,1.93,0.00,12.56,26.34,1.03,1.00,45.00,1.00,2.00,5.49,10.98,11.00,10.46
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11                  ,32.39,6.00,26.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,26.39,1.00,20.00,1.00,0.00,4.40,7.00,10.00,2.99,6.00,0.00,8.50,18.90,2.00,2.99,48.00,1.00,0.00,0.00,6.40,15.99,9.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,183,50,ECSE                                              ,27,Hennepin                                          ,11                  ,41.80,2.00,39.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,37.80,2.00,15.00,7.80,0.60,10.40,5.60,7.60,7.30,2.50,0.00,12.60,27.50,0.00,1.70,46.00,0.50,3.40,1.00,11.40,15.90,9.60
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,190,10,ANDERSEN OPEN ELEMENTARY                          ,27,Hennepin                                          ,11                  ,45.36,12.55,32.81,0.00,1.50,0.00,2.00,1.00,3.00,1.00,1.60,10.55,24.71,3.58,11.00,6.58,6.66,16.01,7.63,2.00,5.48,1.00,0.00,25.57,19.79,0.00,0.00,42.00,1.58,5.00,4.00,11.78,16.56,6.44
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,191,10,ANDERSEN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,36.73,8.64,28.09,1.00,1.00,1.02,1.00,0.00,1.00,0.60,1.00,6.02,24.09,2.08,12.00,2.08,3.00,18.62,7.02,5.01,1.00,0.00,0.00,18.12,16.61,1.00,1.00,39.00,2.08,1.00,5.00,17.63,7.02,4.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,53.83,10.90,42.93,0.00,0.00,0.00,2.00,1.05,2.01,1.01,3.82,8.84,35.10,2.36,15.00,2.36,2.99,11.85,15.75,6.89,9.00,4.99,0.00,19.44,33.36,0.00,1.03,44.00,2.36,1.00,4.00,13.69,18.99,13.79
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,210,10,PERFORMING ARTS MAGNET-KENWOOD EL.                ,27,Hennepin                                          ,11                  ,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.30,0.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,225,40,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11                  ,24.46,4.02,20.44,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,4.02,14.44,1.55,10.00,2.55,7.00,7.05,4.86,2.00,1.00,0.00,0.00,12.57,11.89,0.00,0.00,45.00,0.70,1.85,1.00,7.07,10.00,3.84
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11                  ,29.97,8.44,21.53,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.44,21.53,1.00,13.00,2.00,1.00,13.36,5.07,5.54,2.50,0.50,0.00,9.49,20.48,0.00,0.00,44.00,0.00,1.92,3.50,5.56,9.46,9.53
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11                  ,17.93,2.00,15.93,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,12.93,0.00,18.00,1.00,0.00,2.79,3.40,6.00,4.00,0.74,0.00,6.00,9.19,0.00,2.74,47.00,0.00,0.00,1.00,4.79,8.00,4.14
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11                  ,37.84,4.41,33.43,0.00,1.88,0.00,1.02,0.00,2.01,0.00,4.05,4.41,24.47,2.00,15.00,2.00,4.49,13.32,8.42,5.09,2.00,2.52,0.00,9.35,25.17,0.00,3.32,45.00,1.00,1.00,4.17,10.91,11.85,8.91
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11                  ,29.79,6.85,22.94,0.00,0.00,0.00,2.06,1.00,9.53,3.00,0.00,2.85,11.35,2.91,11.00,4.91,5.04,5.00,9.84,2.00,1.00,2.00,0.00,14.30,15.49,0.00,0.00,42.00,1.00,2.95,2.00,10.02,10.06,3.76
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11                  ,38.52,13.45,25.07,0.00,0.00,0.77,0.00,0.00,0.00,2.00,6.57,10.68,18.50,1.17,10.00,5.17,5.61,15.64,6.97,2.40,1.83,0.90,0.00,16.70,21.82,0.00,0.00,42.00,1.17,2.00,2.75,16.08,12.52,4.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,283,50,CROSSTOWN EDUCATIONAL CENTER                      ,27,Hennepin                                          ,11                  ,8.86,2.52,6.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,6.34,1.68,8.00,3.53,0.84,0.84,1.81,1.00,0.84,0.00,0.00,4.37,4.49,0.00,0.00,42.00,0.00,1.01,2.52,0.80,2.68,1.85
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11                  ,26.09,3.10,22.99,0.00,0.00,0.00,1.00,1.00,0.00,2.00,5.00,0.10,16.99,0.00,14.00,0.00,4.60,10.49,5.10,3.90,0.00,2.00,0.00,10.60,14.49,0.00,1.00,43.00,0.00,0.00,4.50,8.69,7.00,5.90
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11                  ,46.22,9.00,37.22,0.00,0.00,0.00,1.00,0.00,1.00,1.00,8.01,8.00,27.21,1.70,12.00,3.38,5.02,18.81,9.99,4.02,4.00,1.00,0.00,17.39,27.84,0.00,0.99,39.00,1.50,2.22,7.48,18.74,8.29,7.99
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11                  ,29.89,4.10,25.79,0.00,0.00,0.00,1.00,0.83,2.00,0.60,2.00,2.67,20.79,1.60,11.00,4.60,3.33,9.23,7.90,3.00,1.83,0.00,0.00,8.32,20.57,0.00,1.00,40.00,0.00,2.60,5.33,10.74,9.22,2.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,290,10,CITYVIEW PAM MAGNET                               ,27,Hennepin                                          ,11                  ,43.08,8.25,34.83,0.00,0.00,0.00,3.44,0.00,0.00,3.03,4.68,5.22,26.71,0.72,13.00,2.06,5.03,15.62,13.16,5.20,2.01,0.00,0.00,18.78,22.29,0.00,2.01,45.00,0.72,0.00,5.21,15.98,9.67,11.50
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11                  ,17.48,4.82,12.66,0.00,0.00,3.82,6.68,0.00,0.00,0.00,0.00,1.00,5.98,1.00,13.00,1.00,1.60,7.86,2.00,3.82,0.60,0.60,0.00,8.58,8.90,0.00,0.00,41.00,0.00,0.00,5.18,6.16,5.54,0.60
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,28.26,10.57,17.69,0.00,1.02,0.33,0.00,0.00,1.02,0.00,0.80,10.24,14.85,1.34,15.00,2.35,1.00,12.16,6.95,1.05,2.71,2.04,0.00,8.37,19.89,0.00,0.00,46.00,1.34,2.01,3.04,6.23,9.25,6.39
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,301,20,ANWATIN MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,27.34,8.76,18.58,0.00,1.02,1.94,0.20,0.00,0.00,2.02,0.00,4.80,17.36,0.00,14.00,2.02,3.06,8.33,6.63,5.06,1.02,1.22,0.00,6.38,20.96,0.00,0.00,43.00,0.00,1.02,4.93,7.24,10.17,3.98
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,304,20,FOLWELL MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,12.18,4.55,7.63,0.00,1.00,0.67,0.00,1.00,0.60,0.00,1.00,2.88,5.03,0.00,14.00,0.91,1.00,2.23,5.36,1.01,1.67,0.00,0.00,5.37,6.81,0.00,0.00,47.00,0.00,0.00,0.91,2.83,7.23,1.21
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,311,50,SPAN                                              ,27,Hennepin                                          ,11                  ,13.46,7.50,5.96,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.50,5.96,1.00,9.00,1.00,5.00,5.96,1.00,0.50,0.00,0.00,0.00,7.96,5.50,0.00,0.00,38.00,0.00,2.00,2.00,6.96,2.50,0.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11                  ,1.01,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,1.01,0.00
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11                  ,33.27,10.48,22.79,0.00,0.00,0.00,0.60,1.02,0.00,0.00,2.00,9.46,20.19,1.69,12.00,3.42,2.09,14.80,8.00,1.96,3.00,0.00,0.00,14.18,18.09,0.00,1.00,40.00,1.05,2.50,2.72,15.47,9.73,1.80
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11                  ,25.58,8.93,16.65,0.00,0.00,0.00,1.26,0.00,0.00,3.20,2.59,5.73,12.80,1.02,10.00,2.03,9.66,8.15,1.58,2.56,0.00,1.60,0.00,14.98,10.60,0.00,0.00,45.00,1.02,1.91,4.55,4.26,8.37,5.47
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11                  ,20.90,10.08,10.82,0.00,0.00,0.00,0.00,0.68,0.00,1.51,1.00,7.89,9.82,1.57,13.00,2.57,2.32,8.10,5.46,0.85,0.20,1.40,0.00,9.87,10.35,0.00,0.68,44.00,0.00,0.00,4.65,7.11,5.01,4.13
08-09,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MPLS. EMPLOYMENT READINESS CURRIC.                ,27,Hennepin                                          ,11                  ,4.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,1.00,2.00,1.00,0.00,0.00,0.00
