districtNumber,districtType,districtName,year,totalStudents
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2008,164
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2008,169
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2008,2261
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2008,472
0415,01,LYND PUBLIC SCHOOL DISTRICT,2008,114
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2008,3015
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2008,454
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2008,710
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2008,624
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2008,370
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2008,204
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2008,343
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2008,872
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2008,1794
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2008,2376
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2008,583
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2008,3527
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2008,781
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2008,2557
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2008,1056
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2008,711
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2008,359
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2008,405
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2008,4286
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2008,378
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2008,256
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2008,305
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2008,596
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2008,411
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2008,316
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2008,1882
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2008,643
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2008,194
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2008,2257
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2008,1649
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2008,1142
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2008,1773
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2008,16208
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2008,512
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2008,2558
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2008,364
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2008,562
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2008,994
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2008,1513
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2008,515
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2008,740
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2008,194
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2008,1980
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2008,459
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2008,1639
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2008,303
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2008,141
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2008,1377
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2008,1736
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2008,485
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2008,279
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2008,658
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2008,10136
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2008,10904
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2008,6504
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2008,8482
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2008,39681
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2008,373
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2008,34
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2008,397
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2008,4135
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2008,3941
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2008,332
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2008,225
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2008,1319
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2008,1209
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2008,741
0696,01,ELY PUBLIC SCHOOL DISTRICT,2008,591
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2008,376
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2008,2031
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2008,2451
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2008,1720
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2008,1582
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2008,71
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2008,10148
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2008,645
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2008,1525
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2008,1572
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2008,6853
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2008,6277
0721,01,NEW PRAGUE AREA SCHOOLS,2008,3588
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2008,2700
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2008,3602
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2008,12438
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2008,1033
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2008,765
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2008,1399
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2008,1077
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2008,9560
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2008,1084
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2008,1623
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2008,3215
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2008,2214
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2008,704
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2008,4988
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2008,752
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2008,263
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2008,170
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2008,536
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2008,1004
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2008,468
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2008,496
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2008,133
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2008,416
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2008,625
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2008,1309
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2008,432
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2008,524
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2008,742
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2008,1876
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2008,7202
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2008,3124
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2008,16654
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2008,8684
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2008,219
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2008,560
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2008,1187
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2008,771
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2008,206
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2008,109
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2008,757
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2008,1035
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2008,3623
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2008,1799
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2008,5760
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2008,2266
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2008,1012
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2008,4012
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2008,1585
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2008,4688
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2008,546
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2008,5111
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2008,1965
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2008,288
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2008,188
0916,06,NORTHEAST METRO 916,2008,652
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2008,636
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2008,49
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2008,105
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2008,167
0966,51,WRIGHT TECHNICAL CENTER,2008,158
0991,83,REGION 6 AND 8-SW/WC SERVICE COOP,2008,99
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2008,20
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2008,283
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2008,218
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2008,799
2125,01,TRITON SCHOOL DISTRICT,2008,1128
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2008,829
2135,01,MAPLE RIVER SCHOOL DISTRICT,2008,1172
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2008,757
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2008,2128
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2008,984
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2008,3552
2149,01,MINNEWASKA SCHOOL DISTRICT,2008,1195
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2008,1282
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2008,1102
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2008,603
2164,01,DILWORTH-GLYNDON-FELTON,2008,1323
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2008,1016
2167,01,LAKEVIEW SCHOOL DISTRICT,2008,603
2168,01,NRHEG SCHOOL DISTRICT,2008,1004
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2008,745
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2008,1387
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2008,323
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2008,881
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2008,976
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2008,468
2180,01,MACCRAY SCHOOL DISTRICT,2008,714
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2008,1225
2190,01,YELLOW MEDICINE EAST,2008,947
2198,01,FILLMORE CENTRAL,2008,603
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2008,347
2310,01,SIBLEY EAST SCHOOL DISTRICT,2008,1218
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2008,475
2342,01,WEST CENTRAL AREA,2008,796
2358,01,TRI-COUNTY SCHOOL DISTRICT,2008,241
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2008,717
2365,01,G.F.W.,2008,774
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2008,814
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2008,1268
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2008,807
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2008,289
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2008,850
2536,01,GRANADA HUNTLEY-EAST CHAIN,2008,267
2580,01,EAST CENTRAL SCHOOL DISTRICT,2008,782
2609,01,WIN-E-MAC SCHOOL DISTRICT,2008,500
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2008,483
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2008,1006
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2008,1164
2711,01,MESABI EAST SCHOOL DISTRICT,2008,873
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2008,1727
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2008,1202
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2008,430
2769,01,MORRIS AREA PUBLIC SCHOOLS,2008,931
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2008,1100
2835,01,JANESVILLE-WALDORF-PEMBERTON,2008,548
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2008,937
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2008,556
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2008,366
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2008,1650
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2008,1232
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2008,507
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2008,335
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2008,396
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2008,618
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2008,599
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2008,1182
2897,01,REDWOOD AREA SCHOOL DISTRICT,2008,1266
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2008,555
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2008,1567
2902,01,RTR PUBLIC SCHOOLS,2008,565
2903,01,ORTONVILLE PUBLIC SCHOOLS,2008,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2008,NA
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2008,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2008,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2008,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2008,NA
4000,07,CITY ACADEMY,2008,119
4001,07,BLUFFVIEW MONTESSORI,2008,206
4003,07,"NEW HEIGHTS SCHOOL, INC.",2008,124
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2008,111
4005,07,METRO DEAF SCHOOL,2008,56
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2008,123
4008,07,PACT CHARTER SCHOOL,2008,570
4011,07,ATHLOS LEADERSHIP ACADEMY,2008,236
4015,07,COMMUNITY OF PEACE ACADEMY,2008,632
4016,07,WORLD LEARNER CHARTER SCHOOL,2008,166
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2008,1806
4018,07,ACHIEVE LANGUAGE ACADEMY,2008,405
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2008,814
4025,07,CYBER VILLAGE ACADEMY,2008,115
4026,07,E.C.H.O. CHARTER SCHOOL,2008,174
4027,07,HIGHER GROUND ACADEMY,2008,514
4029,07,ST. PAUL CITY SCHOOL,2008,308
4031,07,JENNINGS COMMUNITY SCHOOL,2008,74
4032,07,HARVEST PREPARATORY SCHOOL,2008,502
4035,07,LIFE PREP,2008,228
4036,07,FACE TO FACE ACADEMY,2008,65
4038,07,SOJOURNER TRUTH ACADEMY,2008,261
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2008,176
4043,07,MATH AND SCIENCE ACADEMY,2008,312
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2008,147
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2008,78
4053,07,NORTH LAKES ACADEMY,2008,179
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2008,53
4055,07,NERSTRAND CHARTER SCHOOL,2008,156
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2008,117
4057,07,EL COLEGIO CHARTER SCHOOL,2008,100
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2008,154
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2008,106
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2008,87
4066,07,KATO PUBLIC CHARTER SCHOOL,2008,87
4067,07,AURORA CHARTER SCHOOL,2008,290
4068,07,EXCELL ACADEMY CHARTER,2008,320
4070,07,HOPE COMMUNITY ACADEMY,2008,455
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2008,286
4074,07,AFSA HIGH SCHOOL,2008,205
4075,07,AVALON SCHOOL,2008,191
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2008,557
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2008,338
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2008,114
4080,07,PILLAGER AREA CHARTER SCHOOL,2008,45
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2008,47
4082,07,BLUESKY CHARTER SCHOOL,2008,591
4083,07,RIDGEWAY COMMUNITY SCHOOL,2008,68
4084,07,NORTH SHORE COMMUNITY SCHOOL,2008,280
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2008,218
4087,07,SAGE ACADEMY CHARTER SCHOOL,2008,62
4088,07,URBAN ACADEMY CHARTER SCHOOL,2008,261
4089,07,NEW CITY SCHOOL,2008,121
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2008,120
4091,07,ARCADIA CHARTER SCHOOL,2008,120
4092,07,WATERSHED HIGH SCHOOL,2008,83
4093,07,NEW CENTURY ACADEMY,2008,149
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2008,121
4097,07,"PARTNERSHIP ACADEMY, INC.",2008,257
4098,07,NOVA CLASSICAL ACADEMY,2008,356
4100,07,GREAT EXPECTATIONS,2008,47
4102,07,MINNESOTA INTERNSHIP CENTER,2008,424
4103,07,HMONG COLLEGE PREP ACADEMY,2008,440
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2008,192
4105,07,GREAT RIVER SCHOOL,2008,212
4106,07,TREKNORTH HIGH SCHOOL,2008,159
4107,07,VOYAGEURS EXPEDITIONARY,2008,71
4110,07,PIM ARTS HIGH SCHOOL,2008,222
4111,07,AUGSBURG FAIRVIEW ACADEMY,2008,84
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2008,348
4113,07,SPERO ACADEMY,2008,72
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2008,444
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2008,243
4119,07,ACADEMIC ARTS HIGH SCHOOL,2008,83
4120,07,ST. CROIX PREPARATORY ACADEMY,2008,439
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2008,288
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2008,291
4124,07,BEACON ACADEMY,2008,258
4126,07,PRAIRIE SEEDS ACADEMY,2008,345
4127,07,TEAM ACADEMY,2008,136
4131,07,METRO SCHOOLS CHARTER,2008,202
4132,07,TWIN CITIES ACADEMY,2008,80
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2008,141
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2008,141
4138,07,MILROY AREA CHARTER SCHOOL,2008,51
4139,07,LOVEWORKS ACADEMY FOR ARTS,2008,362
4140,07,YINGHUA ACADEMY,2008,144
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2008,268
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2008,376
4144,07,GREEN ISLE COMMUNITY SCHOOL,2008,84
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2008,46
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2008,94
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2008,118
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2008,82
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2008,126
4153,07,DUGSI ACADEMY,2008,201
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2008,76
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2008,267
4160,07,SPECTRUM HIGH SCHOOL,2008,118
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2008,110
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2008,94
4163,07,LEARNING FOR LEADERSHIP CHARTER,2008,167
4164,07,LAURA JEFFREY ACADEMY CHARTER,2008,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2008,74
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2008,71
4168,07,GLACIAL HILLS ELEMENTARY,2008,82
4169,07,STONEBRIDGE WORLD SCHOOL,2008,133
4170,07,HIAWATHA ACADEMIES,2008,145
4171,07,NOBLE ACADEMY,2008,213
4172,07,CLARKFIELD CHARTER SCHOOL,2008,61
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2008,83
4178,07,LINCOLN INTERNATIONAL SCHOOL,2008,158
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2008,176
4183,07,LIONSGATE ACADEMY,2008,NA
4184,07,ASPEN ACADEMY,2008,NA
4185,07,DAVINCI ACADEMY,2008,NA
4186,07,GLOBAL ACADEMY,2008,NA
4187,07,NATURAL SCIENCE ACADEMY,2008,NA
4188,07,COLOGNE ACADEMY,2008,NA
4189,07,BRIGHT WATER ELEMENTARY,2008,NA
4190,07,RIVERS EDGE ACADEMY,2008,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2008,NA
4192,07,BEST ACADEMY,2008,NA
4193,07,COLLEGE PREPARATORY ELEMENTARY,2008,NA
4194,07,CANNON RIVER STEM SCHOOL,2008,NA
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2008,NA
4198,07,DISCOVERY WOODS,2008,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2008,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2008,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2008,NA
4204,07,ROCHESTER STEM ACADEMY,2008,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2008,NA
4207,07,VERMILION COUNTRY SCHOOL,2008,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2008,NA
4209,07,MASTERY SCHOOL,2008,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2008,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2008,NA
4213,07,PRODEO ACADEMY,2008,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2008,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2008,NA
4218,07,VENTURE ACADEMY,2008,NA
4219,07,NORTHEAST COLLEGE PREP,2008,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2008,NA
4221,07,DISCOVERY CHARTER SCHOOL,2008,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2008,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2008,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2008,NA
4226,07,BDOTE LEARNING CENTER,2008,NA
4227,07,ART AND SCIENCE ACADEMY,2008,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2008,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2008,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2008,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2008,NA
4232,07,SUCCESS ACADEMY,2008,NA
4233,07,LEVEL UP ACADEMY,2008,NA
4237,07,CAREER PATHWAYS,2008,NA
4238,07,ROCHESTER BEACON ACADEMY,2008,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2008,NA
4240,07,NEW CENTURY SCHOOL,2008,NA
4243,07,NORTH METRO FLEX ACADEMY,2008,NA
4244,07,FIT ACADEMY,2008,NA
4246,07,BIG PICTURE TWIN CITIES,2008,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2008,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2008,NA
6004,61,FRESHWATER ED. DIST.,2008,262
6012,61,ZUMBRO EDUCATION DISTRICT,2008,116
6013,61,HIAWATHA VALLEY ED. DISTRICT,2008,149
6014,61,RUNESTONE AREA ED. DISTRICT,2008,123
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2008,125
6026,61,WEST CENTRAL EDUCATION DISTRICT,2008,46
6027,61,MN VALLEY EDUCATION DISTRICT,2008,36
6049,61,RIVER BEND EDUCATION DISTRICT,2008,145
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2008,63
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2008,41
6076,50,NORTHLAND LEARNING CENTER,2008,97
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2008,NA
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2008,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2008,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2008,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2008,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2008,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2008,65
6979,61,MID STATE EDUCATION DISTRICT,2008,29
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2007,1335
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2007,37033
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2007,316
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2007,433
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2007,3246
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2007,41310
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2007,7035
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2007,2943
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2007,2690
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2007,5993
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2007,4613
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2007,2758
