DistrictNumber,districtType,districtName,year,percentMinority
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2009,0.123622047244094
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2009,0.142857142857143
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2009,0.0753398058252427
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2009,0.0746268656716418
2198,01,FILLMORE CENTRAL,2009,0.021015761821366
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2009,0.0688405797101449
4244,07,FIT Academy,2009,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2009,0.0233918128654971
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2009,0.0154302670623145
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2009,0.082787456445993
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2009,0.0734632683658171
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2009,0.143157894736842
6004,61,FRESHWATER ED. DIST.,2009,0.122448979591837
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2009,0.404107077374404
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2009,0.923076923076923
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2009,0.0813648293963255
2365,01,G.F.W.,2009,0.172413793103448
4168,07,GLACIAL HILLS ELEMENTARY,2009,0.05
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2009,0.17032967032967
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2009,0.0350877192982456
4186,07,GLOBAL ACADEMY,2009,0.716911764705882
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2009,0.0806451612903226
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2009,0.0501474926253687
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2009,0.109375
2536,01,GRANADA HUNTLEY-EAST CHAIN,2009,0.0288065843621399
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2009,0.0425531914893617
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2009,0.101847101077476
4100,07,GREAT EXPECTATIONS,2009,0.116666666666667
4105,07,GREAT RIVER SCHOOL,2009,0.16017316017316
4144,07,GREEN ISLE COMMUNITY SCHOOL,2009,0.0681818181818182
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2009,0.0214132762312634
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2009,0.11304347826087
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2009,0.0255102040816327
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2009,0.0562248995983936
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2009,0.126903553299492
4032,07,HARVEST PREPARATORY SCHOOL,2009,1
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2009,0.0816159967353601
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2009,0.019036954087346
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2009,0.0552884615384615
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2009,0.0119047619047619
4205,07,HENNEPIN ELEMENTARY SCHOOL,2009,NA
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2009,0.0412087912087912
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2009,0.128440366972477
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2009,0.0439667806546165
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2009,0.157894736842105
4170,07,HIAWATHA ACADEMIES,2009,0.93298969072165
6013,61,HIAWATHA VALLEY ED. DISTRICT,2009,0.0454545454545455
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2009,0.0564686051411715
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2009,0.928888888888889
4027,07,HIGHER GROUND ACADEMY,2009,1
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2009,0.0268456375838926
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2009,0.03003003003003
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2009,0.154819863680623
4103,07,HMONG COLLEGE PREP ACADEMY,2009,1
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2009,0.0166666666666667
4070,07,HOPE COMMUNITY ACADEMY,2009,0.995337995337995
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2009,0.313011456628478
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2009,0.0701754385964912
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2009,0.0377358490566038
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2009,0.0784445189406638
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2009,0.498205741626794
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2009,0.2046875
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2009,0.138039215686275
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2009,0.231404958677686
0199,01,INVER GROVE HEIGHTS SCHOOLS,2009,0.254719489497474
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2009,0.125226860254083
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2009,0.033112582781457
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2009,0.0578439964943032
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2009,NA
2835,01,JANESVILLE-WALDORF-PEMBERTON,2009,0.0256880733944954
4031,07,JENNINGS COMMUNITY SCHOOL,2009,0.608695652173913
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2009,0.0763221153846154
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2009,0.0686274509803922
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2009,0.0573770491803279
4066,07,KATO PUBLIC CHARTER SCHOOL,2009,0.162790697674419
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2009,0.31390134529148
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2009,0.0805134189031505
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2009,0.106227106227106
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2009,0.029810298102981
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2009,0.0305980528511822
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2009,1
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2009,0.0512820512820513
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2009,0
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2009,0.0515463917525773
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2009,0.113765642775882
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2009,0
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2009,0.148936170212766
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2009,0.01
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2009,0.052434456928839
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2009,0.0454545454545455
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2009,0.0671641791044776
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2009,0.0293637846655791
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2009,0.0292682926829268
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2009,0.125248508946322
2167,01,LAKEVIEW SCHOOL DISTRICT,2009,0.0528109028960818
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2009,0.115462644438564
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2009,0.0358974358974359
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2009,0.0302197802197802
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2009,0.159722222222222
4164,07,LAURA JEFFREY ACADEMY CHARTER,2009,0.469387755102041
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2009,0.17632241813602
4163,07,LEARNING FOR LEADERSHIP CHARTER,2009,0.74585635359116
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2009,0.0268456375838926
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2009,0.117241379310345
4233,07,LEVEL UP ACADEMY,2009,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2009,0.0330250990752972
4035,07,LIFE PREP,2009,0.755274261603376
4178,07,LINCOLN INTERNATIONAL SCHOOL,2009,1
4183,07,LIONSGATE ACADEMY,2009,0.0563380281690141
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2009,0.0823529411764706
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2009,0.0513428120063191
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2009,0.0288184438040346
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2009,0.250669045495094
4139,07,LOVEWORKS ACADEMY FOR ARTS,2009,0.992481203007519
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2009,0.0728314238952537
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2009,0.0643776824034335
0415,01,LYND PUBLIC SCHOOL DISTRICT,2009,0.476190476190476
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2009,0
2180,01,MACCRAY SCHOOL DISTRICT,2009,0.0619718309859155
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2009,0.369449378330373
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2009,0.682333873581848
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2009,0.0826625386996904
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2009,0.154750512645249
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2009,0.0283114256825076
2135,01,MAPLE RIVER SCHOOL DISTRICT,2009,0.0499124343257443
4254,07,Marine Area Community School,2009,NA
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2009,0.0255754475703325
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2009,0.190839694656489
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2009,0.0304182509505703
4209,07,MASTERY SCHOOL,2009,NA
4043,07,MATH AND SCIENCE ACADEMY,2009,0.18348623853211
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2009,0.17037037037037
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2009,0.108465608465608
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2009,0.0595238095238095
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2009,0.169331395348837
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2009,0.0173564753004005
2711,01,MESABI EAST SCHOOL DISTRICT,2009,0.0312138728323699
4005,07,METRO DEAF SCHOOL,2009,0.358208955223881
4131,07,METRO SCHOOLS CHARTER,2009,0.971428571428571
6979,61,MID STATE EDUCATION DISTRICT,2009,0.117647058823529
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2009,0.0909090909090909
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2009,0.035752401280683
4138,07,MILROY AREA CHARTER SCHOOL,2009,0.0816326530612245
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2009,0.0571428571428571
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2009,0.785714285714286
0001,03,Minneapolis Public School District,2009,0.697433679354095
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2009,0.0844155844155844
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2009,0.763392857142857
4230,07,Minnesota Excellence in Learning Ac,2009,NA
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2009,0.987220447284345
4102,07,MINNESOTA INTERNSHIP CENTER,2009,0.997584541062802
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2009,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2009,0.045045045045045
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2009,0.109243697478992
0160,70,MINNESOTA STATE ACADEMIES,2009,0.170588235294118
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2009,0.418326693227092
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2009,0.0933965705946735
2149,01,MINNEWASKA SCHOOL DISTRICT,2009,0.0344530577088717
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2009,0.139344262295082
6027,61,MN VALLEY EDUCATION DISTRICT,2009,0.125
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2009,0.110871130309575
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2009,0.0822596630327057
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2009,0.171303873431533
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2009,0.0417227456258412
0332,01,MORA PUBLIC SCHOOL DISTRICT,2009,0.0720384204909285
2769,01,MORRIS AREA PUBLIC SCHOOLS,2009,0.081025641025641
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2009,0.231953132757422
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2009,0.086038961038961
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2009,0.314928425357873
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2009,0.0505992010652463
4208,07,NASHA SHKOLA CHARTER SCHOOL,2009,NA
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2009,0.0726698262243286
4187,07,NATURAL SCIENCE ACADEMY,2009,0.175
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2009,0.988372093023256
4055,07,NERSTRAND CHARTER SCHOOL,2009,0.0194805194805195
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2009,1
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2009,0.0724381625441696
4093,07,NEW CENTURY ACADEMY,2009,0.104938271604938
4240,07,New Century School,2009,NA
4089,07,NEW CITY SCHOOL,2009,0.404761904761905
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2009,0.0357142857142857
4003,07,"NEW HEIGHTS SCHOOL, INC.",2009,0.0806451612903226
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2009,0.0431372549019608
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2009,1
0721,01,NEW PRAGUE AREA SCHOOLS,2009,0.0339077265147304
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2009,0.0500972762645914
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2009,0.0225352112676056
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2009,0.0246153846153846
4171,07,NOBLE ACADEMY,2009,1
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2009,0.13953488372093
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2009,0.168421052631579
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2009,0.053968253968254
4053,07,NORTH LAKES ACADEMY,2009,0.0826086956521739
4243,07,North Metro Flex Academy,2009,NA
4084,07,NORTH SHORE COMMUNITY SCHOOL,2009,0.00352112676056338
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2009,0.341080286606651
4219,07,NORTHEAST COLLEGE PREP,2009,NA
0916,06,NORTHEAST METRO 916,2009,0.377049180327869
6096,52,Northern Lights Academy Cooperative,2009,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2009,0.130841121495327
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2009,0.143770785367102
0118,01,NORTHLAND COMMUNITY SCHOOLS,2009,0.195991091314031
6076,50,NORTHLAND LEARNING CENTER,2009,0.2
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2009,0.168316831683168
4098,07,NOVA CLASSICAL ACADEMY,2009,0.129032258064516
2168,01,NRHEG SCHOOL DISTRICT,2009,0.00814663951120163
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2009,0.0273311897106109
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2009,0.350393700787402
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2009,0.0598165137614679
2903,01,ORTONVILLE PUBLIC SCHOOLS,2009,NA
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2009,0.0347490347490347
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2009,NA
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2009,0.43564592162278
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2009,0.176695512175488
4008,07,PACT CHARTER SCHOOL,2009,0.0782608695652174
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2009,0.30718954248366
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2009,0.0988939492517892
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2009,0.0213523131672598
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2009,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2009,0.989285714285714
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2009,0.0397350993377483
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2009,0.333333333333333
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2009,0.017175572519084
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2009,0.063273727647868
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2009,0.135036496350365
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2009,0.0220095693779904
4080,07,PILLAGER AREA CHARTER SCHOOL,2009,0.0238095238095238
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2009,0.0191570881226054
4110,07,PIM Arts High School,2009,0.294930875576037
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2009,0.0405405405405405
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2009,0.0465863453815261
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2009,1
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2009,0.053030303030303
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2009,0.101374570446735
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2009,0.0733249051833123
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2009,0.0672268907563025
4126,07,PRAIRIE SEEDS ACADEMY,2009,0.997747747747748
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2009,0.0414759725400458
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2009,0.118670886075949
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2009,0.0422222222222222
4213,07,PRODEO ACADEMY,2009,NA
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2009,0.0441176470588235
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2009,NA
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2009,0.0820512820512821
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2009,1
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2009,0.0761099365750529
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2009,0.154757755315441
2897,01,REDWOOD AREA SCHOOL DISTRICT,2009,0.256961018297534
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2009,0.34
0991,83,Region 6 and 8-SW/WC Service Coop,2009,0.361702127659574
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2009,0.279661016949153
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2009,0.637998056365403
4083,07,RIDGEWAY COMMUNITY SCHOOL,2009,0.0289855072463768
6049,61,RIVER BEND EDUCATION DISTRICT,2009,0.244444444444444
4190,07,RIVERS EDGE ACADEMY,2009,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2009,0.119047619047619
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2009,0.459923359412422
4238,07,ROCHESTER BEACON ACADEMY,2009,NA
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2009,1
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2009,0.284034958148695
4204,07,ROCHESTER STEM ACADEMY,2009,NA
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2009,0.0774193548387097
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2009,0.0645308924485126
4056,07,Rosa Parks Charter High School,2009,0.230769230769231
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2009,0.0202966432474629
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2009,0.217421149608006
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2009,0.356400855484265
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2009,0.0344827586206897
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2009,NA
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2009,0.0277044854881266
2902,01,RTR PUBLIC SCHOOLS,2009,0.0531914893617021
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2009,0.109090909090909
6014,61,RUNESTONE AREA ED. DISTRICT,2009,0.0666666666666667
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2009,0.0404814004376368
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2009,0.0236220472440945
4087,07,SAGE ACADEMY CHARTER SCHOOL,2009,0.352272727272727
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2009,NA
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2009,0.0358530026889752
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2009,0.0539772727272727
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2009,0.0909090909090909
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2009,0.2
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2009,0.0199203187250996
4215,07,SEJONG ACADEMY OF MINNESOTA,2009,NA
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2009,0.144117647058824
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2009,0.311100959342165
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2009,NA
2310,01,SIBLEY EAST SCHOOL DISTRICT,2009,0.259919028340081
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2009,0.33387358184765
4038,07,SOJOURNER TRUTH ACADEMY,2009,1
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2009,0.0984042553191489
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2009,0.292492492492492
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2009,0.223560587810166
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2009,NA
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2009,0.157894736842105
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2009,0.0329289428076256
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2009,0.544444444444444
0288,06,Southwest Metro Intermediate 288,2009,NA
4160,07,SPECTRUM HIGH SCHOOL,2009,0.0213903743315508
4113,07,Spero Academy,2009,0.23943661971831
0297,01,SPRING GROVE SCHOOL DISTRICT,2009,0.0179640718562874
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2009,0.289950928098997
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2009,0.0673400673400673
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2009,0.246882793017456
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2009,0.19941348973607
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2009,0.13030888030888
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2009,0.0100502512562814
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2009,0.243920490589977
4120,07,ST. CROIX PREPARATORY ACADEMY,2009,0.09985935302391
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2009,0.0787761561455952
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2009,0.418544194107452
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2009,0.150698122291767
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2009,0.352043212775951
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2009,0.0925507900677201
4029,07,ST. PAUL CITY SCHOOL,2009,0.923809523809524
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2009,0.750363070539419
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2009,0.13941018766756
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2009,0.0663683818046234
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2009,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2009,NA
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2009,0.112328767123288
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2009,0.0418818129661503
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2009,0.0823487712665406
4169,07,STONEBRIDGE WORLD SCHOOL,2009,0.964285714285714
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2009,0.21285140562249
4232,07,Success Academy,2009,NA
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2009,0.0902777777777778
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2009,0.0227272727272727
4127,07,TEAM ACADEMY,2009,0.253333333333333
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2009,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2009,NA
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2009,0.101847229156266
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2009,NA
4106,07,TREKNORTH HIGH SCHOOL,2009,0.302325581395349
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2009,NA
2358,01,TRI-COUNTY SCHOOL DISTRICT,2009,0.00432900432900433
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2009,0.032520325203252
2125,01,TRITON SCHOOL DISTRICT,2009,0.172751558325913
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2009,0.0838709677419355
4132,07,TWIN CITIES ACADEMY,2009,0.431372549019608
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2009,0.0828025477707006
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2009,0.985940246045694
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2009,0.983471074380165
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2009,0.0727272727272727
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2009,0.0202578268876611
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2009,0.14323258869908
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2009,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2009,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2009,0.0343980343980344
4088,07,URBAN ACADEMY CHARTER SCHOOL,2009,0.952727272727273
4218,07,VENTURE ACADEMY,2009,NA
4207,07,VERMILION COUNTRY SCHOOL,2009,NA
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2009,0.052060737527115
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2009,0.117955439056356
4107,07,VOYAGEURS EXPEDITIONARY,2009,0.644736842105263
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2009,0.0359375
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2009,0.00237529691211401
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2009,0.0685287430984086
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2009,0.0813844714686623
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2009,0.222488038277512
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2009,0.183406113537118
