countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost,hourlyWage
Lincoln,081,3,2,1,1,19-50,2018,42468,20.42
Lincoln,081,5,1,1,4,19-50,2018,61596,29.61
Lincoln,081,5,2,1.5,3,19-50,2018,59484,19.07
Lincoln,081,3,2,1.5,1,19-50,2018,46500,14.9
Lincoln,081,4,1,1,3,19-50,2018,58500,28.13
Lincoln,081,2,2,2,0,19-50,2018,36348,8.74
Lincoln,081,1,1,1,0,51+,2018,27684,13.31
Lincoln,081,3,1,1,2,19-50,2018,54540,26.22
Lincoln,081,4,2,1.5,2,19-50,2018,56448,18.09
Lincoln,081,6,2,1,4,19-50,2018,57420,27.61
Lincoln,081,5,2,2,3,19-50,2018,65256,15.69
Lincoln,081,2,2,1,0,19-50,2018,35508,17.07
Lincoln,081,1,1,1,0,19-50,2018,27468,13.21
Lincoln,081,2,2,1.5,0,51+,2018,36852,11.81
Redwood,127,1,1,1,0,19-50,2018,26940,12.95
Redwood,127,3,1,1,2,19-50,2018,54732,26.31
Redwood,127,2,2,1.5,0,51+,2018,36288,11.63
Redwood,127,4,2,1,2,19-50,2018,49284,23.69
Redwood,127,5,1,1,4,19-50,2018,61584,29.61
Redwood,127,6,2,1,4,19-50,2018,56808,27.31
Redwood,127,3,2,1,1,19-50,2018,40356,19.4
Redwood,127,6,2,2,4,19-50,2018,69336,16.67
Redwood,127,5,2,1.5,3,19-50,2018,59076,18.93
Redwood,127,4,2,1.5,2,19-50,2018,56124,17.99
Redwood,127,2,2,2,0,19-50,2018,35772,8.6
Redwood,127,5,2,2,3,19-50,2018,65040,15.63
Redwood,127,1,1,1,0,51+,2018,27168,13.06
Redwood,127,3,2,1.5,1,19-50,2018,44304,14.2
Redwood,127,4,1,1,3,19-50,2018,58572,28.16
Redwood,127,6,2,1.5,4,19-50,2018,63456,20.34
Redwood,127,2,2,1,0,19-50,2018,34944,16.8
Redwood,127,2,2,2,0,51+,2018,36288,8.72
Redwood,127,2,2,1,0,51+,2018,35448,17.04
Redwood,127,2,2,1.5,0,19-50,2018,35772,11.47
Redwood,127,3,2,2,1,19-50,2018,47784,11.49
Redwood,127,2,1,1,1,19-50,2018,38184,18.36
Redwood,127,5,2,1,3,19-50,2018,52248,25.12
Redwood,127,4,2,2,2,19-50,2018,62088,14.93
Renville,129,5,1,1,4,19-50,2018,62316,29.96
Renville,129,3,2,2,1,19-50,2018,49728,11.95
Renville,129,6,2,1.5,4,19-50,2018,63408,20.32
Renville,129,3,2,1,1,19-50,2018,41256,19.83
Renville,129,5,2,1,3,19-50,2018,51480,24.75
Renville,129,5,2,1.5,3,19-50,2018,58980,18.9
Renville,129,1,1,1,0,51+,2018,27024,12.99
Renville,129,2,2,1,0,51+,2018,35064,16.86
Renville,129,2,2,1.5,0,51+,2018,35904,11.51
Renville,129,1,1,1,0,19-50,2018,26808,12.89
Renville,129,2,2,2,0,51+,2018,35904,8.63
Renville,129,2,2,2,0,19-50,2018,35376,8.5
Renville,129,2,1,1,1,19-50,2018,39900,19.18
Renville,129,4,1,1,3,19-50,2018,59256,28.49
Renville,129,6,2,2,4,19-50,2018,70224,16.88
Renville,129,2,2,1,0,19-50,2018,34560,16.62
Renville,129,4,2,2,2,19-50,2018,62832,15.1
Renville,129,4,2,1.5,2,19-50,2018,55896,17.92
Renville,129,6,2,1,4,19-50,2018,56208,27.02
Renville,129,4,2,1,2,19-50,2018,48504,23.32
Renville,129,5,2,2,3,19-50,2018,65844,15.83
Renville,129,2,2,1.5,0,19-50,2018,35376,11.34
Renville,129,3,1,1,2,19-50,2018,55344,26.61
Renville,129,3,2,1.5,1,19-50,2018,45552,14.6
Rice,131,2,2,1.5,0,19-50,2018,38940,12.48
Rice,131,5,2,2,3,19-50,2018,76152,18.31
Rice,131,6,2,1,4,19-50,2018,62004,29.81
Rice,131,3,2,1,1,19-50,2018,46272,22.25
Rice,131,6,2,2,4,19-50,2018,80424,19.33
Rice,131,3,1,1,2,19-50,2018,65712,31.59
Rice,131,2,2,1,0,19-50,2018,37980,18.26
Rice,131,3,2,1.5,1,19-50,2018,51936,16.65
Rice,131,1,1,1,0,19-50,2018,30180,14.51
Rice,131,1,1,1,0,51+,2018,30420,14.63
Rice,131,2,2,2,0,19-50,2018,38940,9.36
Rice,131,4,2,1.5,2,19-50,2018,64332,20.62
Rice,131,2,1,1,1,19-50,2018,47112,22.65
Rice,131,4,2,2,2,19-50,2018,73236,17.6
Rice,131,2,2,1,0,51+,2018,38472,18.5
Rice,131,3,2,2,1,19-50,2018,57120,13.73
Rice,131,4,2,1,2,19-50,2018,55200,26.54
Rice,131,6,2,1.5,4,19-50,2018,71460,22.9
Rice,131,2,2,1.5,0,51+,2018,39468,12.65
Rice,131,5,1,1,4,19-50,2018,72480,34.85
Rice,131,2,2,2,0,51+,2018,39468,9.49
Rice,131,4,1,1,3,19-50,2018,69552,33.44
Rice,131,5,2,1.5,3,19-50,2018,67224,21.55
Rice,131,5,2,1,3,19-50,2018,57960,27.87
Steele,147,5,2,1.5,3,19-50,2018,62196,19.93
Steele,147,6,2,1,4,19-50,2018,58848,28.29
Steele,147,6,2,1.5,4,19-50,2018,66420,21.29
Steele,147,2,2,1,0,19-50,2018,35460,17.05
Steele,147,2,2,1.5,0,19-50,2018,36300,11.63
Steele,147,3,1,1,2,19-50,2018,58788,28.26
Steele,147,4,2,2,2,19-50,2018,66012,15.87
Steele,147,5,2,1,3,19-50,2018,54576,26.24
Steele,147,3,2,1.5,1,19-50,2018,47052,15.08
Steele,147,3,2,2,1,19-50,2018,51192,12.31
Steele,147,5,1,1,4,19-50,2018,65448,31.47
Steele,147,2,1,1,1,19-50,2018,41556,19.98
Steele,147,2,2,2,0,19-50,2018,36300,8.73
Steele,147,2,2,1,0,51+,2018,35928,17.27
Steele,147,4,1,1,3,19-50,2018,62556,30.07
Steele,147,2,2,2,0,51+,2018,36792,8.84
Steele,147,4,2,1.5,2,19-50,2018,59388,19.03
Steele,147,1,1,1,0,51+,2018,27900,13.41
Steele,147,2,2,1.5,0,51+,2018,36792,11.79
Steele,147,6,2,2,4,19-50,2018,73164,17.59
Steele,147,3,2,1,1,19-50,2018,42792,20.57
Steele,147,1,1,1,0,19-50,2018,27600,13.27
Steele,147,4,2,1,2,19-50,2018,51756,24.88
Steele,147,5,2,2,3,19-50,2018,68916,16.57
Stevens,149,2,2,1.5,0,19-50,2018,33696,10.8
Stevens,149,5,2,2,3,19-50,2018,58728,14.12
Stevens,149,3,2,1.5,1,19-50,2018,40764,13.07
Stevens,149,3,2,2,1,19-50,2018,43752,10.52
Stevens,149,2,2,1.5,0,51+,2018,34212,10.97
Stevens,149,2,2,1,0,19-50,2018,32964,15.85
Stevens,149,6,2,2,4,19-50,2018,62880,15.12
Stevens,149,4,2,1.5,2,19-50,2018,50028,16.03
Stevens,149,2,1,1,1,19-50,2018,34632,16.65
Stevens,149,1,1,1,0,51+,2018,25404,12.21
Stevens,149,1,1,1,0,19-50,2018,25176,12.1
Stevens,149,2,2,1,0,51+,2018,33456,16.08
Stevens,149,4,2,2,2,19-50,2018,55752,13.4
Stevens,149,2,2,2,0,19-50,2018,33696,8.1
Stevens,149,4,1,1,3,19-50,2018,52956,25.46
Stevens,149,2,2,2,0,51+,2018,34212,8.22
Stevens,149,4,2,1,2,19-50,2018,43632,20.98
Stevens,149,3,1,1,2,19-50,2018,49464,23.78
Stevens,149,5,1,1,4,19-50,2018,55824,26.84
Stevens,149,3,2,1,1,19-50,2018,37008,17.79
Stevens,149,6,2,1.5,4,19-50,2018,57636,18.47
Stevens,149,6,2,1,4,19-50,2018,51300,24.66
Stevens,149,5,2,1.5,3,19-50,2018,53088,17.02
Stevens,149,5,2,1,3,19-50,2018,46656,22.43
Blue Earth,013,4,2,1.5,2,19-50,2017,60038,19.24
Blue Earth,013,2,1,1,1,19-50,2017,42202,20.29
Blue Earth,013,1,1,1,0,51+,2017,28992,13.94
Blue Earth,013,4,2,2,2,19-50,2017,65743,15.8
Blue Earth,013,6,2,2,4,19-50,2017,73076,17.57
Blue Earth,013,5,2,1.5,3,19-50,2017,63274,20.28
Blue Earth,013,2,2,2,0,51+,2017,36573,8.79
Blue Earth,013,2,2,2,0,19-50,2017,35813,8.61
Blue Earth,013,1,1,1,0,19-50,2017,28596,13.75
Blue Earth,013,5,1,1,4,19-50,2017,66669,32.05
Blue Earth,013,3,2,1,1,19-50,2017,41941,20.16
Blue Earth,013,2,2,1,0,51+,2017,35705,17.17
Blue Earth,013,3,2,2,1,19-50,2017,51242,12.32
Blue Earth,013,3,2,1.5,1,19-50,2017,47201,15.13
Blue Earth,013,2,2,1.5,0,19-50,2017,35813,11.48
Blue Earth,013,4,1,1,3,19-50,2017,63475,30.52
Blue Earth,013,5,2,1,3,19-50,2017,55382,26.63
Blue Earth,013,4,2,1,2,19-50,2017,52076,25.04
Blue Earth,013,6,2,1.5,4,19-50,2017,67318,21.58
Blue Earth,013,2,2,1.5,0,51+,2017,36573,11.72
Blue Earth,013,3,1,1,2,19-50,2017,59833,28.77
Blue Earth,013,2,2,1,0,19-50,2017,34978,16.82
Blue Earth,013,5,2,2,3,19-50,2017,69006,16.59
Blue Earth,013,6,2,1,4,19-50,2017,59500,28.61
Dodge,039,4,2,2,2,19-50,2017,72444,17.41
Dodge,039,6,2,1,4,19-50,2017,64585,31.05
Dodge,039,2,2,1.5,0,51+,2017,39517,12.67
Dodge,039,1,1,1,0,19-50,2017,31317,15.06
Dodge,039,6,2,1.5,4,19-50,2017,73470,23.55
Dodge,039,4,2,1,2,19-50,2017,57132,27.47
Dodge,039,2,2,1.5,0,19-50,2017,38741,12.42
Dodge,039,5,1,1,4,19-50,2017,73586,35.38
Dodge,039,3,2,1,1,19-50,2017,47071,22.63
Dodge,039,2,1,1,1,19-50,2017,47617,22.89
Dodge,039,2,2,1,0,51+,2017,38518,18.52
Dodge,039,3,2,2,1,19-50,2017,57381,13.79
Dodge,039,1,1,1,0,51+,2017,31681,15.23
Dodge,039,3,2,1.5,1,19-50,2017,52886,16.95
Dodge,039,2,2,2,0,19-50,2017,38741,9.31
Dodge,039,2,2,1,0,19-50,2017,37776,18.16
Dodge,039,2,2,2,0,51+,2017,39517,9.5
Becker,005,2,2,1.5,0,51+,2017,36310,11.64
Becker,005,2,2,2,0,19-50,2017,35535,8.54
Becker,005,1,1,1,0,19-50,2017,28072,13.5
Becker,005,3,2,1,1,19-50,2017,42421,20.39
Becker,005,2,1,1,1,19-50,2017,41590,20
Becker,005,5,2,1.5,3,19-50,2017,61772,19.8
Becker,005,3,2,1.5,1,19-50,2017,47503,15.23
Becker,005,2,2,2,0,51+,2017,36310,8.73
Becker,005,5,1,1,4,19-50,2017,65322,31.4
Becker,005,1,1,1,0,51+,2017,28435,13.67
Becker,005,3,1,1,2,19-50,2017,57715,27.75
Becker,005,5,2,2,3,19-50,2017,67447,16.21
Becker,005,2,2,1.5,0,19-50,2017,35535,11.39
Becker,005,6,2,1,4,19-50,2017,58795,28.27
Becker,005,2,2,1,0,19-50,2017,34730,16.7
Becker,005,4,2,1.5,2,19-50,2017,58205,18.66
Becker,005,3,2,2,1,19-50,2017,51415,12.36
Aitkin,001,1,1,1,0,19-50,2017,29385,14.13
Aitkin,001,3,2,2,1,19-50,2017,59800,14.38
Aitkin,001,5,1,1,4,19-50,2017,77394,37.21
Aitkin,001,4,2,1,2,19-50,2017,52714,25.34
Aitkin,001,2,2,2,0,19-50,2017,36687,8.82
Aitkin,001,6,2,1,4,19-50,2017,60909,29.28
Aitkin,001,4,2,2,2,19-50,2017,75722,18.2
Aitkin,001,4,2,1.5,2,19-50,2017,65231,20.91
Aitkin,001,2,2,1,0,19-50,2017,35833,17.23
Aitkin,001,5,2,1,3,19-50,2017,56502,27.16
Aitkin,001,3,2,1,1,19-50,2017,44463,21.38
Aitkin,001,2,2,2,0,51+,2017,37463,9.01
Aitkin,001,1,1,1,0,51+,2017,29758,14.31
Aitkin,001,5,2,2,3,19-50,2017,79453,19.1
Aitkin,001,2,2,1,0,51+,2017,36575,17.58
Aitkin,001,2,2,1.5,0,51+,2017,37463,12.01
Aitkin,001,5,2,1.5,3,19-50,2017,68934,22.09
Aitkin,001,3,1,1,2,19-50,2017,69484,33.41
Aitkin,001,2,2,1.5,0,19-50,2017,36687,11.76
Aitkin,001,6,2,2,4,19-50,2017,83876,20.16
Aitkin,001,3,2,1.5,1,19-50,2017,52920,16.96
Aitkin,001,4,1,1,3,19-50,2017,73621,35.39
Aitkin,001,2,1,1,1,19-50,2017,49720,23.9
Aitkin,001,6,2,1.5,4,19-50,2017,73333,23.5
Crow Wing,035,2,1,1,1,19-50,2017,45984,22.11
Crow Wing,035,4,2,2,2,19-50,2017,70944,17.05
Crow Wing,035,6,2,1,4,19-50,2017,59961,28.83
Crow Wing,035,3,2,1,1,19-50,2017,43965,21.14
Crow Wing,035,2,2,1,0,51+,2017,36154,17.38
Crow Wing,035,1,1,1,0,51+,2017,29245,14.06
Crow Wing,035,6,2,1.5,4,19-50,2017,70308,22.53
Crow Wing,035,5,2,2,3,19-50,2017,74449,17.9
Crow Wing,035,4,2,1,2,19-50,2017,52071,25.03
Crow Wing,035,2,2,1.5,0,51+,2017,37030,11.87
Crow Wing,035,2,2,2,0,51+,2017,37030,8.9
Crow Wing,035,4,1,1,3,19-50,2017,68737,33.05
Crow Wing,035,3,2,2,1,19-50,2017,55542,13.35
Crow Wing,035,3,1,1,2,19-50,2017,64790,31.15
Crow Wing,035,2,2,2,0,19-50,2017,36254,8.71
Crow Wing,035,3,2,1.5,1,19-50,2017,50445,16.17
Crow Wing,035,2,2,1,0,19-50,2017,35412,17.02
Clearwater,029,3,1,1,2,19-50,2017,58509,28.13
Clearwater,029,1,1,1,0,19-50,2017,28994,13.94
Clearwater,029,3,2,2,1,19-50,2017,52486,12.62
Clearwater,029,2,2,1.5,0,19-50,2017,36554,11.72
Clearwater,029,5,2,2,3,19-50,2017,68544,16.48
Clearwater,029,4,2,1,2,19-50,2017,52165,25.08
Clearwater,029,2,1,1,1,19-50,2017,42303,20.34
Clearwater,029,5,2,1.5,3,19-50,2017,63215,20.26
Clearwater,029,6,2,2,4,19-50,2017,72968,17.54
Clearwater,029,4,2,2,2,19-50,2017,64782,15.57
Clearwater,029,4,2,1.5,2,19-50,2017,59505,19.07
Clearwater,029,2,2,1,0,19-50,2017,35708,17.17
Clearwater,029,2,2,2,0,51+,2017,37298,8.97
Clearwater,029,1,1,1,0,51+,2017,29381,14.13
Clearwater,029,2,2,1.5,0,51+,2017,37298,11.95
Clearwater,029,6,2,1,4,19-50,2017,60456,29.07
Clearwater,029,3,2,1,1,19-50,2017,44212,21.26
Clearwater,029,2,2,2,0,19-50,2017,36554,8.79
Clearwater,029,3,2,1.5,1,19-50,2017,48931,15.68
Clearwater,029,4,1,1,3,19-50,2017,62691,30.14
Clearwater,029,2,2,1,0,51+,2017,36419,17.51
Clearwater,029,5,1,1,4,19-50,2017,66402,31.92
Clearwater,029,5,2,1,3,19-50,2017,56009,26.93
Clearwater,029,6,2,1.5,4,19-50,2017,67639,21.68
Fillmore,045,4,2,2,2,19-50,2017,67934,16.33
Fillmore,045,5,2,2,3,19-50,2017,71670,17.23
Fillmore,045,6,2,1.5,4,19-50,2017,69927,22.41
Fillmore,045,3,2,1.5,1,19-50,2017,49620,15.9
Fillmore,045,6,2,2,4,19-50,2017,76126,18.3
Fillmore,045,4,1,1,3,19-50,2017,65778,31.62
Fillmore,045,1,1,1,0,51+,2017,29533,14.2
Fillmore,045,2,1,1,1,19-50,2017,43505,20.92
Fillmore,045,2,2,1,0,51+,2017,36609,17.6
Fillmore,045,5,2,1.5,3,19-50,2017,65496,20.99
Fillmore,045,3,2,2,1,19-50,2017,53648,12.9
Fillmore,045,2,2,1.5,0,19-50,2017,36738,11.78
Fillmore,045,2,2,1,0,19-50,2017,35883,17.25
Fillmore,045,5,2,1,3,19-50,2017,57414,27.6
Fillmore,045,3,2,1,1,19-50,2017,44329,21.31
Fillmore,045,2,2,2,0,19-50,2017,36738,8.83
Fillmore,045,4,2,1.5,2,19-50,2017,61761,19.8
Beltrami,007,1,1,1,0,19-50,2017,27377,13.16
Beltrami,007,2,2,1.5,0,19-50,2017,34763,11.14
Beltrami,007,5,1,1,4,19-50,2017,65270,31.38
Beltrami,007,2,2,1,0,19-50,2017,33978,16.34
Beltrami,007,2,2,1.5,0,51+,2017,35523,11.39
Beltrami,007,5,2,2,3,19-50,2017,67430,16.21
Beltrami,007,2,1,1,1,19-50,2017,41841,20.12
Beltrami,007,4,2,1.5,2,19-50,2017,57725,18.5
Beltrami,007,3,2,1.5,1,19-50,2017,47183,15.12
Beltrami,007,5,2,1.5,3,19-50,2017,61164,19.6
Beltrami,007,3,1,1,2,19-50,2017,57949,27.86
Beltrami,007,3,2,2,1,19-50,2017,51351,12.34
Beltrami,007,2,2,2,0,51+,2017,35523,8.54
Beltrami,007,4,2,2,2,19-50,2017,63958,15.37
Beltrami,007,3,2,1,1,19-50,2017,41785,20.09
Beltrami,007,6,2,2,4,19-50,2017,71677,17.23
Beltrami,007,5,2,1,3,19-50,2017,53041,25.5
Beltrami,007,4,2,1,2,19-50,2017,49419,23.76
Beltrami,007,2,2,2,0,19-50,2017,34763,8.36
Beltrami,007,6,2,1.5,4,19-50,2017,65490,20.99
Beltrami,007,4,1,1,3,19-50,2017,61845,29.73
Beltrami,007,1,1,1,0,51+,2017,27724,13.33
Beltrami,007,6,2,1,4,19-50,2017,57533,27.66
Beltrami,007,2,2,1,0,51+,2017,34717,16.69
Benton,009,1,1,1,0,51+,2017,28662,13.78
Benton,009,6,2,1,4,19-50,2017,58995,28.36
Benton,009,5,1,1,4,19-50,2017,67486,32.45
Benton,009,4,1,1,3,19-50,2017,64109,30.82
Benton,009,2,2,1,0,51+,2017,35571,17.1
Benton,009,6,2,1.5,4,19-50,2017,67391,21.6
Benton,009,2,2,2,0,19-50,2017,35646,8.57
Benton,009,4,2,1,2,19-50,2017,51226,24.63
Benton,009,5,2,1.5,3,19-50,2017,63251,20.27
Benton,009,3,2,1,1,19-50,2017,41916,20.15
Benton,009,6,2,2,4,19-50,2017,73849,17.75
Benton,009,5,2,1,3,19-50,2017,54727,26.31
Benton,009,4,2,2,2,19-50,2017,66274,15.93
Benton,009,2,2,1.5,0,51+,2017,36422,11.67
Benton,009,2,1,1,1,19-50,2017,42505,20.44
Benton,009,2,2,2,0,51+,2017,36422,8.76
Benton,009,5,2,2,3,19-50,2017,69682,16.75
Anoka,003,3,1,1,2,19-50,2017,96742,46.51
Anoka,003,1,1,1,0,19-50,2017,34786,16.72
Anoka,003,6,2,1,4,19-50,2017,73499,35.34
Anoka,003,5,1,1,4,19-50,2017,105083,50.52
Anoka,003,1,1,1,0,51+,2017,35133,16.89
Anoka,003,2,2,1.5,0,51+,2017,43470,13.93
Anoka,003,3,2,2,1,19-50,2017,76514,18.39
Anoka,003,2,2,1.5,0,19-50,2017,42679,13.68
Anoka,003,4,2,1,2,19-50,2017,65762,31.62
Anoka,003,6,2,2,4,19-50,2017,110536,26.57
Anoka,003,4,2,1.5,2,19-50,2017,84911,27.22
Anoka,003,2,2,1,0,19-50,2017,41597,20
Anoka,003,4,1,1,3,19-50,2017,101159,48.63
Anoka,003,4,2,2,2,19-50,2017,101956,24.51
Anoka,003,2,2,1,0,51+,2017,42370,20.37
Anoka,003,3,2,1.5,1,19-50,2017,65315,20.93
Anoka,003,2,2,2,0,51+,2017,43470,10.45
Anoka,003,5,2,1.5,3,19-50,2017,88543,28.38
Anoka,003,5,2,2,3,19-50,2017,105847,25.44
Anoka,003,2,1,1,1,19-50,2017,65396,31.44
Anoka,003,3,2,1,1,19-50,2017,52530,25.25
Anoka,003,2,2,2,0,19-50,2017,42679,10.26
Anoka,003,6,2,1.5,4,19-50,2017,92918,29.78
Anoka,003,5,2,1,3,19-50,2017,69238,33.29
Brown,015,6,2,1.5,4,19-50,2017,60492,19.39
Brown,015,6,2,2,4,19-50,2017,66336,15.95
Brown,015,5,2,2,3,19-50,2017,62186,14.95
Brown,015,5,2,1.5,3,19-50,2017,56089,17.98
Brown,015,3,2,2,1,19-50,2017,47369,11.39
Brown,015,3,2,1.5,1,19-50,2017,43375,13.9
Brown,015,5,2,1,3,19-50,2017,48436,23.29
Brown,015,2,2,2,0,51+,2017,33098,7.96
Brown,015,4,2,1,2,19-50,2017,44843,21.56
Brown,015,2,2,1.5,0,19-50,2017,32333,10.36
Brown,015,5,1,1,4,19-50,2017,60130,28.91
Brown,015,3,2,1,1,19-50,2017,38021,18.28
Brown,015,2,2,1,0,51+,2017,32388,15.57
Brown,015,4,2,2,2,19-50,2017,58819,14.14
Brown,015,1,1,1,0,51+,2017,25453,12.24
Brown,015,2,1,1,1,19-50,2017,38356,18.44
Brown,015,4,1,1,3,19-50,2017,56907,27.36
Carver,019,2,2,1,0,19-50,2017,41164,19.79
Carver,019,5,2,2,3,19-50,2017,103644,24.91
Carver,019,4,2,2,2,19-50,2017,99771,23.98
Carver,019,2,2,1,0,51+,2017,41906,20.15
Carver,019,1,1,1,0,19-50,2017,34297,16.49
Carver,019,3,2,2,1,19-50,2017,74371,17.88
Carver,019,2,2,2,0,51+,2017,42995,10.34
Carver,019,3,2,1,1,19-50,2017,51963,24.98
Carver,019,4,1,1,3,19-50,2017,98921,47.56
Carver,019,2,2,2,0,19-50,2017,42236,10.15
Carver,019,5,2,1.5,3,19-50,2017,87111,27.92
Carver,019,2,2,1.5,0,51+,2017,42995,13.78
Carver,019,5,2,1,3,19-50,2017,68637,33
Carver,019,4,2,1.5,2,19-50,2017,83600,26.79
Carver,019,6,2,2,4,19-50,2017,108367,26.05
Carver,019,3,1,1,2,19-50,2017,94503,45.43
Carver,019,3,2,1.5,1,19-50,2017,64020,20.52
Carver,019,5,1,1,4,19-50,2017,102818,49.43
Carver,019,2,1,1,1,19-50,2017,63355,30.46
Carver,019,6,2,1,4,19-50,2017,72930,35.06
Carver,019,1,1,1,0,51+,2017,34644,16.66
Carver,019,6,2,1.5,4,19-50,2017,91516,29.33
Carver,019,2,2,1.5,0,19-50,2017,42236,13.54
Carver,019,4,2,1,2,19-50,2017,65121,31.31
Dakota,037,4,2,1,2,19-50,2017,63808,30.68
Dakota,037,6,2,1,4,19-50,2017,71408,34.33
Dakota,037,5,2,1,3,19-50,2017,67226,32.32
Dakota,037,2,2,1.5,0,19-50,2017,41461,13.29
Dakota,037,4,2,1.5,2,19-50,2017,84842,27.19
Dakota,037,3,2,1,1,19-50,2017,50899,24.47
Dakota,037,5,1,1,4,19-50,2017,106700,51.3
Dakota,037,6,2,1.5,4,19-50,2017,92655,29.7
Dakota,037,6,2,2,4,19-50,2017,112038,26.93
Dakota,037,2,2,1,0,51+,2017,41164,19.79
Dakota,037,2,2,2,0,19-50,2017,41461,9.97
Dakota,037,3,1,1,2,19-50,2017,98654,47.43
Dakota,037,1,1,1,0,19-50,2017,33618,16.16
Dakota,037,5,2,2,3,19-50,2017,107436,25.83
Dakota,037,1,1,1,0,51+,2017,33981,16.34
Dakota,037,2,2,2,0,51+,2017,42236,10.15
Dakota,037,2,1,1,1,19-50,2017,65600,31.54
Big Stone,011,3,1,1,2,19-50,2017,55511,26.69
Big Stone,011,1,1,1,0,19-50,2017,27623,13.28
Big Stone,011,3,2,2,1,19-50,2017,48515,11.66
Big Stone,011,2,2,1.5,0,19-50,2017,35210,11.29
Big Stone,011,6,2,1,4,19-50,2017,57659,27.72
Big Stone,011,1,1,1,0,51+,2017,27986,13.45
Big Stone,011,5,1,1,4,19-50,2017,62896,30.24
Big Stone,011,4,2,1.5,2,19-50,2017,56337,18.06
Big Stone,011,2,2,1,0,19-50,2017,34401,16.54
Big Stone,011,4,1,1,3,19-50,2017,59423,28.57
Big Stone,011,3,2,1,1,19-50,2017,40448,19.45
Big Stone,011,6,2,2,4,19-50,2017,69369,16.68
Big Stone,011,2,2,2,0,51+,2017,35969,8.65
Big Stone,011,4,2,2,2,19-50,2017,61537,14.79
Big Stone,011,2,2,1.5,0,51+,2017,35969,11.53
Big Stone,011,2,2,2,0,19-50,2017,35210,8.46
Big Stone,011,3,2,1.5,1,19-50,2017,45127,14.46
Big Stone,011,2,2,1,0,51+,2017,35141,16.89
Big Stone,011,2,1,1,1,19-50,2017,39007,18.75
Big Stone,011,5,2,2,3,19-50,2017,65041,15.63
Big Stone,011,4,2,1,2,19-50,2017,49440,23.77
Big Stone,011,6,2,1.5,4,19-50,2017,64314,20.61
Big Stone,011,5,2,1.5,3,19-50,2017,59911,19.2
Big Stone,011,5,2,1,3,19-50,2017,53097,25.53
Carlton,017,6,2,1.5,4,19-50,2017,66709,21.38
Carlton,017,5,1,1,4,19-50,2017,66662,32.05
Carlton,017,4,1,1,3,19-50,2017,63317,30.44
Carlton,017,4,2,1,2,19-50,2017,50567,24.31
Carlton,017,2,2,2,0,19-50,2017,35465,8.53
Carlton,017,2,2,1,0,51+,2017,35383,17.01
Carlton,017,5,2,1.5,3,19-50,2017,62520,20.04
Carlton,017,2,2,1.5,0,19-50,2017,35465,11.37
Carlton,017,5,2,2,3,19-50,2017,68889,16.56
Carlton,017,2,2,2,0,51+,2017,36225,8.71
Carlton,017,6,2,2,4,19-50,2017,73104,17.57
Carlton,017,2,1,1,1,19-50,2017,42738,20.55
Carlton,017,3,2,1,1,19-50,2017,42222,20.3
Carlton,017,4,2,2,2,19-50,2017,65466,15.74
Carlton,017,5,2,1,3,19-50,2017,54075,26
Carlton,017,4,2,1.5,2,19-50,2017,59155,18.96
Carlton,017,3,2,2,1,19-50,2017,52166,12.54
Dodge,039,5,2,1,3,19-50,2017,60455,29.06
Dodge,039,6,2,2,4,19-50,2017,80228,19.29
Dodge,039,5,2,1.5,3,19-50,2017,69216,22.18
Dodge,039,3,1,1,2,19-50,2017,66144,31.8
Dodge,039,5,2,2,3,19-50,2017,75949,18.26
Dodge,039,4,1,1,3,19-50,2017,70091,33.7
Dodge,039,4,2,1.5,2,19-50,2017,65739,21.07
Jackson,063,1,1,1,0,19-50,2017,26546,12.76
Jackson,063,3,2,1.5,1,19-50,2017,44714,14.33
Jackson,063,5,1,1,4,19-50,2017,62472,30.03
Jackson,063,2,2,2,0,51+,2017,34806,8.37
Jackson,063,2,1,1,1,19-50,2017,38764,18.64
Jackson,063,4,2,1.5,2,19-50,2017,55413,17.76
Jackson,063,2,2,1,0,19-50,2017,33284,16
Jackson,063,2,2,2,0,19-50,2017,34028,8.18
Jackson,063,5,2,1.5,3,19-50,2017,59012,18.91
Jackson,063,3,1,1,2,19-50,2017,55119,26.5
Jackson,063,6,2,1,4,19-50,2017,56501,27.16
Jackson,063,5,2,1,3,19-50,2017,51789,24.9
Jackson,063,6,2,1.5,4,19-50,2017,63464,20.34
Jackson,063,3,2,2,1,19-50,2017,48187,11.58
Jackson,063,1,1,1,0,51+,2017,26893,12.93
Jackson,063,4,1,1,3,19-50,2017,59032,28.38
Jackson,063,2,2,1,0,51+,2017,34022,16.36
Jackson,063,5,2,2,3,19-50,2017,64604,15.53
Jackson,063,2,2,1.5,0,19-50,2017,34028,10.91
Jackson,063,3,2,1,1,19-50,2017,39927,19.2
Jackson,063,6,2,2,4,19-50,2017,68931,16.57
Jackson,063,2,2,1.5,0,51+,2017,34806,11.16
Jackson,063,4,2,1,2,19-50,2017,48150,23.15
Jackson,063,4,2,2,2,19-50,2017,61115,14.69
Kanabec,065,4,2,2,2,19-50,2017,79493,19.11
Kanabec,065,6,2,1,4,19-50,2017,65604,31.54
Kanabec,065,2,2,1.5,0,51+,2017,40892,13.11
Kanabec,065,5,2,1,3,19-50,2017,61131,29.39
