countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost,hourlyWage
Scott,139,3,1,1,2,19-50,2017,91053,43.78
Kandiyohi,067,5,2,2,3,19-50,2017,67732,16.28
Kandiyohi,067,2,2,1.5,0,19-50,2017,33362,10.69
Kandiyohi,067,3,1,1,2,19-50,2017,58361,28.06
Kandiyohi,067,2,1,1,1,19-50,2017,39832,19.15
Kandiyohi,067,2,2,1,0,19-50,2017,32646,15.7
Kandiyohi,067,2,2,1,0,51+,2017,33388,16.05
Kandiyohi,067,2,2,2,0,51+,2017,34135,8.21
Kandiyohi,067,4,1,1,3,19-50,2017,62194,29.9
Kandiyohi,067,3,2,1.5,1,19-50,2017,45104,14.46
Kandiyohi,067,5,1,1,4,19-50,2017,65555,31.52
Kandiyohi,067,1,1,1,0,51+,2017,26398,12.69
Kandiyohi,067,3,2,2,1,19-50,2017,49131,11.81
Kandiyohi,067,4,2,1.5,2,19-50,2017,57836,18.54
Kandiyohi,067,2,2,1.5,0,51+,2017,34135,10.94
Lake of the Woods,077,5,2,2,3,19-50,2017,66869,16.07
Lake of the Woods,077,4,2,1.5,2,19-50,2017,57513,18.43
Lake of the Woods,077,3,1,1,2,19-50,2017,57396,27.59
Lake of the Woods,077,1,1,1,0,19-50,2017,26633,12.8
Lake of the Woods,077,1,1,1,0,51+,2017,26996,12.98
Lake of the Woods,077,3,2,2,1,19-50,2017,49204,11.83
Lake of the Woods,077,2,2,2,0,19-50,2017,33957,8.16
Lake of the Woods,077,4,1,1,3,19-50,2017,61286,29.46
Lake of the Woods,077,2,2,2,0,51+,2017,34739,8.35
Lake of the Woods,077,2,2,1.5,0,51+,2017,34739,11.13
Lake of the Woods,077,3,2,1,1,19-50,2017,40592,19.52
Lake of the Woods,077,2,1,1,1,19-50,2017,39736,19.1
Lake of the Woods,077,2,2,1,0,51+,2017,33962,16.33
Lake of the Woods,077,2,2,1.5,0,19-50,2017,33957,10.88
Lake of the Woods,077,5,1,1,4,19-50,2017,64710,31.11
Lake of the Woods,077,6,2,2,4,19-50,2017,71100,17.09
Lake of the Woods,077,4,2,1,2,19-50,2017,49544,23.82
Lake of the Woods,077,6,2,1,4,19-50,2017,57612,27.7
Lake of the Woods,077,6,2,1.5,4,19-50,2017,65246,20.91
Lake of the Woods,077,3,2,1.5,1,19-50,2017,45535,14.59
Lake of the Woods,077,4,2,2,2,19-50,2017,63413,15.24
Lake of the Woods,077,5,2,1.5,3,19-50,2017,60936,19.53
Lake of the Woods,077,5,2,1,3,19-50,2017,53149,25.55
Lake of the Woods,077,2,2,1,0,19-50,2017,33220,15.97
Marshall,089,2,2,1,0,19-50,2017,35372,17.01
Marshall,089,2,2,1.5,0,19-50,2017,36206,11.6
Marshall,089,6,2,1,4,19-50,2017,61620,29.63
Marshall,089,2,2,1,0,51+,2017,36099,17.36
Marshall,089,5,2,1,3,19-50,2017,57227,27.51
Marshall,089,2,2,1.5,0,51+,2017,36966,11.85
Marshall,089,4,2,2,2,19-50,2017,65984,15.86
Marshall,089,3,2,1.5,1,19-50,2017,47615,15.26
Marshall,089,3,2,1,1,19-50,2017,43154,20.75
Marshall,089,6,2,1.5,4,19-50,2017,68891,22.08
Marshall,089,1,1,1,0,51+,2017,28947,13.92
Marshall,089,6,2,2,4,19-50,2017,74186,17.83
Marshall,089,5,2,1.5,3,19-50,2017,64444,20.66
Marshall,089,5,1,1,4,19-50,2017,67534,32.47
Marshall,089,4,2,1,2,19-50,2017,53470,25.71
Marshall,089,3,1,1,2,19-50,2017,59688,28.7
Marshall,089,2,2,2,0,51+,2017,36966,8.89
Marshall,089,4,1,1,3,19-50,2017,63838,30.69
Marshall,089,1,1,1,0,19-50,2017,28599,13.75
Marshall,089,5,2,2,3,19-50,2017,69714,16.76
Marshall,089,2,2,2,0,19-50,2017,36206,8.7
Marshall,089,2,1,1,1,19-50,2017,40854,19.64
Marshall,089,3,2,2,1,19-50,2017,50890,12.23
Marshall,089,4,2,1.5,2,19-50,2017,60741,19.47
Pope,121,4,2,1.5,2,19-50,2017,57953,18.57
Pope,121,1,1,1,0,51+,2017,26856,12.91
Pope,121,2,2,2,0,19-50,2017,33836,8.13
Pope,121,2,2,1,0,19-50,2017,33102,15.91
Pope,121,3,2,2,1,19-50,2017,49105,11.8
Pope,121,6,2,1.5,4,19-50,2017,65701,21.06
Pope,121,2,2,1.5,0,51+,2017,34603,11.09
Pope,121,4,1,1,3,19-50,2017,62028,29.82
Pope,121,2,2,1,0,51+,2017,33829,16.26
Pope,121,5,2,1,3,19-50,2017,53223,25.59
Pope,121,2,2,1.5,0,19-50,2017,33836,10.84
Pope,121,5,1,1,4,19-50,2017,65420,31.45
Pope,121,6,2,2,4,19-50,2017,71874,17.28
Pope,121,5,2,1.5,3,19-50,2017,61360,19.67
Pope,121,3,2,1,1,19-50,2017,40502,19.47
Pope,121,3,2,1.5,1,19-50,2017,45433,14.56
Pope,121,1,1,1,0,19-50,2017,26493,12.74
Pope,121,2,1,1,1,19-50,2017,39699,19.09
Pope,121,2,2,2,0,51+,2017,34603,8.32
Pope,121,5,2,2,3,19-50,2017,67611,16.25
Faribault,043,4,2,2,2,19-50,2017,62463,15.02
Faribault,043,6,2,1,4,19-50,2017,58170,27.97
Faribault,043,6,2,2,4,19-50,2017,70519,16.95
Faribault,043,3,2,1.5,1,19-50,2017,45400,14.55
Pennington,113,6,2,1.5,4,19-50,2017,61161,19.6
Pennington,113,6,2,2,4,19-50,2017,67492,16.22
Pennington,113,3,2,1,1,19-50,2017,38154,18.34
Pennington,113,4,2,2,2,19-50,2017,60049,14.43
Pennington,113,5,1,1,4,19-50,2017,61241,29.44
Pennington,113,5,2,2,3,19-50,2017,63326,15.22
Pennington,113,6,2,1,4,19-50,2017,53323,25.64
Pennington,113,2,2,1,0,51+,2017,32372,15.56
Pennington,113,2,2,1.5,0,19-50,2017,32317,10.36
Pennington,113,4,2,1,2,19-50,2017,45120,21.69
Pennington,113,3,2,2,1,19-50,2017,46939,11.28
Pennington,113,2,2,2,0,19-50,2017,32317,7.77
Pennington,113,5,2,1,3,19-50,2017,48661,23.39
Pennington,113,1,1,1,0,19-50,2017,25084,12.06
Pennington,113,5,2,1.5,3,19-50,2017,56787,18.2
Pennington,113,3,2,1.5,1,19-50,2017,43231,13.86
Pennington,113,2,2,2,0,51+,2017,33083,7.95
Pennington,113,2,2,1.5,0,51+,2017,33083,10.6
Pennington,113,1,1,1,0,51+,2017,25449,12.24
Pennington,113,2,1,1,1,19-50,2017,37973,18.26
Pennington,113,3,1,1,2,19-50,2017,54317,26.11
Pennington,113,4,1,1,3,19-50,2017,58007,27.89
Pennington,113,4,2,1.5,2,19-50,2017,53335,17.09
Pennington,113,2,2,1,0,19-50,2017,31620,15.2
Pine,115,3,1,1,2,19-50,2017,68281,32.83
Pine,115,4,2,1.5,2,19-50,2017,66782,21.4
Pine,115,4,1,1,3,19-50,2017,72627,34.92
Pine,115,5,1,1,4,19-50,2017,76685,36.87
Pine,115,2,2,2,0,19-50,2017,39755,9.56
Pine,115,3,2,1,1,19-50,2017,48611,23.37
Pine,115,2,2,1.5,0,51+,2017,40531,12.99
Pine,115,1,1,1,0,19-50,2017,32108,15.44
Pine,115,2,2,1,0,19-50,2017,38761,18.64
Pine,115,2,2,2,0,51+,2017,40531,9.74
Pine,115,5,2,1.5,3,19-50,2017,70663,22.65
Pine,115,1,1,1,0,51+,2017,32471,15.61
Pine,115,5,2,2,3,19-50,2017,78730,18.93
Pine,115,6,2,2,4,19-50,2017,83275,20.02
Pine,115,3,2,2,1,19-50,2017,58820,14.14
Pine,115,3,2,1.5,1,19-50,2017,54438,17.45
Pine,115,2,2,1.5,0,19-50,2017,39755,12.74
Pine,115,2,2,1,0,51+,2017,39513,19
Pine,115,4,2,2,2,19-50,2017,74848,17.99
Pine,115,6,2,1,4,19-50,2017,65059,31.28
Pine,115,5,2,1,3,19-50,2017,60694,29.18
Pine,115,6,2,1.5,4,19-50,2017,75158,24.09
Pine,115,4,2,1,2,19-50,2017,56963,27.39
Pine,115,2,1,1,1,19-50,2017,48255,23.2
Ramsey,123,4,2,2,2,19-50,2017,102767,24.7
Ramsey,123,6,2,1,4,19-50,2017,72693,34.95
Ramsey,123,2,1,1,1,19-50,2017,62800,30.19
Ramsey,123,4,2,1,2,19-50,2017,64484,31
Ramsey,123,3,2,2,1,19-50,2017,73777,17.73
Ramsey,123,4,2,1.5,2,19-50,2017,84771,27.17
Ramsey,123,6,2,1.5,4,19-50,2017,92988,29.8
Ramsey,123,2,2,1,0,51+,2017,41519,19.96
Ramsey,123,2,2,2,0,19-50,2017,41841,10.06
Ramsey,123,5,2,1,3,19-50,2017,68063,32.72
Ramsey,123,6,2,2,4,19-50,2017,111572,26.82
Ramsey,123,5,1,1,4,19-50,2017,105970,50.95
Ramsey,123,5,2,2,3,19-50,2017,106710,25.65
Ramsey,123,5,2,1.5,3,19-50,2017,88452,28.35
Ramsey,123,4,1,1,3,19-50,2017,101990,49.03
Ramsey,123,2,2,2,0,51+,2017,42600,10.24
Ramsey,123,2,2,1.5,0,19-50,2017,41841,13.41
Ramsey,123,1,1,1,0,19-50,2017,33760,16.23
Ramsey,123,3,2,1.5,1,19-50,2017,63457,20.34
Ramsey,123,3,2,1,1,19-50,2017,51388,24.71
Ramsey,123,2,2,1.5,0,51+,2017,42600,13.65
Ramsey,123,1,1,1,0,51+,2017,34107,16.4
Ramsey,123,3,1,1,2,19-50,2017,97483,46.87
Ramsey,123,2,2,1,0,19-50,2017,40777,19.6
Red Lake,125,2,2,1.5,0,51+,2017,36876,11.82
Red Lake,125,4,2,1.5,2,19-50,2017,58534,18.76
Red Lake,125,2,2,1,0,19-50,2017,35267,16.96
Red Lake,125,3,2,2,1,19-50,2017,49611,11.93
Red Lake,125,2,2,1.5,0,19-50,2017,36100,11.57
Red Lake,125,2,1,1,1,19-50,2017,39837,19.15
Martin,091,2,2,1.5,0,19-50,2017,33204,10.64
Martin,091,1,1,1,0,19-50,2017,25876,12.44
Martin,091,2,2,1,0,19-50,2017,32493,15.62
Martin,091,5,1,1,4,19-50,2017,62255,29.93
Martin,091,2,2,2,0,19-50,2017,33204,7.98
Martin,091,2,1,1,1,19-50,2017,38338,18.43
Martin,091,5,2,1.5,3,19-50,2017,58707,18.82
Martin,091,4,2,2,2,19-50,2017,60980,14.66
Martin,091,4,2,1.5,2,19-50,2017,55168,17.68
Martin,091,4,2,1,2,19-50,2017,47810,22.99
Martin,091,6,2,1,4,19-50,2017,56007,26.93
Martin,091,2,2,1.5,0,51+,2017,33957,10.88
Martin,091,3,1,1,2,19-50,2017,55061,26.47
Martin,091,3,2,1.5,1,19-50,2017,44252,14.18
Nicollet,103,2,2,1,0,19-50,2017,35024,16.84
Nicollet,103,4,2,1.5,2,19-50,2017,61010,19.55
Nicollet,103,6,2,2,4,19-50,2017,75000,18.03
Nicollet,103,3,2,1,1,19-50,2017,42015,20.2
Nicollet,103,3,2,2,1,19-50,2017,51467,12.37
Nicollet,103,1,1,1,0,19-50,2017,28612,13.76
Nicollet,103,2,2,2,0,19-50,2017,35861,8.62
Nicollet,103,2,2,1,0,51+,2017,35765,17.19
Nicollet,103,5,1,1,4,19-50,2017,68586,32.97
Nicollet,103,2,1,1,1,19-50,2017,42406,20.39
Nicollet,103,2,2,1.5,0,51+,2017,36636,11.74
Nicollet,103,4,2,2,2,19-50,2017,67657,16.26
Nicollet,103,4,2,1,2,19-50,2017,52165,25.08
Nicollet,103,5,2,2,3,19-50,2017,70882,17.04
Nicollet,103,2,2,2,0,51+,2017,36636,8.81
Nicollet,103,2,2,1.5,0,19-50,2017,35861,11.49
Nicollet,103,5,2,1.5,3,19-50,2017,64246,20.59
Nicollet,103,5,2,1,3,19-50,2017,55467,26.67
Nicollet,103,1,1,1,0,51+,2017,29024,13.95
Nicollet,103,4,1,1,3,19-50,2017,65353,31.42
Nicollet,103,3,2,1.5,1,19-50,2017,47338,15.17
Nicollet,103,6,2,1,4,19-50,2017,59626,28.67
Nicollet,103,3,1,1,2,19-50,2017,61661,29.64
Nicollet,103,6,2,1.5,4,19-50,2017,68338,21.9
Nobles,105,5,1,1,4,19-50,2017,62071,29.84
Nobles,105,4,1,1,3,19-50,2017,58741,28.24
Nobles,105,5,2,2,3,19-50,2017,64181,15.43
Fillmore,045,5,1,1,4,19-50,2017,69491,33.41
Fillmore,045,3,1,1,2,19-50,2017,61575,29.6
Fillmore,045,6,2,1,4,19-50,2017,61782,29.7
Fillmore,045,1,1,1,0,19-50,2017,29186,14.03
Fillmore,045,2,2,2,0,51+,2017,37497,9.01
Fillmore,045,4,2,1,2,19-50,2017,53626,25.78
Fillmore,045,2,2,1.5,0,51+,2017,37497,12.02
Freeborn,047,3,1,1,2,19-50,2017,55643,26.75
Freeborn,047,4,2,1,2,19-50,2017,47483,22.83
Freeborn,047,6,2,1,4,19-50,2017,55779,26.82
Freeborn,047,6,2,2,4,19-50,2017,69300,16.66
Freeborn,047,2,2,2,0,19-50,2017,33767,8.12
Freeborn,047,4,2,1.5,2,19-50,2017,55335,17.74
Freeborn,047,3,2,1.5,1,19-50,2017,45515,14.59
Freeborn,047,2,2,1,0,19-50,2017,33038,15.88
Freeborn,047,5,1,1,4,19-50,2017,62949,30.26
Freeborn,047,2,2,2,0,51+,2017,34549,8.31
Freeborn,047,1,1,1,0,51+,2017,26807,12.89
Freeborn,047,5,2,1.5,3,19-50,2017,58922,18.89
Freeborn,047,4,1,1,3,19-50,2017,59524,28.62
Freeborn,047,2,2,1,0,51+,2017,33780,16.24
Freeborn,047,6,2,1.5,4,19-50,2017,63295,20.29
Freeborn,047,2,2,1.5,0,51+,2017,34549,11.07
Freeborn,047,2,2,1.5,0,19-50,2017,33767,10.82
Freeborn,047,5,2,2,3,19-50,2017,65038,15.63
Freeborn,047,1,1,1,0,19-50,2017,26444,12.71
Freeborn,047,3,2,2,1,19-50,2017,49421,11.88
Freeborn,047,2,1,1,1,19-50,2017,39987,19.22
Freeborn,047,3,2,1,1,19-50,2017,40340,19.39
Freeborn,047,4,2,2,2,19-50,2017,61565,14.8
Freeborn,047,5,2,1,3,19-50,2017,51081,24.56
Hubbard,057,2,2,1,0,51+,2017,34784,16.72
Hubbard,057,5,2,1,3,19-50,2017,55789,26.82
Hubbard,057,2,1,1,1,19-50,2017,41010,19.72
Hubbard,057,4,1,1,3,19-50,2017,63927,30.73
Hubbard,057,6,2,1.5,4,19-50,2017,68058,21.81
Hubbard,057,5,2,1.5,3,19-50,2017,63740,20.43
Hubbard,057,2,2,1.5,0,19-50,2017,34829,11.16
Hubbard,057,2,2,2,0,19-50,2017,34829,8.37
Hubbard,057,4,2,1,2,19-50,2017,52119,25.06
Hubbard,057,6,2,2,4,19-50,2017,74005,17.79
Mille Lacs,095,4,2,1.5,2,19-50,2017,70181,22.49
Mille Lacs,095,6,2,2,4,19-50,2017,87700,21.08
Mille Lacs,095,4,1,1,3,19-50,2017,77311,37.17
Mille Lacs,095,3,2,1.5,1,19-50,2017,56255,18.03
Mille Lacs,095,2,1,1,1,19-50,2017,50948,24.49
Mille Lacs,095,1,1,1,0,19-50,2017,33272,16
Mille Lacs,095,3,2,1,1,19-50,2017,49354,23.73
Mille Lacs,095,5,2,2,3,19-50,2017,83215,20
Mille Lacs,095,4,2,1,2,19-50,2017,59114,28.42
Mille Lacs,095,6,2,1,4,19-50,2017,67147,32.28
Mille Lacs,095,2,2,1.5,0,51+,2017,41807,13.4
Mille Lacs,095,3,2,2,1,19-50,2017,61482,14.78
Mille Lacs,095,2,2,1,0,51+,2017,40758,19.6
Mille Lacs,095,2,2,2,0,19-50,2017,41014,9.86
Mille Lacs,095,5,1,1,4,19-50,2017,81303,39.09
Mille Lacs,095,3,1,1,2,19-50,2017,73002,35.1
Mille Lacs,095,2,2,2,0,51+,2017,41807,10.05
Mille Lacs,095,2,2,1,0,19-50,2017,39982,19.22
Mille Lacs,095,1,1,1,0,51+,2017,33635,16.17
Mille Lacs,095,4,2,2,2,19-50,2017,79363,19.08
Mille Lacs,095,2,2,1.5,0,19-50,2017,41014,13.15
Mower,099,3,2,2,1,19-50,2017,50918,12.24
Mower,099,2,2,1,0,19-50,2017,33561,16.14
Mower,099,2,2,1.5,0,51+,2017,35116,11.26
Mower,099,4,1,1,3,19-50,2017,63041,30.31
Mower,099,5,2,1.5,3,19-50,2017,61809,19.81
Mower,099,2,2,1.5,0,19-50,2017,34330,11
Mower,099,6,2,1,4,19-50,2017,57572,27.68
Mower,099,1,1,1,0,51+,2017,27378,13.16
Mower,099,5,1,1,4,19-50,2017,66370,31.91
Mower,099,3,2,1,1,19-50,2017,41253,19.83
Mower,099,4,2,1.5,2,19-50,2017,58484,18.74
Mower,099,2,1,1,1,19-50,2017,41614,20.01
Mower,099,3,2,1.5,1,19-50,2017,46721,14.97
Mower,099,2,2,2,0,51+,2017,35116,8.44
Mower,099,2,2,2,0,19-50,2017,34330,8.25
Mower,099,4,2,2,2,19-50,2017,65177,15.67
Mower,099,1,1,1,0,19-50,2017,26986,12.97
Mower,099,5,2,2,3,19-50,2017,68569,16.48
Mower,099,3,1,1,2,19-50,2017,59239,28.48
Mower,099,6,2,2,4,19-50,2017,72783,17.5
Mower,099,4,2,1,2,19-50,2017,49629,23.86
Mower,099,6,2,1.5,4,19-50,2017,66102,21.19
Mower,099,5,2,1,3,19-50,2017,53130,25.54
Mower,099,2,2,1,0,51+,2017,34313,16.5
Murray,101,6,2,1.5,4,19-50,2017,64629,20.71
Murray,101,2,1,1,1,19-50,2017,39744,19.11
Murray,101,6,2,2,4,19-50,2017,70131,16.86
Murray,101,2,2,1.5,0,51+,2017,36405,11.67
Murray,101,5,2,1.5,3,19-50,2017,60036,19.24
Murray,101,2,2,2,0,19-50,2017,35645,8.57
Murray,101,1,1,1,0,51+,2017,28309,13.61
Murray,101,2,2,1.5,0,19-50,2017,35645,11.42
Murray,101,2,2,2,0,51+,2017,36405,8.75
Murray,101,2,2,1,0,51+,2017,35559,17.1
Murray,101,4,2,1.5,2,19-50,2017,56303,18.05
Murray,101,5,2,2,3,19-50,2017,65675,15.79
Murray,101,3,2,1,1,19-50,2017,41542,19.97
Murray,101,4,2,1,2,19-50,2017,48840,23.48
Murray,101,5,2,1,3,19-50,2017,52653,25.31
Murray,101,1,1,1,0,19-50,2017,27961,13.44
Murray,101,4,2,2,2,19-50,2017,62026,14.91
Murray,101,4,1,1,3,19-50,2017,59947,28.82
Murray,101,6,2,1,4,19-50,2017,57400,27.6
Murray,101,3,2,1.5,1,19-50,2017,46138,14.79
Murray,101,3,1,1,2,19-50,2017,55908,26.88
Murray,101,3,2,2,1,19-50,2017,49502,11.9
Murray,101,2,2,1,0,19-50,2017,34832,16.75
Murray,101,5,1,1,4,19-50,2017,63578,30.57
Pipestone,117,2,2,1.5,0,19-50,2017,35752,11.46
Pipestone,117,2,2,1,0,19-50,2017,34931,16.79
Pipestone,117,3,1,1,2,19-50,2017,58599,28.17
Pipestone,117,3,2,1.5,1,19-50,2017,45742,14.66
Pipestone,117,6,2,1,4,19-50,2017,58870,28.3
Pipestone,117,2,2,1,0,51+,2017,35673,17.15
Pipestone,117,1,1,1,0,19-50,2017,28100,13.51
Pipestone,117,3,2,2,1,19-50,2017,49276,11.85
Pipestone,117,2,2,2,0,51+,2017,36527,8.78
Pipestone,117,4,2,2,2,19-50,2017,64677,15.55
Pipestone,117,2,2,1.5,0,51+,2017,36527,11.71
Pipestone,117,6,2,2,4,19-50,2017,72573,17.45
Pipestone,117,4,2,1,2,19-50,2017,50732,24.39
Le Sueur,079,3,2,1,1,19-50,2017,45288,21.77
Le Sueur,079,1,1,1,0,51+,2017,30170,14.5
Le Sueur,079,2,2,2,0,19-50,2017,37295,8.97
Le Sueur,079,4,1,1,3,19-50,2017,69655,33.49
Le Sueur,079,2,2,1.5,0,19-50,2017,37295,11.95
Le Sueur,079,2,2,1,0,51+,2017,37153,17.86
Le Sueur,079,5,2,2,3,19-50,2017,75614,18.18
Le Sueur,079,5,1,1,4,19-50,2017,73303,35.24
Le Sueur,079,4,2,1.5,2,19-50,2017,65059,20.85
Le Sueur,079,5,2,1.5,3,19-50,2017,68746,22.03
Le Sueur,079,6,2,2,4,19-50,2017,79989,19.23
Le Sueur,079,3,2,1.5,1,19-50,2017,50857,16.3
Le Sueur,079,2,2,1,0,19-50,2017,36411,17.51
Le Sueur,079,6,2,1.5,4,19-50,2017,73095,23.43
Le Sueur,079,3,1,1,2,19-50,2017,65516,31.5
Le Sueur,079,6,2,1,4,19-50,2017,64175,30.85
Le Sueur,079,5,2,1,3,19-50,2017,59951,28.82
Le Sueur,079,4,2,2,2,19-50,2017,71900,17.28
Le Sueur,079,4,2,1,2,19-50,2017,56379,27.11
Le Sueur,079,2,2,1.5,0,51+,2017,38071,12.2
Le Sueur,079,1,1,1,0,19-50,2017,29807,14.33
Mahnomen,087,6,2,1,4,19-50,2017,56765,27.29
Mahnomen,087,3,2,1,1,19-50,2017,41267,19.84
Mahnomen,087,2,2,1,0,19-50,2017,34286,16.48
Mahnomen,087,1,1,1,0,19-50,2017,27623,13.28
Mahnomen,087,3,2,2,1,19-50,2017,50007,12.02
Mahnomen,087,4,2,1.5,2,19-50,2017,56496,18.11
Mahnomen,087,2,2,1.5,0,19-50,2017,35083,11.24
Mahnomen,087,2,2,2,0,51+,2017,35843,8.62
Mahnomen,087,3,2,1.5,1,19-50,2017,46254,14.82
Mahnomen,087,1,1,1,0,51+,2017,27986,13.45
Mahnomen,087,2,2,1.5,0,51+,2017,35843,11.49
Mahnomen,087,3,1,1,2,19-50,2017,56720,27.27
Mahnomen,087,5,2,2,3,19-50,2017,66257,15.93
Mahnomen,087,2,2,2,0,19-50,2017,35083,8.43
Mahnomen,087,2,2,1,0,51+,2017,35024,16.84
Mahnomen,087,6,2,2,4,19-50,2017,70552,16.96
Mahnomen,087,4,2,1,2,19-50,2017,48440,23.29
Mahnomen,087,5,2,1,3,19-50,2017,52114,25.05
Mahnomen,087,6,2,1.5,4,19-50,2017,64405,20.64
Mahnomen,087,4,1,1,3,19-50,2017,60649,29.16
Scott,139,2,2,1,0,19-50,2017,40947,19.69
Scott,139,4,2,1.5,2,19-50,2017,81715,26.19
Scott,139,1,1,1,0,19-50,2017,34170,16.43
Scott,139,4,1,1,3,19-50,2017,95351,45.84
Scott,139,3,2,2,1,19-50,2017,69490,16.7
Scott,139,5,2,2,3,19-50,2017,100088,24.06
Scott,139,6,2,1,4,19-50,2017,72424,34.82
Scott,139,1,1,1,0,51+,2017,34533,16.6
Scott,139,2,2,2,0,19-50,2017,42015,10.1
Scott,139,5,1,1,4,19-50,2017,99144,47.67
Scott,139,2,1,1,1,19-50,2017,58554,28.15
Todd,153,3,2,2,1,19-50,2017,50994,12.26
Todd,153,2,2,2,0,51+,2017,36554,8.79
Todd,153,1,1,1,0,19-50,2017,28347,13.63
Todd,153,6,2,1,4,19-50,2017,58700,28.22
Todd,153,2,2,2,0,19-50,2017,35779,8.6
Todd,153,5,2,2,3,19-50,2017,67870,16.31
Todd,153,5,1,1,4,19-50,2017,65751,31.61
Todd,153,4,1,1,3,19-50,2017,62136,29.87
Todd,153,4,2,1.5,2,19-50,2017,58312,18.69
Todd,153,2,1,1,1,19-50,2017,41041,19.73
Todd,153,2,2,1.5,0,51+,2017,36554,11.72
Todd,153,3,1,1,2,19-50,2017,58097,27.93
Todd,153,3,2,1,1,19-50,2017,43171,20.76
Todd,153,2,2,1,0,19-50,2017,34966,16.81
Todd,153,4,2,2,2,19-50,2017,64221,15.44
Todd,153,5,2,1,3,19-50,2017,54228,26.07
Todd,153,4,2,1,2,19-50,2017,50467,24.26
Todd,153,1,1,1,0,51+,2017,28710,13.8
Todd,153,3,2,1.5,1,19-50,2017,47666,15.28
Todd,153,2,2,1.5,0,19-50,2017,35779,11.47
Todd,153,6,2,2,4,19-50,2017,72197,17.36
Todd,153,6,2,1.5,4,19-50,2017,66333,21.26
Todd,153,5,2,1.5,3,19-50,2017,61927,19.85
Todd,153,2,2,1,0,51+,2017,35708,17.17
Watonwan,165,6,2,2,4,19-50,2017,69801,16.78
Watonwan,165,5,2,1.5,3,19-50,2017,59732,19.14
Watonwan,165,2,2,1,0,51+,2017,34095,16.39
Watonwan,165,5,2,1,3,19-50,2017,52140,25.07
Watonwan,165,6,2,1.5,4,19-50,2017,64015,20.52
Watonwan,165,3,2,1,1,19-50,2017,39729,19.1
Mahnomen,087,2,1,1,1,19-50,2017,40396,19.42
Mahnomen,087,4,2,2,2,19-50,2017,62736,15.08
Mahnomen,087,5,1,1,4,19-50,2017,64153,30.84
Mahnomen,087,5,2,1.5,3,19-50,2017,60078,19.26
Morrison,097,4,2,2,2,19-50,2017,67248,16.17
Morrison,097,5,2,1,3,19-50,2017,56679,27.25
Morrison,097,5,1,1,4,19-50,2017,68833,33.09
Morrison,097,2,2,2,0,51+,2017,37314,8.97
Morrison,097,6,2,1.5,4,19-50,2017,69185,22.17
Morrison,097,2,2,2,0,19-50,2017,36539,8.78
Morrison,097,2,1,1,1,19-50,2017,42828,20.59
Morrison,097,2,2,1,0,19-50,2017,35693,17.16
Morrison,097,4,2,1.5,2,19-50,2017,61083,19.58
Morrison,097,5,2,2,3,19-50,2017,70977,17.06
Morrison,097,5,2,1.5,3,19-50,2017,64786,20.76
Morrison,097,2,2,1,0,51+,2017,36434,17.52
Morrison,097,4,1,1,3,19-50,2017,65136,31.32
Morrison,097,1,1,1,0,19-50,2017,29026,13.95
Morrison,097,3,2,1.5,1,19-50,2017,49195,15.77
Morrison,097,3,2,2,1,19-50,2017,52963,12.73
Morrison,097,1,1,1,0,51+,2017,29412,14.14
Morrison,097,4,2,1,2,19-50,2017,52897,25.43
Morrison,097,3,2,1,1,19-50,2017,44212,21.26
Morrison,097,6,2,1,4,19-50,2017,61073,29.36
Morrison,097,3,1,1,2,19-50,2017,60981,29.32
Morrison,097,6,2,2,4,19-50,2017,75401,18.13
Morrison,097,2,2,1.5,0,19-50,2017,36539,11.71
Morrison,097,2,2,1.5,0,51+,2017,37314,11.96
Wabasha,157,3,1,1,2,19-50,2017,66446,31.95
Wabasha,157,5,2,2,3,19-50,2017,76155,18.31
Wabasha,157,2,2,1.5,0,51+,2017,37044,11.87
Wabasha,157,2,2,1.5,0,19-50,2017,36269,11.62
Wabasha,157,2,2,1,0,19-50,2017,35424,17.03
Wabasha,157,5,2,1,3,19-50,2017,57884,27.83
Wabasha,157,4,2,1.5,2,19-50,2017,64535,20.68
Wabasha,157,1,1,1,0,19-50,2017,28808,13.85
Wabasha,157,4,2,1,2,19-50,2017,54407,26.16
Wabasha,157,1,1,1,0,51+,2017,29199,14.04
Wabasha,157,6,2,2,4,19-50,2017,80418,19.33
Wabasha,157,4,2,2,2,19-50,2017,72650,17.46
Wabasha,157,3,2,2,1,19-50,2017,53534,12.87
Pipestone,117,3,2,1,1,19-50,2017,40956,19.69
Pipestone,117,1,1,1,0,51+,2017,28463,13.68
Pipestone,117,4,2,1.5,2,19-50,2017,58723,18.82
Pipestone,117,4,1,1,3,19-50,2017,62528,30.06
Pipestone,117,2,2,2,0,19-50,2017,35752,8.59
Pipestone,117,2,1,1,1,19-50,2017,39688,19.08
Pipestone,117,5,1,1,4,19-50,2017,66017,31.74
Pipestone,117,5,2,2,3,19-50,2017,68230,16.4
Pipestone,117,6,2,1.5,4,19-50,2017,66640,21.36
Pipestone,117,5,2,1.5,3,19-50,2017,62323,19.98
Pipestone,117,5,2,1,3,19-50,2017,54371,26.14
Saint Louis,137,5,2,1.5,3,19-50,2017,62971,20.18
Saint Louis,137,2,2,1,0,51+,2017,34823,16.74
