Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Central Minnesota               ,4,1,1,3,19-50,77952,37.48,1172,964,450,1272,1039,654,945
Central Minnesota               ,5,2,2,3,19-50,83328,20.03,1172,1174,466,1272,1106,715,1039
Central Minnesota               ,3,1,1,2,19-50,73812,35.49,1172,733,442,1272,972,586,974
Central Minnesota               ,3,2,1,1,19-50,47748,22.96,0,744,448,918,972,486,411
Central Minnesota               ,2,2,1,0,19-50,38508,18.51,0,597,282,727,822,387,394
Central Minnesota               ,4,2,2,2,19-50,79692,19.16,1172,970,457,1272,1039,655,1076
Central Minnesota               ,3,2,1.5,1,19-50,54780,17.56,340,744,448,918,972,486,657
Central Minnesota               ,1,1,1,0,51+,32196,15.48,0,313,175,710,771,299,415
Central Minnesota               ,2,2,2,0,51+,40248,9.68,0,573,363,727,822,380,489
EDR  1 - Northwest              ,1,1,1,0,51+,27492,13.22,0,318,174,575,633,261,330
EDR  1 - Northwest              ,2,2,2,0,51+,35268,8.48,0,584,356,587,671,342,399
EDR  1 - Northwest              ,4,2,1.5,2,19-50,57984,18.58,362,988,426,1032,833,590,601
EDR  1 - Northwest              ,1,1,1,0,19-50,27144,13.05,0,332,134,575,633,265,323
EDR  1 - Northwest              ,5,2,1,3,19-50,53700,25.82,0,1196,435,1032,883,651,278
EDR  1 - Northwest              ,2,1,1,1,19-50,40032,19.25,409,489,269,766,671,367,365
EDR 10 - Southeast              ,5,2,1.5,3,19-50,66864,21.43,546,1187,435,1117,933,673,681
EDR 10 - Southeast              ,2,1,1,1,19-50,46464,22.34,666,486,269,850,705,390,506
EDR 10 - Southeast              ,3,2,2,1,19-50,55980,13.46,666,752,417,850,825,468,687
EDR 10 - Southeast              ,2,2,2,0,19-50,36072,8.67,0,604,276,646,705,365,410
EDR 10 - Southeast              ,4,2,1,2,19-50,52680,25.33,0,980,426,1117,879,613,375
EDR 10 - Southeast              ,2,2,1.5,0,51+,36840,11.81,0,579,356,646,705,358,426
EDR 10 - Southeast              ,2,2,1,0,19-50,35232,16.94,0,604,276,646,705,365,340
EDR 10 - Southeast              ,4,2,2,2,19-50,72168,17.35,1093,980,426,1117,879,613,906
EDR 10 - Southeast              ,3,2,1.5,1,19-50,50460,16.17,333,752,417,850,825,468,560
EDR 10 - Southeast              ,1,1,1,0,51+,29076,13.98,0,316,174,634,664,277,358
EDR 10 - Southeast              ,2,2,2,0,51+,36840,8.86,0,579,356,646,705,358,426
EDR 10 - Southeast              ,4,2,1.5,2,19-50,63420,20.33,546,980,426,1117,879,613,724
EDR 10 - Southeast              ,1,1,1,0,19-50,28704,13.8,0,329,134,634,664,281,350
EDR 10 - Southeast              ,5,2,1,3,19-50,56136,26.99,0,1187,435,1117,933,673,333
EDR 10 - Southeast              ,2,2,1,0,51+,35964,17.29,0,579,356,646,705,358,353
"Seven County Mpls-St Paul, MN   ",3,2,1,1,19-50,51396,24.71,0,773,486,1113,870,552,489
"Seven County Mpls-St Paul, MN   ",2,2,1,0,19-50,40764,19.6,0,621,290,884,741,440,421
"Seven County Mpls-St Paul, MN   ",4,2,2,2,19-50,102576,24.66,2195,1009,494,1576,928,756,1590
"Seven County Mpls-St Paul, MN   ",3,2,1.5,1,19-50,63996,20.51,682,773,486,1113,870,552,857
"Seven County Mpls-St Paul, MN   ",1,1,1,0,51+,34212,16.45,0,325,177,862,697,347,443
"Seven County Mpls-St Paul, MN   ",2,2,2,0,51+,42600,10.24,0,596,371,884,741,433,525
"Seven County Mpls-St Paul, MN   ",4,2,1.5,2,19-50,84636,27.13,1097,1009,494,1576,928,756,1193
"Seven County Mpls-St Paul, MN   ",1,1,1,0,19-50,33864,16.28,0,339,137,862,697,351,436
"Seven County Mpls-St Paul, MN   ",5,2,1,3,19-50,67956,32.67,0,1221,503,1576,986,818,559
"Seven County Mpls-St Paul, MN   ",4,1,1,3,19-50,101772,48.93,2195,1003,488,1576,928,754,1537
"Seven County Mpls-St Paul, MN   ",5,2,2,3,19-50,106440,25.59,2195,1221,503,1576,986,818,1571
"Seven County Mpls-St Paul, MN   ",3,1,1,2,19-50,97380,46.82,2195,763,479,1576,870,684,1548
"Seven County Mpls-St Paul, MN   ",2,1,1,1,19-50,63912,30.73,1363,500,284,1113,741,471,854
"Seven County Mpls-St Paul, MN   ",3,2,2,1,19-50,74856,17.99,1363,773,486,1113,870,552,1081
"Seven County Mpls-St Paul, MN   ",2,2,2,0,19-50,41820,10.05,0,621,290,884,741,440,509
"Seven County Mpls-St Paul, MN   ",4,2,1,2,19-50,64464,30.99,0,1009,494,1576,928,756,609
"Seven County Mpls-St Paul, MN   ",2,2,1.5,0,51+,42600,13.65,0,596,371,884,741,433,525
"Seven County Mpls-St Paul, MN   ",2,2,1,0,51+,41520,19.96,0,596,371,884,741,433,435
"Seven County Mpls-St Paul, MN   ",5,2,1.5,3,19-50,88236,28.28,1097,1221,503,1576,986,818,1152
"Seven County Mpls-St Paul, MN   ",2,2,1.5,0,19-50,41820,13.4,0,621,290,884,741,440,509
"Seven County Mpls-St Paul, MN   ",6,2,1,4,19-50,72432,34.82,0,1488,512,1576,1025,896,539
"Seven County Mpls-St Paul, MN   ",6,2,1.5,4,19-50,92664,29.7,1097,1488,512,1576,1025,896,1128
"Seven County Mpls-St Paul, MN   ",6,2,2,4,19-50,111192,26.73,2195,1488,512,1576,1025,896,1574
"Seven County Mpls-St Paul, MN   ",5,1,1,4,19-50,105672,50.8,2195,1220,496,1576,986,817,1516
Waseca County                   ,6,2,1,4,19-50,58492,28.12,0,1465,443,960,1015,709,282
Waseca County                   ,2,2,2,0,19-50,34495,8.29,0,612,276,530,735,334,388
Waseca County                   ,1,1,1,0,51+,27409,13.18,0,320,174,520,691,245,334
Waseca County                   ,4,2,1.5,2,19-50,59112,18.95,414,993,426,960,919,571,643
Waseca County                   ,2,2,1,0,19-50,33727,16.21,0,612,276,530,735,334,324
Waseca County                   ,4,1,1,3,19-50,63563,30.56,829,988,419,960,919,569,613
Waseca County                   ,5,2,1,3,19-50,53995,25.96,0,1203,435,960,977,632,293
Waseca County                   ,2,2,2,0,51+,35250,8.47,0,587,356,530,735,326,403
Waseca County                   ,2,2,1.5,0,51+,35250,11.3,0,587,356,530,735,326,403
Waseca County                   ,6,2,2,4,19-50,73605,17.69,829,1465,443,960,1015,709,713
Waseca County                   ,5,1,1,4,19-50,67099,32.26,829,1201,428,960,977,632,565
Waseca County                   ,3,2,1.5,1,19-50,46304,14.84,225,762,417,698,862,427,468
Waseca County                   ,2,2,1,0,51+,34450,16.56,0,587,356,530,735,326,337
Waseca County                   ,4,2,2,2,19-50,65677,15.79,829,993,426,960,919,571,775
Waseca County                   ,3,2,1,1,19-50,41231,19.82,0,762,417,698,862,427,270
Waseca County                   ,6,2,1.5,4,19-50,66959,21.46,414,1465,443,960,1015,709,574
Yellow Medicine County          ,6,2,1.5,4,19-50,66018,21.16,364,1490,443,1008,914,730,553
Yellow Medicine County          ,5,2,2,3,19-50,67499,16.23,728,1223,435,1008,881,652,698
Yellow Medicine County          ,5,2,1,3,19-50,53798,25.86,0,1223,435,1008,881,652,284
Yellow Medicine County          ,2,2,1,0,19-50,33571,16.14,0,622,276,565,670,347,318
Yellow Medicine County          ,4,2,2,2,19-50,63978,15.38,728,1010,426,1008,831,590,739
Yellow Medicine County          ,4,2,1,2,19-50,50173,24.12,0,1010,426,1008,831,590,316
Yellow Medicine County          ,2,1,1,1,19-50,38360,18.44,380,500,269,698,670,350,330
Yellow Medicine County          ,6,2,2,4,19-50,71858,17.27,728,1490,443,1008,914,730,675
Yellow Medicine County          ,3,2,1,1,19-50,40052,19.26,0,775,417,698,781,430,237
Yellow Medicine County          ,3,2,2,1,19-50,47833,11.5,380,775,417,698,781,430,505
Yellow Medicine County          ,4,1,1,3,19-50,61828,29.73,728,1005,419,1008,831,588,573
Yellow Medicine County          ,2,2,1.5,0,51+,35108,11.25,0,597,356,565,670,340,398
Yellow Medicine County          ,2,2,2,0,51+,35108,8.44,0,597,356,565,670,340,398
Yellow Medicine County          ,2,2,2,0,19-50,34338,8.25,0,622,276,565,670,347,382
Yellow Medicine County          ,5,1,1,4,19-50,65316,31.4,728,1222,428,1008,881,652,524
Yellow Medicine County          ,6,2,1,4,19-50,58320,28.04,0,1490,443,1008,914,730,275
Yellow Medicine County          ,3,1,1,2,19-50,57884,27.83,728,764,411,1008,781,518,614
Yellow Medicine County          ,1,1,1,0,51+,27132,13.04,0,326,174,549,632,256,324
Yellow Medicine County          ,1,1,1,0,19-50,26769,12.87,0,339,134,549,632,260,317
Yellow Medicine County          ,2,2,1.5,0,19-50,34338,11.01,0,622,276,565,670,347,382
Yellow Medicine County          ,2,2,1,0,51+,34309,16.49,0,597,356,565,670,340,331
Yellow Medicine County          ,5,2,1.5,3,19-50,61580,19.74,364,1223,435,1008,881,652,569
Yellow Medicine County          ,4,2,1.5,2,19-50,58094,18.62,364,1010,426,1008,831,590,612
Yellow Medicine County          ,3,2,1.5,1,19-50,44597,14.29,190,775,417,698,781,430,425
EDR  5 - North Central          ,6,2,1,4,19-50,59652,28.68,0,1435,443,955,1133,698,307
Sherburne County                ,2,2,1.5,0,51+,44688,14.32,0,571,371,884,906,425,567
Sherburne County                ,3,2,1.5,1,19-50,62184,19.93,404,741,486,1113,1076,542,820
Sherburne County                ,6,2,2,4,19-50,100781,24.23,1411,1426,512,1576,1280,878,1315
Sherburne County                ,5,2,2,3,19-50,96097,23.1,1411,1170,503,1576,1229,803,1316
Sherburne County                ,4,2,1,2,19-50,67524,32.46,0,967,494,1576,1153,743,694
Sherburne County                ,3,1,1,2,19-50,86635,41.65,1411,731,479,1576,1076,674,1273
Sherburne County                ,2,2,1.5,0,19-50,43897,14.07,0,595,290,884,906,432,551
Sherburne County                ,2,2,1,0,19-50,42788,20.57,0,595,290,884,906,432,459
Sherburne County                ,3,2,1,1,19-50,54043,25.98,0,741,486,1113,1076,542,546
Sherburne County                ,1,1,1,0,51+,36355,17.48,0,312,177,862,847,343,489
Sherburne County                ,5,2,1,3,19-50,71135,34.2,0,1170,503,1576,1229,803,647
Sherburne County                ,2,1,1,1,19-50,57253,27.53,809,479,284,1113,906,465,715
Sherburne County                ,4,2,1.5,2,19-50,80912,25.93,706,967,494,1576,1153,743,1104
Sherburne County                ,3,2,2,1,19-50,68584,16.49,809,741,486,1113,1076,542,948
Sherburne County                ,1,1,1,0,19-50,35965,17.29,0,325,137,862,847,347,479
Sherburne County                ,5,2,1.5,3,19-50,84620,27.12,706,1170,503,1576,1229,803,1065
Sherburne County                ,4,2,2,2,19-50,92327,22.19,1411,967,494,1576,1153,743,1350
Sherburne County                ,6,2,1,4,19-50,75428,36.26,0,1426,512,1576,1280,878,614
Wadena County                   ,2,1,1,1,19-50,40886,19.66,470,485,269,698,746,346,393
Wadena County                   ,5,2,2,3,19-50,68227,16.4,879,1186,435,873,994,602,717
Wadena County                   ,6,2,2,4,19-50,72522,17.43,879,1445,443,873,1033,678,692
Wadena County                   ,3,2,2,1,19-50,50507,12.14,470,751,417,698,877,424,572
Wadena County                   ,4,2,1.5,2,19-50,57635,18.47,440,980,426,873,935,542,607
Wadena County                   ,5,2,1.5,3,19-50,61123,19.59,440,1186,435,873,994,602,564
Wadena County                   ,6,2,1.5,4,19-50,65496,20.99,440,1445,443,873,1033,678,546
Wadena County                   ,2,2,2,0,19-50,34787,8.36,0,603,276,545,746,336,393
Wadena County                   ,5,2,1,3,19-50,52097,25.05,0,1186,435,873,994,602,251
Wadena County                   ,2,2,1.5,0,19-50,34787,11.15,0,603,276,545,746,336,393
Wadena County                   ,4,1,1,3,19-50,62614,30.1,879,974,419,873,935,540,598
Wadena County                   ,4,2,1,2,19-50,48422,23.28,0,980,426,873,935,542,279
Wadena County                   ,3,2,1.5,1,19-50,46509,14.91,235,751,417,698,877,424,474
Wadena County                   ,1,1,1,0,19-50,27389,13.17,0,329,134,533,702,252,332
Wadena County                   ,2,2,1.5,0,51+,35562,11.4,0,579,356,545,746,329,409
Wadena County                   ,2,2,1,0,51+,34757,16.71,0,579,356,545,746,329,341
Wadena County                   ,3,1,1,2,19-50,58727,28.23,879,741,411,873,877,472,641
Wadena County                   ,4,2,2,2,19-50,64706,15.55,879,980,426,873,935,542,757
Wadena County                   ,2,2,2,0,51+,35562,8.55,0,579,356,545,746,329,409
Wadena County                   ,5,1,1,4,19-50,66087,31.77,879,1184,428,873,994,601,548
Wadena County                   ,3,2,1,1,19-50,41249,19.83,0,751,417,698,877,424,270
Wadena County                   ,1,1,1,0,51+,27752,13.34,0,316,174,533,702,248,340
Wadena County                   ,6,2,1,4,19-50,56750,27.28,0,1445,443,873,1033,678,257
Stevens County                  ,5,2,2,3,19-50,60058,14.44,687,1186,435,879,680,604,534
Stevens County                  ,6,2,2,4,19-50,64140,15.42,687,1445,443,879,703,679,509
Stevens County                  ,5,2,1.5,3,19-50,54146,17.35,344,1186,435,879,680,604,384
Stevens County                  ,1,1,1,0,19-50,25261,12.14,0,329,134,584,508,267,283
Stevens County                  ,3,1,1,2,19-50,51534,24.78,687,741,411,879,611,474,492
Stevens County                  ,2,2,1,0,51+,32606,15.68,0,579,356,605,534,346,297
Stevens County                  ,6,2,1,4,19-50,51297,24.66,0,1445,443,879,703,679,126
Stevens County                  ,1,1,1,0,51+,25624,12.32,0,316,174,584,508,263,290
Stevens County                  ,6,2,1.5,4,19-50,58610,18.79,344,1445,443,879,703,679,391
Stevens County                  ,2,2,1.5,0,19-50,32569,10.44,0,603,276,605,534,353,343
Stevens County                  ,3,2,1.5,1,19-50,41053,13.16,184,751,417,698,611,424,336
Stevens County                  ,2,2,1.5,0,51+,33325,10.68,0,579,356,605,534,346,357
Stevens County                  ,4,2,1,2,19-50,43129,20.74,0,980,426,879,646,543,120
Stevens County                  ,2,2,2,0,19-50,32569,7.83,0,603,276,605,534,353,343
Stevens County                  ,5,1,1,4,19-50,58156,27.96,687,1184,428,879,680,603,385
Stevens County                  ,4,2,2,2,19-50,56902,13.68,687,980,426,879,646,543,581
Stevens County                  ,3,2,1,1,19-50,36428,17.51,0,751,417,698,611,424,135
Stevens County                  ,2,1,1,1,19-50,35228,16.94,367,485,269,698,534,346,237
EDR  7W- Central                ,5,2,1.5,3,19-50,74328,23.82,591,1171,471,1327,1058,730,846
EDR  7W- Central                ,2,2,1.5,0,19-50,39528,12.67,0,596,283,758,789,396,472
EDR  7W- Central                ,5,1,1,4,19-50,82248,39.54,1183,1170,464,1327,1058,730,922
EDR  7W- Central                ,2,1,1,1,19-50,49656,23.87,662,479,277,948,789,417,566
EDR  7W- Central                ,3,2,2,1,19-50,59988,14.42,662,742,454,948,930,494,769
EDR  7W- Central                ,2,2,2,0,19-50,39528,9.5,0,596,283,758,789,396,472
EDR  7W- Central                ,4,2,1,2,19-50,59172,28.45,0,968,462,1327,994,671,509
EDR  7W- Central                ,2,2,1.5,0,51+,40320,12.92,0,572,364,758,789,389,488
EDR  7W- Central                ,6,2,1,4,19-50,67032,32.23,0,1428,480,1327,1100,805,446
EDR  7W- Central                ,6,2,1.5,4,19-50,78612,25.2,591,1428,480,1327,1100,805,820
EDR  7W- Central                ,6,2,2,4,19-50,88284,21.22,1183,1428,480,1327,1100,805,1034
EDR  7W- Central                ,2,2,1,0,19-50,38580,18.55,0,596,283,758,789,396,393
EDR  7W- Central                ,4,2,2,2,19-50,80328,19.31,1183,968,462,1327,994,671,1089
EDR  7W- Central                ,3,2,1.5,1,19-50,54600,17.5,331,742,454,948,930,494,651
EDR  7W- Central                ,4,1,1,3,19-50,78600,37.79,1183,962,456,1327,994,669,959
EDR  7W- Central                ,5,2,2,3,19-50,83868,20.16,1183,1171,471,1327,1058,730,1049
EDR  7W- Central                ,3,1,1,2,19-50,74532,35.83,1183,732,447,1327,930,602,990
EDR  7W- Central                ,3,2,1,1,19-50,47700,22.93,0,742,454,948,930,494,407
EDR  7W- Central                ,1,1,1,0,51+,32268,15.51,0,312,176,739,741,307,414
EDR  7W- Central                ,2,2,2,0,51+,40320,9.69,0,572,364,758,789,389,488
EDR  7W- Central                ,4,2,1.5,2,19-50,70824,22.7,591,968,462,1327,994,671,889
EDR  7W- Central                ,1,1,1,0,19-50,31896,15.33,0,325,136,739,741,311,406
EDR  7W- Central                ,5,2,1,3,19-50,62676,30.13,0,1171,471,1327,1058,730,466
EDR  9 - South Central          ,1,1,1,0,51+,28188,13.55,0,317,174,605,642,269,342
EDR  9 - South Central          ,2,2,2,0,51+,35916,8.63,0,580,356,616,681,350,410
EDR  9 - South Central          ,4,2,1.5,2,19-50,59316,19.01,380,982,426,1074,846,601,634
EDR  9 - South Central          ,1,1,1,0,19-50,27804,13.37,0,330,134,605,642,273,333
EDR  9 - South Central          ,6,2,2,4,19-50,73116,17.58,760,1449,443,1074,931,737,699
EDR  9 - South Central          ,4,1,1,3,19-50,63300,30.43,760,977,419,1074,846,599,600
EDR  9 - South Central          ,5,1,1,4,19-50,66660,32.05,760,1188,428,1074,897,661,547
EDR  9 - South Central          ,5,2,1,3,19-50,54672,26.28,0,1189,435,1074,897,662,299
EDR  9 - South Central          ,2,1,1,1,19-50,41352,19.88,459,486,269,782,681,371,398
EDR  9 - South Central          ,3,2,2,1,19-50,50700,12.19,459,753,417,782,795,449,570
EDR  9 - South Central          ,2,2,2,0,19-50,35148,8.45,0,605,276,616,681,357,394
EDR  9 - South Central          ,4,2,1,2,19-50,51180,24.61,0,982,426,1074,846,601,336
EDR  9 - South Central          ,2,2,1.5,0,51+,35916,11.51,0,580,356,616,681,350,410
EDR  9 - South Central          ,2,2,1,0,51+,35076,16.86,0,580,356,616,681,350,340
EDR  9 - South Central          ,5,2,1.5,3,19-50,62760,20.12,380,1189,435,1074,897,662,593
EDR  9 - South Central          ,2,2,1.5,0,19-50,35148,11.27,0,605,276,616,681,357,394
EDR  9 - South Central          ,6,2,1,4,19-50,59016,28.37,0,1449,443,1074,931,737,284
EDR  9 - South Central          ,6,2,1.5,4,19-50,67008,21.48,380,1449,443,1074,931,737,570
EDR  1 - Northwest              ,3,2,2,1,19-50,49404,11.88,409,757,417,766,782,445,541
EDR  1 - Northwest              ,2,2,2,0,19-50,34500,8.29,0,608,276,587,671,349,384
EDR  1 - Northwest              ,4,2,1,2,19-50,50172,24.12,0,988,426,1032,833,590,312
EDR  1 - Northwest              ,2,2,1.5,0,51+,35268,11.3,0,584,356,587,671,342,399
EDR  1 - Northwest              ,5,1,1,4,19-50,65220,31.36,725,1195,428,1032,883,651,521
EDR  1 - Northwest              ,4,1,1,3,19-50,61824,29.72,725,982,419,1032,833,589,572
EDR  1 - Northwest              ,5,2,2,3,19-50,67380,16.2,725,1196,435,1032,883,651,693
EDR  1 - Northwest              ,3,1,1,2,19-50,57984,27.88,725,747,411,1032,782,520,615
EDR  1 - Northwest              ,3,2,1,1,19-50,41160,19.79,0,757,417,766,782,445,263
EDR  1 - Northwest              ,2,2,1,0,19-50,33720,16.21,0,608,276,587,671,349,319
EDR  1 - Northwest              ,4,2,2,2,19-50,63972,15.38,725,988,426,1032,833,590,737
EDR  1 - Northwest              ,3,2,1.5,1,19-50,45912,14.72,205,757,417,766,782,445,454
EDR  1 - Northwest              ,2,2,1,0,51+,34464,16.57,0,584,356,587,671,342,332
EDR  1 - Northwest              ,6,2,1,4,19-50,58092,27.93,0,1457,443,1032,916,727,266
EDR  1 - Northwest              ,6,2,1.5,4,19-50,65772,21.08,362,1457,443,1032,916,727,544
EDR  1 - Northwest              ,6,2,2,4,19-50,71628,17.22,725,1457,443,1032,916,727,669
EDR  1 - Northwest              ,5,2,1.5,3,19-50,61464,19.7,362,1196,435,1032,883,651,563
EDR  1 - Northwest              ,2,2,1.5,0,19-50,34500,11.06,0,608,276,587,671,349,384
Southeast Minnesota             ,5,2,1.5,3,19-50,66864,21.43,546,1187,435,1117,933,673,681
Southeast Minnesota             ,2,2,1.5,0,19-50,36072,11.56,0,604,276,646,705,365,410
Southeast Minnesota             ,4,1,1,3,19-50,70068,33.69,1093,975,419,1117,879,611,745
Southeast Minnesota             ,5,2,2,3,19-50,75624,18.18,1093,1187,435,1117,933,673,864
Southeast Minnesota             ,3,1,1,2,19-50,66180,31.82,1093,741,411,1117,825,543,785
Southeast Minnesota             ,3,2,1,1,19-50,43572,20.95,0,752,417,850,825,468,319
Southeast Minnesota             ,2,2,1,0,19-50,35232,16.94,0,604,276,646,705,365,340
Southeast Minnesota             ,4,2,2,2,19-50,72168,17.35,1093,980,426,1117,879,613,906
Southeast Minnesota             ,3,2,1.5,1,19-50,50460,16.17,333,752,417,850,825,468,560
Southeast Minnesota             ,1,1,1,0,51+,29076,13.98,0,316,174,634,664,277,358
Southeast Minnesota             ,5,1,1,4,19-50,73548,35.36,1093,1186,428,1117,933,673,699
Southeast Minnesota             ,6,2,1,4,19-50,60408,29.04,0,1446,443,1117,969,749,310
Southeast Minnesota             ,6,2,1.5,4,19-50,71100,22.79,546,1446,443,1117,969,749,655
Southeast Minnesota             ,6,2,2,4,19-50,79872,19.2,1093,1446,443,1117,969,749,839
Southeast Minnesota             ,2,2,2,0,51+,36840,8.86,0,579,356,646,705,358,426
Southeast Minnesota             ,4,2,1.5,2,19-50,63420,20.33,546,980,426,1117,879,613,724
Southeast Minnesota             ,1,1,1,0,19-50,28704,13.8,0,329,134,634,664,281,350
Southeast Minnesota             ,5,2,1,3,19-50,56136,26.99,0,1187,435,1117,933,673,333
Southeast Minnesota             ,2,1,1,1,19-50,46464,22.34,666,486,269,850,705,390,506
Southeast Minnesota             ,3,2,2,1,19-50,55980,13.46,666,752,417,850,825,468,687
Southeast Minnesota             ,2,2,2,0,19-50,36072,8.67,0,604,276,646,705,365,410
Southeast Minnesota             ,4,2,1,2,19-50,52680,25.33,0,980,426,1117,879,613,375
Southeast Minnesota             ,2,2,1.5,0,51+,36840,11.81,0,579,356,646,705,358,426
Wadena County                   ,2,2,1,0,19-50,34004,16.35,0,603,276,545,746,336,328
Wilkin County                   ,3,2,2,1,19-50,48277,11.61,389,748,417,698,832,423,516
Wilkin County                   ,3,2,1,1,19-50,40358,19.4,0,748,417,698,832,423,245
Wilkin County                   ,4,2,2,2,19-50,64438,15.49,735,976,426,1016,887,582,748
Wilkin County                   ,1,1,1,0,51+,26822,12.9,0,314,174,515,669,242,321
Wilkin County                   ,3,2,1.5,1,19-50,44956,14.41,194,748,417,698,832,423,434
Wilkin County                   ,2,2,1,0,19-50,33053,15.89,0,601,276,525,711,329,312
Wilkin County                   ,2,2,2,0,51+,34565,8.31,0,577,356,525,711,322,389
Wilkin County                   ,2,2,2,0,19-50,33783,8.12,0,601,276,525,711,329,373
Wilkin County                   ,5,1,1,4,19-50,65686,31.58,735,1180,428,1016,942,642,531
Wilkin County                   ,2,1,1,1,19-50,38837,18.67,389,483,269,698,711,345,341
Wilkin County                   ,2,2,1.5,0,19-50,33783,10.83,0,601,276,525,711,329,373
Wilkin County                   ,5,2,1,3,19-50,54072,26,0,1181,435,1016,942,642,290
Wilkin County                   ,4,1,1,3,19-50,62262,29.93,735,970,419,1016,887,580,581
Wilkin County                   ,4,2,1.5,2,19-50,58540,18.76,368,976,426,1016,887,582,623
Wilkin County                   ,2,2,1.5,0,51+,34565,11.08,0,577,356,525,711,322,389
Wilkin County                   ,6,2,2,4,19-50,72109,17.33,735,1439,443,1016,978,718,680
Wilkin County                   ,5,2,2,3,19-50,67878,16.32,735,1181,435,1016,942,642,706
Wilkin County                   ,4,2,1,2,19-50,50545,24.3,0,976,426,1016,887,582,325
Wilkin County                   ,6,2,1,4,19-50,58449,28.1,0,1439,443,1016,978,718,277
Wilkin County                   ,1,1,1,0,19-50,26475,12.73,0,328,134,515,669,246,314
Wilkin County                   ,5,2,1.5,3,19-50,62017,19.88,368,1181,435,1016,942,642,584
Wilkin County                   ,3,1,1,2,19-50,58413,28.08,735,738,411,1016,832,512,624
Wilkin County                   ,2,2,1,0,51+,33795,16.25,0,577,356,525,711,322,325
Wilkin County                   ,6,2,1.5,4,19-50,66222,21.23,368,1439,443,1016,978,718,556
EDR  4 - West Central           ,5,1,1,4,19-50,66432,31.94,798,1186,428,999,938,639,548
EDR  4 - West Central           ,5,2,1.5,3,19-50,62160,19.92,399,1187,435,999,938,639,583
EDR  4 - West Central           ,4,1,1,3,19-50,63000,30.29,798,975,419,999,884,577,598
EDR  4 - West Central           ,5,2,2,3,19-50,68604,16.49,798,1187,435,999,938,639,721
EDR  4 - West Central           ,3,1,1,2,19-50,59136,28.43,798,742,411,999,829,509,640
EDR  4 - West Central           ,3,2,1,1,19-50,41208,19.81,0,752,417,734,829,435,267
EDR  4 - West Central           ,3,2,2,1,19-50,50640,12.17,481,752,417,734,829,435,572
EDR  4 - West Central           ,2,2,2,0,19-50,34620,8.32,0,604,276,568,708,342,387
EDR  4 - West Central           ,4,2,1,2,19-50,50232,24.15,0,981,426,999,884,579,317
EDR  4 - West Central           ,2,2,1.5,0,51+,35400,11.35,0,580,356,568,708,335,403
EDR  4 - West Central           ,2,2,1,0,19-50,33852,16.27,0,604,276,568,708,342,323
EDR  4 - West Central           ,4,2,2,2,19-50,65160,15.66,798,981,426,999,884,579,763
EDR  4 - West Central           ,3,2,1.5,1,19-50,46548,14.92,240,752,417,734,829,435,472
EDR  4 - West Central           ,1,1,1,0,51+,27672,13.3,0,316,174,558,667,255,336
EDR  4 - West Central           ,2,2,2,0,51+,35400,8.51,0,580,356,568,708,335,403
EDR  4 - West Central           ,4,2,1.5,2,19-50,58680,18.81,399,981,426,999,884,579,622
EDR  5 - North Central          ,6,2,1.5,4,19-50,69240,22.19,483,1435,443,955,1133,698,623
EDR  5 - North Central          ,6,2,2,4,19-50,76956,18.5,966,1435,443,955,1133,698,783
EDR  5 - North Central          ,5,2,1.5,3,19-50,64908,20.8,483,1177,435,955,1089,623,647
EDR  5 - North Central          ,2,2,1.5,0,19-50,36108,11.57,0,599,276,565,811,340,418
EDR  5 - North Central          ,4,1,1,3,19-50,66876,32.15,966,967,419,955,1023,562,681
EDR  5 - North Central          ,5,2,2,3,19-50,72612,17.45,966,1177,435,955,1089,623,806
EDR  5 - North Central          ,3,1,1,2,19-50,62844,30.21,966,735,411,955,957,494,719
EDR  5 - North Central          ,3,2,1,1,19-50,43620,20.97,0,745,417,749,957,437,330
EDR  5 - North Central          ,2,2,1,0,19-50,35268,16.96,0,599,276,565,811,340,348
EDR  5 - North Central          ,4,2,2,2,19-50,69024,16.59,966,973,426,955,1023,564,845
EDR  5 - North Central          ,3,2,1.5,1,19-50,49608,15.9,281,745,417,749,957,437,548
EDR  5 - North Central          ,2,2,1,0,51+,36012,17.31,0,575,356,565,811,333,361
EDR  5 - North Central          ,1,1,1,0,51+,29076,13.98,0,314,174,556,760,254,365
EDR  5 - North Central          ,2,2,2,0,51+,36876,8.86,0,575,356,565,811,333,433
EDR  5 - North Central          ,4,2,1.5,2,19-50,61344,19.66,483,973,426,955,1023,564,688
EDR  5 - North Central          ,1,1,1,0,19-50,28692,13.79,0,327,134,556,760,258,356
EDR  5 - North Central          ,5,2,1,3,19-50,55236,26.56,0,1177,435,955,1089,623,324
EDR  5 - North Central          ,2,1,1,1,19-50,44496,21.39,562,482,269,749,811,360,475
EDR  5 - North Central          ,3,2,2,1,19-50,54276,13.05,562,745,417,749,957,437,656
EDR  5 - North Central          ,2,2,2,0,19-50,36108,8.68,0,599,276,565,811,340,418
EDR  5 - North Central          ,4,2,1,2,19-50,51564,24.79,0,973,426,955,1023,564,356
EDR  5 - North Central          ,2,2,1.5,0,51+,36876,11.82,0,575,356,565,811,333,433
